"var","categoria","Tiene Decidido que va a ir a votar","Tiene dudas sobre si va a ir a  votar","Tiene Decidido que no va a ir a votar"
"P32","Patricia Bullrich a presidente, Luis Petri a vicepresidente, Néstor Grindetti a gobernador y Miguel Fernández a vicegobernador por Juntos por el Cambio",0.099,0.072,0.321
"P32","Javier Milei a presidente, Victoria Villarruel a vicepresidente, Carolina Piparo a gobernadora y Francisco Otero a vicegobernador por la Libertad Avanza",0.072,0.15,0.026
"P32","Juan Schiaretti a presidente y Florencio Randazzo a vicepresidente por Hacemos por Nuestro País",0.245,0.305,0.193
"P32","Myriam Bregman a presidente, Nicolas del Caño a vicepresidente, Rubén Sobrero a gobernador y Natalia González a vicegobernadora por el Frente de Izquierda",0.223,0.194,0.426
"P32","En blanco",0.222,0.141,0
"P32","No sabe",0.139,0.138,0.034
"P33","Sergio Massa a presidente, Agustín Rossi a vicepresidente, Axel Kicillof a gobernador y Verónica Magario a vicegobernadora por Unión por la Patria",0.09,0.217,0.041
"P33","Javier Milei a presidente, Victoria Villarruel a vicepresidente, Carolina Piparo a gobernadora y Francisco Otero a vicegobernador por la Libertad Avanza",0.356,0.394,0.848
"P33","Juan Schiaretti a presidente y Florencio Randazzo a vicepresidente por Hacemos por Nuestro País",0.152,0.094,0.063
"P33","Myriam Bregman a presidente, Nicolas del Caño a vicepresidente, Rubén Sobrero a gobernador y Natalia González a vicegobernadora por el Frente de Izquierda",0.017,0.017,0
"P33","En blanco",0.226,0.241,0.044
"P33","No sabe",0.159,0.037,0.004
"P34","Sergio Massa a presidente, Agustín Rossi a vicepresidente, Axel Kicillof a gobernador y Verónica Magario a vicegobernadora por Unión por la Patria",0.15,0.412,0.9
"P34","Patricia Bullrich a presidente, Luis Petri a vicepresidente, Néstor Grindetti a gobernador y Miguel Fernández a vicegobernador por Juntos por el Cambio",0.432,0.276,0.075
"P34","Juan Schiaretti a presidente y Florencio Randazzo a vicepresidente por Hacemos por Nuestro País",0.125,0.166,0
"P34","Myriam Bregman a presidente, Nicolas del Caño a vicepresidente, Rubén Sobrero a gobernador y Natalia González a vicegobernadora por el Frente de Izquierda",0.038,0,0
"P34","En blanco",0.189,0,0
"P34","No sabe",0.066,0.146,0.025
"P36","Con políticas de shock, mano dura y castigando a los corruptos y ladrones",0.369,0.397,0.338
"P36","Con políticas muy estudiadas y progresivas  para que las transformaciones de fondo necesarias se puedan realizar",0.184,0.168,0.199
"P36","Con políticas de desarrollo que permitan el crecimiento con inclusión social",0.248,0.215,0.225
"P36","Con políticas que limiten los privilegios de los que más tienen y favorezcan a los sectores más vulnerables",0.093,0.092,0.033
"P36","Con políticas revolucionarias que permitan la transformación igualitaria de la sociedad apoyándose en las mayorías populares",0.05,0.037,0.128
"P36","No sabe",0.056,0.091,0.077
"P37","Sergio Massa a presidente y Agustín Rossi a vicepresidente por Unión por la Patria",0.429,0.387,0.242
"P37","Patricia Bullrich a Presidente y Luis Petri a Vicepresidente por Juntos por el Cambio",0.397,0.341,0.363
"P37","En blanco",0.105,0.13,0.202
"P37","No sabe",0.069,0.142,0.193
"P38","Patricia Bullrich a Presidente y Luis Petri a Vicepresidente por Juntos por el Cambio",0.374,0.296,0.371
"P38","Javier Milei a Presidente y Victoria Villarruel a Vicepresidente por La Libertad Avanza",0.225,0.261,0.11
"P38","En blanco",0.258,0.233,0.145
"P38","No sabe",0.143,0.21,0.374
"P39","Sergio Massa a presidente y Agustín Rossi a vicepresidente por Unión por la Patria",0.448,0.332,0.236
"P39","Javier Milei a Presidente y Victoria Villarruel a Vicepresidente por La Libertad Avanza",0.318,0.306,0.232
"P39","En blanco",0.131,0.204,0.224
"P39","No sabe",0.103,0.158,0.308
"P45","Lo votaría",0.436,0.343,0.209
"P45","Puede que lo vote",0.079,0.145,0.032
"P45","Nunca lo votaría",0.447,0.427,0.537
"P45","No sabe",0.038,0.085,0.222
"P46","Lo votaría",0.34,0.241,0.438
"P46","Puede que lo vote",0.126,0.132,0.045
"P46","Nunca lo votaría",0.478,0.577,0.377
"P46","No sabe",0.056,0.05,0.14
"P47","Lo votaría",0.209,0.164,0.277
"P47","Puede que lo vote",0.156,0.11,0.198
"P47","Nunca lo votaría",0.577,0.627,0.393
"P47","No sabe",0.058,0.099,0.132
"P48","Lo votaría",0.121,0.14,0.159
"P48","Puede que lo vote",0.301,0.233,0.358
"P48","Nunca lo votaría",0.515,0.512,0.424
"P48","No sabe",0.063,0.115,0.059
"P49","Lo votaría",0.089,0.084,0.073
"P49","Puede que lo vote",0.275,0.288,0.149
"P49","Nunca lo votaría",0.559,0.443,0.555
"P49","No sabe",0.077,0.185,0.223
"P50","Si",0.444,0.51,0.611
"P50","No",0.556,0.49,0.389
"P51","Sergio Massa a Presidente y Agustín Rossi a Vicepresidente por Unión por la Patria. ",0.355,0.156,0.442
"P51","Patricia Bullrich a Presidente y Luis Petri a Vicepresidente por Juntos por el Cambio",0.18,0.332,0.062
"P51","Javier Milei a Presidente y Victoria Villarruel a Vicepresidente por la Libertad Avanza",0.339,0.378,0.246
"P51","Juan Schiaretti a presidente y Florencio Randazzo a vicepresidente por Hacemos por Nuestro País",0.084,0.075,0.013
"P51","Myriam Bregman a presidente y Nicolás del Caño a vicepresidente por el Frente de Izquierda",0.017,0.011,0
"P51","En blanco",0.01,0.01,0.125
"P51","No sabe",0.015,0.038,0.112
"P52","Axel Kicillof gobernador, Verónica Magario vicegobernadora; por Unión por la Patria",0.468,0.343,0.351
"P52","Néstor Grindetti gobernador, Miguel Fernández vicegobernador; por Juntos por el Cambio",0.333,0.379,0.484
"P52","Carolina Piparo gobernadora, Francisco Oneto vicegobernador; por la Libertad Avanza",0.062,0.082,0.027
"P52","Rubén Sobrero a gobernador y Natalia González a vicegobernadora por el Frente de Izquierda.",0.074,0.1,0.013
"P52","En blanco",0.017,0.044,0
"P52","No sabe",0.046,0.052,0.125
"P53","Sergio Massa y Javier Milei",0.481,0.411,0.75
"P53","Patricia Bullrich y Javier Milei",0.433,0.406,0.214
"P53","Sergio Massa y Patricia Bullrich",0.086,0.183,0.036
"P54","Muy buena",0.046,0.096,0.008
"P54","Buena",0.1,0.142,0.069
"P54","Regular",0.23,0.189,0.171
"P54","Mala",0.236,0.266,0.168
"P54","Muy mala",0.388,0.307,0.584
"P55","Muy buena",0.063,0.058,0
"P55","Buena",0.14,0.106,0.112
"P55","Regular",0.183,0.286,0.069
"P55","Mala",0.187,0.132,0.216
"P55","Muy mala",0.427,0.418,0.603
"P56","Muy buena",0.144,0.066,0
"P56","Buena",0.249,0.2,0.168
"P56","Regular",0.33,0.492,0.082
"P56","Mala",0.175,0.123,0.393
"P56","Muy mala",0.102,0.119,0.357
"P57","Muy buena",0.049,0,0
"P57","Buena",0.203,0.144,0.064
"P57","Regular",0.441,0.45,0.312
"P57","Mala",0.204,0.265,0.267
"P57","Muy mala",0.103,0.141,0.357
"P58","Muy buena",0.076,0.037,0
"P58","Buena",0.196,0.128,0.067
"P58","Regular",0.314,0.318,0.391
"P58","Mala",0.24,0.274,0.096
"P58","Muy mala",0.174,0.243,0.446
"P59","Muy buena",0.12,0.003,0
"P59","Buena",0.303,0.276,0.057
"P59","Regular",0.391,0.387,0.371
"P59","Mala",0.121,0.26,0.294
"P59","Muy mala",0.065,0.074,0.278
"P60","Ha aumentado significativamente",0.078,0.013,0.008
"P60","Ha aumentado ligeramente",0.208,0.146,0.121
"P60","Se mantiene igual",0.286,0.39,0.206
"P60","Ha disminuido ligeramente",0.202,0.201,0.101
"P60","Ha disminuido significativamente",0.226,0.25,0.564
"P61","Muy baja",0.048,0.023,0.008
"P61","Baja",0.061,0.141,0.009
"P61","Moderada",0.093,0.129,0.053
"P61","Alta",0.277,0.249,0.166
"P61","Muy alta",0.521,0.458,0.764
"P62","Muy bajas",0.049,0.03,0.011
"P62","Bajas",0.093,0.104,0.011
"P62","Adecuadas",0.291,0.167,0.089
"P62","Altas",0.324,0.377,0.247
"P62","Muy altas",0.243,0.322,0.642
"P63","No, ninguna dificultad",0.323,0.122,0.229
"P63","Alguna dificultad ocasional",0.317,0.366,0.203
"P63","Sí, dificultades frecuentes",0.36,0.512,0.568
"P64","Sí, absolutamente",0.464,0.364,0.404
"P64","Sí, en cierta medida",0.293,0.441,0.523
"P64","No, en absoluto",0.243,0.195,0.073
"P65","Reducir la inflación",0.455,0.388,0.434
"P65","Implementar reformas fiscales",0.099,0.168,0.076
"P65","Establecer políticas de control de precios",0.142,0.129,0.118
"P65","Reducir el gasto público",0.243,0.195,0.262
"P65","Estimular la inversión extranjera",0.05,0.08,0.11
"P65","Aumentar los subsidios a los servicios públicos",0.011,0.04,0
"P66","Fomentar la competencia entre proveedores",0.33,0.346,0.374
"P66","Incrementar la inversión en infraestructura",0.209,0.152,0.199
"P66","Implementar políticas de subsidios focalizados en grupos vulnerables",0.149,0.285,0.06
"P66","Realizar auditorías periódicas a las empresas de servicios públicos",0.312,0.217,0.367
"P67","Muy positiva",0.269,0.255,0.017
"P67","Positiva",0.212,0.202,0.229
"P67","Neutral",0.25,0.295,0.384
"P67","Algo negativa",0.091,0.082,0.231
"P67","Negativa",0.098,0.064,0.139
"P67","No sabe",0.08,0.102,0
"P68","Muy positivo",0.185,0.156,0.055
"P68","Positivo",0.213,0.244,0.126
"P68","Neutral",0.291,0.373,0.476
"P68","Algo negativo",0.091,0.068,0.14
"P68","Negativo",0.106,0.073,0.15
"P68","No sabe",0.114,0.086,0.053
"P69","Muy positivo",0.14,0.115,0.057
"P69","Positivo",0.162,0.213,0.139
"P69","Neutral",0.415,0.479,0.565
"P69","Algo negativo",0.073,0.053,0.216
"P69","Negativo",0.08,0.051,0.016
"P69","No sabe",0.13,0.089,0.007
"P70","Muy positiva",0.386,0.203,0.244
"P70","Positiva",0.206,0.264,0.326
"P70","Neutral",0.2,0.246,0.374
"P70","Algo negativa",0.081,0.133,0
"P70","Negativa",0.095,0.072,0.049
"P70","No sabe",0.032,0.082,0.007
"P71","Muy positivo",0.365,0.243,0.207
"P71","Positivo",0.204,0.224,0.371
"P71","Neutral",0.206,0.227,0.314
"P71","Algo negativo",0.09,0.132,0
"P71","Negativo",0.106,0.104,0.049
"P71","No sabe",0.029,0.07,0.059
"P72","Muy positivo",0.34,0.263,0.342
"P72","Positivo",0.227,0.223,0.362
"P72","Neutral",0.262,0.305,0.224
"P72","Algo negativo",0.052,0.064,0.015
"P72","Negativo",0.09,0.086,0.057
"P72","No sabe",0.029,0.059,0
"P73","Muy positiva",0.259,0.176,0.2
"P73","Positiva",0.229,0.282,0.421
"P73","Neutral",0.223,0.218,0.274
"P73","Algo negativa",0.082,0.225,0.012
"P73","Negativa",0.143,0.093,0.054
"P73","No sabe",0.064,0.006,0.039
"P74","Muy positivo",0.229,0.151,0.043
"P74","Positivo",0.231,0.285,0.536
"P74","Neutral",0.237,0.27,0.335
"P74","Algo negativo",0.095,0.187,0.011
"P74","Negativo",0.142,0.045,0.054
"P74","No sabe",0.066,0.062,0.021
"P75","Muy positivo",0.201,0.136,0.049
"P75","Positivo",0.2,0.276,0.677
"P75","Neutral",0.324,0.349,0.186
"P75","Algo negativo",0.072,0.162,0
"P75","Negativo",0.123,0.034,0.055
"P75","No sabe",0.08,0.043,0.033
"P76","Muy positiva",0.404,0.321,0.245
"P76","Positiva",0.199,0.237,0.58
"P76","Neutral",0.186,0.221,0.085
"P76","Algo negativa",0.055,0.1,0.059
"P76","Negativa",0.109,0.083,0.009
"P76","No sabe",0.047,0.038,0.022
"P77","Muy positivo",0.389,0.377,0.237
"P77","Positivo",0.223,0.237,0.58
"P77","Neutral",0.176,0.153,0.098
"P77","Algo negativo",0.081,0.088,0.052
"P77","Negativo",0.099,0.084,0.009
"P77","No sabe",0.032,0.061,0.024
"P78","Muy positivo",0.333,0.368,0.241
"P78","Positivo",0.211,0.193,0.559
"P78","Neutral",0.279,0.244,0.085
"P78","Algo negativo",0.051,0.049,0.021
"P78","Negativo",0.081,0.066,0
"P78","No sabe",0.045,0.08,0.094
"P79","Si",0.582,0.476,0.293
"P79","No",0.418,0.524,0.707
"PRESIDENTE","Sergio Massa a Presidente y Agustín Rossi a Vicepresidente por Unión por la Patria. ",0.412,0.266,0.25
"PRESIDENTE","Patricia Bullrich a Presidente y Luis Petri a Vicepresidente por Juntos por el Cambio",0.253,0.27,0.088
"PRESIDENTE","Javier Milei a Presidente y Victoria Villarruel a Vicepresidente por la Libertad Avanza",0.243,0.222,0.279
"PRESIDENTE","Juan Schiaretti a presidente y Florencio Randazzo a vicepresidente por Hacemos por Nuestro País",0.03,0.047,0.011
"PRESIDENTE","Myriam Bregman a presidente y Nicolás del Caño a vicepresidente por el Frente de Izquierda",0.017,0.037,0.103
"PRESIDENTE","En blanco",0.02,0.087,0.113
"PRESIDENTE","No sabe",0.025,0.071,0.156
"GOBERNADOR","Axel Kicillof gobernador, Verónica Magario vicegobernadora; por Unión por la Patria",0.441,0.338,0.262
"GOBERNADOR","Néstor Grindetti gobernador, Miguel Fernández vicegobernador; por Juntos por el Cambio",0.315,0.306,0.208
"GOBERNADOR","Carolina Piparo gobernadora, Francisco Oneto vicegobernador; por la Libertad Avanza",0.162,0.115,0.182
"GOBERNADOR","Rubén Sobrero a gobernador y Natalia González a vicegobernadora por el Frente de Izquierda.",0.031,0.069,0.117
"GOBERNADOR","En blanco",0.021,0.102,0.068
"GOBERNADOR","No sabe",0.03,0.07,0.163
"CORTA_PRESIDENTE","Si",0.204,0.242,0.563
"CORTA_PRESIDENTE","No",0.796,0.758,0.437
"CORTA_GOBERNADOR","Si",0.209,0.317,0.419
"CORTA_GOBERNADOR","No",0.791,0.683,0.581
