"var","categoria","Muy buena","Buena","Regular","Mala","Muy mala"
"P46","Puede que lo vote",0.114,0.08,0.148,0.128,0.161
"P46","Nunca lo votaría",0.694,0.645,0.421,0.29,0.357
"P46","No sabe",0.009,0.043,0.043,0.065,0.076
"P47","Lo votaría",0.159,0.149,0.229,0.284,0.289
"P47","Puede que lo vote",0.082,0.109,0.168,0.212,0.259
"P47","Nunca lo votaría",0.752,0.711,0.528,0.444,0.354
"P47","No sabe",0.007,0.031,0.075,0.06,0.098
"P48","Lo votaría",0.189,0.152,0.096,0.081,0.138
"P48","Puede que lo vote",0.302,0.318,0.303,0.26,0.332
"P48","Nunca lo votaría",0.454,0.476,0.543,0.584,0.486
"P48","No sabe",0.055,0.054,0.058,0.075,0.044
"P49","Lo votaría",0.148,0.085,0.074,0.088,0.03
"P49","Puede que lo vote",0.237,0.271,0.3,0.266,0.245
"P49","Nunca lo votaría",0.565,0.575,0.537,0.537,0.612
"P49","No sabe",0.05,0.069,0.089,0.109,0.113
"P50","Si",0.358,0.357,0.505,0.557,0.583
"P50","No",0.642,0.643,0.495,0.443,0.417
"P51","Sergio Massa a Presidente y Agustín Rossi a Vicepresidente por Unión por la Patria. ",0.566,0.438,0.29,0.296,0.168
"P51","Patricia Bullrich a Presidente y Luis Petri a Vicepresidente por Juntos por el Cambio",0.112,0.106,0.218,0.209,0.271
"P51","Javier Milei a Presidente y Victoria Villarruel a Vicepresidente por la Libertad Avanza",0.188,0.274,0.367,0.366,0.538
"P51","Juan Schiaretti a presidente y Florencio Randazzo a vicepresidente por Hacemos por Nuestro País",0.128,0.098,0.073,0.08,0.008
"P51","Myriam Bregman a presidente y Nicolás del Caño a vicepresidente por el Frente de Izquierda",0.003,0.025,0.023,0.004,0.007
"P51","En blanco",0.003,0.029,0.014,0.003,0
"P51","No sabe",0,0.03,0.015,0.042,0.008
"P52","Axel Kicillof gobernador, Verónica Magario vicegobernadora; por Unión por la Patria",0.633,0.557,0.453,0.32,0.287
"P52","Néstor Grindetti gobernador, Miguel Fernández vicegobernador; por Juntos por el Cambio",0.192,0.21,0.408,0.375,0.482
"P52","Carolina Piparo gobernadora, Francisco Oneto vicegobernador; por la Libertad Avanza",0.015,0.041,0.036,0.129,0.184
"P52","Rubén Sobrero a gobernador y Natalia González a vicegobernadora por el Frente de Izquierda.",0.13,0.109,0.051,0.086,0.002
"P52","En blanco",0,0.054,0.008,0.019,0.007
"P52","No sabe",0.03,0.029,0.044,0.071,0.038
"P53","Sergio Massa y Javier Milei",0.723,0.614,0.402,0.304,0.354
"P53","Patricia Bullrich y Javier Milei",0.201,0.284,0.511,0.59,0.543
"P53","Sergio Massa y Patricia Bullrich",0.076,0.102,0.087,0.106,0.103
"P54","Muy buena",0.104,0.047,0.035,0.047,0.028
"P54","Buena",0.242,0.155,0.045,0.053,0.053
"P54","Regular",0.323,0.392,0.178,0.018,0.026
"P54","Mala",0.13,0.189,0.308,0.246,0.186
"P54","Muy mala",0.201,0.217,0.434,0.636,0.707
"P55","Muy buena",0.231,0.077,0.013,0.032,0.065
"P55","Buena",0.291,0.276,0.064,0.014,0.02
"P55","Regular",0.19,0.265,0.194,0.051,0.024
"P55","Mala",0.097,0.163,0.224,0.205,0.115
"P55","Muy mala",0.191,0.219,0.505,0.698,0.776
"P56","Muy buena",0.583,0.168,0.038,0.04,0.047
"P56","Buena",0.295,0.522,0.118,0.041,0.016
"P56","Regular",0.038,0.236,0.559,0.232,0.224
"P56","Mala",0.057,0.054,0.185,0.481,0.217
"P56","Muy mala",0.027,0.02,0.1,0.206,0.496
"P57","Muy buena",0.213,0.044,0.02,0.011,0.01
"P57","Buena",0.328,0.39,0.104,0.039,0.02
"P57","Regular",0.324,0.409,0.557,0.302,0.27
"P57","Mala",0.079,0.118,0.255,0.398,0.207
"P57","Muy mala",0.056,0.039,0.064,0.25,0.493
"P58","Muy buena",0.287,0.1,0.02,0.033,0
"P58","Buena",0.283,0.417,0.075,0.014,0.022
"P58","Regular",0.247,0.302,0.471,0.077,0.052
"P58","Mala",0.098,0.119,0.282,0.551,0.115
"P58","Muy mala",0.085,0.062,0.152,0.325,0.811
"P60","Ha aumentado significativamente",0.324,0.079,0.025,0.006,0.024
"P60","Ha aumentado ligeramente",0.274,0.343,0.143,0.079,0.057
"P60","Se mantiene igual",0.217,0.369,0.359,0.123,0.05
"P60","Ha disminuido ligeramente",0.083,0.12,0.246,0.4,0.058
"P60","Ha disminuido significativamente",0.102,0.089,0.227,0.392,0.811
"P61","Muy baja",0.089,0.031,0.062,0.017,0.005
"P61","Baja",0.09,0.098,0.054,0.019,0.057
"P61","Moderada",0.167,0.141,0.07,0.035,0.044
"P61","Alta",0.36,0.367,0.233,0.211,0.056
"P61","Muy alta",0.294,0.363,0.581,0.718,0.838
"P62","Muy bajas",0.088,0.026,0.042,0.045,0.092
"P62","Bajas",0.11,0.13,0.08,0.064,0.016
"P62","Adecuadas",0.379,0.344,0.262,0.16,0.142
"P62","Altas",0.253,0.357,0.328,0.372,0.208
"P62","Muy altas",0.17,0.143,0.288,0.359,0.542
"P63","No, ninguna dificultad",0.551,0.397,0.239,0.139,0.179
"P63","Alguna dificultad ocasional",0.25,0.323,0.364,0.273,0.249
"P63","Sí, dificultades frecuentes",0.199,0.28,0.397,0.588,0.572
"P64","Sí, absolutamente",0.682,0.613,0.368,0.248,0.281
"P64","Sí, en cierta medida",0.143,0.267,0.358,0.4,0.33
"P64","No, en absoluto",0.175,0.12,0.274,0.352,0.389
"P65","Reducir la inflación",0.464,0.517,0.403,0.394,0.491
"P65","Implementar reformas fiscales",0.112,0.128,0.1,0.078,0.074
"P65","Establecer políticas de control de precios",0.225,0.177,0.111,0.088,0.102
"P65","Reducir el gasto público",0.123,0.144,0.293,0.367,0.283
"P65","Estimular la inversión extranjera",0.057,0.03,0.073,0.069,0.018
"P65","Aumentar los subsidios a los servicios públicos",0.019,0.004,0.02,0.004,0.032
"P66","Fomentar la competencia entre proveedores",0.353,0.305,0.32,0.382,0.384
"P66","Incrementar la inversión en infraestructura",0.15,0.217,0.24,0.176,0.092
"P66","Implementar políticas de subsidios focalizados en grupos vulnerables",0.181,0.207,0.105,0.177,0.181
"P66","Realizar auditorías periódicas a las empresas de servicios públicos",0.316,0.271,0.335,0.265,0.343
"P67","Muy positiva",0.562,0.336,0.17,0.123,0.226
"P67","Positiva",0.18,0.301,0.162,0.159,0.272
"P67","Neutral",0.154,0.213,0.297,0.355,0.201
"P67","Algo negativa",0.045,0.058,0.134,0.096,0.09
"P67","Negativa",0.031,0.05,0.116,0.169,0.153
"P67","No sabe",0.028,0.042,0.121,0.098,0.058
"P68","Muy positivo",0.459,0.263,0.086,0.092,0.039
"P68","Positivo",0.2,0.34,0.154,0.131,0.202
"P68","Neutral",0.197,0.252,0.348,0.341,0.369
"P68","Algo negativo",0.049,0.04,0.125,0.133,0.089
"P68","Negativo",0.067,0.049,0.129,0.138,0.191
"P68","No sabe",0.028,0.056,0.158,0.165,0.11
"P69","Muy positivo",0.411,0.174,0.057,0.097,0.002
"P69","Positivo",0.166,0.289,0.111,0.062,0.14
"P69","Neutral",0.23,0.391,0.502,0.479,0.364
"P69","Algo negativo",0.074,0.029,0.071,0.146,0.146
"P69","Negativo",0.054,0.04,0.079,0.112,0.195
"P69","No sabe",0.065,0.077,0.18,0.104,0.153
"P70","Muy positiva",0.635,0.546,0.249,0.149,0.199
"P70","Positiva",0.157,0.234,0.23,0.189,0.172
"P70","Neutral",0.096,0.114,0.285,0.304,0.187
"P70","Algo negativa",0.015,0.046,0.095,0.158,0.176
"P70","Negativa",0.068,0.047,0.088,0.155,0.238
"P70","No sabe",0.029,0.013,0.053,0.045,0.028
"P71","Muy positivo",0.72,0.518,0.23,0.105,0.116
"P71","Positivo",0.145,0.228,0.223,0.193,0.192
"P71","Neutral",0.084,0.127,0.28,0.294,0.243
"P71","Algo negativo",0.009,0.031,0.113,0.186,0.216
"P71","Negativo",0.04,0.084,0.091,0.193,0.217
"P71","No sabe",0.002,0.012,0.063,0.029,0.016
"P72","Muy positivo",0.672,0.474,0.222,0.109,0.18
"P72","Positivo",0.148,0.251,0.257,0.203,0.175
"P72","Neutral",0.116,0.183,0.336,0.383,0.262
"P72","Algo negativo",0.008,0.007,0.066,0.099,0.16
"P72","Negativo",0.056,0.068,0.074,0.187,0.131
"P72","No sabe",0,0.017,0.045,0.019,0.092
"P73","Muy positiva",0.538,0.349,0.176,0.078,0.066
"P73","Positiva",0.233,0.353,0.182,0.198,0.129
"P73","Neutral",0.084,0.143,0.314,0.266,0.229
"P73","Algo negativa",0.042,0.031,0.112,0.155,0.223
"P73","Negativa",0.099,0.088,0.135,0.227,0.254
"P73","No sabe",0.004,0.036,0.081,0.076,0.099
"P74","Muy positivo",0.455,0.32,0.137,0.078,0.069
"P74","Positivo",0.266,0.317,0.215,0.18,0.135
"P74","Neutral",0.127,0.198,0.289,0.251,0.357
"P74","Algo negativo",0.061,0.034,0.126,0.204,0.126
"P74","Negativo",0.082,0.092,0.14,0.19,0.244
"P74","No sabe",0.009,0.039,0.093,0.097,0.069
"P75","Muy positivo",0.445,0.261,0.123,0.061,0.087
"P75","Positivo",0.161,0.291,0.207,0.137,0.186
"P75","Neutral",0.245,0.293,0.338,0.42,0.327
"P75","Algo negativo",0.063,0.028,0.094,0.151,0.091
"P75","Negativo",0.049,0.076,0.136,0.159,0.196
"P75","No sabe",0.037,0.051,0.102,0.072,0.113
"P76","Muy positiva",0.684,0.545,0.275,0.197,0.272
"P76","Positiva",0.097,0.233,0.224,0.257,0.136
"P76","Neutral",0.106,0.102,0.26,0.228,0.206
"P76","Algo negativa",0.025,0.039,0.07,0.101,0.063
"P76","Negativa",0.058,0.055,0.117,0.186,0.185
"P76","No sabe",0.03,0.026,0.054,0.031,0.138
"P77","Muy positivo",0.697,0.534,0.237,0.192,0.364
"P77","Positivo",0.179,0.248,0.26,0.221,0.098
"P77","Neutral",0.065,0.103,0.219,0.251,0.272
"P77","Algo negativo",0.009,0.033,0.131,0.142,0.032
"P77","Negativo",0.046,0.068,0.105,0.163,0.125
"P77","No sabe",0.004,0.014,0.048,0.031,0.109
"P78","Muy positivo",0.602,0.455,0.202,0.19,0.331
"P78","Positivo",0.141,0.246,0.24,0.232,0.054
"P78","Neutral",0.182,0.203,0.339,0.258,0.397
"P78","Algo negativo",0.009,0.024,0.064,0.118,0.037
"P78","Negativo",0.046,0.054,0.087,0.12,0.118
"P78","No sabe",0.02,0.018,0.068,0.082,0.063
"P79","Si",0.629,0.573,0.533,0.541,0.683
"P79","No",0.371,0.427,0.467,0.459,0.317
"PRESIDENTE","Sergio Massa a Presidente y Agustín Rossi a Vicepresidente por Unión por la Patria. ",0.608,0.606,0.304,0.22,0.159
"PRESIDENTE","Patricia Bullrich a Presidente y Luis Petri a Vicepresidente por Juntos por el Cambio",0.144,0.151,0.33,0.392,0.344
"PRESIDENTE","Javier Milei a Presidente y Victoria Villarruel a Vicepresidente por la Libertad Avanza",0.208,0.182,0.279,0.285,0.374
"PRESIDENTE","Juan Schiaretti a presidente y Florencio Randazzo a vicepresidente por Hacemos por Nuestro País",0.038,0.03,0.035,0.048,0.004
"PRESIDENTE","Myriam Bregman a presidente y Nicolás del Caño a vicepresidente por el Frente de Izquierda",0.001,0.007,0.019,0.01,0.013
"PRESIDENTE","En blanco",0.001,0.012,0.014,0.019,0.026
"PRESIDENTE","No sabe",0,0.012,0.019,0.026,0.08
"GOBERNADOR","Axel Kicillof gobernador, Verónica Magario vicegobernadora; por Unión por la Patria",0.623,0.638,0.365,0.195,0.207
"GOBERNADOR","Néstor Grindetti gobernador, Miguel Fernández vicegobernador; por Juntos por el Cambio",0.185,0.195,0.432,0.526,0.477
"GOBERNADOR","Carolina Piparo gobernadora, Francisco Oneto vicegobernador; por la Libertad Avanza",0.137,0.107,0.134,0.152,0.227
"GOBERNADOR","Rubén Sobrero a gobernador y Natalia González a vicegobernadora por el Frente de Izquierda.",0.045,0.031,0.031,0.05,0.005
"GOBERNADOR","En blanco",0,0.016,0.012,0.038,0.025
"GOBERNADOR","No sabe",0.01,0.013,0.026,0.039,0.059
"CORTA_PRESIDENTE","Si",0.164,0.14,0.246,0.319,0.274
"CORTA_PRESIDENTE","No",0.836,0.86,0.754,0.681,0.726
"CORTA_GOBERNADOR","Si",0.18,0.16,0.239,0.301,0.284
"CORTA_GOBERNADOR","No",0.82,0.84,0.761,0.699,0.716
