"var","categoria","Muy positiva","Positiva","Neutral","Algo negativa","Negativa","No sabe"
"P21","Totalmente seguro",0.749,0.695,0.633,0.769,0.747,0.6
"P21","Bastante seguro",0.115,0.187,0.158,0.111,0.104,0.112
"P21","Algo seguro",0.088,0.084,0.13,0.112,0.112,0.215
"P21","Para nada seguro",0.048,0.034,0.079,0.008,0.037,0.073
"P32","Patricia Bullrich a presidente, Luis Petri a vicepresidente, Néstor Grindetti a gobernador y Miguel Fernández a vicegobernador por Juntos por el Cambio",0.048,0.072,0.186,0.404,0.102,0.137
"P32","Javier Milei a presidente, Victoria Villarruel a vicepresidente, Carolina Piparo a gobernadora y Francisco Otero a vicegobernador por la Libertad Avanza",0.053,0.05,0.164,0.07,0.48,0.45
"P32","Juan Schiaretti a presidente y Florencio Randazzo a vicepresidente por Hacemos por Nuestro País",0.264,0.266,0.063,0.415,0.309,0.191
"P32","Myriam Bregman a presidente, Nicolas del Caño a vicepresidente, Rubén Sobrero a gobernador y Natalia González a vicegobernadora por el Frente de Izquierda",0.266,0.264,0.142,0.107,0.054,0.125
"P32","En blanco",0.247,0.222,0.415,0.004,0,0.097
"P32","No sabe",0.122,0.126,0.03,0,0.055,0
"P33","Sergio Massa a presidente, Agustín Rossi a vicepresidente, Axel Kicillof a gobernador y Verónica Magario a vicegobernadora por Unión por la Patria",0.149,0.197,0.072,0.054,0.025,0.053
"P33","Javier Milei a presidente, Victoria Villarruel a vicepresidente, Carolina Piparo a gobernadora y Francisco Otero a vicegobernador por la Libertad Avanza",0.314,0.371,0.415,0.447,0.332,0.376
"P33","Juan Schiaretti a presidente y Florencio Randazzo a vicepresidente por Hacemos por Nuestro País",0.254,0.187,0.086,0.167,0.201,0.063
"P33","Myriam Bregman a presidente, Nicolas del Caño a vicepresidente, Rubén Sobrero a gobernador y Natalia González a vicegobernadora por el Frente de Izquierda",0.008,0.027,0.038,0.008,0,0
"P33","En blanco",0.099,0.142,0.268,0.219,0.361,0.018
"P33","No sabe",0.176,0.076,0.121,0.105,0.081,0.49
"P34","Sergio Massa a presidente, Agustín Rossi a vicepresidente, Axel Kicillof a gobernador y Verónica Magario a vicegobernadora por Unión por la Patria",0.235,0.156,0.019,0,0.091,0.128
"P34","Patricia Bullrich a presidente, Luis Petri a vicepresidente, Néstor Grindetti a gobernador y Miguel Fernández a vicegobernador por Juntos por el Cambio",0.317,0.431,0.454,0.592,0.356,0.263
"P34","Juan Schiaretti a presidente y Florencio Randazzo a vicepresidente por Hacemos por Nuestro País",0.219,0.215,0.235,0.199,0.298,0
"P34","Myriam Bregman a presidente, Nicolas del Caño a vicepresidente, Rubén Sobrero a gobernador y Natalia González a vicegobernadora por el Frente de Izquierda",0.013,0,0.006,0,0.019,0
"P34","En blanco",0.187,0.191,0.173,0.062,0.236,0.052
"P34","No sabe",0.029,0.007,0.113,0.147,0,0.557
"P36","Con políticas de shock, mano dura y castigando a los corruptos y ladrones",0.197,0.301,0.438,0.423,0.557,0.616
"P36","Con políticas muy estudiadas y progresivas  para que las transformaciones de fondo necesarias se puedan realizar",0.103,0.17,0.224,0.388,0.243,0.138
"P36","Con políticas de desarrollo que permitan el crecimiento con inclusión social",0.403,0.351,0.166,0.095,0.061,0.031
"P36","Con políticas que limiten los privilegios de los que más tienen y favorezcan a los sectores más vulnerables",0.153,0.074,0.062,0.02,0.018,0.059
"P36","Con políticas revolucionarias que permitan la transformación igualitaria de la sociedad apoyándose en las mayorías populares",0.103,0.071,0.058,0.013,0.064,0.018
"P36","No sabe",0.041,0.033,0.052,0.061,0.057,0.138
"P37","Sergio Massa a presidente y Agustín Rossi a vicepresidente por Unión por la Patria",0.688,0.475,0.325,0.131,0.019,0.235
"P37","Patricia Bullrich a Presidente y Luis Petri a Vicepresidente por Juntos por el Cambio",0.14,0.347,0.49,0.699,0.807,0.651
"P37","En blanco",0.106,0.131,0.119,0.082,0.133,0.035
"P37","No sabe",0.066,0.047,0.066,0.088,0.041,0.079
"P38","Patricia Bullrich a Presidente y Luis Petri a Vicepresidente por Juntos por el Cambio",0.176,0.311,0.395,0.673,0.631,0.563
"P38","Javier Milei a Presidente y Victoria Villarruel a Vicepresidente por La Libertad Avanza",0.17,0.19,0.318,0.242,0.299,0.194
"P38","En blanco",0.453,0.332,0.19,0.031,0.043,0.116
"P38","No sabe",0.201,0.167,0.097,0.054,0.027,0.127
"P39","Sergio Massa a presidente y Agustín Rossi a vicepresidente por Unión por la Patria",0.684,0.504,0.278,0.124,0.095,0.351
"P39","Javier Milei a Presidente y Victoria Villarruel a Vicepresidente por La Libertad Avanza",0.18,0.299,0.423,0.514,0.503,0.42
"P39","En blanco",0.065,0.107,0.175,0.202,0.29,0.045
"P39","No sabe",0.071,0.09,0.124,0.16,0.112,0.184
"P45","Lo votaría",0.699,0.495,0.249,0.097,0.057,0.155
"P45","Puede que lo vote",0.048,0.077,0.182,0.044,0.148,0.117
"P45","Nunca lo votaría",0.215,0.401,0.521,0.848,0.778,0.677
"P45","No sabe",0.038,0.027,0.048,0.011,0.017,0.051
"P46","Lo votaría",0.159,0.286,0.345,0.504,0.618,0.468
"P46","Puede que lo vote",0.078,0.157,0.189,0.1,0.094,0.043
"P46","Nunca lo votaría",0.734,0.527,0.382,0.353,0.284,0.423
"P46","No sabe",0.029,0.03,0.084,0.043,0.004,0.066
"P47","Lo votaría",0.122,0.205,0.315,0.352,0.313,0.212
"P47","Puede que lo vote",0.086,0.139,0.166,0.132,0.198,0.253
"P47","Nunca lo votaría",0.767,0.609,0.43,0.428,0.431,0.456
"P47","No sabe",0.025,0.047,0.089,0.088,0.058,0.079
"P48","Lo votaría",0.182,0.102,0.109,0.086,0.024,0.092
"P48","Puede que lo vote",0.339,0.381,0.23,0.134,0.198,0.322
"P48","Nunca lo votaría",0.408,0.463,0.63,0.751,0.766,0.504
"P48","No sabe",0.071,0.054,0.031,0.029,0.012,0.082
"P49","Lo votaría",0.097,0.085,0.033,0.037,0.03,0.014
"P49","Puede que lo vote",0.22,0.365,0.216,0.306,0.259,0.269
"P49","Nunca lo votaría",0.598,0.473,0.653,0.579,0.678,0.634
"P49","No sabe",0.085,0.077,0.098,0.078,0.033,0.083
"P50","Si",0.393,0.539,0.48,0.501,0.302,0.585
"P50","No",0.607,0.461,0.52,0.499,0.698,0.415
"P51","Sergio Massa a Presidente y Agustín Rossi a Vicepresidente por Unión por la Patria. ",0.49,0.314,0.263,0.279,0.199,0.085
"P51","Patricia Bullrich a Presidente y Luis Petri a Vicepresidente por Juntos por el Cambio",0.107,0.133,0.187,0.196,0.185,0.296
"P51","Javier Milei a Presidente y Victoria Villarruel a Vicepresidente por la Libertad Avanza",0.264,0.323,0.437,0.434,0.579,0.473
"P51","Juan Schiaretti a presidente y Florencio Randazzo a vicepresidente por Hacemos por Nuestro País",0.061,0.163,0.077,0.034,0.006,0.132
"P51","Myriam Bregman a presidente y Nicolás del Caño a vicepresidente por el Frente de Izquierda",0.045,0.014,0.005,0,0.031,0.014
"P51","En blanco",0.029,0.029,0.003,0.057,0,0
"P51","No sabe",0.004,0.024,0.028,0,0,0
"P52","Axel Kicillof gobernador, Verónica Magario vicegobernadora; por Unión por la Patria",0.585,0.399,0.49,0.588,0.315,0.311
"P52","Néstor Grindetti gobernador, Miguel Fernández vicegobernador; por Juntos por el Cambio",0.245,0.352,0.4,0.33,0.443,0.565
"P52","Carolina Piparo gobernadora, Francisco Oneto vicegobernador; por la Libertad Avanza",0.06,0.065,0.023,0.025,0.172,0.023
"P52","Rubén Sobrero a gobernador y Natalia González a vicegobernadora por el Frente de Izquierda.",0.05,0.133,0.02,0.009,0.044,0.092
"P52","En blanco",0.031,0.015,0,0.013,0.026,0.009
"P52","No sabe",0.029,0.036,0.067,0.035,0,0
"P53","Sergio Massa y Javier Milei",0.681,0.505,0.403,0.265,0.169,0.352
"P53","Patricia Bullrich y Javier Milei",0.237,0.329,0.536,0.653,0.748,0.634
"P53","Sergio Massa y Patricia Bullrich",0.082,0.166,0.061,0.082,0.083,0.014
"P54","Muy buena",0.068,0.04,0.031,0.063,0.056,0.039
"P54","Buena",0.141,0.139,0.083,0.055,0.057,0.01
"P54","Regular",0.386,0.22,0.121,0.046,0.027,0.098
"P54","Mala",0.193,0.301,0.224,0.246,0.14,0.556
"P54","Muy mala",0.212,0.3,0.541,0.59,0.72,0.297
"P55","Muy buena",0.091,0.028,0.035,0.004,0.023,0.122
"P55","Buena",0.267,0.197,0.046,0,0.001,0.061
"P55","Regular",0.315,0.233,0.131,0.14,0.005,0.062
"P55","Mala",0.121,0.192,0.182,0.222,0.109,0.336
"P55","Muy mala",0.206,0.35,0.606,0.634,0.862,0.419
"P56","Muy buena",0.235,0.075,0.048,0.041,0.1,0.117
"P56","Buena",0.354,0.333,0.119,0.148,0.106,0.168
"P56","Regular",0.241,0.327,0.523,0.468,0.289,0.336
"P56","Mala",0.106,0.195,0.163,0.195,0.266,0.173
"P56","Muy mala",0.064,0.07,0.147,0.148,0.239,0.206
"P57","Muy buena",0.085,0.046,0.041,0.01,0.002,0
"P57","Buena",0.294,0.246,0.125,0.189,0.082,0.048
"P57","Regular",0.414,0.446,0.502,0.388,0.357,0.569
"P57","Mala",0.152,0.189,0.193,0.35,0.279,0.294
"P57","Muy mala",0.055,0.073,0.139,0.063,0.28,0.089
"P58","Muy buena",0.127,0.06,0.075,0.01,0.007,0
"P58","Buena",0.292,0.219,0.09,0.112,0.057,0.103
"P58","Regular",0.332,0.357,0.326,0.283,0.164,0.385
"P58","Mala",0.155,0.217,0.269,0.398,0.348,0.347
"P58","Muy mala",0.094,0.147,0.24,0.197,0.424,0.165
"P59","Muy buena",0.212,0.057,0.069,0.053,0.067,0.081
"P59","Buena",0.408,0.328,0.161,0.193,0.155,0.17
"P59","Regular",0.268,0.411,0.535,0.459,0.428,0.454
"P59","Mala",0.065,0.159,0.159,0.221,0.229,0.087
"P59","Muy mala",0.047,0.045,0.076,0.074,0.121,0.208
"P60","Ha aumentado significativamente",0.13,0.06,0.062,0.021,0.023,0.077
"P60","Ha aumentado ligeramente",0.276,0.24,0.148,0.142,0.078,0.164
"P60","Se mantiene igual",0.285,0.33,0.369,0.311,0.198,0.148
"P60","Ha disminuido ligeramente",0.165,0.205,0.221,0.171,0.255,0.225
"P60","Ha disminuido significativamente",0.144,0.165,0.2,0.355,0.446,0.386
"P61","Muy baja",0.055,0.046,0.016,0.016,0.018,0.04
"P61","Baja",0.084,0.069,0.057,0.005,0.052,0.136
"P61","Moderada",0.131,0.107,0.076,0.036,0.099,0.038
"P61","Alta",0.365,0.225,0.207,0.189,0.089,0.237
"P61","Muy alta",0.365,0.553,0.644,0.754,0.742,0.549
"P62","Muy bajas",0.027,0.029,0.039,0.094,0.123,0.013
"P62","Bajas",0.097,0.104,0.095,0.104,0.134,0.051
"P62","Adecuadas",0.296,0.279,0.208,0.214,0.282,0.462
"P62","Altas",0.369,0.354,0.296,0.331,0.187,0.178
"P62","Muy altas",0.211,0.234,0.362,0.257,0.274,0.296
"P63","No, ninguna dificultad",0.34,0.313,0.281,0.254,0.201,0.208
"P63","Alguna dificultad ocasional",0.318,0.307,0.34,0.337,0.32,0.431
"P63","Sí, dificultades frecuentes",0.342,0.38,0.379,0.409,0.479,0.361
"P64","Sí, absolutamente",0.686,0.485,0.27,0.163,0.124,0.313
"P64","Sí, en cierta medida",0.211,0.36,0.322,0.388,0.27,0.49
"P64","No, en absoluto",0.103,0.155,0.408,0.449,0.606,0.197
"P65","Reducir la inflación",0.514,0.471,0.368,0.353,0.253,0.307
"P65","Implementar reformas fiscales",0.091,0.139,0.1,0.153,0.109,0.166
"P65","Establecer políticas de control de precios",0.216,0.11,0.094,0.074,0.157,0.279
"P65","Reducir el gasto público",0.099,0.206,0.374,0.397,0.459,0.234
"P65","Estimular la inversión extranjera",0.062,0.047,0.048,0.023,0.02,0.014
"P65","Aumentar los subsidios a los servicios públicos",0.018,0.027,0.016,0,0.002,0
"P66","Fomentar la competencia entre proveedores",0.302,0.306,0.368,0.416,0.48,0.182
"P66","Incrementar la inversión en infraestructura",0.167,0.231,0.195,0.308,0.225,0.221
"P66","Implementar políticas de subsidios focalizados en grupos vulnerables",0.189,0.197,0.154,0.049,0.073,0.182
"P66","Realizar auditorías periódicas a las empresas de servicios públicos",0.342,0.266,0.283,0.227,0.222,0.415
"P67","Muy positiva",0.417,0.134,0.205,0.112,0.099,0.141
"P67","Positiva",0.271,0.294,0.139,0.088,0.088,0.191
"P67","Neutral",0.149,0.371,0.423,0.325,0.228,0.138
"P67","Algo negativa",0.065,0.091,0.086,0.195,0.127,0.059
"P67","Negativa",0.038,0.033,0.074,0.197,0.415,0.043
"P67","No sabe",0.06,0.077,0.073,0.083,0.043,0.428
"P68","Muy positivo",0.387,0.089,0.08,0.016,0.007,0.07
"P68","Positivo",0.278,0.335,0.116,0.056,0.093,0.213
"P68","Neutral",0.174,0.361,0.533,0.316,0.232,0.094
"P68","Algo negativo",0.04,0.064,0.11,0.259,0.124,0.068
"P68","Negativo",0.029,0.054,0.088,0.277,0.463,0.051
"P68","No sabe",0.092,0.097,0.073,0.076,0.081,0.504
"P69","Muy positivo",0.29,0.068,0.06,0.007,0.008,0.004
"P69","Positivo",0.226,0.252,0.05,0.051,0.072,0.189
"P69","Neutral",0.324,0.48,0.71,0.352,0.362,0.144
"P69","Algo negativo",0.033,0.054,0.071,0.278,0.094,0.119
"P69","Negativo",0.014,0.041,0.045,0.178,0.391,0.068
"P69","No sabe",0.113,0.105,0.064,0.134,0.073,0.476
"P70","Muy positiva",0.661,0.277,0.221,0.039,0.055,0.27
"P70","Positiva",0.137,0.437,0.181,0.22,0.137,0.215
"P70","Neutral",0.112,0.175,0.417,0.238,0.205,0.015
"P70","Algo negativa",0.029,0.061,0.09,0.298,0.154,0.026
"P70","Negativa",0.033,0.044,0.06,0.147,0.422,0.265
"P70","No sabe",0.028,0.006,0.031,0.058,0.027,0.209
"P71","Muy positivo",0.671,0.261,0.161,0.012,0.054,0.223
"P71","Positivo",0.128,0.421,0.198,0.225,0.118,0.174
"P71","Neutral",0.11,0.176,0.428,0.22,0.242,0.169
"P71","Algo negativo",0.037,0.085,0.112,0.278,0.132,0.01
"P71","Negativo",0.036,0.039,0.074,0.208,0.438,0.179
"P71","No sabe",0.018,0.018,0.027,0.057,0.016,0.245
"P72","Muy positivo",0.604,0.217,0.174,0.008,0.067,0.337
"P72","Positivo",0.182,0.437,0.208,0.211,0.086,0.141
"P72","Neutral",0.146,0.29,0.442,0.375,0.354,0.079
"P72","Algo negativo",0.019,0.002,0.104,0.181,0.117,0.01
"P72","Negativo",0.038,0.036,0.06,0.165,0.368,0.131
"P72","No sabe",0.011,0.018,0.012,0.06,0.008,0.302
"P73","Muy positiva",0.493,0.14,0.162,0.006,0.005,0.129
"P73","Positiva",0.272,0.479,0.117,0.071,0.029,0.07
"P73","Neutral",0.131,0.181,0.457,0.25,0.219,0.162
"P73","Algo negativa",0.023,0.105,0.089,0.365,0.166,0.072
"P73","Negativa",0.052,0.042,0.136,0.254,0.558,0.16
"P73","No sabe",0.029,0.053,0.039,0.054,0.023,0.407
"P74","Muy positivo",0.477,0.074,0.088,0.007,0.004,0.007
"P74","Positivo",0.257,0.464,0.167,0.111,0.018,0.059
"P74","Neutral",0.169,0.258,0.442,0.185,0.181,0.172
"P74","Algo negativo",0.035,0.072,0.136,0.436,0.164,0.087
"P74","Negativo",0.039,0.066,0.118,0.233,0.605,0.077
"P74","No sabe",0.023,0.066,0.049,0.028,0.028,0.598
"P75","Muy positivo",0.42,0.05,0.09,0.004,0.002,0.004
"P75","Positivo",0.257,0.428,0.088,0.076,0.008,0.068
"P75","Neutral",0.224,0.363,0.634,0.256,0.175,0.145
"P75","Algo negativo",0.037,0.029,0.059,0.475,0.17,0.006
"P75","Negativo",0.029,0.064,0.082,0.135,0.62,0.044
"P75","No sabe",0.033,0.066,0.047,0.054,0.025,0.733
"P77","Muy positivo",0.865,0.099,0.048,0.014,0.054,0.176
"P77","Positivo",0.085,0.738,0.113,0.12,0.021,0.185
"P77","Neutral",0.02,0.108,0.67,0.109,0.072,0.122
"P77","Algo negativo",0.004,0.035,0.136,0.574,0.115,0.017
"P77","Negativo",0.015,0.008,0.032,0.131,0.733,0
"P77","No sabe",0.011,0.012,0.001,0.052,0.005,0.5
"P78","Muy positivo",0.715,0.111,0.055,0.029,0.073,0.172
"P78","Positivo",0.132,0.537,0.198,0.113,0.033,0.065
"P78","Neutral",0.132,0.308,0.618,0.284,0.162,0.179
"P78","Algo negativo",0.001,0.013,0.073,0.351,0.128,0
"P78","Negativo",0.001,0.01,0.045,0.11,0.594,0
"P78","No sabe",0.019,0.021,0.011,0.113,0.01,0.584
"P79","Si",0.643,0.489,0.556,0.407,0.525,0.619
"P79","No",0.357,0.511,0.444,0.593,0.475,0.381
"PRESIDENTE","Sergio Massa a Presidente y Agustín Rossi a Vicepresidente por Unión por la Patria. ",0.681,0.456,0.246,0.173,0.071,0.109
"PRESIDENTE","Patricia Bullrich a Presidente y Luis Petri a Vicepresidente por Juntos por el Cambio",0.096,0.185,0.307,0.452,0.541,0.488
"PRESIDENTE","Javier Milei a Presidente y Victoria Villarruel a Vicepresidente por la Libertad Avanza",0.152,0.244,0.357,0.305,0.365,0.313
"PRESIDENTE","Juan Schiaretti a presidente y Florencio Randazzo a vicepresidente por Hacemos por Nuestro País",0.024,0.077,0.042,0.022,0.012,0.066
"PRESIDENTE","Myriam Bregman a presidente y Nicolás del Caño a vicepresidente por el Frente de Izquierda",0.016,0.01,0.006,0.011,0.011,0.014
"PRESIDENTE","En blanco",0.026,0.016,0.011,0.034,0,0
"PRESIDENTE","No sabe",0.005,0.012,0.031,0.003,0,0.01
"GOBERNADOR","Axel Kicillof gobernador, Verónica Magario vicegobernadora; por Unión por la Patria",0.698,0.481,0.337,0.295,0.107,0.217
"GOBERNADOR","Néstor Grindetti gobernador, Miguel Fernández vicegobernador; por Juntos por el Cambio",0.157,0.315,0.423,0.535,0.608,0.655
"GOBERNADOR","Carolina Piparo gobernadora, Francisco Oneto vicegobernador; por la Libertad Avanza",0.087,0.111,0.179,0.122,0.249,0.075
"GOBERNADOR","Rubén Sobrero a gobernador y Natalia González a vicegobernadora por el Frente de Izquierda.",0.02,0.064,0.014,0.014,0.015,0.048
"GOBERNADOR","En blanco",0.023,0.01,0.018,0.02,0.021,0.005
"GOBERNADOR","No sabe",0.015,0.019,0.029,0.014,0,0
"CORTA_PRESIDENTE","Si",0.171,0.271,0.246,0.301,0.162,0.27
"CORTA_PRESIDENTE","No",0.829,0.729,0.754,0.699,0.838,0.73
"CORTA_GOBERNADOR","Si",0.177,0.273,0.237,0.322,0.126,0.337
"CORTA_GOBERNADOR","No",0.823,0.727,0.763,0.678,0.874,0.663
