"var","categoria","Muy positivo","Positivo","Neutral","Algo negativo","Negativo","No sabe"
"P18","Javier Milei Presidente, Victoria Villarruel Vicepresidenta y Carolina Piparo gobernadora, Francisco Oneto vicegobernador; por la Libertad Avanza",0.102,0.205,0.21,0.203,0.301,0.232
"P18","Juan Schiaretti a presidente, Florencio Randazzo vicepresidente por Hacemos por Nuestro País",0.002,0.023,0.031,0.008,0.006,0
"P18","Myriam Bregman a presidente, Nicolas del Caño a vicepresidente, Rubén Sobrero a gobernador y Natalia González por el Frente de Izquierda",0.021,0.028,0.021,0.003,0.037,0.113
"P18","En blanco",0.013,0.016,0.044,0.005,0.04,0.032
"P18","No sabe",0.01,0.011,0.019,0.015,0.018,0.058
"P21","Totalmente seguro",0.781,0.698,0.626,0.668,0.782,0.568
"P21","Bastante seguro",0.129,0.147,0.15,0.148,0.081,0.078
"P21","Algo seguro",0.066,0.116,0.131,0.151,0.077,0.216
"P21","Para nada seguro",0.024,0.039,0.093,0.033,0.06,0.138
"P32","Patricia Bullrich a presidente, Luis Petri a vicepresidente, Néstor Grindetti a gobernador y Miguel Fernández a vicegobernador por Juntos por el Cambio",0.077,0.033,0.114,0.264,0.07,0.03
"P32","Javier Milei a presidente, Victoria Villarruel a vicepresidente, Carolina Piparo a gobernadora y Francisco Otero a vicegobernador por la Libertad Avanza",0.043,0.144,0.136,0,0.72,0
"P32","Juan Schiaretti a presidente y Florencio Randazzo a vicepresidente por Hacemos por Nuestro País",0.247,0.232,0.309,0.162,0.064,0.069
"P32","Myriam Bregman a presidente, Nicolas del Caño a vicepresidente, Rubén Sobrero a gobernador y Natalia González a vicegobernadora por el Frente de Izquierda",0.266,0.243,0.125,0.069,0,0.638
"P32","En blanco",0.259,0.203,0.223,0.113,0,0
"P32","No sabe",0.108,0.145,0.093,0.392,0.146,0.263
"P33","Sergio Massa a presidente, Agustín Rossi a vicepresidente, Axel Kicillof a gobernador y Verónica Magario a vicegobernadora por Unión por la Patria",0.226,0.085,0.077,0.128,0.041,0.026
"P33","Javier Milei a presidente, Victoria Villarruel a vicepresidente, Carolina Piparo a gobernadora y Francisco Otero a vicegobernador por la Libertad Avanza",0.137,0.452,0.486,0.361,0.325,0.275
"P33","Juan Schiaretti a presidente y Florencio Randazzo a vicepresidente por Hacemos por Nuestro País",0.204,0.203,0.161,0.099,0.131,0.099
"P33","Myriam Bregman a presidente, Nicolas del Caño a vicepresidente, Rubén Sobrero a gobernador y Natalia González a vicegobernadora por el Frente de Izquierda",0.039,0.008,0.025,0,0,0
"P33","En blanco",0.171,0.132,0.165,0.339,0.338,0.092
"P33","No sabe",0.223,0.12,0.086,0.073,0.165,0.508
"P34","Sergio Massa a presidente, Agustín Rossi a vicepresidente, Axel Kicillof a gobernador y Verónica Magario a vicegobernadora por Unión por la Patria",0.443,0.044,0.135,0.031,0.028,0.178
"P34","Patricia Bullrich a presidente, Luis Petri a vicepresidente, Néstor Grindetti a gobernador y Miguel Fernández a vicegobernador por Juntos por el Cambio",0.221,0.321,0.37,0.749,0.395,0.711
"P34","Juan Schiaretti a presidente y Florencio Randazzo a vicepresidente por Hacemos por Nuestro País",0.177,0.364,0.078,0.055,0.336,0
"P34","Myriam Bregman a presidente, Nicolas del Caño a vicepresidente, Rubén Sobrero a gobernador y Natalia González a vicegobernadora por el Frente de Izquierda",0.014,0.005,0.018,0,0,0
"P34","En blanco",0.138,0.241,0.17,0.156,0.202,0.111
"P34","No sabe",0.007,0.025,0.229,0.009,0.039,0
"P36","Con políticas de shock, mano dura y castigando a los corruptos y ladrones",0.156,0.325,0.462,0.436,0.56,0.576
"P36","Con políticas muy estudiadas y progresivas  para que las transformaciones de fondo necesarias se puedan realizar",0.09,0.162,0.242,0.325,0.261,0.192
"P36","Con políticas de desarrollo que permitan el crecimiento con inclusión social",0.471,0.321,0.12,0.113,0.067,0.033
"P36","Con políticas que limiten los privilegios de los que más tienen y favorezcan a los sectores más vulnerables",0.133,0.087,0.062,0.067,0.042,0.065
"P36","Con políticas revolucionarias que permitan la transformación igualitaria de la sociedad apoyándose en las mayorías populares",0.108,0.051,0.046,0.033,0.043,0.012
"P36","No sabe",0.042,0.054,0.068,0.026,0.027,0.122
"P37","Sergio Massa a presidente y Agustín Rossi a vicepresidente por Unión por la Patria",0.787,0.486,0.157,0.096,0.046,0.327
"P37","Patricia Bullrich a Presidente y Luis Petri a Vicepresidente por Juntos por el Cambio",0.063,0.356,0.636,0.733,0.705,0.49
"P37","En blanco",0.105,0.11,0.115,0.07,0.172,0.107
"P37","No sabe",0.045,0.048,0.092,0.101,0.077,0.076
"P38","Patricia Bullrich a Presidente y Luis Petri a Vicepresidente por Juntos por el Cambio",0.156,0.334,0.45,0.571,0.549,0.472
"P38","Javier Milei a Presidente y Victoria Villarruel a Vicepresidente por La Libertad Avanza",0.105,0.249,0.303,0.257,0.35,0.264
"P38","En blanco",0.529,0.312,0.137,0.06,0.032,0.043
"P38","No sabe",0.21,0.105,0.11,0.112,0.069,0.221
"P39","Sergio Massa a presidente y Agustín Rossi a vicepresidente por Unión por la Patria",0.785,0.477,0.147,0.205,0.09,0.489
"P39","Javier Milei a Presidente y Victoria Villarruel a Vicepresidente por La Libertad Avanza",0.09,0.353,0.485,0.438,0.605,0.329
"P39","En blanco",0.058,0.097,0.201,0.238,0.195,0.056
"P39","No sabe",0.067,0.073,0.167,0.119,0.11,0.126
"P45","Lo votaría",0.804,0.462,0.134,0.135,0.07,0.235
"P45","Puede que lo vote",0.045,0.093,0.142,0.127,0.11,0.117
"P45","Nunca lo votaría",0.118,0.424,0.662,0.731,0.816,0.549
"P45","No sabe",0.033,0.021,0.062,0.007,0.004,0.099
"P46","Lo votaría",0.13,0.263,0.456,0.536,0.581,0.218
"P46","Puede que lo vote",0.07,0.12,0.135,0.15,0.172,0.23
"P46","Nunca lo votaría",0.767,0.572,0.335,0.311,0.235,0.537
"P46","No sabe",0.033,0.045,0.074,0.003,0.012,0.015
"P47","Lo votaría",0.062,0.241,0.302,0.305,0.338,0.22
"P47","Puede que lo vote",0.059,0.177,0.229,0.139,0.152,0.238
"P47","Nunca lo votaría",0.852,0.52,0.376,0.513,0.434,0.5
"P47","No sabe",0.027,0.062,0.093,0.043,0.076,0.042
"P48","Lo votaría",0.168,0.163,0.083,0.055,0.074,0.214
"P48","Puede que lo vote",0.342,0.35,0.238,0.267,0.158,0.221
"P48","Nunca lo votaría",0.427,0.42,0.635,0.641,0.725,0.481
"P48","No sabe",0.063,0.067,0.044,0.037,0.043,0.084
"P49","Lo votaría",0.098,0.065,0.077,0.069,0.069,0.026
"P49","Puede que lo vote",0.248,0.309,0.257,0.259,0.234,0.317
"P49","Nunca lo votaría",0.602,0.531,0.546,0.537,0.638,0.577
"P49","No sabe",0.052,0.095,0.12,0.135,0.059,0.08
"P50","Si",0.348,0.483,0.563,0.479,0.411,0.66
"P50","No",0.652,0.517,0.437,0.521,0.589,0.34
"P51","Sergio Massa a Presidente y Agustín Rossi a Vicepresidente por Unión por la Patria. ",0.486,0.466,0.173,0.191,0.149,0.032
"P51","Patricia Bullrich a Presidente y Luis Petri a Vicepresidente por Juntos por el Cambio",0.081,0.116,0.252,0.27,0.148,0.273
"P51","Javier Milei a Presidente y Victoria Villarruel a Vicepresidente por la Libertad Avanza",0.27,0.346,0.408,0.491,0.483,0.291
"P51","Juan Schiaretti a presidente y Florencio Randazzo a vicepresidente por Hacemos por Nuestro País",0.107,0.055,0.094,0.038,0.054,0.13
"P51","Myriam Bregman a presidente y Nicolás del Caño a vicepresidente por el Frente de Izquierda",0.027,0.008,0.003,0.01,0.026,0.189
"P51","En blanco",0.018,0.002,0.049,0,0.036,0
"P51","No sabe",0.011,0.007,0.021,0,0.104,0.085
"P52","Axel Kicillof gobernador, Verónica Magario vicegobernadora; por Unión por la Patria",0.661,0.549,0.362,0.291,0.236,0.227
"P52","Néstor Grindetti gobernador, Miguel Fernández vicegobernador; por Juntos por el Cambio",0.163,0.322,0.437,0.542,0.42,0.515
"P52","Carolina Piparo gobernadora, Francisco Oneto vicegobernador; por la Libertad Avanza",0.027,0.067,0.054,0.121,0.094,0.032
"P52","Rubén Sobrero a gobernador y Natalia González a vicegobernadora por el Frente de Izquierda.",0.081,0.043,0.074,0.006,0.16,0.14
"P52","En blanco",0.036,0.002,0.012,0.006,0.015,0.086
"P52","No sabe",0.032,0.017,0.061,0.034,0.075,0
"P53","Sergio Massa y Javier Milei",0.685,0.531,0.364,0.246,0.256,0.511
"P53","Patricia Bullrich y Javier Milei",0.186,0.366,0.574,0.638,0.72,0.478
"P53","Sergio Massa y Patricia Bullrich",0.129,0.103,0.062,0.116,0.024,0.011
"P54","Muy buena",0.052,0.048,0.031,0.043,0.074,0.152
"P54","Buena",0.183,0.09,0.06,0.045,0.042,0.019
"P54","Regular",0.458,0.248,0.059,0.061,0.009,0.183
"P54","Mala",0.194,0.237,0.281,0.175,0.23,0.347
"P54","Muy mala",0.113,0.377,0.569,0.676,0.645,0.299
"P55","Muy buena",0.111,0.063,0.023,0.029,0.048,0.02
"P55","Buena",0.307,0.163,0.017,0.045,0,0.058
"P55","Regular",0.356,0.212,0.091,0.026,0.012,0.258
"P55","Mala",0.127,0.185,0.222,0.107,0.156,0.292
"P55","Muy mala",0.099,0.377,0.647,0.793,0.784,0.372
"P56","Muy buena",0.257,0.108,0.036,0.001,0.084,0.007
"P56","Buena",0.41,0.3,0.145,0.07,0.107,0.094
"P56","Regular",0.243,0.332,0.431,0.423,0.33,0.614
"P56","Mala",0.062,0.168,0.261,0.264,0.245,0.154
"P56","Muy mala",0.028,0.092,0.127,0.242,0.234,0.131
"P57","Muy buena",0.102,0.042,0.003,0.005,0.044,0.004
"P57","Buena",0.32,0.192,0.14,0.091,0.107,0.055
"P57","Regular",0.393,0.415,0.534,0.367,0.419,0.707
"P57","Mala",0.141,0.238,0.189,0.38,0.258,0.197
"P57","Muy mala",0.044,0.113,0.134,0.157,0.172,0.037
"P58","Muy buena",0.157,0.053,0.038,0.005,0.041,0
"P58","Buena",0.314,0.217,0.068,0.085,0.048,0.143
"P58","Regular",0.354,0.329,0.35,0.181,0.187,0.594
"P58","Mala",0.104,0.211,0.324,0.453,0.334,0.2
"P58","Muy mala",0.071,0.19,0.22,0.276,0.39,0.063
"P59","Muy buena",0.24,0.081,0.047,0.012,0.044,0.007
"P59","Buena",0.447,0.329,0.183,0.103,0.244,0.11
"P59","Regular",0.252,0.409,0.512,0.468,0.333,0.736
"P59","Mala",0.038,0.118,0.179,0.257,0.237,0.114
"P59","Muy mala",0.023,0.063,0.079,0.16,0.142,0.033
"P60","Ha aumentado significativamente",0.164,0.04,0.03,0,0.041,0
"P60","Ha aumentado ligeramente",0.279,0.27,0.137,0.093,0.131,0.117
"P60","Se mantiene igual",0.331,0.284,0.367,0.207,0.213,0.299
"P60","Ha disminuido ligeramente",0.128,0.178,0.203,0.387,0.257,0.226
"P60","Ha disminuido significativamente",0.098,0.228,0.263,0.313,0.358,0.358
"P61","Muy baja",0.057,0.029,0.025,0.003,0.022,0.107
"P61","Baja",0.11,0.045,0.031,0.028,0.055,0.083
"P61","Moderada",0.133,0.15,0.039,0.064,0.062,0.041
"P61","Alta",0.415,0.24,0.21,0.069,0.147,0.225
"P61","Muy alta",0.285,0.536,0.695,0.836,0.714,0.544
"P62","Muy bajas",0.023,0.037,0.067,0.053,0.078,0.057
"P62","Bajas",0.092,0.084,0.097,0.127,0.143,0.052
"P62","Adecuadas",0.338,0.328,0.197,0.21,0.187,0.316
"P62","Altas",0.357,0.286,0.303,0.407,0.234,0.236
"P62","Muy altas",0.19,0.265,0.336,0.203,0.358,0.339
"P63","No, ninguna dificultad",0.4,0.283,0.251,0.272,0.229,0.198
"P63","Alguna dificultad ocasional",0.304,0.32,0.368,0.372,0.296,0.41
"P63","Sí, dificultades frecuentes",0.296,0.397,0.381,0.356,0.475,0.392
"P64","Sí, absolutamente",0.791,0.397,0.228,0.182,0.163,0.312
"P64","Sí, en cierta medida",0.152,0.405,0.409,0.379,0.335,0.396
"P64","No, en absoluto",0.057,0.198,0.363,0.439,0.502,0.292
"P65","Reducir la inflación",0.583,0.39,0.364,0.417,0.297,0.174
"P65","Implementar reformas fiscales",0.097,0.152,0.119,0.031,0.116,0.115
"P65","Establecer políticas de control de precios",0.209,0.165,0.052,0.118,0.102,0.315
"P65","Reducir el gasto público",0.043,0.24,0.394,0.352,0.44,0.273
"P65","Estimular la inversión extranjera",0.055,0.05,0.054,0.043,0.045,0.026
"P65","Aumentar los subsidios a los servicios públicos",0.013,0.003,0.017,0.039,0,0.097
"P66","Fomentar la competencia entre proveedores",0.241,0.323,0.435,0.399,0.465,0.265
"P66","Incrementar la inversión en infraestructura",0.2,0.147,0.219,0.216,0.214,0.259
"P66","Implementar políticas de subsidios focalizados en grupos vulnerables",0.22,0.174,0.122,0.147,0.071,0.228
"P66","Realizar auditorías periódicas a las empresas de servicios públicos",0.339,0.356,0.224,0.238,0.25,0.248
"P67","Muy positiva",0.457,0.201,0.147,0.135,0.08,0.012
"P67","Positiva",0.255,0.299,0.154,0.095,0.147,0.117
"P67","Neutral",0.137,0.314,0.435,0.306,0.173,0.45
"P67","Algo negativa",0.072,0.064,0.099,0.214,0.101,0.016
"P67","Negativa",0.019,0.039,0.1,0.148,0.436,0.016
"P67","No sabe",0.06,0.083,0.065,0.102,0.063,0.389
"P68","Muy positivo",0.441,0.094,0.023,0.003,0.035,0.012
"P68","Positivo",0.295,0.36,0.104,0.044,0.085,0.038
"P68","Neutral",0.146,0.363,0.535,0.387,0.216,0.228
"P68","Algo negativo",0.022,0.05,0.119,0.347,0.101,0.062
"P68","Negativo",0.021,0.036,0.125,0.134,0.466,0.031
"P68","No sabe",0.075,0.097,0.094,0.085,0.097,0.629
"P69","Muy positivo",0.331,0.034,0.028,0.013,0.064,0.012
"P69","Positivo",0.254,0.29,0.041,0.046,0.022,0.069
"P69","Neutral",0.274,0.498,0.698,0.446,0.307,0.256
"P69","Algo negativo",0.01,0.046,0.081,0.305,0.116,0.04
"P69","Negativo",0.022,0.024,0.07,0.094,0.362,0.024
"P69","No sabe",0.109,0.108,0.082,0.096,0.129,0.599
"P70","Muy positiva",0.878,0.206,0.044,0.03,0.043,0.112
"P70","Positiva",0.06,0.673,0.158,0.126,0.018,0.058
"P70","Neutral",0.032,0.091,0.701,0.156,0.123,0.156
"P70","Algo negativa",0.001,0.017,0.043,0.625,0.093,0.028
"P70","Negativa",0.016,0.004,0.038,0.041,0.686,0.069
"P70","No sabe",0.013,0.009,0.016,0.022,0.037,0.577
"P72","Muy positivo",0.834,0.099,0.026,0.016,0.034,0.111
"P72","Positivo",0.112,0.739,0.075,0.12,0.04,0.112
"P72","Neutral",0.049,0.129,0.816,0.326,0.147,0.196
"P72","Algo negativo",0.001,0.001,0.03,0.466,0.048,0.017
"P72","Negativo",0.001,0.007,0.041,0.067,0.661,0.133
"P72","No sabe",0.003,0.025,0.012,0.005,0.07,0.431
"P73","Muy positiva",0.606,0.095,0.052,0.003,0.017,0.045
"P73","Positiva",0.268,0.49,0.134,0.081,0.022,0.005
"P73","Neutral",0.072,0.221,0.508,0.271,0.124,0.249
"P73","Algo negativa",0.008,0.08,0.119,0.391,0.087,0.174
"P73","Negativa",0.024,0.041,0.138,0.197,0.693,0.093
"P73","No sabe",0.022,0.073,0.049,0.057,0.057,0.434
"P74","Muy positivo",0.524,0.076,0.029,0.043,0.011,0.013
"P74","Positivo",0.3,0.476,0.107,0.084,0.014,0.061
"P74","Neutral",0.122,0.21,0.519,0.331,0.115,0.205
"P74","Algo negativo",0.006,0.122,0.131,0.356,0.109,0.151
"P74","Negativo",0.017,0.045,0.16,0.137,0.681,0.062
"P74","No sabe",0.031,0.071,0.054,0.049,0.07,0.508
"P75","Muy positivo",0.445,0.057,0.04,0.063,0.047,0
"P75","Positivo",0.272,0.436,0.069,0.046,0.016,0.156
"P75","Neutral",0.212,0.312,0.588,0.399,0.179,0.202
"P75","Algo negativo",0.014,0.059,0.089,0.305,0.117,0.134
"P75","Negativo",0.018,0.036,0.142,0.128,0.557,0.119
"P75","No sabe",0.039,0.1,0.072,0.059,0.084,0.389
"P76","Muy positiva",0.723,0.242,0.211,0.174,0.137,0.223
"P76","Positiva",0.149,0.421,0.179,0.213,0.081,0.118
"P76","Neutral",0.082,0.177,0.387,0.248,0.134,0.155
"P76","Algo negativa",0.002,0.063,0.063,0.195,0.119,0.104
"P76","Negativa",0.016,0.059,0.123,0.165,0.449,0.053
"P76","No sabe",0.028,0.038,0.037,0.005,0.08,0.347
"P77","Muy positivo",0.697,0.309,0.19,0.139,0.118,0.124
"P77","Positivo",0.194,0.407,0.211,0.172,0.092,0.214
"P77","Neutral",0.069,0.147,0.372,0.268,0.097,0.214
"P77","Algo negativo",0.012,0.072,0.123,0.255,0.128,0.042
"P77","Negativo",0.018,0.047,0.075,0.16,0.488,0.035
"P77","No sabe",0.01,0.018,0.029,0.006,0.077,0.371
"P78","Muy positivo",0.608,0.232,0.161,0.181,0.141,0.065
"P78","Positivo",0.179,0.421,0.179,0.133,0.102,0.155
"P78","Neutral",0.168,0.223,0.462,0.38,0.245,0.326
"P78","Algo negativo",0.003,0.05,0.081,0.171,0.074,0.009
"P78","Negativo",0.016,0.043,0.064,0.119,0.381,0.017
"P78","No sabe",0.026,0.031,0.053,0.016,0.057,0.428
"P79","Si",0.633,0.572,0.492,0.524,0.581,0.38
"P79","No",0.367,0.428,0.508,0.476,0.419,0.62
"PRESIDENTE","Sergio Massa a Presidente y Agustín Rossi a Vicepresidente por Unión por la Patria. ",0.741,0.481,0.159,0.155,0.063,0.072
"PRESIDENTE","Patricia Bullrich a Presidente y Luis Petri a Vicepresidente por Juntos por el Cambio",0.077,0.161,0.396,0.486,0.467,0.409
"PRESIDENTE","Javier Milei a Presidente y Victoria Villarruel a Vicepresidente por la Libertad Avanza",0.125,0.304,0.329,0.329,0.345,0.281
"PRESIDENTE","Juan Schiaretti a presidente y Florencio Randazzo a vicepresidente por Hacemos por Nuestro País",0.033,0.029,0.053,0.023,0.035,0.058
"PRESIDENTE","Myriam Bregman a presidente y Nicolás del Caño a vicepresidente por el Frente de Izquierda",0.007,0.016,0.002,0.004,0.011,0.113
"PRESIDENTE","En blanco",0.01,0.001,0.035,0.002,0.044,0.007
"PRESIDENTE","No sabe",0.007,0.008,0.026,0.001,0.035,0.06
"GOBERNADOR","Axel Kicillof gobernador, Verónica Magario vicegobernadora; por Unión por la Patria",0.783,0.504,0.25,0.189,0.113,0.181
"GOBERNADOR","Néstor Grindetti gobernador, Miguel Fernández vicegobernador; por Juntos por el Cambio",0.11,0.272,0.512,0.631,0.569,0.564
"GOBERNADOR","Carolina Piparo gobernadora, Francisco Oneto vicegobernador; por la Libertad Avanza",0.054,0.176,0.149,0.155,0.196,0.126
"GOBERNADOR","Rubén Sobrero a gobernador y Natalia González a vicegobernadora por el Frente de Izquierda.",0.024,0.035,0.035,0.002,0.054,0.064
"GOBERNADOR","En blanco",0.015,0.003,0.022,0.008,0.046,0.065
"GOBERNADOR","No sabe",0.014,0.01,0.032,0.015,0.022,0
"CORTA_PRESIDENTE","Si",0.153,0.225,0.305,0.257,0.25,0.185
"CORTA_PRESIDENTE","No",0.847,0.775,0.695,0.743,0.75,0.815
"CORTA_GOBERNADOR","Si",0.165,0.209,0.307,0.241,0.196,0.454
"CORTA_GOBERNADOR","No",0.835,0.791,0.693,0.759,0.804,0.546
