"var","categoria","Peor","Igual","Mejor","No sabe"
"P25","De acuerdo",0.101,0.237,0.25,0.176
"P25","Ni de acuerdo ni en desacuerdo",0.138,0.284,0.125,0.322
"P25","En desacuerdo",0.471,0.291,0.356,0.273
"P25","Muy en desacuerdo",0.183,0.087,0.093,0.08
"P25","No sabe",0.005,0.009,0.015,0.016
"P26","Si",0.672,0.683,0.539,0.604
"P26","No",0.328,0.317,0.461,0.396
"P27","Muy de acuerdo",0.158,0.174,0.294,0.225
"P27","De acuerdo",0.139,0.243,0.256,0.27
"P27","Ni de acuerdo ni en desacuerdo",0.188,0.284,0.19,0.246
"P27","En desacuerdo",0.327,0.207,0.223,0.125
"P27","Muy en desacuerdo",0.175,0.087,0.037,0.119
"P27","No sabe",0.013,0.005,0,0.015
"P28","Si",0.712,0.678,0.514,0.604
"P28","No",0.288,0.322,0.486,0.396
"P29","Muy de acuerdo",0.185,0.231,0.283,0.298
"P29","De acuerdo",0.137,0.315,0.254,0.162
"P29","Ni de acuerdo ni en desacuerdo",0.171,0.27,0.239,0.173
"P29","En desacuerdo",0.328,0.129,0.168,0.095
"P29","Muy en desacuerdo",0.156,0.04,0.021,0.193
"P29","No sabe",0.023,0.015,0.035,0.079
"P30","No estaba enterado",0.275,0.271,0.481,0.358
"P30","De acuerdo",0.268,0.491,0.28,0.421
"P30","En desacuerdo",0.374,0.196,0.177,0.167
"P30","No sabe",0.083,0.042,0.062,0.054
"P31","No tengo cable ni internet",0.19,0.16,0.326,0.223
"P31","Si tuve",0.561,0.557,0.54,0.477
"P31","No tuve",0.249,0.283,0.134,0.3
"P32","Reclamando directamente a la empresa",0.291,0.232,0.313,0.356
"P32","Reclamando en el Enacom porque la empresa nunca lo resolvió",0.378,0.357,0.246,0.395
"P32","Nunca se pudo resolver",0.331,0.411,0.441,0.249
"P33","1-Excelente",0.147,0.199,0.096,0.166
"P33","2",0.099,0.091,0.173,0.122
"P33","3",0.051,0.071,0.04,0.031
"P33","4",0.051,0.048,0.088,0.066
"P33","5",0.153,0.199,0.183,0.199
"P33","6",0.055,0.055,0.077,0.045
"P33","7",0.041,0.036,0.014,0.1
"P33","8",0.093,0.071,0.025,0.063
"P33","9-Pésimo",0.255,0.186,0.163,0.162
"P33","No sabe",0.055,0.044,0.141,0.046
"P34","1-Excelente",0.16,0.187,0.102,0.196
"P34","2",0.084,0.12,0.133,0.092
"P34","3",0.073,0.078,0.122,0.057
"P34","4",0.067,0.056,0.104,0.079
"P34","5",0.102,0.172,0.201,0.196
"P34","6",0.045,0.058,0.023,0.033
"P34","7",0.031,0.036,0.02,0.078
"P34","8",0.071,0.054,0.038,0.049
"P34","9-Pésimo",0.321,0.192,0.153,0.178
"P34","No sabe",0.046,0.047,0.104,0.042
"P35","1-Excelente",0.144,0.167,0.158,0.169
"P35","2",0.083,0.126,0.103,0.105
"P35","3",0.08,0.108,0.101,0.042
"P35","4",0.083,0.058,0.131,0.125
"P35","5",0.13,0.159,0.152,0.174
"P35","6",0.065,0.048,0.076,0.039
"P35","7",0.036,0.048,0.005,0.06
"P35","8",0.055,0.037,0.034,0.044
"P35","9-Pésimo",0.273,0.195,0.16,0.198
"P35","No sabe",0.051,0.054,0.08,0.044
"P36","1-Excelente",0.133,0.158,0.092,0.118
"P36","2",0.126,0.108,0.164,0.179
"P36","3",0.061,0.108,0.083,0.041
"P36","4",0.062,0.034,0.105,0.102
"P36","5",0.129,0.229,0.193,0.185
"P36","6",0.049,0.05,0.092,0.049
"P36","7",0.056,0.051,0.02,0.059
"P36","8",0.07,0.045,0.019,0.024
"P36","9-Pésimo",0.261,0.145,0.163,0.176
"P36","No sabe",0.053,0.072,0.069,0.067
"P37","Oponerse totalmente y elevar un recurso de amparo ante la corte",0.526,0.249,0.413,0.254
"P37","Oponerse y tratar de negociar con el gobierno nacional a cambio de apoyo legislativo en otros temas",0.171,0.275,0.164,0.221
"P37","Apoyar las iniciativas del gobierno nacional y así no tener problemas con la participación",0.131,0.225,0.242,0.154
"P37","Apoyar totalmente la iniciativa del gobierno nacional porque es lo que votó la mayoría del pueblo argentino",0.133,0.197,0.172,0.239
"P37","No sabe",0.039,0.054,0.009,0.132
"P38","Oponerse totalmente y no concurrir a la convocatoria",0.462,0.177,0.262,0.257
"P38","Oponerse parcialmente y concurrir a la convocatoria",0.152,0.29,0.156,0.165
"P38","Apoyar la iniciativa del gobierno nacional y negociar otros temas en discusión",0.221,0.276,0.317,0.234
"P38","Apoyar totalmente la iniciativa del gobierno nacional",0.124,0.22,0.234,0.244
"P38","No sabe",0.041,0.037,0.031,0.1
"P39","Oponerse totalmente",0.465,0.21,0.292,0.182
"P39","Oponerse parcialmente",0.114,0.168,0.181,0.137
"P39","Apoyar parcialmente",0.227,0.29,0.291,0.334
"P39","Apoyar totalmente",0.161,0.286,0.19,0.227
"P39","No sabe",0.033,0.046,0.046,0.12
"P40","Inseguridad y narcotráfico",0.475,0.097,0.157,0.103
"P40","Altos impuestos y tarifas",0.082,0.429,0.071,0.099
"P40","Educación y estado de las escuelas",0.136,0.221,0.636,0.105
"P40","Inflación",0.123,0.13,0.081,0.594
"P40","Estado de la salud",0.103,0.061,0.006,0.04
"P40","Corrupción",0.044,0.049,0.037,0.045
"P40","Pobreza",0.019,0.005,0.005,0
"P40","Medio ambiente, incendios y contaminación",0.005,0,0,0.002
"P40","Falta de trabajo",0.006,0.008,0.007,0
"P40","No sabe",0.007,0,0,0.012
"P44","Muy buena",0.039,0.033,0.056,0
"P44","Buena",0.062,0.197,0.053,0.04
"P44","Ni buena ni mala",0.239,0.398,0.721,0.243
"P44","Mala",0.391,0.295,0.117,0.593
"P44","Muy mala",0.243,0.067,0.022,0.056
"P44","No sabe",0.026,0.01,0.031,0.068
"P46","Peor",0.724,0.177,0.256,0.466
"P46","Igual",0.159,0.511,0.279,0.194
"P46","Mejor",0.083,0.24,0.319,0.117
"P46","No sabe",0.034,0.072,0.146,0.223
"P47","Javier Milei",0.335,0.506,0.334,0.454
"P47","Los gobernadores",0.559,0.385,0.498,0.376
"P47","No sabe",0.106,0.109,0.168,0.17
"P48","Muy buena",0.102,0.109,0.228,0.043
"P48","Buena",0.193,0.22,0.334,0.249
"P48","Ni buena ni mala",0.24,0.348,0.283,0.31
"P48","Mala",0.263,0.204,0.055,0.263
"P48","Muy mala",0.198,0.09,0.1,0.106
"P48","No sabe",0.004,0.029,0,0.029
"P50","Muy buena",0.149,0.092,0.104,0.065
"P50","Buena",0.178,0.163,0.246,0.122
"P50","Ni buena ni mala",0.265,0.249,0.337,0.316
"P50","Mala",0.194,0.33,0.124,0.269
"P50","Muy mala",0.187,0.121,0.147,0.146
"P50","No sabe",0.027,0.045,0.042,0.082
"P51","Muy buena",0.093,0.181,0.085,0.099
"P51","Buena",0.152,0.226,0.108,0.203
"P51","Ni buena ni mala",0.295,0.327,0.467,0.336
"P51","Mala",0.216,0.145,0.158,0.193
"P51","Muy mala",0.191,0.066,0.12,0.1
"P51","No sabe",0.053,0.055,0.062,0.069
"P54","Muy buena",0.298,0.113,0.152,0.083
"P54","Buena",0.138,0.102,0.16,0.163
"P54","Ni buena ni mala",0.118,0.08,0.182,0.102
"P54","Mala",0.142,0.245,0.224,0.25
"P54","Muy mala",0.299,0.437,0.271,0.372
"P54","No sabe",0.005,0.023,0.011,0.03
"P55","Muy buena",0.07,0.127,0.128,0.033
"P55","Buena",0.127,0.221,0.224,0.123
"P55","Ni buena ni mala",0.14,0.203,0.171,0.258
"P55","Mala",0.248,0.23,0.294,0.283
"P55","Muy mala",0.41,0.21,0.183,0.297
"P55","No sabe",0.005,0.009,0,0.006
"P56","Muy buena",0.125,0.081,0.101,0.009
"P56","Buena",0.196,0.082,0.139,0.178
"P56","Ni buena ni mala",0.204,0.151,0.265,0.177
"P56","Mala",0.146,0.225,0.161,0.255
"P56","Muy mala",0.317,0.447,0.334,0.368
"P56","No sabe",0.012,0.014,0,0.013
"P57","Muy buena",0.305,0.107,0.136,0.105
"P57","Buena",0.122,0.098,0.181,0.144
"P57","Ni buena ni mala",0.098,0.108,0.17,0.094
"P57","Mala",0.153,0.214,0.149,0.205
"P57","Muy mala",0.304,0.438,0.364,0.434
"P57","No sabe",0.018,0.035,0,0.018
"P58","Muy buena",0.204,0.432,0.342,0.245
"P58","Buena",0.094,0.196,0.131,0.277
"P58","Ni buena ni mala",0.102,0.065,0.127,0.099
"P58","Mala",0.155,0.101,0.04,0.136
"P58","Muy mala",0.435,0.193,0.36,0.23
"P58","No sabe",0.01,0.013,0,0.013
"P59","Muy buena",0.177,0.31,0.286,0.204
"P59","Buena",0.151,0.28,0.218,0.348
"P59","Ni buena ni mala",0.085,0.162,0.11,0.148
"P59","Mala",0.131,0.088,0.052,0.036
"P59","Muy mala",0.452,0.15,0.334,0.258
"P59","No sabe",0.004,0.01,0,0.006
"P60","Muy buena",0.238,0.419,0.375,0.339
"P60","Buena",0.1,0.243,0.168,0.19
"P60","Ni buena ni mala",0.127,0.125,0.105,0.136
"P60","Mala",0.131,0.064,0.044,0.054
"P60","Muy mala",0.4,0.118,0.256,0.221
"P60","No sabe",0.004,0.031,0.052,0.06
"P61","Muy buena",0.07,0.086,0.133,0.083
"P61","Buena",0.153,0.201,0.205,0.241
"P61","Ni buena ni mala",0.352,0.518,0.355,0.374
"P61","Mala",0.165,0.101,0.087,0.099
"P61","Muy mala",0.218,0.055,0.18,0.151
"P61","No sabe",0.042,0.039,0.04,0.052
