"var","categoria","Peor","Igual","Mejor","No sabe"
"P27","De acuerdo",0.117,0.259,0.274,0.259
"P27","Ni de acuerdo ni en desacuerdo",0.182,0.241,0.29,0.258
"P27","En desacuerdo",0.353,0.225,0.129,0.136
"P27","Muy en desacuerdo",0.185,0.073,0.069,0.153
"P27","No sabe",0.008,0.011,0.002,0.034
"P28","Si",0.672,0.659,0.77,0.592
"P28","No",0.328,0.341,0.23,0.408
"P29","Muy de acuerdo",0.178,0.203,0.335,0.283
"P29","De acuerdo",0.125,0.275,0.265,0.224
"P29","Ni de acuerdo ni en desacuerdo",0.164,0.257,0.252,0.209
"P29","En desacuerdo",0.325,0.19,0.102,0.132
"P29","Muy en desacuerdo",0.183,0.053,0.029,0.072
"P29","No sabe",0.025,0.022,0.017,0.08
"P30","No estaba enterado",0.285,0.306,0.278,0.419
"P30","De acuerdo",0.241,0.433,0.524,0.345
"P30","En desacuerdo",0.413,0.213,0.098,0.105
"P30","No sabe",0.061,0.048,0.1,0.131
"P31","No tengo cable ni internet",0.2,0.162,0.2,0.265
"P31","Si tuve",0.571,0.543,0.515,0.563
"P31","No tuve",0.229,0.295,0.285,0.172
"P32","Reclamando directamente a la empresa",0.294,0.269,0.257,0.288
"P32","Reclamando en el Enacom porque la empresa nunca lo resolvió",0.375,0.395,0.288,0.289
"P32","Nunca se pudo resolver",0.331,0.336,0.455,0.423
"P33","1-Excelente",0.161,0.138,0.211,0.11
"P33","2",0.089,0.14,0.093,0.131
"P33","3",0.052,0.056,0.052,0.059
"P33","4",0.053,0.051,0.051,0.086
"P33","5",0.165,0.206,0.124,0.219
"P33","6",0.048,0.048,0.076,0.088
"P33","7",0.046,0.035,0.054,0.026
"P33","8",0.083,0.085,0.064,0.042
"P33","9-Pésimo",0.251,0.178,0.229,0.134
"P33","No sabe",0.052,0.063,0.046,0.105
"P34","1-Excelente",0.176,0.127,0.211,0.135
"P34","2",0.087,0.132,0.071,0.111
"P34","3",0.066,0.108,0.064,0.073
"P34","4",0.065,0.063,0.075,0.112
"P34","5",0.113,0.178,0.131,0.165
"P34","6",0.048,0.039,0.032,0.084
"P34","7",0.03,0.043,0.05,0.014
"P34","8",0.066,0.061,0.059,0.039
"P34","9-Pésimo",0.312,0.186,0.259,0.164
"P34","No sabe",0.037,0.063,0.048,0.103
"P35","1-Excelente",0.162,0.148,0.16,0.102
"P35","2",0.085,0.134,0.071,0.118
"P35","3",0.078,0.096,0.099,0.083
"P35","4",0.079,0.073,0.089,0.165
"P35","5",0.125,0.176,0.14,0.177
"P35","6",0.072,0.049,0.039,0.033
"P35","7",0.043,0.045,0.027,0.017
"P35","8",0.045,0.039,0.058,0.036
"P35","9-Pésimo",0.271,0.165,0.29,0.155
"P35","No sabe",0.04,0.075,0.027,0.114
"P36","1-Excelente",0.149,0.149,0.104,0.041
"P36","2",0.116,0.183,0.073,0.145
"P36","3",0.063,0.08,0.078,0.125
"P36","4",0.064,0.046,0.048,0.143
"P36","5",0.114,0.195,0.275,0.172
"P36","6",0.054,0.055,0.053,0.027
"P36","7",0.058,0.039,0.045,0.076
"P36","8",0.066,0.045,0.053,0.026
"P36","9-Pésimo",0.271,0.141,0.212,0.119
"P36","No sabe",0.045,0.067,0.059,0.126
"P37","Oponerse totalmente y elevar un recurso de amparo ante la corte",0.599,0.261,0.143,0.266
"P37","Oponerse y tratar de negociar con el gobierno nacional a cambio de apoyo legislativo en otros temas",0.144,0.291,0.286,0.131
"P37","Apoyar las iniciativas del gobierno nacional y así no tener problemas con la participación",0.106,0.196,0.336,0.183
"P37","Apoyar totalmente la iniciativa del gobierno nacional porque es lo que votó la mayoría del pueblo argentino",0.119,0.183,0.203,0.289
"P37","No sabe",0.032,0.069,0.032,0.131
"P38","Oponerse totalmente y no concurrir a la convocatoria",0.525,0.22,0.08,0.172
"P38","Oponerse parcialmente y concurrir a la convocatoria",0.168,0.248,0.144,0.181
"P38","Apoyar la iniciativa del gobierno nacional y negociar otros temas en discusión",0.162,0.29,0.419,0.318
"P38","Apoyar totalmente la iniciativa del gobierno nacional",0.121,0.174,0.299,0.25
"P38","No sabe",0.024,0.068,0.058,0.079
"P39","Oponerse totalmente",0.539,0.225,0.082,0.161
"P39","Oponerse parcialmente",0.126,0.2,0.07,0.09
"P39","Apoyar parcialmente",0.181,0.293,0.4,0.397
"P39","Apoyar totalmente",0.124,0.233,0.381,0.262
"P39","No sabe",0.03,0.049,0.067,0.09
"P40","Inseguridad y narcotráfico",0.499,0.127,0.111,0.139
"P40","Altos impuestos y tarifas",0.07,0.406,0.137,0.114
"P40","Educación y estado de las escuelas",0.096,0.216,0.541,0.169
"P40","Inflación",0.161,0.131,0.086,0.446
"P40","Estado de la salud",0.098,0.06,0.056,0.04
"P40","Corrupción",0.042,0.049,0.048,0.047
"P40","Pobreza",0.017,0.004,0.006,0.028
"P40","Medio ambiente, incendios y contaminación",0.005,0,0,0.002
"P40","Falta de trabajo",0.004,0.006,0.015,0.003
"P40","No sabe",0.008,0.001,0,0.012
"P44","Muy buena",0.04,0.035,0.018,0.001
"P44","Buena",0.053,0.15,0.121,0.113
"P44","Ni buena ni mala",0.236,0.407,0.43,0.401
"P44","Mala",0.407,0.297,0.331,0.345
"P44","Muy mala",0.242,0.088,0.069,0.083
"P44","No sabe",0.022,0.023,0.031,0.057
"P45","Peor",0.797,0.351,0.328,0.283
"P45","Igual",0.086,0.497,0.421,0.266
"P45","Mejor",0.041,0.089,0.183,0.176
"P45","No sabe",0.076,0.063,0.068,0.275
"P47","Javier Milei",0.298,0.423,0.634,0.42
"P47","Los gobernadores",0.615,0.461,0.192,0.352
"P47","No sabe",0.087,0.116,0.174,0.228
"P48","Muy buena",0.087,0.106,0.224,0.045
"P48","Buena",0.206,0.252,0.178,0.234
"P48","Ni buena ni mala",0.259,0.313,0.229,0.377
"P48","Mala",0.243,0.209,0.226,0.231
"P48","Muy mala",0.203,0.113,0.108,0.055
"P48","No sabe",0.002,0.007,0.035,0.058
"P50","Muy buena",0.179,0.082,0.038,0.05
"P50","Buena",0.197,0.19,0.078,0.156
"P50","Ni buena ni mala",0.233,0.29,0.323,0.383
"P50","Mala",0.168,0.273,0.361,0.238
"P50","Muy mala",0.186,0.148,0.146,0.09
"P50","No sabe",0.037,0.017,0.054,0.083
"P51","Muy buena",0.094,0.139,0.175,0.061
"P51","Buena",0.121,0.238,0.21,0.214
"P51","Ni buena ni mala",0.301,0.34,0.313,0.425
"P51","Mala",0.212,0.178,0.17,0.127
"P51","Muy mala",0.218,0.072,0.059,0.055
"P51","No sabe",0.054,0.033,0.073,0.118
"P54","Muy buena",0.322,0.16,0.051,0.045
"P54","Buena",0.148,0.149,0.028,0.178
"P54","Ni buena ni mala",0.14,0.082,0.074,0.095
"P54","Mala",0.119,0.256,0.255,0.262
"P54","Muy mala",0.264,0.349,0.571,0.354
"P54","No sabe",0.007,0.004,0.021,0.066
"P55","Muy buena",0.064,0.138,0.087,0.058
"P55","Buena",0.095,0.208,0.233,0.302
"P55","Ni buena ni mala",0.13,0.195,0.267,0.149
"P55","Mala",0.247,0.249,0.278,0.217
"P55","Muy mala",0.459,0.206,0.129,0.256
"P55","No sabe",0.005,0.004,0.006,0.018
"P56","Muy buena",0.134,0.107,0.024,0.013
"P56","Buena",0.212,0.102,0.064,0.205
"P56","Ni buena ni mala",0.213,0.18,0.148,0.19
"P56","Mala",0.151,0.207,0.205,0.19
"P56","Muy mala",0.283,0.383,0.551,0.379
"P56","No sabe",0.007,0.021,0.008,0.023
"P57","Muy buena",0.347,0.12,0.053,0.05
"P57","Buena",0.142,0.113,0.049,0.173
"P57","Ni buena ni mala",0.109,0.086,0.097,0.186
"P57","Mala",0.117,0.237,0.25,0.18
"P57","Muy mala",0.265,0.418,0.538,0.386
"P57","No sabe",0.02,0.026,0.013,0.025
"P58","Muy buena",0.165,0.331,0.548,0.33
"P58","Buena",0.073,0.227,0.17,0.224
"P58","Ni buena ni mala",0.093,0.09,0.109,0.085
"P58","Mala",0.165,0.119,0.062,0.058
"P58","Muy mala",0.492,0.226,0.104,0.281
"P58","No sabe",0.012,0.007,0.007,0.022
"P59","Muy buena",0.137,0.309,0.355,0.25
"P59","Buena",0.132,0.258,0.317,0.32
"P59","Ni buena ni mala",0.072,0.154,0.172,0.123
"P59","Mala",0.131,0.079,0.077,0.077
"P59","Muy mala",0.524,0.196,0.072,0.215
"P59","No sabe",0.004,0.004,0.007,0.015
"P60","Muy buena",0.186,0.388,0.535,0.374
"P60","Buena",0.084,0.21,0.248,0.206
"P60","Ni buena ni mala",0.12,0.161,0.083,0.123
"P60","Mala",0.118,0.081,0.082,0.077
"P60","Muy mala",0.475,0.138,0.045,0.163
"P60","No sabe",0.017,0.022,0.007,0.057
"P61","Muy buena",0.062,0.079,0.118,0.137
"P61","Buena",0.11,0.262,0.231,0.246
"P61","Ni buena ni mala",0.354,0.428,0.506,0.356
"P61","Mala",0.171,0.118,0.092,0.047
"P61","Muy mala",0.264,0.081,0.015,0.098
"P61","No sabe",0.039,0.032,0.038,0.116
