"var","categoria","Javier Milei","Los gobernadores","No sabe"
"P22","Muy de acuerdo",0.297,0,0.027
"P22","De acuerdo",0.112,0,0.226
"P22","Ni de acuerdo ni en desacuerdo",0.276,0,0.417
"P22","En desacuerdo",0.206,0,0.272
"P22","Muy en desacuerdo",0.084,0,0.014
"P22","No sabe",0.025,0,0.044
"P23","El estado nacional",0.268,0,0.02
"P23","El estado provincial",0.237,0,0.255
"P23","Ambos de forma coordinada",0.365,0,0.533
"P23","No sabe",0.13,0,0.192
"P24","Inseguridad y narcotráfico",0.357,0,0.145
"P24","Altos impuestos y tarifas",0.178,0,0.217
"P24","Educación y estado de las escuelas",0.213,0,0.373
"P24","Inflación",0.156,0,0.181
"P24","Estado de la salud",0.059,0,0.062
"P24","Corrupción",0.022,0,0.006
"P24","Pobreza",0,0,0.004
"P24","Medio ambiente, incendios y contaminación",0,0,0
"P24","Falta de trabajo",0.005,0,0.012
"P24","No sabe",0.01,0,0
"P28","Muy buena",0.139,0,0.017
"P28","Buena",0.082,0,0.099
"P28","Ni buena ni mala",0.255,0,0.454
"P28","Mala",0.314,0,0.326
"P28","Muy mala",0.2,0,0.06
"P28","No sabe",0.01,0,0.044
"P29","Peor",0.525,0,0.33
"P29","Igual",0.332,0,0.2
"P29","Mejor",0.072,0,0.418
"P29","No sabe",0.071,0,0.052
"P30","Peor",0.448,0,0.213
"P30","Igual",0.245,0,0.176
"P30","Mejor",0.232,0,0.419
"P30","No sabe",0.075,0,0.192
"P32","Muy buena",0.164,0,0.042
"P32","Buena",0.053,0,0.157
"P32","Ni buena ni mala",0.183,0,0.465
"P32","Mala",0.337,0,0.165
"P32","Muy mala",0.263,0,0.154
"P32","No sabe",0,0,0.017
"P34","Muy buena",0.122,0,0.169
"P34","Buena",0.077,0,0.142
"P34","Ni buena ni mala",0.232,0,0.319
"P34","Mala",0.293,0,0.178
"P34","Muy mala",0.24,0,0.167
"P34","No sabe",0.036,0,0.025
"P35","Muy buena",0.218,0,0.012
"P35","Buena",0.197,0,0.101
"P35","Ni buena ni mala",0.302,0,0.485
"P35","Mala",0.102,0,0.287
"P35","Muy mala",0.11,0,0.055
"P35","No sabe",0.071,0,0.06
"P36","Muy buena",0.086,0,0.06
"P36","Buena",0.032,0,0.008
"P36","Ni buena ni mala",0.079,0,0.277
"P36","Mala",0.183,0,0.384
"P36","Muy mala",0.62,0,0.254
"P36","No sabe",0,0,0.017
"P37","Muy buena",0.26,0,0.016
"P37","Buena",0.21,0,0.046
"P37","Ni buena ni mala",0.145,0,0.26
"P37","Mala",0.216,0,0.399
"P37","Muy mala",0.169,0,0.245
"P37","No sabe",0,0,0.034
"P38","Muy buena",0.073,0,0.033
"P38","Buena",0.03,0,0.039
"P38","Ni buena ni mala",0.045,0,0.288
"P38","Mala",0.205,0,0.352
"P38","Muy mala",0.647,0,0.271
"P38","No sabe",0,0,0.017
"P39","Muy buena",0.081,0,0.173
"P39","Buena",0.025,0,0.017
"P39","Ni buena ni mala",0.051,0,0.23
"P39","Mala",0.136,0,0.258
"P39","Muy mala",0.68,0,0.26
"P39","No sabe",0.027,0,0.062
"P40","Muy buena",0.666,0,0.073
"P40","Buena",0.182,0,0.045
"P40","Ni buena ni mala",0.053,0,0.37
"P40","Mala",0.046,0,0.314
"P40","Muy mala",0.053,0,0.18
"P40","No sabe",0,0,0.018
"P41","Muy buena",0.576,0,0.095
"P41","Buena",0.288,0,0.179
"P41","Ni buena ni mala",0.05,0,0.329
"P41","Mala",0.053,0,0.315
"P41","Muy mala",0.033,0,0.064
"P41","No sabe",0,0,0.018
"P42","Muy buena",0.701,0,0.075
"P42","Buena",0.159,0,0.126
"P42","Ni buena ni mala",0.082,0,0.415
"P42","Mala",0.007,0,0.282
"P42","Muy mala",0.028,0,0.06
"P42","No sabe",0.023,0,0.042
"P43","Muy buena",0.236,0,0.013
"P43","Buena",0.202,0,0.072
"P43","Ni buena ni mala",0.312,0,0.573
"P43","Mala",0.105,0,0.259
"P43","Muy mala",0.082,0,0.027
"P43","No sabe",0.063,0,0.056
