"var","categoria","Inseguridad y narcotráfico","Altos impuestos y tarifas","Educación y estado de las escuelas","Inflación","Estado de la salud","Corrupción","Pobreza","Medio ambiente, incendios y contaminación","Falta de trabajo","No sabe"
"P16","No sabe",0.121,0,0.335,0.178,0.19,0.271,0,0,0,0.936
"P17","El anterior gobierno de Arabela Carreras",0.32,0,0.653,0.632,0.269,0.565,0,0,0.343,0
"P17","El actual gobierno de Alberto Weretilneck",0.634,0,0.258,0.222,0.657,0.193,0,0,0.657,0
"P17","No sabe",0.046,0,0.089,0.146,0.074,0.242,1,0,0,0
"P18","El anterior gobierno de Alberto Fernández",0.587,0,0.673,0.367,0.301,1,0.257,0,0,0
"P18","El actual gobierno de Javier Milei",0.37,0,0.236,0.633,0.699,0,0.743,1,1,0
"P18","No sabe",0.043,0,0.091,0,0,0,0,0,0,1
"P19","Muy buena",0.1,0,0.045,0.085,0.009,0,0,0,0,0.129
"P19","Buena",0.124,0,0.155,0.175,0.05,0.152,0.114,0.189,0.577,0
"P19","Ni buena ni mala",0.304,0,0.404,0.133,0.006,0.223,0.781,0,0.294,0.176
"P19","Mala",0.246,0,0.248,0.543,0.25,0.159,0.105,0.811,0.129,0.582
"P19","Muy mala",0.224,0,0.144,0.037,0.685,0.466,0,0,0,0.113
"P19","No sabe",0.002,0,0.004,0.027,0,0,0,0,0,0
"P20","Muy buena",0.118,0,0.037,0.064,0.009,0,0,0,0,0
"P20","Buena",0.136,0,0.089,0.15,0.128,0.095,0,0.189,0.384,0.242
"P20","Ni buena ni mala",0.205,0,0.343,0.27,0.035,0.124,0.264,0.811,0.193,0.176
"P20","Mala",0.338,0,0.357,0.454,0.178,0.518,0.736,0,0.129,0
"P20","Muy mala",0.197,0,0.146,0.06,0.644,0.222,0,0,0.294,0
"P20","No sabe",0.006,0,0.028,0.002,0.006,0.041,0,0,0,0.582
"P21","Muy buena",0.139,0,0.023,0.064,0.009,0,0,0,0,0
"P21","Buena",0.076,0,0.117,0.104,0.163,0.099,0,0,0.129,0.129
"P21","Ni buena ni mala",0.303,0,0.386,0.354,0.103,0.171,1,1,0.871,0.225
"P21","Mala",0.327,0,0.322,0.369,0.104,0.54,0,0,0,0.064
"P21","Muy mala",0.144,0,0.114,0.097,0.52,0.19,0,0,0,0
"P21","No sabe",0.011,0,0.038,0.012,0.101,0,0,0,0,0.582
"P22","Muy de acuerdo",0.474,0,0.193,0.298,0.234,0.187,0.746,0,0.322,0.76
"P22","De acuerdo",0.145,0,0.175,0.287,0.206,0.186,0.254,0.189,0.294,0.24
"P22","Ni de acuerdo ni en desacuerdo",0.179,0,0.391,0.116,0.166,0.264,0,0.811,0.384,0
"P22","En desacuerdo",0.151,0,0.222,0.261,0.056,0.244,0,0,0,0
"P22","Muy en desacuerdo",0.046,0,0.007,0.016,0.173,0.02,0,0,0,0
"P22","No sabe",0.005,0,0.012,0.022,0.165,0.099,0,0,0,0
"P23","El estado nacional",0.279,0,0.075,0.15,0.145,0.1,0,0.811,0,0
"P23","El estado provincial",0.419,0,0.422,0.517,0.495,0.313,0.736,0.189,0.193,0.113
"P23","Ambos de forma coordinada",0.264,0,0.357,0.212,0.3,0.186,0.264,0,0.807,0.758
"P23","No sabe",0.038,0,0.146,0.121,0.06,0.401,0,0,0,0.129
"P28","Muy buena",0.235,0,0.016,0,0,0,0,0,0,0
"P28","Buena",0.069,0,0.046,0.03,0.051,0,0,0,0,0.138
"P28","Ni buena ni mala",0.162,0,0.814,0.219,0.138,0.024,0.85,1,0.617,0.188
"P28","Mala",0.344,0,0.06,0.722,0.068,0.46,0.15,0,0.383,0.622
"P28","Muy mala",0.182,0,0.058,0.012,0.743,0.19,0,0,0,0
"P28","No sabe",0.008,0,0.006,0.017,0,0.326,0,0,0,0.052
"P29","Peor",0.873,0,0.213,0.444,0.734,0.696,1,0.184,0.329,1
"P29","Igual",0.051,0,0.426,0.193,0.184,0.144,0,0,0.671,0
"P29","Mejor",0.02,0,0.349,0.075,0.058,0.024,0,0.816,0,0
"P29","No sabe",0.056,0,0.012,0.288,0.024,0.136,0,0,0,0
"P30","Peor",0.751,0,0.164,0.369,0.491,0.604,0.647,0.183,0.807,0.774
"P30","Igual",0.16,0,0.222,0.23,0.194,0.277,0.353,0.817,0.193,0.226
"P30","Mejor",0.073,0,0.425,0.212,0.29,0.119,0,0,0,0
"P30","No sabe",0.016,0,0.189,0.189,0.025,0,0,0,0,0
"P31","Javier Milei",0.523,0,0.464,0.354,0.447,0.59,0,0,0.391,0.776
"P31","Los gobernadores",0.422,0,0.326,0.54,0.431,0.371,0.855,1,0.329,0.224
"P31","No sabe",0.055,0,0.21,0.106,0.122,0.039,0.145,0,0.28,0
"P32","Muy buena",0.198,0,0.208,0.158,0.008,0,0,0.818,0,0
"P32","Buena",0.13,0,0.241,0.097,0.151,0.095,0,0.182,0.193,0.226
"P32","Ni buena ni mala",0.131,0,0.259,0.422,0.189,0.283,1,0,0.807,0.774
"P32","Mala",0.284,0,0.136,0.272,0.188,0.45,0,0,0,0
"P32","Muy mala",0.257,0,0.156,0.041,0.464,0.077,0,0,0,0
"P32","No sabe",0,0,0,0.01,0,0.095,0,0,0,0
"P34","Muy buena",0.269,0,0.164,0.172,0.407,0.144,0,0.184,0,0
"P34","Buena",0.103,0,0.211,0.13,0.048,0.095,0.864,0,0.322,0.938
"P34","Ni buena ni mala",0.203,0,0.275,0.387,0.3,0.526,0.136,0.816,0.398,0
"P34","Mala",0.193,0,0.144,0.26,0,0.121,0,0,0,0.062
"P34","Muy mala",0.232,0,0.156,0.036,0.245,0.019,0,0,0.28,0
"P34","No sabe",0,0,0.05,0.015,0,0.095,0,0,0,0
"P35","Muy buena",0.219,0,0.201,0.174,0.095,0.166,0.136,0,0,0
"P35","Buena",0.132,0,0.172,0.161,0.08,0.178,0,0,0,0
"P35","Ni buena ni mala",0.298,0,0.424,0.236,0.197,0.489,0.107,0.818,1,0.833
"P35","Mala",0.157,0,0.131,0.346,0.088,0.167,0.664,0,0,0
"P35","Muy mala",0.177,0,0.009,0.06,0.54,0,0.093,0,0,0.167
"P35","No sabe",0.017,0,0.063,0.023,0,0,0,0.182,0,0
"P36","Muy buena",0.273,0,0.165,0.204,0.257,0.221,0,0.818,0.19,0.77
"P36","Buena",0.064,0,0.087,0.119,0.083,0.032,0.664,0.182,0,0.167
"P36","Ni buena ni mala",0.14,0,0.262,0.086,0.179,0,0.093,0,0.131,0.063
"P36","Mala",0.096,0,0.153,0.273,0.034,0.027,0.243,0,0.396,0
"P36","Muy mala",0.412,0,0.333,0.308,0.447,0.72,0,0,0.283,0
"P36","No sabe",0.015,0,0,0.01,0,0,0,0,0,0
"P37","Muy buena",0.246,0,0.176,0.203,0.016,0.086,0,0,0,0
"P37","Buena",0.1,0,0.123,0.214,0.118,0.222,0.136,0,0,0
"P37","Ni buena ni mala",0.116,0,0.25,0.116,0.214,0.046,0,0,0.394,0
"P37","Mala",0.2,0,0.246,0.291,0.188,0.233,0,0.183,0.284,0
"P37","Muy mala",0.331,0,0.205,0.166,0.464,0.413,0.864,0.817,0.322,1
"P37","No sabe",0.007,0,0,0.01,0,0,0,0,0,0
"P38","Muy buena",0.144,0,0.115,0.147,0.198,0,0.106,0,0.13,0
"P38","Buena",0.095,0,0.104,0.056,0.11,0.191,0,0.818,0,1
"P38","Ni buena ni mala",0.171,0,0.254,0.18,0.212,0.164,0.757,0.182,0,0
"P38","Mala",0.14,0,0.138,0.277,0.044,0.115,0,0,0.394,0
"P38","Muy mala",0.45,0,0.389,0.33,0.436,0.53,0.137,0,0.476,0
"P38","No sabe",0,0,0,0.01,0,0,0,0,0,0
"P39","Muy buena",0.277,0,0.109,0.167,0.281,0.172,0.653,0,0.331,0.939
"P39","Buena",0.088,0,0.021,0.043,0.189,0,0.205,0.184,0,0.061
"P39","Ni buena ni mala",0.08,0,0.287,0.119,0.037,0.09,0,0.816,0.389,0
"P39","Mala",0.102,0,0.12,0.365,0.044,0.029,0,0,0,0
"P39","Muy mala",0.453,0,0.386,0.289,0.449,0.709,0.142,0,0.28,0
"P39","No sabe",0,0,0.077,0.017,0,0,0,0,0,0
"P40","Muy buena",0.46,0,0.332,0.223,0.358,0.441,0.141,0,0,0
"P40","Buena",0.094,0,0.096,0.136,0.095,0.102,0,0,0.279,0
"P40","Ni buena ni mala",0.053,0,0.223,0.057,0.043,0.097,0,0,0.391,0
"P40","Mala",0.09,0,0.18,0.314,0.136,0.188,0,0.187,0,0
"P40","Muy mala",0.303,0,0.169,0.259,0.368,0.172,0.859,0.813,0.33,1
"P40","No sabe",0,0,0,0.011,0,0,0,0,0,0
"P41","Muy buena",0.406,0,0.305,0.177,0.332,0.43,0.141,0,0,0
"P41","Buena",0.17,0,0.183,0.145,0.083,0.21,0,0,0,0
"P41","Ni buena ni mala",0.063,0,0.189,0.184,0.15,0,0,0,0.67,0
"P41","Mala",0.08,0,0.213,0.158,0.063,0.188,0,0.187,0,0
"P41","Muy mala",0.281,0,0.097,0.326,0.372,0.172,0.859,0.813,0.33,1
"P41","No sabe",0,0,0.013,0.01,0,0,0,0,0,0
"P42","Muy buena",0.396,0,0.383,0.325,0.397,0.518,0.141,0,0,0
"P42","Buena",0.162,0,0.074,0.042,0.033,0.083,0,0,0.67,0
"P42","Ni buena ni mala",0.078,0,0.353,0.172,0.088,0,0.109,1,0,0.062
"P42","Mala",0.077,0,0.114,0.158,0.11,0.23,0,0,0,0
"P42","Muy mala",0.271,0,0.064,0.293,0.372,0.13,0.75,0,0.33,0.938
"P42","No sabe",0.016,0,0.012,0.01,0,0.039,0,0,0,0
"P43","Muy buena",0.174,0,0.12,0.081,0.3,0.06,0,0,0,0
"P43","Buena",0.101,0,0.146,0.177,0.08,0.236,0.253,0,0.278,0
"P43","Ni buena ni mala",0.33,0,0.493,0.403,0.268,0.403,0.649,0.813,0.531,0
"P43","Mala",0.12,0,0.145,0.195,0.043,0.133,0,0.187,0,0.939
"P43","Muy mala",0.24,0,0.013,0.131,0.278,0.129,0.098,0,0.191,0.061
"P43","No sabe",0.035,0,0.083,0.013,0.031,0.039,0,0,0,0
