"var","categoria","A Alberto Fernández","A Sergio Massa","A algún candidato del peronismo","A Cristina Fernández de Kirchner"
"P15","Mala",0.428,0.101,0.178,0.076
"P15","Muy mala",0.016,0.011,0.343,0.079
"P15","No sabe",0,0.029,0.009,0
"P16","Muy buena",0.583,0.059,0.35,0
"P16","Buena",0,0.132,0.183,0.07
"P16","Ni buena ni mala",0.334,0.628,0.35,0.171
"P16","Mala",0,0.037,0.051,0.405
"P16","Muy mala",0.02,0.027,0.038,0.333
"P16","No sabe",0.063,0.117,0.028,0.021
"P17","Muy buena",0.121,0,0,0.03
"P17","Buena",0,0.059,0.058,0.131
"P17","Ni buena ni mala",0.697,0.366,0.416,0.306
"P17","Mala",0.02,0.068,0.095,0.098
"P17","Muy mala",0,0.008,0.064,0.063
"P17","No sabe",0.162,0.499,0.367,0.372
"P18","Muy buena",0.155,0.114,0.087,0.131
"P18","Buena",0.115,0.046,0.22,0
"P18","Ni buena ni mala",0.647,0.535,0.321,0.251
"P18","Mala",0,0.018,0.051,0.116
"P18","Muy mala",0.02,0,0.109,0.179
"P18","No sabe",0.063,0.287,0.212,0.323
"P19","Muy buena",0.252,0.221,0.047,0.122
"P19","Buena",0.204,0.131,0.272,0.454
"P19","Ni buena ni mala",0.115,0.604,0.205,0.166
"P19","Mala",0.429,0.044,0.253,0.19
"P19","Muy mala",0,0,0.214,0.061
"P19","No sabe",0,0,0.009,0.007
"P20","Que continúe el intendente Julio Zamora",0.367,0.226,0.05,0.179
"P20","Que continúe Julio Zamora pero con mejoras",0.105,0.416,0.166,0.554
"P20","Que cambie Julio Zamora pero que se mantengan los avances",0.065,0.23,0.023,0.143
"P20","Que cambie el intendente Julio Zamora",0.463,0.128,0.761,0.124
"P21","Es kirchnerista",0.304,0.098,0.192,0.148
"P21","Forma parte del Frente de Todos",0.071,0.483,0.199,0.314
"P21","Es un hombre de Massa",0.197,0.193,0.118,0.169
"P21","Es un peronista independiente de centro",0,0,0.133,0.192
"P21","Es un oportunista y está donde le conviene",0.428,0.144,0.279,0.124
"P21","No sabe",0,0.082,0.079,0.053
"P22","Son lo mismo aunque estén en espacios politoca diferentes",0.27,0.24,0.069,0.22
"P22","Son aliados tácticos pero lo ocultan",0,0.048,0.072,0.042
"P22","Son adversarios políticos",0.583,0.616,0.381,0.554
"P22","No sabe",0.147,0.096,0.478,0.184
"P23","Son lo mismo, ambos son de Massa",0.799,0.314,0.224,0.168
"P23","Son aliados en el Frente de Todos pero compiten",0.084,0.313,0.344,0.444
"P23","Son enemigos porque Zamora traicionó a Massa",0.034,0.332,0.28,0.241
"P23","No sabe",0.083,0.041,0.152,0.147
"P24","La seguridad",0.17,0.423,0.149,0.168
"P24","El tránsito",0.069,0.131,0.089,0.145
"P24","El arreglo de las calles",0.065,0.135,0.12,0.233
"P24","El estado de las escuelas y la educación",0,0,0,0.074
"P24","El sistema de salud",0.135,0.056,0.126,0.093
"P24","El deporte y la cultura",0.069,0.071,0.146,0.103
"P24","La obra pública",0,0.093,0.012,0.173
"P24","La luminaria",0.063,0.028,0.092,0.011
"P24","No sabe",0.429,0.063,0.266,0
"P25","La seguridad",0.831,0.406,0.553,0.775
"P25","El tránsito",0.034,0.181,0.12,0.031
"P25","El arreglo de las calles",0.02,0.215,0.063,0.004
"P25","El estado de las escuelas y la educación",0,0.148,0.071,0.071
"P25","El sistema de salud",0.115,0.018,0.123,0.084
"P25","El deporte y la cultura",0,0,0,0
"P25","La obra pública",0,0,0.025,0
"P25","La luminaria",0,0,0,0
"P25","No sabe",0,0.032,0.045,0.035
"P26","Agua corriente y cloacas",0.765,0.186,0.319,0.491
"P26","Energía eléctrica",0.235,0.614,0.497,0.225
"P26","Red de gas natural",0,0.027,0.045,0
"P26","Recolección de residuos",0,0.077,0.045,0.08
"P26","Ninguno",0,0.096,0.094,0.204
"P27","Los robos",0.436,0.362,0.281,0.48
"P27","El narcotráfico",0.115,0.214,0.48,0.137
"P27","La ausencia de patrulleros y personal policial",0.449,0.086,0.159,0.217
"P27","Otro",0,0.266,0.077,0.147
"P27","Ninguno",0,0.072,0.003,0.019
"P30","A Alberto Fernández",0.468,0.044,0.045,0.129
"P30","A Sergio Massa",0.104,0.717,0.07,0.195
"P30","A algún candidato del peronismo",0,0.216,0.868,0.044
"P30","A algún candidato del kirchnerismo",0.428,0.023,0.017,0.632
"P34","Muy buena",0.607,0.021,0,0.179
"P34","Buena",0.196,0.244,0.012,0.233
"P34","Ni buena ni mala",0.197,0.211,0.068,0.115
"P34","Mala",0,0.097,0.21,0.354
"P34","Muy mala",0,0.427,0.71,0.119
"P34","No sabe",0,0,0,0
"P35","Muy buena",0.509,0.049,0.209,0.012
"P35","Buena",0,0.161,0.26,0
"P35","Ni buena ni mala",0.197,0.098,0.287,0
"P35","Mala",0.131,0.434,0.156,0.128
"P35","Muy mala",0.163,0.197,0.085,0.86
"P35","No sabe",0,0.061,0.003,0
"P36","Muy buena",0.314,0.202,0.04,0.642
"P36","Buena",0.111,0.047,0.023,0.216
"P36","Ni buena ni mala",0,0.092,0.031,0.13
"P36","Mala",0,0.147,0.095,0
"P36","Muy mala",0.575,0.411,0.811,0.012
"P36","No sabe",0,0.101,0,0
"P37","Muy buena",0.184,0.03,0.199,0.02
"P37","Buena",0.48,0.369,0.237,0.012
"P37","Ni buena ni mala",0.046,0.118,0.314,0.094
"P37","Mala",0.112,0.332,0.185,0.318
"P37","Muy mala",0.092,0.09,0.065,0.533
"P37","No sabe",0.086,0.061,0,0.023
"P38","Muy buena",0.11,0.225,0,0.145
"P38","Buena",0.136,0.309,0.054,0.27
"P38","Ni buena ni mala",0.183,0.26,0.072,0.212
"P38","Mala",0,0.07,0.295,0.162
"P38","Muy mala",0.571,0.077,0.579,0.211
"P38","No sabe",0,0.059,0,0
"P39","Muy buena",0.504,0.07,0.437,0.013
"P39","Buena",0.037,0.383,0.265,0
"P39","Ni buena ni mala",0,0.075,0.121,0.096
"P39","Mala",0.136,0.278,0.11,0.096
"P39","Muy mala",0.323,0.135,0.064,0.787
"P39","No sabe",0,0.059,0.003,0.008
"P40","Muy buena",0.024,0.268,0.258,0.134
"P40","Buena",0.481,0.097,0.176,0
"P40","Ni buena ni mala",0.037,0.287,0.389,0.096
"P40","Mala",0.222,0.176,0.023,0.025
"P40","Muy mala",0.236,0.113,0.154,0.737
"P40","No sabe",0,0.059,0,0.008
