"var","categoria","Si","No","No sabe"
"P54","Redes Sociales",0.155,0.159,0.145
"P54","Ninguno en particular",0.039,0.057,0.034
"P54","No sabe",0,0,0.005
"P55","Muy buena",0.036,0.095,0.057
"P55","Buena",0.07,0.207,0.107
"P55","Ni buena ni mala",0.26,0.413,0.318
"P55","Mala",0.314,0.2,0.257
"P55","Muy mala",0.299,0.058,0.178
"P55","No sabe",0.021,0.027,0.083
"P56","Muy buena",0.05,0.036,0.063
"P56","Buena",0.091,0.086,0.087
"P56","Ni buena ni mala",0.251,0.248,0.215
"P56","Mala",0.299,0.309,0.366
"P56","Muy mala",0.286,0.286,0.196
"P56","No sabe",0.023,0.035,0.073
