"var","categoria","Si","No","No sabe"
"P25","Entre 20 y 30%",0.096,0.089,0.072
"P25","Entre 30 y 40%",0.065,0.081,0.078
"P25","Mas del 40%",0.127,0.13,0.112
"P25","No sabe",0.037,0.041,0.113
"P26","Gran excedente habitual",0.016,0.004,0.004
"P26","Gran excedente excepcional",0.002,0.012,0.009
"P26","Pequeño excedente habitual",0.047,0.065,0.029
"P26","Pequeño excedente excepcional",0.06,0.066,0.043
"P26","Alcanza gastos familia",0.128,0.153,0.1
"P26","No alcanza gastos familia",0.113,0.102,0.171
"P26","Solo NBFamiliares",0.308,0.254,0.278
"P26","No alcanza NBFamiliares",0.307,0.337,0.335
"P26","No sabe",0.019,0.007,0.031
"P27","Muy buena",0.079,0.059,0.036
"P27","Buena",0.187,0.198,0.133
"P27","Ni buena ni mala",0.446,0.443,0.437
"P27","Mala",0.214,0.242,0.315
"P27","Muy mala",0.06,0.05,0.063
"P27","No sabe",0.014,0.008,0.016
"P28","Mejor",0.082,0.118,0.074
"P28","Igual",0.16,0.37,0.233
"P28","Peor",0.72,0.466,0.635
"P28","No sabe",0.038,0.046,0.058
"P29","Mejor",0.363,0.074,0.225
"P29","Igual",0.305,0.172,0.27
"P29","Peor",0.212,0.615,0.231
"P29","No sabe",0.12,0.139,0.274
"P30","Muy buena",0.076,0.064,0.027
"P30","Buena",0.067,0.082,0.048
"P30","Ni buena ni mala",0.13,0.292,0.196
"P30","Mala",0.325,0.391,0.352
"P30","Muy mala",0.392,0.164,0.326
"P30","No sabe",0.01,0.007,0.051
"P31","Mejor",0.03,0.079,0.043
"P31","Igual",0.079,0.275,0.1
"P31","Peor",0.828,0.587,0.745
"P31","No sabe",0.063,0.059,0.112
"P32","Mejor",0.399,0.08,0.24
"P32","Igual",0.277,0.157,0.193
"P32","Peor",0.229,0.659,0.297
"P32","No sabe",0.095,0.104,0.27
"P33","Muy buena",0.051,0.081,0.072
"P33","Buena",0.103,0.193,0.081
"P33","Ni buena ni mala",0.144,0.331,0.207
"P33","Mala",0.225,0.265,0.294
"P33","Muy mala",0.459,0.108,0.281
"P33","No sabe",0.018,0.022,0.065
"P35","Muy buena",0.033,0.069,0.033
"P35","Buena",0.075,0.155,0.044
"P35","Ni buena ni mala",0.123,0.336,0.234
"P35","Mala",0.247,0.303,0.276
"P35","Muy mala",0.495,0.106,0.357
"P35","No sabe",0.027,0.031,0.056
"P36","Muy buena",0.046,0.139,0.05
"P36","Buena",0.075,0.249,0.047
"P36","Ni buena ni mala",0.165,0.323,0.307
"P36","Mala",0.296,0.193,0.274
"P36","Muy mala",0.407,0.077,0.265
"P36","No sabe",0.011,0.019,0.057
"P37","Muy buena",0.04,0.047,0.041
"P37","Buena",0.078,0.163,0.045
"P37","Ni buena ni mala",0.082,0.36,0.221
"P37","Mala",0.274,0.279,0.297
"P37","Muy mala",0.522,0.135,0.339
"P37","No sabe",0.004,0.016,0.057
"P38","Muy buena",0.04,0.09,0.038
"P38","Buena",0.045,0.115,0.081
"P38","Ni buena ni mala",0.076,0.303,0.269
"P38","Mala",0.265,0.304,0.221
"P38","Muy mala",0.565,0.184,0.383
"P38","No sabe",0.009,0.004,0.008
"P39","Muy buena",0.043,0.39,0.09
"P39","Buena",0.05,0.161,0.075
"P39","Ni buena ni mala",0.061,0.169,0.183
"P39","Mala",0.208,0.124,0.175
"P39","Muy mala",0.637,0.152,0.465
"P39","No sabe",0.001,0.004,0.012
"P40","Muy buena",0.239,0.041,0.075
"P40","Buena",0.263,0.048,0.178
"P40","Ni buena ni mala",0.281,0.101,0.336
"P40","Mala",0.128,0.368,0.239
"P40","Muy mala",0.088,0.436,0.151
"P40","No sabe",0.001,0.006,0.021
"P41","Muy buena",0.083,0.092,0.049
"P41","Buena",0.164,0.115,0.145
"P41","Ni buena ni mala",0.302,0.32,0.374
"P41","Mala",0.2,0.281,0.187
"P41","Muy mala",0.248,0.178,0.165
"P41","No sabe",0.003,0.014,0.08
"P42","Muy buena",0.04,0.243,0.066
"P42","Buena",0.041,0.24,0.092
"P42","Ni buena ni mala",0.087,0.252,0.201
"P42","Mala",0.229,0.124,0.202
"P42","Muy mala",0.592,0.138,0.429
"P42","No sabe",0.011,0.003,0.01
"P43","Muy buena",0.188,0.042,0.104
"P43","Buena",0.235,0.067,0.15
"P43","Ni buena ni mala",0.279,0.232,0.378
"P43","Mala",0.196,0.335,0.17
"P43","Muy mala",0.098,0.295,0.133
"P43","No sabe",0.004,0.029,0.065
"P44","Muy buena",0.053,0.41,0.067
"P44","Buena",0.058,0.159,0.098
"P44","Ni buena ni mala",0.1,0.188,0.218
"P44","Mala",0.19,0.098,0.173
"P44","Muy mala",0.579,0.131,0.358
"P44","No sabe",0.02,0.014,0.086
"P46","Muy buena",0.556,0.113,0.305
"P46","Buena",0.209,0.097,0.207
"P46","Ni buena ni mala",0.137,0.175,0.256
"P46","Mala",0.025,0.243,0.101
"P46","Muy mala",0.072,0.358,0.082
"P46","No sabe",0.001,0.014,0.049
"P47","Muy buena",0.429,0.049,0.201
"P47","Buena",0.299,0.097,0.219
"P47","Ni buena ni mala",0.179,0.137,0.275
"P47","Mala",0.058,0.305,0.174
"P47","Muy mala",0.035,0.399,0.095
"P47","No sabe",0,0.013,0.036
"P48","Muy buena",0.078,0.231,0.034
"P48","Buena",0.087,0.183,0.058
"P48","Ni buena ni mala",0.281,0.289,0.376
"P48","Mala",0.191,0.129,0.163
"P48","Muy mala",0.324,0.089,0.149
"P48","No sabe",0.039,0.079,0.22
"P49","Muy buena",0.052,0.115,0.02
"P49","Buena",0.082,0.166,0.031
"P49","Ni buena ni mala",0.219,0.373,0.315
"P49","Mala",0.177,0.142,0.146
"P49","Muy mala",0.419,0.117,0.25
"P49","No sabe",0.051,0.087,0.238
"P50","Muy buena",0.044,0.053,0.03
"P50","Buena",0.125,0.152,0.14
"P50","Ni buena ni mala",0.335,0.383,0.35
"P50","Mala",0.201,0.235,0.146
"P50","Muy mala",0.248,0.137,0.144
"P50","No sabe",0.047,0.04,0.19
"P52","Muy buena",0.492,0.085,0.25
"P52","Buena",0.186,0.072,0.152
"P52","Ni buena ni mala",0.166,0.181,0.318
"P52","Mala",0.051,0.217,0.076
"P52","Muy mala",0.071,0.412,0.087
"P52","No sabe",0.034,0.033,0.117
"P53","Muy buena",0.284,0.079,0.173
"P53","Buena",0.297,0.157,0.188
"P53","Ni buena ni mala",0.285,0.309,0.37
"P53","Mala",0.063,0.241,0.073
"P53","Muy mala",0.033,0.175,0.058
"P53","No sabe",0.038,0.039,0.138
"P54","Radio",0.167,0.129,0.106
"P54","Televisión",0.383,0.37,0.48
"P54","Diario",0.066,0.059,0.069
"P54","Medio digital",0.198,0.219,0.156
"P54","Redes Sociales",0.152,0.171,0.13
"P54","Ninguno en particular",0.034,0.051,0.059
"P54","No sabe",0,0.001,0
"P55","Muy buena",0.051,0.088,0.031
"P55","Buena",0.105,0.185,0.068
"P55","Ni buena ni mala",0.249,0.39,0.356
"P55","Mala",0.303,0.216,0.276
"P55","Muy mala",0.283,0.105,0.177
"P55","No sabe",0.009,0.016,0.092
"P56","Muy buena",0.073,0.026,0.032
"P56","Buena",0.115,0.082,0.053
"P56","Ni buena ni mala",0.221,0.22,0.356
"P56","Mala",0.281,0.347,0.278
"P56","Muy mala",0.292,0.31,0.187
"P56","No sabe",0.018,0.015,0.094
