"var","categoria","Si","No","No sabe"
"P27","Mala",0.24,0.246,0.3
"P27","Muy mala",0.056,0.057,0.059
"P27","No sabe",0.01,0.008,0.033
"P28","Mejor",0.083,0.117,0.08
"P28","Igual",0.178,0.39,0.29
"P28","Peor",0.691,0.458,0.557
"P28","No sabe",0.048,0.035,0.073
"P29","Mejor",0.317,0.068,0.159
"P29","Igual",0.29,0.178,0.205
"P29","Peor",0.247,0.619,0.286
"P29","No sabe",0.146,0.135,0.35
"P30","Muy buena",0.05,0.072,0.075
"P30","Buena",0.061,0.086,0.05
"P30","Ni buena ni mala",0.163,0.28,0.238
"P30","Mala",0.333,0.402,0.346
"P30","Muy mala",0.382,0.144,0.227
"P30","No sabe",0.011,0.016,0.064
"P31","Mejor",0.028,0.09,0.065
"P31","Igual",0.088,0.276,0.209
"P31","Peor",0.836,0.547,0.576
"P31","No sabe",0.048,0.087,0.15
"P32","Mejor",0.35,0.074,0.119
"P32","Igual",0.229,0.171,0.227
"P32","Peor",0.298,0.642,0.35
"P32","No sabe",0.123,0.113,0.304
"P33","Muy buena",0.063,0.084,0.039
"P33","Buena",0.09,0.207,0.141
"P33","Ni buena ni mala",0.165,0.323,0.319
"P33","Mala",0.254,0.26,0.26
"P33","Muy mala",0.398,0.108,0.167
"P33","No sabe",0.03,0.018,0.074
"P35","Muy buena",0.038,0.068,0.034
"P35","Buena",0.044,0.191,0.104
"P35","Ni buena ni mala",0.159,0.325,0.355
"P35","Mala",0.277,0.297,0.193
"P35","Muy mala",0.454,0.087,0.225
"P35","No sabe",0.028,0.032,0.089
"P36","Muy buena",0.047,0.148,0.085
"P36","Buena",0.059,0.272,0.15
"P36","Ni buena ni mala",0.215,0.32,0.314
"P36","Mala",0.295,0.19,0.186
"P36","Muy mala",0.361,0.058,0.188
"P36","No sabe",0.023,0.012,0.077
"P37","Muy buena",0.044,0.034,0.075
"P37","Buena",0.048,0.2,0.104
"P37","Ni buena ni mala",0.135,0.372,0.233
"P37","Mala",0.297,0.261,0.262
"P37","Muy mala",0.462,0.123,0.229
"P37","No sabe",0.014,0.01,0.097
"P38","Muy buena",0.039,0.087,0.087
"P38","Buena",0.037,0.153,0.075
"P38","Ni buena ni mala",0.14,0.312,0.255
"P38","Mala",0.26,0.285,0.301
"P38","Muy mala",0.518,0.157,0.269
"P38","No sabe",0.006,0.006,0.013
"P39","Muy buena",0.078,0.393,0.189
"P39","Buena",0.064,0.167,0.08
"P39","Ni buena ni mala",0.086,0.169,0.267
"P39","Mala",0.19,0.121,0.192
"P39","Muy mala",0.579,0.146,0.259
"P39","No sabe",0.003,0.004,0.013
"P40","Muy buena",0.189,0.032,0.051
"P40","Buena",0.228,0.055,0.084
"P40","Ni buena ni mala",0.262,0.12,0.311
"P40","Mala",0.184,0.346,0.319
"P40","Muy mala",0.13,0.441,0.223
"P40","No sabe",0.007,0.006,0.012
"P41","Muy buena",0.082,0.082,0.065
"P41","Buena",0.163,0.121,0.061
"P41","Ni buena ni mala",0.288,0.348,0.45
"P41","Mala",0.218,0.255,0.232
"P41","Muy mala",0.23,0.17,0.147
"P41","No sabe",0.019,0.024,0.045
"P42","Muy buena",0.059,0.25,0.094
"P42","Buena",0.061,0.241,0.176
"P42","Ni buena ni mala",0.118,0.246,0.297
"P42","Mala",0.219,0.124,0.157
"P42","Muy mala",0.533,0.138,0.259
"P42","No sabe",0.01,0.001,0.017
"P43","Muy buena",0.149,0.059,0.055
"P43","Buena",0.203,0.074,0.081
"P43","Ni buena ni mala",0.298,0.217,0.412
"P43","Mala",0.198,0.329,0.262
"P43","Muy mala",0.134,0.295,0.105
"P43","No sabe",0.018,0.026,0.085
"P44","Muy buena",0.066,0.448,0.128
"P44","Buena",0.087,0.14,0.122
"P44","Ni buena ni mala",0.133,0.179,0.266
"P44","Mala",0.162,0.108,0.216
"P44","Muy mala",0.519,0.104,0.212
"P44","No sabe",0.033,0.021,0.056
"P46","Muy buena",0.477,0.091,0.228
"P46","Buena",0.195,0.1,0.194
"P46","Ni buena ni mala",0.178,0.153,0.264
"P46","Mala",0.054,0.264,0.098
"P46","Muy mala",0.087,0.371,0.176
"P46","No sabe",0.009,0.021,0.04
"P47","Muy buena",0.344,0.052,0.129
"P47","Buena",0.273,0.079,0.183
"P47","Ni buena ni mala",0.188,0.14,0.29
"P47","Mala",0.107,0.316,0.164
"P47","Muy mala",0.084,0.397,0.174
"P47","No sabe",0.004,0.016,0.06
"P48","Muy buena",0.084,0.227,0.082
"P48","Buena",0.107,0.165,0.05
"P48","Ni buena ni mala",0.308,0.273,0.4
"P48","Mala",0.163,0.144,0.193
"P48","Muy mala",0.265,0.099,0.069
"P48","No sabe",0.073,0.092,0.206
"P49","Muy buena",0.049,0.118,0.036
"P49","Buena",0.083,0.161,0.042
"P49","Ni buena ni mala",0.248,0.391,0.302
"P49","Mala",0.168,0.124,0.216
"P49","Muy mala",0.373,0.096,0.176
"P49","No sabe",0.079,0.11,0.228
"P50","Muy buena",0.043,0.052,0.027
"P50","Buena",0.134,0.157,0.103
"P50","Ni buena ni mala",0.333,0.419,0.273
"P50","Mala",0.188,0.218,0.258
"P50","Muy mala",0.235,0.102,0.154
"P50","No sabe",0.067,0.052,0.185
"P52","Muy buena",0.409,0.087,0.145
"P52","Buena",0.165,0.083,0.111
"P52","Ni buena ni mala",0.2,0.188,0.275
"P52","Mala",0.066,0.198,0.218
"P52","Muy mala",0.122,0.396,0.112
"P52","No sabe",0.038,0.048,0.139
"P53","Muy buena",0.247,0.085,0.085
"P53","Buena",0.277,0.138,0.142
"P53","Ni buena ni mala",0.287,0.332,0.389
"P53","Mala",0.075,0.232,0.187
"P53","Muy mala",0.063,0.165,0.054
"P53","No sabe",0.051,0.048,0.143
"P54","Radio",0.143,0.132,0.144
"P54","Televisión",0.41,0.374,0.393
"P54","Diario",0.066,0.064,0.046
"P54","Medio digital",0.183,0.211,0.252
"P54","Redes Sociales",0.159,0.161,0.112
"P54","Ninguno en particular",0.038,0.058,0.049
"P54","No sabe",0.001,0,0.004
"P55","Muy buena",0.051,0.089,0.031
"P55","Buena",0.085,0.202,0.138
"P55","Ni buena ni mala",0.281,0.396,0.368
"P55","Mala",0.302,0.193,0.28
"P55","Muy mala",0.255,0.095,0.125
"P55","No sabe",0.026,0.025,0.058
"P56","Muy buena",0.054,0.033,0.04
"P56","Buena",0.093,0.085,0.077
"P56","Ni buena ni mala",0.243,0.233,0.329
"P56","Mala",0.32,0.306,0.236
"P56","Muy mala",0.259,0.32,0.241
"P56","No sabe",0.031,0.023,0.077
