"var","categoria","Si","No","No sabe"
"P38","Ni buena ni mala",0.281,0.094,0.252
"P38","Mala",0.274,0.25,0.334
"P38","Muy mala",0.255,0.543,0.338
"P38","No sabe",0.004,0.01,0.008
"P39","Muy buena",0.278,0.083,0.211
"P39","Buena",0.14,0.052,0.085
"P39","Ni buena ni mala",0.155,0.089,0.148
"P39","Mala",0.154,0.171,0.2
"P39","Muy mala",0.27,0.604,0.339
"P39","No sabe",0.003,0.001,0.017
"P40","Muy buena",0.054,0.243,0.063
"P40","Buena",0.09,0.262,0.121
"P40","Ni buena ni mala",0.181,0.224,0.332
"P40","Mala",0.333,0.142,0.228
"P40","Muy mala",0.333,0.127,0.241
"P40","No sabe",0.009,0.002,0.015
"P41","Muy buena",0.083,0.089,0.041
"P41","Buena",0.111,0.158,0.211
"P41","Ni buena ni mala",0.321,0.32,0.348
"P41","Mala",0.263,0.183,0.241
"P41","Muy mala",0.192,0.237,0.139
"P41","No sabe",0.03,0.013,0.02
"P42","Muy buena",0.194,0.059,0.069
"P42","Buena",0.186,0.067,0.12
"P42","Ni buena ni mala",0.19,0.129,0.287
"P42","Mala",0.199,0.146,0.183
"P42","Muy mala",0.229,0.584,0.334
"P42","No sabe",0.002,0.015,0.007
"P43","Muy buena",0.064,0.187,0.079
"P43","Buena",0.115,0.204,0.115
"P43","Ni buena ni mala",0.266,0.278,0.334
"P43","Mala",0.289,0.199,0.231
"P43","Muy mala",0.23,0.129,0.185
"P43","No sabe",0.036,0.003,0.056
"P44","Muy buena",0.273,0.113,0.208
"P44","Buena",0.128,0.078,0.117
"P44","Ni buena ni mala",0.198,0.093,0.194
"P44","Mala",0.129,0.16,0.188
"P44","Muy mala",0.239,0.538,0.235
"P44","No sabe",0.033,0.018,0.058
"P46","Muy buena",0.226,0.472,0.259
"P46","Buena",0.148,0.184,0.142
"P46","Ni buena ni mala",0.223,0.121,0.129
"P46","Mala",0.165,0.085,0.143
"P46","Muy mala",0.228,0.124,0.279
"P46","No sabe",0.01,0.014,0.048
"P47","Muy buena",0.116,0.392,0.185
"P47","Buena",0.157,0.26,0.18
"P47","Ni buena ni mala",0.21,0.128,0.193
"P47","Mala",0.242,0.119,0.144
"P47","Muy mala",0.266,0.093,0.254
"P47","No sabe",0.009,0.008,0.044
"P48","Muy buena",0.161,0.095,0.138
"P48","Buena",0.143,0.102,0.097
"P48","Ni buena ni mala",0.311,0.241,0.442
"P48","Mala",0.157,0.183,0.1
"P48","Muy mala",0.12,0.321,0.114
"P48","No sabe",0.108,0.058,0.109
"P49","Muy buena",0.078,0.067,0.064
"P49","Buena",0.135,0.081,0.068
"P49","Ni buena ni mala",0.363,0.205,0.326
"P49","Mala",0.153,0.157,0.169
"P49","Muy mala",0.153,0.443,0.184
"P49","No sabe",0.118,0.047,0.189
"P50","Muy buena",0.051,0.038,0.041
"P50","Buena",0.126,0.16,0.14
"P50","Ni buena ni mala",0.393,0.325,0.308
"P50","Mala",0.198,0.2,0.246
"P50","Muy mala",0.148,0.246,0.133
"P50","No sabe",0.084,0.031,0.132
"P52","Muy buena",0.166,0.446,0.227
"P52","Buena",0.115,0.16,0.114
"P52","Ni buena ni mala",0.228,0.168,0.186
"P52","Mala",0.163,0.079,0.108
"P52","Muy mala",0.272,0.131,0.247
"P52","No sabe",0.056,0.016,0.118
"P53","Muy buena",0.12,0.267,0.148
"P53","Buena",0.186,0.274,0.178
"P53","Ni buena ni mala",0.343,0.272,0.292
"P53","Mala",0.181,0.085,0.128
"P53","Muy mala",0.116,0.058,0.14
"P53","No sabe",0.054,0.044,0.114
"P54","Radio",0.122,0.163,0.145
"P54","Televisión",0.405,0.386,0.385
"P54","Diario",0.051,0.083,0.064
"P54","Medio digital",0.208,0.19,0.186
"P54","Redes Sociales",0.165,0.149,0.136
"P54","Ninguno en particular",0.049,0.029,0.08
"P54","No sabe",0,0,0.004
"P55","Muy buena",0.069,0.051,0.072
"P55","Buena",0.142,0.126,0.105
"P55","Ni buena ni mala",0.368,0.246,0.398
"P55","Mala",0.249,0.277,0.265
"P55","Muy mala",0.151,0.271,0.103
"P55","No sabe",0.021,0.029,0.057
"P56","Muy buena",0.033,0.066,0.039
"P56","Buena",0.086,0.096,0.081
"P56","Ni buena ni mala",0.274,0.196,0.272
"P56","Mala",0.308,0.317,0.284
"P56","Muy mala",0.266,0.305,0.263
"P56","No sabe",0.033,0.02,0.061
