"var","categoria","Si","No","No sabe"
"P49","Ni buena ni mala",0.329,0.276,0.291
"P49","Mala",0.145,0.167,0.166
"P49","Muy mala",0.225,0.31,0.208
"P49","No sabe",0.111,0.061,0.216
"P50","Muy buena",0.049,0.045,0.03
"P50","Buena",0.136,0.156,0.097
"P50","Ni buena ni mala",0.356,0.368,0.339
"P50","Mala",0.196,0.205,0.241
"P50","Muy mala",0.192,0.183,0.116
"P50","No sabe",0.071,0.043,0.177
"P52","Muy buena",0.245,0.323,0.196
"P52","Buena",0.124,0.149,0.093
"P52","Ni buena ni mala",0.194,0.21,0.207
"P52","Mala",0.14,0.114,0.111
"P52","Muy mala",0.252,0.184,0.212
"P52","No sabe",0.045,0.02,0.181
"P53","Muy buena",0.201,0.159,0.118
"P53","Buena",0.24,0.198,0.175
"P53","Ni buena ni mala",0.276,0.343,0.357
"P53","Mala",0.122,0.168,0.129
"P53","Muy mala",0.115,0.088,0.066
"P53","No sabe",0.046,0.044,0.155
"P54","Radio",0.134,0.161,0.081
"P54","Televisión",0.364,0.419,0.453
"P54","Diario",0.071,0.051,0.081
"P54","Medio digital",0.225,0.185,0.13
"P54","Redes Sociales",0.156,0.148,0.182
"P54","Ninguno en particular",0.049,0.036,0.07
"P54","No sabe",0.001,0,0.003
"P55","Muy buena",0.059,0.062,0.086
"P55","Buena",0.142,0.124,0.115
"P55","Ni buena ni mala",0.343,0.312,0.338
"P55","Mala",0.242,0.284,0.256
"P55","Muy mala",0.191,0.192,0.145
"P55","No sabe",0.023,0.026,0.06
"P56","Muy buena",0.049,0.041,0.044
"P56","Buena",0.085,0.095,0.087
"P56","Ni buena ni mala",0.244,0.237,0.293
"P56","Mala",0.317,0.314,0.248
"P56","Muy mala",0.28,0.286,0.252
"P56","No sabe",0.025,0.027,0.076
