"var","categoria","A Alberto Fernández","A Sergio Massa","A algún candidato del peronismo","A algún candidato del kirchnerismo"
"P13","La seguridad",0.244,0.284,0.12,0.245
"P13","El tránsito",0.022,0.058,0.012,0.013
"P13","El arreglo de las calles",0.105,0.107,0.441,0.156
"P13","El estado de las escuelas y la educación",0.112,0.136,0.016,0.03
"P13","El sistema de salud",0.141,0.116,0.061,0.169
"P13","El deporte y la cultura",0.255,0.096,0.225,0.161
"P13","La obra pública",0.011,0.053,0.054,0.13
"P13","La luminaria",0.078,0.051,0.006,0.025
"P13","No sabe",0.032,0.099,0.065,0.071
"P14","La seguridad",0.234,0.177,0.206,0.149
"P14","El tránsito",0.061,0.139,0.057,0.149
"P14","El arreglo de las calles",0.28,0.107,0,0.128
"P14","El estado de las escuelas y la educación",0.293,0.07,0.478,0.219
"P14","El sistema de salud",0.043,0.208,0.16,0.264
"P14","El deporte y la cultura",0.02,0,0.01,0.021
"P14","La obra pública",0,0.07,0.006,0.012
"P14","La luminaria",0.016,0,0.016,0.004
"P14","No sabe",0.053,0.229,0.067,0.054
"P15","Agua corriente y cloacas",0.699,0.431,0.725,0.519
"P15","Energía eléctrica",0.068,0.067,0.083,0.069
"P15","Red de gas natural",0.03,0.027,0.025,0.018
"P15","Recolección de residuos",0.045,0.123,0.077,0.12
"P15","Ninguno",0.158,0.352,0.09,0.274
"P16","Los robos",0.424,0.345,0.586,0.248
"P16","El narcotráfico",0.229,0.168,0.224,0.263
"P16","La ausencia de patrulleros y personal policial",0.083,0.341,0.074,0.225
"P16","Otro",0.212,0.04,0.054,0.149
"P16","Ninguno",0.052,0.106,0.062,0.115
"P20","Seguro la votaria",0.666,0.413,0.187,0.978
"P20","Quizás la votaría",0.22,0.296,0.167,0.005
"P20","Nunca la votaría",0.114,0.291,0.646,0.017
"P23","Muy buena",0.543,0.372,0.113,0.21
"P23","Buena",0.241,0.344,0.134,0.416
"P23","Ni buena ni mala",0.184,0.129,0.146,0.253
"P23","Mala",0.019,0.111,0.186,0.066
"P23","Muy mala",0,0.044,0.421,0.055
"P23","No sabe",0.013,0,0,0
"P24","Muy buena",0.125,0.193,0.162,0
"P24","Buena",0.011,0.054,0.08,0
"P24","Ni buena ni mala",0.187,0.045,0.111,0.04
"P24","Mala",0.298,0.223,0.43,0.137
"P24","Muy mala",0.379,0.453,0.217,0.819
"P24","No sabe",0,0.032,0,0.004
"P25","Muy buena",0.549,0.235,0.168,0.823
"P25","Buena",0.072,0.254,0.103,0.125
"P25","Ni buena ni mala",0.125,0.201,0.097,0
"P25","Mala",0.053,0.18,0,0.005
"P25","Muy mala",0.201,0.102,0.632,0.043
"P25","No sabe",0,0.028,0,0.004
"P26","Muy buena",0.228,0.047,0.084,0.041
"P26","Buena",0.102,0.154,0.267,0.024
"P26","Ni buena ni mala",0.109,0.229,0.24,0.137
"P26","Mala",0.248,0.165,0.032,0.175
"P26","Muy mala",0.292,0.377,0.177,0.619
"P26","No sabe",0.021,0.028,0.2,0.004
"P27","Muy buena",0.368,0.404,0.068,0.099
"P27","Buena",0.101,0.227,0.187,0.431
"P27","Ni buena ni mala",0.211,0.113,0.142,0.216
"P27","Mala",0.091,0.062,0.185,0.123
"P27","Muy mala",0.222,0.166,0.418,0.12
"P27","No sabe",0.007,0.028,0,0.011
"P28","Muy buena",0.114,0.074,0.109,0.016
"P28","Buena",0.107,0.041,0.044,0
"P28","Ni buena ni mala",0.12,0.14,0.238,0.057
"P28","Mala",0.165,0.372,0.038,0.105
"P28","Muy mala",0.487,0.361,0.571,0.818
"P28","No sabe",0.007,0.012,0,0.004
"P29","Muy buena",0.098,0.008,0.24,0.022
"P29","Buena",0.185,0.014,0.037,0.012
"P29","Ni buena ni mala",0.228,0.215,0.288,0.035
"P29","Mala",0.088,0.284,0.042,0.106
"P29","Muy mala",0.381,0.457,0.214,0.81
"P29","No sabe",0.02,0.022,0.179,0.015
