"var","categoria","Si","No","No sabe"
"P56","Buena",0.134,0.267,0.19
"P56","Ni buena ni mala",0.361,0.403,0.472
"P56","Mala",0.191,0.127,0.152
"P56","Muy mala",0.19,0.073,0.026
"P56","No sabe",0.028,0.008,0.113
"P57","Muy buena",0.125,0.181,0.068
"P57","Buena",0.105,0.302,0.233
"P57","Ni buena ni mala",0.175,0.264,0.343
"P57","Mala",0.16,0.104,0.151
"P57","Muy mala",0.413,0.128,0.112
"P57","No sabe",0.022,0.021,0.093
"P58","Muy buena",0.144,0.149,0.062
"P58","Buena",0.061,0.315,0.122
"P58","Ni buena ni mala",0.296,0.311,0.422
"P58","Mala",0.154,0.105,0.087
"P58","Muy mala",0.293,0.063,0.075
"P58","No sabe",0.052,0.057,0.232
