"var","categoria","Lo votaria","Puede que lo vote","Nunca lo votaría","No sabe"
"P12","A Griselda Romariz por los liberales libertarios",0.041,0.05,0.259,0.239
"P12","A Sandro Salazar por el Frente de Izquierda",0.005,0.011,0.009,0.033
"P12","No sabe",0.112,0.228,0.166,0.407
"P13","A Carlos “Beto” Ramil por el Frente de Todos",0.693,0.293,0.042,0.217
"P13","A Mariano Castagnaro por Juntos por el Cambio",0.1,0.394,0.486,0.032
"P13","A Ricardo Choffi por Consenso Federal",0.029,0.07,0.023,0.102
"P13","A Griselda Romariz por los liberales libertarios",0.034,0.072,0.239,0.261
"P13","A Sandro Salazar por el Frente de Izquierda",0.013,0.001,0.01,0.016
"P13","No sabe",0.131,0.17,0.2,0.372
"P15","Lo votaria",0.229,0.367,0.271,0.122
"P15","Puede que lo vote",0.129,0.336,0.24,0.104
"P15","Nunca lo votaría",0.492,0.265,0.404,0.351
"P15","No sabe",0.15,0.032,0.085,0.423
"P16","Lo votaria",0.206,0.194,0.21,0.021
"P16","Puede que lo vote",0.187,0.376,0.21,0.175
"P16","Nunca lo votaría",0.39,0.327,0.407,0.138
"P16","No sabe",0.217,0.103,0.173,0.666
"P17","Lo votaria",0.416,0.229,0.021,0.15
"P17","Puede que lo vote",0.18,0.252,0.114,0.065
"P17","Nunca lo votaría",0.239,0.329,0.735,0.235
"P17","No sabe",0.165,0.19,0.13,0.55
"P18","Lo votaria",0.16,0.095,0.024,0.037
"P18","Puede que lo vote",0.107,0.182,0.12,0.074
"P18","Nunca lo votaría",0.499,0.408,0.705,0.174
"P18","No sabe",0.234,0.315,0.151,0.715
"P19","Lo votaria",0.12,0.095,0.197,0.051
"P19","Puede que lo vote",0.068,0.22,0.199,0.132
"P19","Nunca lo votaría",0.536,0.305,0.462,0.192
"P19","No sabe",0.276,0.38,0.142,0.625
"P20","Lo votaria",0.079,0.07,0.118,0.156
"P20","Puede que lo vote",0.142,0.232,0.162,0.088
"P20","Nunca lo votaría",0.517,0.319,0.53,0.14
"P20","No sabe",0.262,0.379,0.19,0.616
"P21","Muy buena",0.627,0.221,0.01,0.018
"P21","Buena",0.181,0.435,0.049,0.203
"P21","Ni buena ni mala",0.156,0.34,0.338,0.398
"P21","Mala",0.007,0.004,0.288,0.264
"P21","Muy mala",0.029,0,0.291,0
"P21","No sabe",0,0,0.024,0.117
"P22","Que continúe el intendente Ariel Sujarchuk",0.646,0.306,0.015,0.017
"P22","Que continúe Ariel Sujarchuk  pero con mejoras",0.24,0.378,0.053,0.316
"P22","Que cambie Ariel Sujarchuk pero que se mantengan los avances",0.109,0.185,0.119,0.216
"P22","Que cambie el intendente Ariel Sujarchuk",0.005,0.131,0.813,0.451
"P23","La seguridad",0.1,0.177,0.034,0.017
"P23","El tránsito",0.045,0.145,0.019,0.072
"P23","El arreglo de las calles",0.351,0.288,0.137,0.268
"P23","Los parques y los espacios públicos",0.132,0.127,0.193,0.251
"P23","El sistema de salud",0.151,0.052,0.026,0.016
"P23","La limpieza de las calles",0.021,0,0.063,0
"P23","El deporte y la cultura",0.153,0.046,0.063,0.017
"P23","La luminaria",0.003,0.076,0.109,0.017
"P23","No sabe",0.044,0.089,0.356,0.342
"P24","La seguridad",0.329,0.226,0.479,0.12
"P24","El tránsito",0.194,0.215,0.124,0.096
"P24","El arreglo de las calles",0.172,0.16,0.125,0.056
"P24","Los parques y los espacios públicos",0.046,0.134,0.024,0.017
"P24","El sistema de salud",0.071,0.121,0.128,0.413
"P24","La limpieza de las calles",0.031,0.031,0.028,0.07
"P24","El deporte y la cultura",0.043,0,0.015,0
"P24","La luminaria",0.025,0.07,0.016,0
"P24","No sabe",0.089,0.043,0.061,0.228
"P25","Agua corriente y cloacas",0.538,0.401,0.601,0.546
"P25","Energía eléctrica",0.184,0.182,0.156,0.016
"P25","Red de gas natural",0.074,0.057,0.085,0.014
"P25","Recolección de residuos",0.081,0.286,0.101,0.192
"P25","Ninguno",0.123,0.074,0.057,0.232
"P26","Los robos",0.523,0.58,0.468,0.232
"P26","El narcotráfico",0.096,0.125,0.223,0.13
"P26","La ausencia de patrulleros y personal policial",0.24,0.115,0.202,0.327
"P26","Otro",0.115,0.153,0.073,0.212
"P26","Ninguno",0.026,0.027,0.034,0.099
"P27","Muy buena",0.583,0.127,0.034,0.044
"P27","Buena",0.256,0.267,0.025,0.352
"P27","Ni buena ni mala",0.147,0.415,0.334,0.369
"P27","Mala",0.008,0.163,0.22,0.096
"P27","Muy mala",0.002,0,0.347,0.07
"P27","No sabe",0.004,0.028,0.04,0.069
"P28","Muy buena",0.059,0.012,0.117,0.007
"P28","Buena",0.079,0.154,0.209,0.156
"P28","Ni buena ni mala",0.454,0.543,0.214,0.291
"P28","Mala",0.197,0.15,0.152,0.052
"P28","Muy mala",0.136,0.105,0.218,0.045
"P28","No sabe",0.075,0.036,0.09,0.449
"P29","Muy buena",0.056,0.125,0.061,0
"P29","Buena",0.067,0.1,0.082,0.038
"P29","Ni buena ni mala",0.504,0.577,0.34,0.239
"P29","Mala",0.028,0.037,0.152,0.034
"P29","Muy mala",0.147,0.094,0.17,0
"P29","No sabe",0.198,0.067,0.195,0.689
"P30","Muy buena",0.05,0.005,0,0
"P30","Buena",0.025,0.091,0.019,0.09
"P30","Ni buena ni mala",0.513,0.627,0.314,0.263
"P30","Mala",0.027,0.015,0.173,0.027
"P30","Muy mala",0.116,0.003,0.145,0
"P30","No sabe",0.269,0.259,0.349,0.62
"P31","Muy buena",0.03,0.146,0.1,0
"P31","Buena",0.062,0.117,0.034,0.131
"P31","Ni buena ni mala",0.47,0.428,0.262,0.297
"P31","Mala",0.038,0.072,0.228,0.028
"P31","Muy mala",0.12,0.047,0.082,0.02
"P31","No sabe",0.28,0.19,0.294,0.524
"P32","Muy buena",0.151,0.075,0.026,0
"P32","Buena",0.128,0.209,0.021,0.132
"P32","Ni buena ni mala",0.382,0.555,0.24,0.192
"P32","Mala",0.045,0.023,0.185,0.019
"P32","Muy mala",0.057,0.041,0.195,0.009
"P32","No sabe",0.237,0.097,0.333,0.648
"P33","Muy buena",0.031,0.138,0.101,0
"P33","Buena",0.057,0.172,0.049,0.055
"P33","Ni buena ni mala",0.476,0.447,0.263,0.287
"P33","Mala",0.032,0.014,0.128,0.018
"P33","Muy mala",0.12,0.047,0.131,0.009
"P33","No sabe",0.284,0.182,0.328,0.631
"P34","Muy buena",0.034,0.019,0.173,0
"P34","Buena",0.033,0.276,0.14,0.144
"P34","Ni buena ni mala",0.43,0.5,0.297,0.548
"P34","Mala",0.116,0.083,0.162,0.038
"P34","Muy mala",0.18,0.092,0.131,0.025
"P34","No sabe",0.207,0.03,0.097,0.245
"P35","Frente de Todos y el peronismo",0.559,0.272,0.051,0.048
"P35","Cambiemos",0.119,0.362,0.456,0.03
"P35","Liberales Libertarios",0.212,0.264,0.267,0.335
"P35","Izquierda",0.008,0.004,0.1,0.077
"P35","No sabe",0.102,0.098,0.126,0.51
"P41","Muy buena",0.199,0.007,0.035,0.019
"P41","Buena",0.258,0.21,0.018,0.022
"P41","Ni buena ni mala",0.239,0.099,0.123,0.224
"P41","Mala",0.234,0.293,0.087,0.298
"P41","Muy mala",0.066,0.391,0.735,0.392
"P41","No sabe",0.004,0,0.002,0.045
"P42","Muy buena",0.049,0.018,0.285,0.057
"P42","Buena",0.089,0.167,0.214,0.127
"P42","Ni buena ni mala",0.197,0.46,0.163,0.357
"P42","Mala",0.24,0.068,0.139,0.142
"P42","Muy mala",0.385,0.287,0.198,0.272
"P42","No sabe",0.04,0,0.001,0.045
"P43","Muy buena",0.62,0.022,0.039,0.096
"P43","Buena",0.117,0.168,0.013,0.018
"P43","Ni buena ni mala",0.078,0.343,0.026,0.311
"P43","Mala",0.063,0.156,0.104,0.032
"P43","Muy mala",0.122,0.281,0.818,0.188
"P43","No sabe",0,0.03,0,0.355
"P44","Muy buena",0.142,0.079,0.135,0.161
"P44","Buena",0.114,0.105,0.165,0.018
"P44","Ni buena ni mala",0.217,0.397,0.21,0.205
"P44","Mala",0.19,0.186,0.187,0.149
"P44","Muy mala",0.28,0.2,0.303,0.079
"P44","No sabe",0.057,0.033,0,0.388
"P45","Muy buena",0.181,0.011,0.009,0.094
"P45","Buena",0.39,0.287,0.153,0.008
"P45","Ni buena ni mala",0.237,0.11,0.06,0.204
"P45","Mala",0.114,0.451,0.133,0.326
"P45","Muy mala",0.028,0.126,0.645,0.184
"P45","No sabe",0.05,0.015,0,0.184
"P46","Muy buena",0.087,0.07,0.447,0.195
"P46","Buena",0.071,0.23,0.216,0.129
"P46","Ni buena ni mala",0.249,0.428,0.125,0.127
"P46","Mala",0.241,0.121,0.025,0.129
"P46","Muy mala",0.294,0.136,0.186,0.045
"P46","No sabe",0.058,0.015,0.001,0.375
"P47","Muy buena",0.139,0.058,0.395,0.3
"P47","Buena",0.063,0.205,0.112,0.037
"P47","Ni buena ni mala",0.134,0.389,0.235,0.096
"P47","Mala",0.165,0.092,0.018,0.132
"P47","Muy mala",0.399,0.256,0.233,0.043
"P47","No sabe",0.1,0,0.007,0.392
