"var","categoria","Lo votaria","Puede que lo vote","Nunca lo votaría","No sabe"
"P23","La luminaria",0.065,0.005,0.062,0.035
"P23","No sabe",0,0.372,0.143,0.205
"P24","La seguridad",0.435,0.381,0.386,0.262
"P24","El tránsito",0.089,0.097,0.182,0.188
"P24","El arreglo de las calles",0.152,0.248,0.127,0.148
"P24","Los parques y los espacios públicos",0,0.022,0.04,0.087
"P24","El sistema de salud",0.068,0.139,0.106,0.138
"P24","La limpieza de las calles",0.017,0.034,0.03,0.04
"P24","El deporte y la cultura",0.06,0,0.035,0.008
"P24","La luminaria",0.06,0,0.026,0.027
"P24","No sabe",0.119,0.079,0.068,0.102
"P25","Agua corriente y cloacas",0.592,0.353,0.614,0.459
"P25","Energía eléctrica",0.17,0.12,0.182,0.141
"P25","Red de gas natural",0.018,0.115,0.07,0.077
"P25","Recolección de residuos",0.145,0.189,0.068,0.191
"P25","Ninguno",0.075,0.223,0.066,0.132
"P26","Los robos",0.448,0.311,0.55,0.464
"P26","El narcotráfico",0.126,0.162,0.15,0.136
"P26","La ausencia de patrulleros y personal policial",0.223,0.299,0.197,0.222
"P26","Otro",0.187,0.157,0.075,0.146
"P26","Ninguno",0.016,0.071,0.028,0.032
"P27","Muy buena",0.585,0.309,0.29,0.271
"P27","Buena",0.074,0.074,0.161,0.321
"P27","Ni buena ni mala",0.155,0.331,0.286,0.185
"P27","Mala",0.057,0.064,0.106,0.132
"P27","Muy mala",0.105,0.222,0.142,0.041
"P27","No sabe",0.024,0,0.015,0.05
"P28","Muy buena",0.356,0.117,0.02,0.082
"P28","Buena",0.089,0.183,0.164,0.071
"P28","Ni buena ni mala",0.15,0.244,0.367,0.506
"P28","Mala",0.117,0.202,0.186,0.125
"P28","Muy mala",0.271,0.165,0.192,0.039
"P28","No sabe",0.017,0.089,0.071,0.177
"P29","Muy buena",0.24,0.008,0.044,0.094
"P29","Buena",0.139,0.173,0.054,0.057
"P29","Ni buena ni mala",0.239,0.521,0.453,0.426
"P29","Mala",0.081,0.046,0.09,0.039
"P29","Muy mala",0.237,0.16,0.176,0.021
"P29","No sabe",0.064,0.092,0.183,0.363
"P30","Muy buena",0.263,0.03,0.005,0.005
"P30","Buena",0.119,0.13,0.016,0.011
"P30","Ni buena ni mala",0.395,0.588,0.43,0.421
"P30","Mala",0.168,0.009,0.101,0.023
"P30","Muy mala",0,0.077,0.161,0.013
"P30","No sabe",0.055,0.166,0.287,0.527
"P31","Muy buena",0.231,0.061,0.039,0.101
"P31","Buena",0.15,0.068,0.057,0.046
"P31","Ni buena ni mala",0.413,0.548,0.379,0.302
"P31","Mala",0.132,0.036,0.122,0.108
"P31","Muy mala",0,0.145,0.122,0.018
"P31","No sabe",0.074,0.142,0.281,0.425
"P32","Muy buena",0.571,0.105,0.07,0.006
"P32","Buena",0.229,0.205,0.07,0.084
"P32","Ni buena ni mala",0.081,0.423,0.323,0.431
"P32","Mala",0.059,0.063,0.124,0.031
"P32","Muy mala",0,0.113,0.144,0.016
"P32","No sabe",0.06,0.091,0.269,0.432
"P33","Muy buena",0.238,0.011,0.063,0.064
"P33","Buena",0.32,0.049,0.054,0.047
"P33","Ni buena ni mala",0.361,0.668,0.35,0.347
"P33","Mala",0.009,0.008,0.088,0.041
"P33","Muy mala",0,0.128,0.154,0.016
"P33","No sabe",0.072,0.136,0.291,0.485
"P34","Muy buena",0.272,0.116,0.068,0.036
"P34","Buena",0.047,0.07,0.105,0.129
"P34","Ni buena ni mala",0.542,0.519,0.338,0.436
"P34","Mala",0.065,0.055,0.146,0.13
"P34","Muy mala",0.022,0.225,0.177,0.048
"P34","No sabe",0.052,0.015,0.166,0.221
"P35","Frente de Todos y el peronismo",0.496,0.321,0.301,0.355
"P35","Cambiemos",0.262,0.281,0.262,0.249
"P35","Liberales Libertarios",0.2,0.148,0.294,0.16
"P35","Izquierda",0.036,0.08,0.045,0.017
"P35","No sabe",0.006,0.17,0.098,0.219
"P41","Muy buena",0.388,0.017,0.103,0.13
"P41","Buena",0.021,0.243,0.157,0.145
"P41","Ni buena ni mala",0.202,0.167,0.182,0.185
"P41","Mala",0.076,0.232,0.202,0.16
"P41","Muy mala",0.313,0.341,0.353,0.367
"P41","No sabe",0,0,0.003,0.013
"P42","Muy buena",0.394,0.096,0.134,0.071
"P42","Buena",0.078,0.072,0.168,0.132
"P42","Ni buena ni mala",0.132,0.26,0.16,0.388
"P42","Mala",0.019,0.347,0.171,0.157
"P42","Muy mala",0.377,0.225,0.335,0.237
"P42","No sabe",0,0,0.032,0.015
"P43","Muy buena",0.535,0.235,0.362,0.215
"P43","Buena",0.01,0.076,0.043,0.21
"P43","Ni buena ni mala",0.191,0.081,0.092,0.091
"P43","Mala",0.076,0.216,0.075,0.039
"P43","Muy mala",0.188,0.392,0.428,0.362
"P43","No sabe",0,0,0,0.083
"P44","Muy buena",0.504,0.117,0.116,0.115
"P44","Buena",0.154,0.078,0.114,0.186
"P44","Ni buena ni mala",0.29,0.085,0.228,0.324
"P44","Mala",0.009,0.487,0.149,0.157
"P44","Muy mala",0.043,0.233,0.357,0.094
"P44","No sabe",0,0,0.036,0.124
"P45","Muy buena",0.433,0.033,0.075,0.13
"P45","Buena",0.353,0.364,0.275,0.224
"P45","Ni buena ni mala",0.043,0.057,0.204,0.118
"P45","Mala",0.116,0.271,0.135,0.204
"P45","Muy mala",0.021,0.275,0.275,0.274
"P45","No sabe",0.034,0,0.036,0.05
"P46","Muy buena",0.417,0.158,0.239,0.143
"P46","Buena",0.418,0.066,0.151,0.101
"P46","Ni buena ni mala",0.102,0.155,0.226,0.265
"P46","Mala",0,0.379,0.092,0.199
"P46","Muy mala",0.063,0.242,0.255,0.18
"P46","No sabe",0,0,0.037,0.112
"P47","Muy buena",0.447,0.132,0.274,0.101
"P47","Buena",0.096,0.085,0.059,0.202
"P47","Ni buena ni mala",0.085,0.133,0.204,0.233
"P47","Mala",0.027,0.189,0.078,0.145
"P47","Muy mala",0.345,0.461,0.311,0.21
"P47","No sabe",0,0,0.074,0.109
