"var","categoria","Lo votaria","Puede que lo vote","Nunca lo votaría","No sabe"
"P18","No sabe",0.169,0.191,0.106,0.779
"P19","Lo votaria",0.18,0.051,0.165,0.102
"P19","Puede que lo vote",0.052,0.312,0.141,0.059
"P19","Nunca lo votaría",0.517,0.407,0.564,0.184
"P19","No sabe",0.251,0.23,0.13,0.655
"P20","Lo votaria",0.127,0.063,0.081,0.122
"P20","Puede que lo vote",0.14,0.279,0.161,0.042
"P20","Nunca lo votaría",0.491,0.448,0.617,0.104
"P20","No sabe",0.242,0.21,0.141,0.732
"P21","Muy buena",0.738,0.257,0.15,0.298
"P21","Buena",0.187,0.273,0.087,0.234
"P21","Ni buena ni mala",0.057,0.302,0.374,0.17
"P21","Mala",0.018,0.03,0.195,0.15
"P21","Muy mala",0,0.138,0.181,0.091
"P21","No sabe",0,0,0.013,0.057
"P22","Que continúe el intendente Ariel Sujarchuk",0.697,0.405,0.178,0.279
"P22","Que continúe Ariel Sujarchuk  pero con mejoras",0.211,0.287,0.12,0.284
"P22","Que cambie Ariel Sujarchuk pero que se mantengan los avances",0.078,0.09,0.169,0.118
"P22","Que cambie el intendente Ariel Sujarchuk",0.014,0.218,0.533,0.319
"P23","La seguridad",0.236,0.022,0.028,0.049
"P23","El tránsito",0.059,0.087,0.036,0.031
"P23","El arreglo de las calles",0.27,0.246,0.267,0.274
"P23","Los parques y los espacios públicos",0.099,0.132,0.188,0.195
"P23","El sistema de salud",0.087,0.181,0.042,0.133
"P23","La limpieza de las calles",0.032,0.019,0.043,0.015
"P23","El deporte y la cultura",0.124,0.198,0.087,0.018
"P23","La luminaria",0.021,0.009,0.048,0.134
"P23","No sabe",0.072,0.106,0.261,0.151
"P24","La seguridad",0.273,0.203,0.466,0.339
"P24","El tránsito",0.19,0.292,0.122,0.138
"P24","El arreglo de las calles",0.134,0.249,0.127,0.131
"P24","Los parques y los espacios públicos",0.1,0.036,0.027,0.029
"P24","El sistema de salud",0.114,0.051,0.102,0.213
"P24","La limpieza de las calles",0.04,0.048,0.032,0.006
"P24","El deporte y la cultura",0.031,0.059,0.017,0.012
"P24","La luminaria",0.028,0,0.026,0.045
"P24","No sabe",0.09,0.062,0.081,0.087
"P25","Agua corriente y cloacas",0.499,0.441,0.618,0.513
"P25","Energía eléctrica",0.202,0.095,0.207,0.057
"P25","Red de gas natural",0.089,0.145,0.047,0.049
"P25","Recolección de residuos",0.107,0.251,0.042,0.212
"P25","Ninguno",0.103,0.068,0.086,0.169
"P26","Los robos",0.496,0.491,0.513,0.444
"P26","El narcotráfico",0.105,0.139,0.176,0.133
"P26","La ausencia de patrulleros y personal policial",0.162,0.312,0.22,0.201
"P26","Otro",0.21,0.026,0.049,0.202
"P26","Ninguno",0.027,0.032,0.042,0.02
"P27","Muy buena",0.701,0.289,0.124,0.234
"P27","Buena",0.156,0.184,0.148,0.321
"P27","Ni buena ni mala",0.069,0.298,0.371,0.193
"P27","Mala",0.071,0.051,0.15,0.085
"P27","Muy mala",0.003,0.178,0.171,0.124
"P27","No sabe",0,0,0.036,0.043
"P28","Muy buena",0.096,0.041,0.078,0.045
"P28","Buena",0.114,0.159,0.112,0.213
"P28","Ni buena ni mala",0.367,0.326,0.401,0.359
"P28","Mala",0.245,0.213,0.129,0.119
"P28","Muy mala",0.173,0.183,0.186,0.025
"P28","No sabe",0.005,0.078,0.094,0.239
"P29","Muy buena",0.128,0.015,0.071,0.013
"P29","Buena",0.06,0.121,0.064,0.072
"P29","Ni buena ni mala",0.436,0.591,0.408,0.379
"P29","Mala",0.033,0.018,0.129,0.037
"P29","Muy mala",0.183,0.15,0.158,0.029
"P29","No sabe",0.16,0.105,0.17,0.47
"P30","Muy buena",0.077,0.016,0.007,0.005
"P30","Buena",0.049,0.074,0.017,0.021
"P30","Ni buena ni mala",0.549,0.476,0.407,0.371
"P30","Mala",0.031,0.053,0.124,0.036
"P30","Muy mala",0.095,0.053,0.166,0.025
"P30","No sabe",0.199,0.328,0.279,0.542
"P31","Muy buena",0.125,0.028,0.038,0.113
"P31","Buena",0.038,0.109,0.065,0.035
"P31","Ni buena ni mala",0.468,0.466,0.372,0.211
"P31","Mala",0.031,0.054,0.165,0.128
"P31","Muy mala",0.114,0.087,0.109,0.029
"P31","No sabe",0.224,0.256,0.251,0.484
"P32","Muy buena",0.337,0.059,0.001,0.02
"P32","Buena",0.324,0.1,0.005,0.038
"P32","Ni buena ni mala",0.183,0.516,0.389,0.267
"P32","Mala",0.002,0.025,0.177,0.06
"P32","Muy mala",0.014,0.085,0.144,0.13
"P32","No sabe",0.14,0.215,0.284,0.485
"P33","Muy buena",0.13,0.016,0.041,0.107
"P33","Buena",0.079,0.135,0.055,0.016
"P33","Ni buena ni mala",0.431,0.505,0.358,0.287
"P33","Mala",0.019,0.013,0.117,0.037
"P33","Muy mala",0.104,0.102,0.149,0.025
"P33","No sabe",0.237,0.229,0.28,0.528
"P34","Muy buena",0.067,0.032,0.081,0.151
"P34","Buena",0.016,0.144,0.114,0.137
"P34","Ni buena ni mala",0.517,0.345,0.355,0.39
"P34","Mala",0.083,0.156,0.165,0.046
"P34","Muy mala",0.164,0.271,0.129,0.032
"P34","No sabe",0.153,0.052,0.156,0.244
"P35","Frente de Todos y el peronismo",0.671,0.303,0.153,0.35
"P35","Cambiemos",0.169,0.176,0.305,0.372
"P35","Liberales Libertarios",0.111,0.264,0.354,0.092
"P35","Izquierda",0.025,0.054,0.058,0.016
"P35","No sabe",0.024,0.203,0.13,0.17
"P41","Muy buena",0.173,0.114,0.106,0.051
"P41","Buena",0.386,0.131,0.06,0.15
"P41","Ni buena ni mala",0.238,0.143,0.167,0.192
"P41","Mala",0.154,0.327,0.165,0.147
"P41","Muy mala",0.047,0.281,0.498,0.448
"P41","No sabe",0.002,0.004,0.004,0.012
"P42","Muy buena",0.084,0.017,0.18,0.19
"P42","Buena",0.036,0.134,0.224,0.074
"P42","Ni buena ni mala",0.242,0.375,0.128,0.254
"P42","Mala",0.242,0.146,0.172,0.173
"P42","Muy mala",0.396,0.328,0.251,0.295
"P42","No sabe",0,0,0.045,0.014
"P43","Muy buena",0.705,0.092,0.251,0.261
"P43","Buena",0.044,0.255,0.032,0.078
"P43","Ni buena ni mala",0.06,0.216,0.068,0.09
"P43","Mala",0.022,0.154,0.109,0.037
"P43","Muy mala",0.169,0.283,0.529,0.455
"P43","No sabe",0,0,0.011,0.079
"P44","Muy buena",0.167,0.061,0.142,0.142
"P44","Buena",0.028,0.241,0.133,0.122
"P44","Ni buena ni mala",0.376,0.177,0.198,0.193
"P44","Mala",0.181,0.285,0.159,0.167
"P44","Muy mala",0.244,0.236,0.308,0.244
"P44","No sabe",0.004,0,0.06,0.132
"P45","Muy buena",0.121,0.165,0.081,0.042
"P45","Buena",0.565,0.226,0.13,0.352
"P45","Ni buena ni mala",0.183,0.079,0.177,0.166
"P45","Mala",0.09,0.316,0.148,0.16
"P45","Muy mala",0.041,0.21,0.398,0.253
"P45","No sabe",0,0.004,0.066,0.027
"P46","Muy buena",0.091,0.141,0.286,0.277
"P46","Buena",0.085,0.106,0.212,0.065
"P46","Ni buena ni mala",0.294,0.267,0.166,0.212
"P46","Mala",0.189,0.282,0.079,0.134
"P46","Muy mala",0.341,0.204,0.197,0.187
"P46","No sabe",0,0,0.06,0.125
"P47","Muy buena",0.098,0.126,0.322,0.241
"P47","Buena",0.02,0.235,0.088,0.074
"P47","Ni buena ni mala",0.175,0.181,0.209,0.205
"P47","Mala",0.22,0.086,0.054,0.103
"P47","Muy mala",0.383,0.358,0.265,0.28
"P47","No sabe",0.104,0.014,0.062,0.097
