"var","categoria","1-Excelente","2","3","4","5","6","7","8","9-Pésimo","No sabe"
"P27","Estoy parcialmente de acuerdo, es necesario una reforma profunda del sistema universitario público, incorporando exámenes de ingreso, arancelamiento para dar becas de estudio y racionalización de la oferta de carreras priorizando aquellas orientadas al desarrollo científico, tecnológico, la salud y el desarrollo económico",0.194,0.217,0.15,0.193,0.232,0.215,0.231,0.187,0.243,0.164
"P27","Estoy de acuerdo, las universidades publicas son muy ineficientes y costosas. La mayor parte de alumnos nunca terminan sus estudios, hay gran cantidad de carreras innecesarias y están muy politizadas",0.082,0.059,0.082,0.093,0.091,0.049,0.065,0.172,0.105,0.083
"P27","Estoy totalmente de acuerdo, las universidades publicas son centros de adoctrinamiento político y sirven a los intereses de los partidos políticos. Sería mejor utilizar esa plata para becar a los alumnos de escasos recursos para que pudieran elegir en que universidad privada estudiar",0.056,0.019,0.013,0.092,0.036,0.04,0.057,0.07,0.121,0.05
"P27","No sabe",0.002,0.008,0.008,0.026,0.009,0.006,0.007,0.004,0.014,0.005
"P28","1-Excelente",0.629,0.194,0.114,0.073,0.076,0.014,0.025,0.091,0.063,0.061
"P28","2",0.086,0.512,0.182,0.041,0.07,0.017,0.042,0.035,0.021,0.089
"P28","3",0.044,0.087,0.23,0.072,0.058,0.041,0.013,0.011,0.008,0
"P28","4",0.036,0.031,0.113,0.298,0.072,0.076,0.013,0.022,0.002,0.003
"P28","5",0.088,0.124,0.258,0.318,0.492,0.373,0.175,0.099,0.061,0.044
"P28","6",0.011,0,0.027,0.088,0.085,0.276,0.153,0.108,0.028,0.01
"P28","7",0.004,0.005,0.005,0.061,0.052,0.075,0.355,0.143,0.041,0.002
"P28","8",0.013,0.007,0.032,0.006,0.04,0.061,0.06,0.354,0.058,0
"P28","9-Pésimo",0.034,0.007,0.028,0.042,0.04,0.046,0.13,0.137,0.7,0.1
"P28","No sabe",0.055,0.033,0.011,0.001,0.015,0.021,0.034,0,0.018,0.691
"P29","1-Excelente",0.713,0.148,0.051,0.074,0.066,0.023,0,0.029,0.018,0.1
"P29","2",0.121,0.611,0.214,0.064,0.03,0.116,0.023,0.018,0.01,0.094
"P29","3",0.049,0.096,0.414,0.093,0.053,0.06,0.043,0.033,0.028,0.005
"P29","4",0.008,0.04,0.105,0.281,0.05,0.093,0.027,0.061,0.007,0.003
"P29","5",0.01,0.047,0.115,0.307,0.56,0.158,0.133,0.061,0.022,0
"P29","6",0.016,0.014,0.049,0.077,0.064,0.268,0.094,0.074,0.018,0.005
"P29","7",0,0,0.002,0.046,0.078,0.147,0.276,0.067,0.029,0.002
"P29","8",0.003,0.007,0.012,0.039,0.021,0.061,0.113,0.422,0.049,0.012
"P29","9-Pésimo",0.045,0.011,0.038,0.018,0.077,0.053,0.266,0.235,0.811,0.021
"P29","No sabe",0.035,0.026,0,0.001,0.001,0.021,0.025,0,0.008,0.758
"P31","1-Excelente",0.615,0.191,0.085,0.042,0.029,0.055,0.026,0.097,0.03,0.033
"P31","2",0.099,0.502,0.135,0.058,0.039,0.049,0,0.003,0.021,0.037
"P31","3",0.064,0.184,0.441,0.11,0.055,0.027,0.029,0.006,0.004,0
"P31","4",0.038,0.036,0.146,0.351,0.124,0.1,0.037,0.018,0.003,0
"P31","5",0.065,0.077,0.116,0.228,0.502,0.235,0.117,0.106,0.04,0.035
"P31","6",0.002,0.003,0.012,0.144,0.108,0.261,0.09,0.124,0.023,0
"P31","7",0.005,0,0.013,0.011,0.041,0.152,0.365,0.102,0.023,0.002
"P31","8",0.005,0,0.007,0.025,0.059,0.051,0.126,0.328,0.09,0.046
"P31","9-Pésimo",0.026,0.004,0.033,0.002,0.028,0.047,0.175,0.159,0.726,0.061
"P31","No sabe",0.081,0.003,0.012,0.029,0.015,0.023,0.035,0.057,0.04,0.786
"P32","Oponerse totalmente y elevar un recurso de amparo ante la corte",0.494,0.516,0.554,0.551,0.475,0.542,0.601,0.338,0.304,0.488
"P32","Oponerse y tratar de negociar con el gobierno nacional a cambio de apoyo legislativo en otros temas",0.12,0.209,0.197,0.102,0.18,0.215,0.076,0.13,0.184,0.124
"P32","Apoyar las iniciativas del gobierno nacional y así no tener problemas con la participación",0.154,0.094,0.094,0.175,0.159,0.101,0.127,0.167,0.238,0.169
"P32","Apoyar totalmente la iniciativa del gobierno nacional porque es lo que votó la mayoría del pueblo argentino",0.153,0.118,0.128,0.156,0.176,0.125,0.165,0.266,0.227,0.139
"P32","No sabe",0.079,0.063,0.027,0.016,0.01,0.017,0.031,0.099,0.047,0.08
"P28","1-Excelente",0.629,0.194,0.114,0.073,0.076,0.014,0.025,0.091,0.063,0.061
"P28","2",0.086,0.512,0.182,0.041,0.07,0.017,0.042,0.035,0.021,0.089
"P28","3",0.044,0.087,0.23,0.072,0.058,0.041,0.013,0.011,0.008,0
"P28","4",0.036,0.031,0.113,0.298,0.072,0.076,0.013,0.022,0.002,0.003
"P28","5",0.088,0.124,0.258,0.318,0.492,0.373,0.175,0.099,0.061,0.044
"P28","6",0.011,0,0.027,0.088,0.085,0.276,0.153,0.108,0.028,0.01
"P28","7",0.004,0.005,0.005,0.061,0.052,0.075,0.355,0.143,0.041,0.002
"P28","8",0.013,0.007,0.032,0.006,0.04,0.061,0.06,0.354,0.058,0
"P28","9-Pésimo",0.034,0.007,0.028,0.042,0.04,0.046,0.13,0.137,0.7,0.1
"P28","No sabe",0.055,0.033,0.011,0.001,0.015,0.021,0.034,0,0.018,0.691
"P29","1-Excelente",0.713,0.148,0.051,0.074,0.066,0.023,0,0.029,0.018,0.1
"P29","2",0.121,0.611,0.214,0.064,0.03,0.116,0.023,0.018,0.01,0.094
"P29","3",0.049,0.096,0.414,0.093,0.053,0.06,0.043,0.033,0.028,0.005
"P29","4",0.008,0.04,0.105,0.281,0.05,0.093,0.027,0.061,0.007,0.003
"P29","5",0.01,0.047,0.115,0.307,0.56,0.158,0.133,0.061,0.022,0
"P29","6",0.016,0.014,0.049,0.077,0.064,0.268,0.094,0.074,0.018,0.005
"P29","7",0,0,0.002,0.046,0.078,0.147,0.276,0.067,0.029,0.002
"P29","8",0.003,0.007,0.012,0.039,0.021,0.061,0.113,0.422,0.049,0.012
"P29","9-Pésimo",0.045,0.011,0.038,0.018,0.077,0.053,0.266,0.235,0.811,0.021
"P29","No sabe",0.035,0.026,0,0.001,0.001,0.021,0.025,0,0.008,0.758
"P31","1-Excelente",0.615,0.191,0.085,0.042,0.029,0.055,0.026,0.097,0.03,0.033
"P31","2",0.099,0.502,0.135,0.058,0.039,0.049,0,0.003,0.021,0.037
"P31","3",0.064,0.184,0.441,0.11,0.055,0.027,0.029,0.006,0.004,0
"P31","4",0.038,0.036,0.146,0.351,0.124,0.1,0.037,0.018,0.003,0
"P31","5",0.065,0.077,0.116,0.228,0.502,0.235,0.117,0.106,0.04,0.035
"P31","6",0.002,0.003,0.012,0.144,0.108,0.261,0.09,0.124,0.023,0
"P31","7",0.005,0,0.013,0.011,0.041,0.152,0.365,0.102,0.023,0.002
"P31","8",0.005,0,0.007,0.025,0.059,0.051,0.126,0.328,0.09,0.046
"P31","9-Pésimo",0.026,0.004,0.033,0.002,0.028,0.047,0.175,0.159,0.726,0.061
"P31","No sabe",0.081,0.003,0.012,0.029,0.015,0.023,0.035,0.057,0.04,0.786
"P32","Oponerse totalmente y elevar un recurso de amparo ante la corte",0.494,0.516,0.554,0.551,0.475,0.542,0.601,0.338,0.304,0.488
"P32","Oponerse y tratar de negociar con el gobierno nacional a cambio de apoyo legislativo en otros temas",0.12,0.209,0.197,0.102,0.18,0.215,0.076,0.13,0.184,0.124
"P32","Apoyar las iniciativas del gobierno nacional y así no tener problemas con la participación",0.154,0.094,0.094,0.175,0.159,0.101,0.127,0.167,0.238,0.169
"P32","Apoyar totalmente la iniciativa del gobierno nacional porque es lo que votó la mayoría del pueblo argentino",0.153,0.118,0.128,0.156,0.176,0.125,0.165,0.266,0.227,0.139
"P32","No sabe",0.079,0.063,0.027,0.016,0.01,0.017,0.031,0.099,0.047,0.08
"P33","Oponerse totalmente y no concurrir a la convocatoria",0.348,0.413,0.441,0.333,0.401,0.469,0.46,0.237,0.288,0.3
"P33","Oponerse parcialmente y concurrir a la convocatoria",0.147,0.243,0.246,0.242,0.186,0.241,0.182,0.188,0.122,0.263
"P33","Apoyar la iniciativa del gobierno nacional y negociar otros temas en discusión",0.271,0.196,0.17,0.306,0.274,0.206,0.175,0.343,0.285,0.238
"P33","Apoyar totalmente la iniciativa del gobierno nacional",0.161,0.114,0.121,0.067,0.129,0.082,0.158,0.152,0.266,0.15
"P33","No sabe",0.073,0.034,0.022,0.052,0.01,0.002,0.025,0.08,0.039,0.049
"P34","Oponerse totalmente",0.385,0.439,0.53,0.333,0.377,0.52,0.463,0.336,0.322,0.35
"P34","Oponerse parcialmente",0.115,0.199,0.081,0.19,0.138,0.154,0.16,0.126,0.046,0.166
"P34","Apoyar parcialmente",0.252,0.216,0.24,0.293,0.311,0.196,0.206,0.195,0.268,0.197
"P34","Apoyar totalmente",0.191,0.132,0.123,0.122,0.142,0.103,0.149,0.32,0.316,0.199
"P34","No sabe",0.057,0.014,0.026,0.062,0.032,0.027,0.022,0.023,0.048,0.088
"P35","Inseguridad y narcotráfico",0.372,0.362,0.294,0.295,0.365,0.363,0.297,0.298,0.386,0.418
"P35","Altos impuestos y tarifas",0.179,0.269,0.267,0.178,0.159,0.209,0.195,0.184,0.16,0.1
"P35","Educación y estado de las escuelas",0.22,0.149,0.185,0.221,0.163,0.169,0.166,0.132,0.108,0.234
"P35","Inflación",0.121,0.127,0.145,0.157,0.164,0.168,0.145,0.171,0.147,0.19
"P35","Estado de la salud",0.064,0.037,0.06,0.066,0.084,0.04,0.073,0.116,0.107,0.016
"P35","Corrupción",0.022,0.041,0.037,0.045,0.039,0.017,0.053,0.063,0.062,0.012
"P35","Pobreza",0.002,0.009,0.005,0.009,0.007,0.029,0.011,0.007,0.004,0.008
"P35","Medio ambiente, incendios y contaminación",0.002,0,0,0,0.003,0,0,0.017,0,0
"P35","Falta de trabajo",0.011,0.003,0.007,0.023,0.014,0,0.06,0.012,0.025,0.022
"P35","No sabe",0.007,0.003,0,0.006,0.002,0.005,0,0,0.001,0
"P39","Muy buena",0.135,0.044,0.048,0.031,0.012,0.06,0.004,0.081,0.043,0.071
"P39","Buena",0.154,0.275,0.134,0.078,0.08,0.118,0.121,0.059,0.059,0.08
"P39","Ni buena ni mala",0.269,0.284,0.362,0.393,0.415,0.406,0.261,0.209,0.205,0.363
"P39","Mala",0.272,0.286,0.352,0.421,0.346,0.292,0.43,0.438,0.335,0.333
"P39","Muy mala",0.154,0.07,0.079,0.047,0.098,0.083,0.131,0.172,0.31,0.096
"P39","No sabe",0.016,0.041,0.025,0.03,0.049,0.041,0.053,0.041,0.048,0.057
"P40","Peor",0.53,0.462,0.579,0.516,0.596,0.515,0.573,0.677,0.636,0.651
"P40","Igual",0.294,0.339,0.272,0.28,0.273,0.274,0.315,0.214,0.245,0.172
"P40","Mejor",0.135,0.108,0.063,0.118,0.08,0.151,0.029,0.043,0.058,0.075
"P40","No sabe",0.041,0.091,0.086,0.086,0.051,0.06,0.083,0.066,0.061,0.102
"P41","Peor",0.419,0.45,0.519,0.539,0.487,0.516,0.496,0.374,0.589,0.554
"P41","Igual",0.275,0.368,0.28,0.233,0.255,0.237,0.188,0.298,0.196,0.205
"P41","Mejor",0.179,0.144,0.15,0.155,0.176,0.139,0.175,0.259,0.169,0.136
"P41","No sabe",0.127,0.038,0.051,0.073,0.082,0.108,0.141,0.069,0.046,0.105
"P42","Javier Milei",0.457,0.379,0.312,0.319,0.355,0.224,0.317,0.497,0.539,0.375
"P42","Los gobernadores",0.422,0.473,0.604,0.57,0.507,0.665,0.556,0.397,0.362,0.473
"P42","No sabe",0.121,0.148,0.084,0.111,0.138,0.111,0.127,0.106,0.099,0.152
"P43","Muy buena",0.22,0.179,0.127,0.133,0.065,0.14,0.094,0.126,0.095,0.128
"P43","Buena",0.126,0.263,0.289,0.29,0.217,0.271,0.28,0.174,0.096,0.109
"P43","Ni buena ni mala",0.26,0.331,0.298,0.39,0.432,0.381,0.261,0.284,0.187,0.427
"P43","Mala",0.246,0.123,0.231,0.168,0.186,0.146,0.261,0.325,0.272,0.196
"P43","Muy mala",0.148,0.076,0.055,0.019,0.076,0.055,0.104,0.076,0.323,0.109
"P43","No sabe",0,0.028,0,0,0.024,0.007,0,0.015,0.027,0.031
"P45","Muy buena",0.194,0.174,0.21,0.142,0.126,0.112,0.122,0.059,0.092,0.092
"P45","Buena",0.127,0.284,0.189,0.272,0.176,0.179,0.128,0.197,0.087,0.081
"P45","Ni buena ni mala",0.208,0.277,0.338,0.328,0.352,0.359,0.218,0.312,0.187,0.389
"P45","Mala",0.233,0.139,0.17,0.143,0.179,0.173,0.362,0.207,0.255,0.199
"P45","Muy mala",0.19,0.115,0.077,0.089,0.136,0.147,0.131,0.201,0.298,0.154
"P45","No sabe",0.048,0.011,0.016,0.026,0.031,0.03,0.039,0.024,0.081,0.085
"P46","Muy buena",0.194,0.187,0.153,0.057,0.109,0.063,0.058,0.081,0.147,0.104
"P46","Buena",0.184,0.242,0.082,0.144,0.134,0.164,0.16,0.169,0.175,0.064
"P46","Ni buena ni mala",0.313,0.3,0.418,0.427,0.372,0.323,0.383,0.362,0.325,0.405
"P46","Mala",0.135,0.142,0.229,0.246,0.211,0.238,0.198,0.137,0.121,0.203
"P46","Muy mala",0.11,0.087,0.088,0.054,0.133,0.156,0.134,0.187,0.163,0.117
"P46","No sabe",0.064,0.042,0.03,0.072,0.041,0.056,0.067,0.064,0.069,0.107
"P49","Muy buena",0.257,0.303,0.301,0.216,0.259,0.313,0.316,0.192,0.197,0.214
"P49","Buena",0.078,0.108,0.23,0.192,0.097,0.139,0.106,0.115,0.114,0.05
"P49","Ni buena ni mala",0.137,0.14,0.105,0.166,0.158,0.121,0.096,0.09,0.065,0.139
"P49","Mala",0.155,0.238,0.141,0.208,0.162,0.271,0.18,0.284,0.172,0.218
"P49","Muy mala",0.367,0.209,0.223,0.191,0.317,0.156,0.302,0.319,0.43,0.356
"P49","No sabe",0.006,0.002,0,0.027,0.007,0,0,0,0.022,0.023
"P50","Muy buena",0.124,0.116,0.113,0.082,0.078,0.029,0.059,0.09,0.103,0.051
"P50","Buena",0.143,0.221,0.103,0.114,0.13,0.106,0.156,0.156,0.169,0.14
"P50","Ni buena ni mala",0.244,0.205,0.188,0.129,0.196,0.177,0.168,0.2,0.204,0.151
"P50","Mala",0.253,0.188,0.312,0.312,0.245,0.229,0.288,0.307,0.185,0.369
"P50","Muy mala",0.236,0.268,0.284,0.359,0.346,0.459,0.31,0.247,0.336,0.261
"P50","No sabe",0,0.002,0,0.004,0.005,0,0.019,0,0.003,0.028
"P51","Muy buena",0.196,0.098,0.145,0.103,0.074,0.127,0.073,0.066,0.13,0.111
"P51","Buena",0.115,0.176,0.223,0.227,0.173,0.11,0.139,0.138,0.081,0.085
"P51","Ni buena ni mala",0.147,0.233,0.189,0.161,0.243,0.288,0.319,0.101,0.151,0.209
"P51","Mala",0.199,0.246,0.238,0.257,0.206,0.222,0.172,0.302,0.182,0.258
"P51","Muy mala",0.336,0.247,0.205,0.252,0.304,0.241,0.297,0.393,0.454,0.309
"P51","No sabe",0.007,0,0,0,0,0.012,0,0,0.002,0.028
"P52","Muy buena",0.259,0.28,0.32,0.248,0.277,0.255,0.274,0.19,0.198,0.207
"P52","Buena",0.073,0.112,0.166,0.118,0.143,0.22,0.16,0.071,0.066,0.042
"P52","Ni buena ni mala",0.087,0.158,0.096,0.17,0.101,0.116,0.128,0.106,0.072,0.182
"P52","Mala",0.197,0.216,0.127,0.211,0.173,0.136,0.151,0.276,0.137,0.243
"P52","Muy mala",0.374,0.223,0.264,0.251,0.303,0.273,0.287,0.348,0.488,0.307
"P52","No sabe",0.01,0.011,0.027,0.002,0.003,0,0,0.009,0.039,0.019
"P53","Muy buena",0.305,0.293,0.202,0.194,0.206,0.148,0.207,0.328,0.392,0.233
"P53","Buena",0.164,0.154,0.112,0.131,0.192,0.212,0.151,0.154,0.132,0.156
"P53","Ni buena ni mala",0.183,0.097,0.06,0.135,0.068,0.095,0.062,0.059,0.082,0.074
"P53","Mala",0.104,0.131,0.201,0.217,0.163,0.077,0.234,0.122,0.083,0.265
"P53","Muy mala",0.22,0.325,0.425,0.323,0.366,0.424,0.346,0.337,0.288,0.248
"P53","No sabe",0.024,0,0,0,0.005,0.044,0,0,0.023,0.024
"P54","Muy buena",0.225,0.18,0.158,0.157,0.177,0.116,0.088,0.205,0.289,0.224
"P54","Buena",0.264,0.256,0.154,0.137,0.152,0.189,0.264,0.194,0.211,0.151
"P54","Ni buena ni mala",0.125,0.142,0.093,0.189,0.142,0.101,0.147,0.185,0.087,0.125
"P54","Mala",0.175,0.118,0.185,0.14,0.154,0.132,0.158,0.073,0.09,0.24
"P54","Muy mala",0.209,0.304,0.403,0.377,0.372,0.454,0.343,0.343,0.3,0.223
"P54","No sabe",0.002,0,0.007,0,0.003,0.008,0,0,0.023,0.037
"P55","Muy buena",0.313,0.243,0.154,0.199,0.207,0.158,0.19,0.283,0.405,0.205
"P55","Buena",0.153,0.187,0.139,0.129,0.162,0.134,0.189,0.151,0.121,0.098
"P55","Ni buena ni mala",0.18,0.21,0.215,0.268,0.138,0.134,0.147,0.153,0.115,0.234
"P55","Mala",0.14,0.074,0.133,0.141,0.157,0.041,0.126,0.124,0.078,0.224
"P55","Muy mala",0.194,0.283,0.335,0.263,0.331,0.469,0.311,0.277,0.261,0.175
"P55","No sabe",0.02,0.003,0.024,0,0.005,0.064,0.037,0.012,0.02,0.064
"P56","Muy buena",0.132,0.1,0.058,0.051,0.086,0.016,0.042,0.06,0.087,0.064
"P56","Buena",0.189,0.197,0.176,0.173,0.161,0.19,0.15,0.128,0.153,0.125
"P56","Ni buena ni mala",0.406,0.376,0.364,0.395,0.332,0.375,0.507,0.467,0.354,0.38
"P56","Mala",0.125,0.111,0.157,0.197,0.24,0.141,0.191,0.199,0.132,0.222
"P56","Muy mala",0.116,0.173,0.213,0.121,0.156,0.247,0.102,0.093,0.22,0.073
"P56","No sabe",0.032,0.043,0.032,0.063,0.025,0.031,0.008,0.053,0.054,0.136
