"var","categoria","Gran excedente habitual","Gran excedente excepcional","Pequeño excedente habitual","Pequeño excedente excepcional","Alcanza gastos familia","No alcanza gastos familia","Solo NBFamiliares","No alcanza NBFamiliares","No sabe"
"P30","No sabe",0,0.066,0.063,0.048,0.037,0.117,0.053,0.06,0
"P31","1-Excelente",0.204,0.066,0.054,0.14,0.093,0.137,0.107,0.21,0.412
"P31","2",0.054,0,0.037,0.112,0.082,0.061,0.107,0.113,0.225
"P31","3",0,0,0.075,0.075,0.15,0.14,0.087,0.064,0.03
"P31","4",0.152,0.398,0.032,0.095,0.049,0.072,0.083,0.074,0
"P31","5",0.482,0.159,0.227,0.152,0.17,0.187,0.148,0.109,0
"P31","6",0.012,0,0.046,0.143,0.079,0.036,0.059,0.059,0
"P31","7",0.012,0.137,0.031,0.069,0.045,0.044,0.058,0.049,0.111
"P31","8",0,0.164,0.09,0.016,0.075,0.037,0.087,0.058,0.06
"P31","9-Pésimo",0.084,0.076,0.208,0.123,0.208,0.188,0.193,0.181,0.162
"P31","No sabe",0,0,0.2,0.075,0.049,0.098,0.071,0.083,0
"P32","Oponerse totalmente y elevar un recurso de amparo ante la corte",0.428,0,0.176,0.315,0.293,0.413,0.423,0.648,0.042
"P32","Oponerse y tratar de negociar con el gobierno nacional a cambio de apoyo legislativo en otros temas",0.27,0,0.075,0.107,0.165,0.152,0.199,0.146,0.098
"P32","Apoyar las iniciativas del gobierno nacional y así no tener problemas con la participación",0.068,0,0.293,0.213,0.202,0.198,0.165,0.1,0.406
"P32","Apoyar totalmente la iniciativa del gobierno nacional porque es lo que votó la mayoría del pueblo argentino",0.234,1,0.402,0.318,0.31,0.16,0.176,0.062,0
"P32","No sabe",0,0,0.054,0.047,0.03,0.077,0.037,0.044,0.454
"P28","1-Excelente",0.33,0.2,0.141,0.205,0.096,0.253,0.138,0.203,0.299
"P28","2",0.151,0,0.066,0.108,0.097,0.099,0.119,0.114,0
"P28","3",0.007,0,0.116,0.042,0.063,0.027,0.066,0.052,0
"P28","4",0,0,0.03,0.071,0.065,0.063,0.053,0.059,0
"P28","5",0.319,0.244,0.214,0.113,0.221,0.167,0.191,0.173,0.474
"P28","6",0,0,0.074,0.033,0.054,0.047,0.072,0.065,0.01
"P28","7",0.023,0.165,0.013,0.111,0.031,0.07,0.08,0.036,0
"P28","8",0.131,0.171,0.088,0.042,0.11,0.038,0.039,0.048,0.02
"P28","9-Pésimo",0.028,0.046,0.18,0.117,0.205,0.16,0.195,0.178,0.186
"P28","No sabe",0.011,0.174,0.078,0.158,0.058,0.076,0.047,0.072,0.011
"P29","1-Excelente",0.302,0.202,0.125,0.221,0.11,0.256,0.112,0.18,0.071
"P29","2",0.19,0,0.046,0.146,0.106,0.085,0.136,0.14,0.274
"P29","3",0.13,0,0.126,0.069,0.071,0.027,0.094,0.09,0.027
"P29","4",0,0,0.041,0.076,0.106,0.067,0.051,0.041,0
"P29","5",0.293,0.236,0.176,0.077,0.168,0.14,0.158,0.103,0.021
"P29","6",0,0,0.095,0.031,0.049,0.057,0.053,0.058,0.014
"P29","7",0,0.134,0.018,0.043,0.023,0.047,0.057,0.06,0.03
"P29","8",0.052,0.215,0.067,0.119,0.086,0.038,0.065,0.039,0.19
"P29","9-Pésimo",0.021,0.147,0.248,0.157,0.25,0.171,0.227,0.228,0.359
"P29","No sabe",0.012,0.066,0.058,0.061,0.031,0.112,0.047,0.061,0.014
"P30","1-Excelente",0.3,0.202,0.169,0.218,0.125,0.2,0.09,0.186,0.348
"P30","2",0.181,0,0.046,0.104,0.076,0.067,0.09,0.136,0.021
"P30","3",0.136,0,0.068,0.071,0.091,0.043,0.104,0.096,0.027
"P30","4",0.129,0,0.02,0.073,0.064,0.124,0.092,0.056,0
"P30","5",0.025,0.305,0.193,0.066,0.177,0.111,0.129,0.112,0.116
"P30","6",0.011,0.048,0.047,0.074,0.063,0.064,0.082,0.061,0
"P30","7",0,0.164,0.027,0.098,0.039,0.05,0.075,0.051,0.039
"P30","8",0.008,0.17,0.151,0.112,0.089,0.054,0.074,0.054,0.109
"P30","9-Pésimo",0.21,0.045,0.216,0.136,0.239,0.17,0.211,0.188,0.34
"P30","No sabe",0,0.066,0.063,0.048,0.037,0.117,0.053,0.06,0
"P31","1-Excelente",0.204,0.066,0.054,0.14,0.093,0.137,0.107,0.21,0.412
"P31","2",0.054,0,0.037,0.112,0.082,0.061,0.107,0.113,0.225
"P31","3",0,0,0.075,0.075,0.15,0.14,0.087,0.064,0.03
"P31","4",0.152,0.398,0.032,0.095,0.049,0.072,0.083,0.074,0
"P31","5",0.482,0.159,0.227,0.152,0.17,0.187,0.148,0.109,0
"P31","6",0.012,0,0.046,0.143,0.079,0.036,0.059,0.059,0
"P31","7",0.012,0.137,0.031,0.069,0.045,0.044,0.058,0.049,0.111
"P31","8",0,0.164,0.09,0.016,0.075,0.037,0.087,0.058,0.06
"P31","9-Pésimo",0.084,0.076,0.208,0.123,0.208,0.188,0.193,0.181,0.162
"P31","No sabe",0,0,0.2,0.075,0.049,0.098,0.071,0.083,0
"P32","Oponerse totalmente y elevar un recurso de amparo ante la corte",0.428,0,0.176,0.315,0.293,0.413,0.423,0.648,0.042
"P32","Oponerse y tratar de negociar con el gobierno nacional a cambio de apoyo legislativo en otros temas",0.27,0,0.075,0.107,0.165,0.152,0.199,0.146,0.098
"P32","Apoyar las iniciativas del gobierno nacional y así no tener problemas con la participación",0.068,0,0.293,0.213,0.202,0.198,0.165,0.1,0.406
"P32","Apoyar totalmente la iniciativa del gobierno nacional porque es lo que votó la mayoría del pueblo argentino",0.234,1,0.402,0.318,0.31,0.16,0.176,0.062,0
"P32","No sabe",0,0,0.054,0.047,0.03,0.077,0.037,0.044,0.454
"P33","Oponerse totalmente y no concurrir a la convocatoria",0.141,0,0.142,0.196,0.218,0.362,0.318,0.518,0.163
"P33","Oponerse parcialmente y concurrir a la convocatoria",0.49,0,0.101,0.157,0.156,0.106,0.215,0.218,0
"P33","Apoyar la iniciativa del gobierno nacional y negociar otros temas en discusión",0.133,0.054,0.289,0.284,0.353,0.362,0.287,0.158,0.261
"P33","Apoyar totalmente la iniciativa del gobierno nacional",0.236,0.946,0.425,0.306,0.258,0.102,0.155,0.062,0.258
"P33","No sabe",0,0,0.043,0.057,0.015,0.068,0.025,0.044,0.318
"P34","Oponerse totalmente",0.457,0,0.131,0.202,0.243,0.374,0.364,0.552,0.076
"P34","Oponerse parcialmente",0.177,0,0.111,0.11,0.1,0.086,0.137,0.138,0.12
"P34","Apoyar parcialmente",0.252,0.209,0.245,0.321,0.286,0.269,0.246,0.217,0.243
"P34","Apoyar totalmente",0.114,0.791,0.468,0.359,0.354,0.168,0.206,0.067,0.256
"P34","No sabe",0,0,0.045,0.008,0.017,0.103,0.047,0.026,0.305
"P35","Inseguridad y narcotráfico",0.454,0.366,0.192,0.26,0.315,0.373,0.319,0.407,0.466
"P35","Altos impuestos y tarifas",0.324,0.053,0.173,0.265,0.21,0.115,0.252,0.143,0.018
"P35","Educación y estado de las escuelas",0.027,0.479,0.311,0.153,0.141,0.185,0.161,0.162,0.341
"P35","Inflación",0.015,0.064,0.169,0.096,0.145,0.177,0.118,0.183,0.055
"P35","Estado de la salud",0.164,0,0.087,0.094,0.109,0.093,0.067,0.051,0
"P35","Corrupción",0.016,0,0.051,0.12,0.048,0.026,0.043,0.029,0.12
"P35","Pobreza",0,0,0.017,0,0.011,0.002,0.012,0.005,0
"P35","Medio ambiente, incendios y contaminación",0,0,0,0,0,0.004,0.001,0.004,0
"P35","Falta de trabajo",0,0.038,0,0.012,0.012,0.022,0.023,0.016,0
"P35","No sabe",0,0,0,0,0.009,0.003,0.004,0,0
"P39","Muy buena",0.325,0,0.024,0.066,0.012,0.033,0.031,0.087,0
"P39","Buena",0.207,0,0.051,0.098,0.11,0.117,0.142,0.105,0.024
"P39","Ni buena ni mala",0.042,0.547,0.355,0.233,0.301,0.329,0.297,0.314,0.52
"P39","Mala",0.254,0.24,0.316,0.383,0.373,0.368,0.346,0.32,0.318
"P39","Muy mala",0.172,0.213,0.203,0.172,0.172,0.109,0.128,0.149,0.018
"P39","No sabe",0,0,0.051,0.048,0.032,0.044,0.056,0.025,0.12
"P40","Peor",0.44,0.134,0.466,0.483,0.533,0.505,0.522,0.679,0.842
"P40","Igual",0.382,0.703,0.361,0.284,0.329,0.204,0.319,0.215,0
"P40","Mejor",0.147,0.163,0.125,0.134,0.087,0.142,0.077,0.066,0.035
"P40","No sabe",0.031,0,0.048,0.099,0.051,0.149,0.082,0.04,0.123
"P41","Peor",0.569,0.372,0.326,0.388,0.459,0.446,0.476,0.584,0.2
"P41","Igual",0.38,0.137,0.259,0.238,0.304,0.21,0.264,0.229,0.434
"P41","Mejor",0.051,0.269,0.289,0.27,0.179,0.232,0.19,0.114,0
"P41","No sabe",0,0.222,0.126,0.104,0.058,0.112,0.07,0.073,0.366
"P42","Javier Milei",0.348,0.946,0.685,0.599,0.573,0.417,0.354,0.304,0.415
"P42","Los gobernadores",0.652,0.054,0.213,0.274,0.328,0.454,0.501,0.595,0.194
"P42","No sabe",0,0,0.102,0.127,0.099,0.129,0.145,0.101,0.391
"P43","Muy buena",0.294,0,0.086,0.178,0.116,0.136,0.069,0.178,0
"P43","Buena",0.176,0.201,0.072,0.129,0.148,0.181,0.238,0.214,0.018
"P43","Ni buena ni mala",0.019,0.409,0.261,0.322,0.252,0.331,0.313,0.333,0.32
"P43","Mala",0.429,0.182,0.265,0.235,0.287,0.267,0.213,0.174,0.209
"P43","Muy mala",0.066,0.208,0.306,0.133,0.19,0.06,0.148,0.098,0
"P43","No sabe",0.016,0,0.01,0.003,0.007,0.025,0.019,0.003,0.453
"P45","Muy buena",0.303,0,0.066,0.055,0.085,0.157,0.091,0.197,0.124
"P45","Buena",0.2,0.163,0.054,0.138,0.147,0.128,0.193,0.179,0
"P45","Ni buena ni mala",0.152,0.195,0.185,0.353,0.201,0.358,0.26,0.315,0.064
"P45","Mala",0.219,0.274,0.242,0.256,0.312,0.103,0.238,0.16,0.28
"P45","Muy mala",0.093,0.368,0.423,0.191,0.226,0.149,0.176,0.117,0.267
"P45","No sabe",0.033,0,0.03,0.007,0.029,0.105,0.042,0.032,0.265
"P46","Muy buena",0.537,0,0.077,0.093,0.131,0.114,0.121,0.133,0
"P46","Buena",0.048,0.212,0.235,0.16,0.202,0.227,0.171,0.115,0
"P46","Ni buena ni mala",0.23,0.294,0.317,0.439,0.317,0.316,0.373,0.347,0.877
"P46","Mala",0.017,0.201,0.13,0.137,0.215,0.145,0.158,0.201,0
"P46","Muy mala",0.152,0.293,0.172,0.147,0.099,0.1,0.125,0.136,0
"P46","No sabe",0.016,0,0.069,0.024,0.036,0.098,0.052,0.068,0.123
"P49","Muy buena",0.151,0.162,0.095,0.153,0.152,0.224,0.244,0.345,0.124
"P49","Buena",0.334,0,0.077,0.053,0.091,0.16,0.114,0.128,0.282
"P49","Ni buena ni mala",0.184,0,0.027,0.105,0.07,0.15,0.097,0.159,0.019
"P49","Mala",0.208,0.236,0.111,0.11,0.232,0.16,0.242,0.171,0.1
"P49","Muy mala",0.123,0.602,0.69,0.574,0.44,0.292,0.298,0.185,0.475
"P49","No sabe",0,0,0,0.005,0.015,0.014,0.005,0.012,0
"P50","Muy buena",0.557,0.209,0.077,0.165,0.135,0.04,0.063,0.082,0
"P50","Buena",0.229,0.234,0.186,0.234,0.209,0.19,0.168,0.073,0.232
"P50","Ni buena ni mala",0.016,0.16,0.39,0.145,0.2,0.208,0.202,0.174,0.292
"P50","Mala",0.013,0.249,0.145,0.227,0.198,0.291,0.276,0.271,0.301
"P50","Muy mala",0.185,0.148,0.187,0.205,0.253,0.271,0.288,0.397,0.175
"P50","No sabe",0,0,0.015,0.024,0.005,0,0.003,0.003,0
"P51","Muy buena",0.164,0,0.034,0.122,0.075,0.09,0.091,0.173,0.126
"P51","Buena",0.03,0.218,0.065,0.075,0.101,0.156,0.131,0.189,0.017
"P51","Ni buena ni mala",0.019,0.18,0.076,0.061,0.108,0.129,0.245,0.245,0.283
"P51","Mala",0.666,0,0.181,0.245,0.21,0.299,0.216,0.192,0.1
"P51","Muy mala",0.121,0.602,0.634,0.497,0.497,0.326,0.314,0.198,0.474
"P51","No sabe",0,0,0.01,0,0.009,0,0.003,0.003,0
"P52","Muy buena",0.152,0,0.119,0.196,0.16,0.176,0.241,0.343,0.126
"P52","Buena",0.182,0.165,0.01,0.089,0.104,0.112,0.123,0.118,0.052
"P52","Ni buena ni mala",0,0,0.043,0.012,0.075,0.154,0.125,0.132,0.018
"P52","Mala",0.228,0.053,0.153,0.113,0.134,0.237,0.194,0.184,0.127
"P52","Muy mala",0.438,0.782,0.675,0.59,0.506,0.282,0.314,0.203,0.677
"P52","No sabe",0,0,0,0,0.021,0.039,0.003,0.02,0
"P53","Muy buena",0.451,0.782,0.495,0.403,0.379,0.29,0.264,0.17,0.267
"P53","Buena",0.209,0.052,0.169,0.22,0.205,0.199,0.155,0.112,0.144
"P53","Ni buena ni mala",0,0,0.1,0.028,0.083,0.071,0.1,0.121,0.018
"P53","Mala",0.019,0.166,0.025,0.101,0.075,0.166,0.154,0.184,0.035
"P53","Muy mala",0.321,0,0.196,0.248,0.252,0.24,0.324,0.399,0.306
"P53","No sabe",0,0,0.015,0,0.006,0.034,0.003,0.014,0.23
"P54","Muy buena",0.431,0.361,0.334,0.248,0.323,0.209,0.175,0.129,0.099
"P54","Buena",0.229,0.473,0.275,0.298,0.231,0.173,0.251,0.13,0.415
"P54","Ni buena ni mala",0.152,0,0.187,0.164,0.091,0.141,0.108,0.144,0.045
"P54","Mala",0.019,0.166,0.058,0.065,0.097,0.224,0.126,0.172,0.035
"P54","Muy mala",0.169,0,0.136,0.219,0.251,0.253,0.334,0.418,0.176
"P54","No sabe",0,0,0.01,0.006,0.007,0,0.006,0.007,0.23
"P55","Muy buena",0.467,0.41,0.568,0.358,0.367,0.26,0.241,0.172,0.247
"P55","Buena",0.212,0.424,0.198,0.267,0.176,0.128,0.16,0.104,0
"P55","Ni buena ni mala",0.017,0.166,0.059,0.063,0.125,0.17,0.191,0.195,0.577
"P55","Mala",0.152,0,0.015,0.091,0.076,0.155,0.114,0.148,0
"P55","Muy mala",0.152,0,0.145,0.19,0.241,0.235,0.278,0.361,0.176
"P55","No sabe",0,0,0.015,0.031,0.015,0.052,0.016,0.02,0
"P56","Muy buena",0.332,0.065,0.126,0.159,0.083,0.027,0.056,0.074,0.328
"P56","Buena",0.049,0.083,0.223,0.156,0.242,0.222,0.188,0.111,0
"P56","Ni buena ni mala",0.407,0.479,0.401,0.413,0.411,0.348,0.367,0.389,0.508
"P56","Mala",0.031,0.373,0.11,0.177,0.121,0.168,0.185,0.178,0
"P56","Muy mala",0.181,0,0.092,0.045,0.11,0.15,0.172,0.204,0
"P56","No sabe",0,0,0.048,0.05,0.033,0.085,0.032,0.044,0.164
