"var","categoria","Inseguridad y narcotráfico","Altos impuestos y tarifas","Educación y estado de las escuelas","Inflación","Estado de la salud","Corrupción","Pobreza","Medio ambiente, incendios y contaminación","Falta de trabajo","No sabe"
"P31","1-Excelente",0.16,0.132,0.166,0.133,0.121,0.154,0.035,0.152,0.114,0.402
"P31","2",0.095,0.134,0.127,0.075,0.071,0,0.092,0,0.019,0.271
"P31","3",0.089,0.089,0.093,0.111,0.075,0.104,0.112,0,0.087,0
"P31","4",0.083,0.107,0.062,0.047,0.017,0.08,0.033,0,0.097,0
"P31","5",0.128,0.166,0.17,0.164,0.179,0.162,0.199,0.205,0.08,0
"P31","6",0.055,0.058,0.068,0.082,0.108,0.029,0.174,0,0.034,0.057
"P31","7",0.048,0.065,0.064,0.059,0.044,0.028,0.056,0,0.185,0.121
"P31","8",0.079,0.052,0.03,0.091,0.057,0.103,0.065,0.643,0.027,0
"P31","9-Pésimo",0.192,0.146,0.148,0.164,0.26,0.306,0.201,0,0.232,0.081
"P31","No sabe",0.071,0.051,0.072,0.074,0.068,0.034,0.033,0,0.125,0.068
"P32","Oponerse totalmente y elevar un recurso de amparo ante la corte",0.608,0.347,0.359,0.5,0.386,0.241,0.499,1,0.653,0.12
"P32","Oponerse y tratar de negociar con el gobierno nacional a cambio de apoyo legislativo en otros temas",0.131,0.193,0.174,0.177,0.187,0.097,0.188,0,0.043,0.61
"P32","Apoyar las iniciativas del gobierno nacional y así no tener problemas con la participación",0.112,0.173,0.25,0.136,0.155,0.152,0.178,0,0.009,0.171
"P32","Apoyar totalmente la iniciativa del gobierno nacional porque es lo que votó la mayoría del pueblo argentino",0.118,0.25,0.139,0.142,0.232,0.447,0.135,0,0.251,0
"P32","No sabe",0.031,0.037,0.078,0.045,0.04,0.063,0,0,0.044,0.099
"P28","1-Excelente",0.16,0.153,0.193,0.122,0.129,0.106,0.036,0.358,0.069,0.523
"P28","2",0.098,0.167,0.072,0.093,0.097,0.088,0.027,0,0.053,0.1
"P28","3",0.059,0.051,0.082,0.066,0.043,0.041,0.172,0,0,0.171
"P28","4",0.066,0.065,0.049,0.069,0.029,0.068,0.06,0,0.081,0
"P28","5",0.205,0.187,0.263,0.188,0.148,0.213,0.241,0,0.225,0
"P28","6",0.068,0.058,0.055,0.088,0.075,0.016,0.03,0,0,0.057
"P28","7",0.044,0.053,0.06,0.077,0.096,0.033,0.286,0.642,0.201,0
"P28","8",0.072,0.034,0.045,0.071,0.088,0.104,0.027,0,0.027,0.081
"P28","9-Pésimo",0.178,0.183,0.111,0.169,0.281,0.307,0.088,0,0.276,0
"P28","No sabe",0.05,0.049,0.07,0.057,0.014,0.024,0.033,0,0.068,0.068
"P29","1-Excelente",0.173,0.13,0.188,0.119,0.11,0.073,0.017,0.153,0.098,0.403
"P29","2",0.123,0.193,0.092,0.102,0.084,0.082,0.047,0,0,0.339
"P29","3",0.073,0.078,0.084,0.097,0.081,0.106,0.23,0,0.075,0
"P29","4",0.062,0.08,0.072,0.059,0.023,0.046,0,0,0.07,0
"P29","5",0.149,0.148,0.137,0.094,0.147,0.13,0.244,0.205,0.277,0.12
"P29","6",0.061,0.066,0.083,0.084,0.012,0.015,0.004,0,0,0
"P29","7",0.034,0.04,0.063,0.096,0.078,0.031,0.116,0.642,0.054,0.057
"P29","8",0.042,0.052,0.058,0.059,0.067,0.178,0.221,0,0.072,0.081
"P29","9-Pésimo",0.243,0.186,0.139,0.228,0.382,0.324,0.088,0,0.331,0
"P29","No sabe",0.04,0.027,0.084,0.062,0.016,0.015,0.033,0,0.023,0
"P30","1-Excelente",0.155,0.139,0.192,0.119,0.129,0.079,0.035,0.153,0.099,0.404
"P30","2",0.102,0.141,0.088,0.084,0.051,0.099,0.109,0,0.019,0.099
"P30","3",0.077,0.13,0.102,0.089,0.077,0.082,0.064,0,0.038,0
"P30","4",0.063,0.07,0.099,0.079,0.068,0.082,0.092,0,0.104,0.171
"P30","5",0.139,0.113,0.13,0.147,0.155,0.127,0.129,0.205,0.109,0.12
"P30","6",0.072,0.077,0.071,0.079,0.039,0.029,0.273,0,0,0.125
"P30","7",0.053,0.065,0.062,0.061,0.063,0.08,0.087,0,0.22,0
"P30","8",0.064,0.073,0.059,0.086,0.121,0.116,0.07,0.642,0.053,0
"P30","9-Pésimo",0.213,0.164,0.125,0.19,0.286,0.291,0.088,0,0.29,0.081
"P30","No sabe",0.062,0.028,0.072,0.066,0.011,0.015,0.053,0,0.068,0
"P31","1-Excelente",0.16,0.132,0.166,0.133,0.121,0.154,0.035,0.152,0.114,0.402
"P31","2",0.095,0.134,0.127,0.075,0.071,0,0.092,0,0.019,0.271
"P31","3",0.089,0.089,0.093,0.111,0.075,0.104,0.112,0,0.087,0
"P31","4",0.083,0.107,0.062,0.047,0.017,0.08,0.033,0,0.097,0
"P31","5",0.128,0.166,0.17,0.164,0.179,0.162,0.199,0.205,0.08,0
"P31","6",0.055,0.058,0.068,0.082,0.108,0.029,0.174,0,0.034,0.057
"P31","7",0.048,0.065,0.064,0.059,0.044,0.028,0.056,0,0.185,0.121
"P31","8",0.079,0.052,0.03,0.091,0.057,0.103,0.065,0.643,0.027,0
"P31","9-Pésimo",0.192,0.146,0.148,0.164,0.26,0.306,0.201,0,0.232,0.081
"P31","No sabe",0.071,0.051,0.072,0.074,0.068,0.034,0.033,0,0.125,0.068
"P32","Oponerse totalmente y elevar un recurso de amparo ante la corte",0.608,0.347,0.359,0.5,0.386,0.241,0.499,1,0.653,0.12
"P32","Oponerse y tratar de negociar con el gobierno nacional a cambio de apoyo legislativo en otros temas",0.131,0.193,0.174,0.177,0.187,0.097,0.188,0,0.043,0.61
"P32","Apoyar las iniciativas del gobierno nacional y así no tener problemas con la participación",0.112,0.173,0.25,0.136,0.155,0.152,0.178,0,0.009,0.171
"P32","Apoyar totalmente la iniciativa del gobierno nacional porque es lo que votó la mayoría del pueblo argentino",0.118,0.25,0.139,0.142,0.232,0.447,0.135,0,0.251,0
"P32","No sabe",0.031,0.037,0.078,0.045,0.04,0.063,0,0,0.044,0.099
"P33","Oponerse totalmente y no concurrir a la convocatoria",0.493,0.226,0.267,0.405,0.289,0.232,0.426,0.205,0.41,0.12
"P33","Oponerse parcialmente y concurrir a la convocatoria",0.181,0.206,0.233,0.185,0.169,0.094,0.081,0.795,0.269,0.169
"P33","Apoyar la iniciativa del gobierno nacional y negociar otros temas en discusión",0.178,0.308,0.326,0.244,0.308,0.289,0.262,0,0.139,0.54
"P33","Apoyar totalmente la iniciativa del gobierno nacional",0.117,0.229,0.114,0.13,0.194,0.339,0.212,0,0.182,0.171
"P33","No sabe",0.031,0.031,0.06,0.036,0.04,0.046,0.019,0,0,0
"P34","Oponerse totalmente",0.529,0.254,0.288,0.455,0.338,0.233,0.333,0.847,0.458,0.12
"P34","Oponerse parcialmente",0.124,0.188,0.11,0.08,0.098,0.069,0.224,0.153,0.178,0.225
"P34","Apoyar parcialmente",0.178,0.266,0.397,0.244,0.258,0.199,0.226,0,0.06,0.655
"P34","Apoyar totalmente",0.133,0.258,0.146,0.199,0.245,0.435,0.217,0,0.26,0
"P34","No sabe",0.036,0.034,0.059,0.022,0.061,0.064,0,0,0.044,0
"P39","Muy buena",0.122,0.032,0.034,0,0.003,0,0,0,0.008,0
"P39","Buena",0.09,0.317,0.083,0.039,0.025,0.016,0,0.153,0.05,0.057
"P39","Ni buena ni mala",0.236,0.303,0.717,0.104,0.134,0.185,0.222,0.847,0.396,0.643
"P39","Mala",0.325,0.24,0.139,0.785,0.235,0.332,0.312,0,0.351,0.18
"P39","Muy mala",0.191,0.085,0.017,0.039,0.59,0.146,0.466,0,0.127,0
"P39","No sabe",0.036,0.023,0.01,0.033,0.013,0.321,0,0,0.068,0.12
"P40","Peor",0.828,0.287,0.33,0.576,0.724,0.498,0.717,0.847,0.475,0.093
"P40","Igual",0.091,0.646,0.318,0.191,0.194,0.287,0.191,0.153,0.33,0.788
"P40","Mejor",0.039,0.051,0.301,0.048,0.038,0.034,0.032,0,0.072,0
"P40","No sabe",0.042,0.016,0.051,0.185,0.044,0.181,0.06,0,0.123,0.119
"P41","Peor",0.745,0.204,0.252,0.543,0.623,0.425,0.732,0.154,0.361,0.097
"P41","Igual",0.136,0.587,0.236,0.193,0.164,0.252,0.073,0,0.141,0.267
"P41","Mejor",0.078,0.184,0.415,0.085,0.129,0.168,0.175,0.643,0.278,0.412
"P41","No sabe",0.041,0.025,0.097,0.179,0.084,0.155,0.02,0.203,0.22,0.224
"P42","Javier Milei",0.345,0.486,0.392,0.385,0.483,0.564,0.324,0,0.262,0.167
"P42","Los gobernadores",0.575,0.417,0.381,0.51,0.458,0.265,0.584,1,0.521,0.296
"P42","No sabe",0.08,0.097,0.227,0.105,0.059,0.171,0.092,0,0.217,0.537
"P43","Muy buena",0.146,0.141,0.175,0.083,0.082,0.076,0.032,0.64,0.034,0
"P43","Buena",0.185,0.265,0.192,0.179,0.158,0.07,0.145,0.155,0.368,0.062
"P43","Ni buena ni mala",0.308,0.273,0.414,0.295,0.217,0.223,0.294,0.205,0.282,0.653
"P43","Mala",0.214,0.177,0.152,0.335,0.265,0.316,0.292,0,0.085,0.285
"P43","Muy mala",0.143,0.131,0.049,0.089,0.278,0.28,0.237,0,0.048,0
"P43","No sabe",0.004,0.013,0.018,0.019,0,0.035,0,0,0.183,0
"P45","Muy buena",0.178,0.111,0.109,0.114,0.113,0.057,0.113,0,0.311,0
"P45","Buena",0.168,0.176,0.16,0.178,0.144,0.102,0.145,0.362,0.124,0.125
"P45","Ni buena ni mala",0.265,0.31,0.34,0.291,0.174,0.184,0.368,0.638,0.143,0.076
"P45","Mala",0.173,0.189,0.242,0.222,0.312,0.339,0.009,0,0.056,0.27
"P45","Muy mala",0.169,0.186,0.107,0.158,0.246,0.26,0.344,0,0.182,0.104
"P45","No sabe",0.047,0.028,0.042,0.037,0.011,0.058,0.021,0,0.184,0.425
"P46","Muy buena",0.143,0.185,0.095,0.073,0.122,0.14,0.07,0,0.047,0
"P46","Buena",0.134,0.208,0.188,0.15,0.131,0.144,0.22,0.155,0.015,0.511
"P46","Ni buena ni mala",0.343,0.328,0.408,0.356,0.268,0.421,0.175,0,0.621,0.076
"P46","Mala",0.179,0.172,0.185,0.212,0.156,0.047,0.164,0.208,0.13,0
"P46","Muy mala",0.143,0.081,0.083,0.13,0.24,0.087,0.286,0.637,0.143,0.103
"P46","No sabe",0.058,0.026,0.041,0.079,0.083,0.161,0.085,0,0.044,0.31
"P49","Muy buena",0.33,0.19,0.223,0.232,0.19,0.117,0.19,0.153,0.461,0.126
"P49","Buena",0.139,0.096,0.095,0.145,0.166,0.042,0.052,0,0.103,0
"P49","Ni buena ni mala",0.141,0.093,0.137,0.112,0.058,0.073,0.103,0.847,0.087,0.18
"P49","Mala",0.174,0.236,0.212,0.233,0.09,0.185,0.113,0,0.068,0.087
"P49","Muy mala",0.215,0.381,0.317,0.27,0.496,0.492,0.542,0,0.237,0.607
"P49","No sabe",0.001,0.004,0.016,0.008,0,0.091,0,0,0.044,0
"P50","Muy buena",0.099,0.13,0.085,0.057,0.084,0.065,0.069,0,0.021,0
"P50","Buena",0.108,0.248,0.156,0.125,0.131,0.157,0.038,0,0.069,0
"P50","Ni buena ni mala",0.142,0.214,0.283,0.163,0.171,0.368,0.162,0,0.161,0.542
"P50","Mala",0.298,0.205,0.202,0.319,0.177,0.181,0.161,0,0.321,0.059
"P50","Muy mala",0.35,0.201,0.268,0.336,0.437,0.195,0.57,1,0.383,0.399
"P50","No sabe",0.003,0.002,0.006,0,0,0.034,0,0,0.045,0
"P51","Muy buena",0.189,0.092,0.071,0.096,0.018,0.06,0.028,0,0.252,0.1
"P51","Buena",0.134,0.119,0.159,0.193,0.11,0.047,0.2,0.849,0.196,0.083
"P51","Ni buena ni mala",0.225,0.158,0.206,0.172,0.192,0.174,0.138,0,0.2,0.108
"P51","Mala",0.208,0.246,0.237,0.246,0.215,0.149,0.072,0,0.067,0.124
"P51","Muy mala",0.241,0.385,0.326,0.29,0.453,0.565,0.562,0.151,0.24,0.585
"P51","No sabe",0.003,0,0.001,0.003,0.012,0.005,0,0,0.045,0
"P52","Muy buena",0.334,0.167,0.201,0.25,0.19,0.171,0.181,0.356,0.343,0.232
"P52","Buena",0.13,0.091,0.063,0.131,0.171,0.023,0.159,0,0.203,0
"P52","Ni buena ni mala",0.119,0.119,0.136,0.077,0.073,0.067,0.087,0.644,0.084,0.345
"P52","Mala",0.174,0.175,0.22,0.214,0.111,0.169,0.052,0,0.082,0
"P52","Muy mala",0.235,0.443,0.368,0.282,0.437,0.565,0.5,0,0.243,0.423
"P52","No sabe",0.008,0.005,0.012,0.046,0.018,0.005,0.021,0,0.045,0
"P53","Muy buena",0.226,0.354,0.274,0.234,0.316,0.373,0.166,0,0.205,0.184
"P53","Buena",0.103,0.238,0.199,0.119,0.144,0.217,0.201,0,0.031,0.509
"P53","Ni buena ni mala",0.078,0.092,0.164,0.081,0.086,0.101,0.065,0,0.036,0.075
"P53","Mala",0.19,0.105,0.134,0.163,0.099,0.029,0.105,0,0.05,0
"P53","Muy mala",0.401,0.209,0.21,0.357,0.355,0.256,0.463,1,0.633,0.232
"P53","No sabe",0.002,0.002,0.019,0.046,0,0.024,0,0,0.045,0
"P54","Muy buena",0.178,0.259,0.2,0.178,0.194,0.226,0.112,0,0.039,0.184
"P54","Buena",0.151,0.288,0.233,0.148,0.191,0.312,0.226,0,0.233,0.508
"P54","Ni buena ni mala",0.109,0.162,0.151,0.109,0.141,0.147,0.065,0,0.021,0.014
"P54","Mala",0.15,0.102,0.163,0.183,0.088,0.067,0.128,0,0.182,0.061
"P54","Muy mala",0.41,0.187,0.232,0.364,0.386,0.248,0.469,1,0.48,0.233
"P54","No sabe",0.002,0.002,0.021,0.018,0,0,0,0,0.045,0
"P55","Muy buena",0.189,0.336,0.286,0.243,0.317,0.398,0.256,0,0.238,0.197
"P55","Buena",0.123,0.212,0.166,0.121,0.131,0.121,0.129,0,0.033,0.539
"P55","Ni buena ni mala",0.161,0.214,0.226,0.118,0.097,0.219,0.11,0,0.049,0.015
"P55","Mala",0.132,0.092,0.124,0.16,0.082,0.045,0.147,0,0.049,0
"P55","Muy mala",0.369,0.145,0.168,0.337,0.373,0.217,0.337,1,0.454,0.249
"P55","No sabe",0.026,0.001,0.03,0.021,0,0,0.021,0,0.177,0
"P56","Muy buena",0.092,0.117,0.066,0.037,0.051,0.065,0.029,0,0.01,0.288
"P56","Buena",0.105,0.295,0.22,0.118,0.124,0.197,0.061,0,0.13,0
"P56","Ni buena ni mala",0.379,0.363,0.461,0.363,0.362,0.379,0.444,0.206,0.415,0.015
"P56","Mala",0.17,0.124,0.106,0.254,0.208,0.12,0.057,0.794,0.145,0.249
"P56","Muy mala",0.218,0.079,0.093,0.176,0.207,0.121,0.388,0,0.254,0
"P56","No sabe",0.036,0.022,0.054,0.052,0.048,0.118,0.021,0,0.046,0.448
