"var","categoria","Si","No","No sabe"
"P29","No sabe",0.046,0.062,0.067
"P30","1-Excelente",0.172,0.144,0.153
"P30","2",0.087,0.124,0.088
"P30","3",0.086,0.071,0.129
"P30","4",0.081,0.068,0.073
"P30","5",0.117,0.143,0.107
"P30","6",0.067,0.069,0.061
"P30","7",0.061,0.056,0.052
"P30","8",0.082,0.071,0.054
"P30","9-Pésimo",0.198,0.198,0.203
"P30","No sabe",0.049,0.056,0.08
"P31","1-Excelente",0.158,0.146,0.141
"P31","2",0.085,0.104,0.11
"P31","3",0.077,0.084,0.119
"P31","4",0.075,0.073,0.076
"P31","5",0.18,0.12,0.147
"P31","6",0.061,0.079,0.032
"P31","7",0.045,0.057,0.05
"P31","8",0.064,0.071,0.056
"P31","9-Pésimo",0.204,0.186,0.15
"P31","No sabe",0.051,0.08,0.119
"P32","Oponerse totalmente y elevar un recurso de amparo ante la corte",0.363,0.569,0.442
"P32","Oponerse y tratar de negociar con el gobierno nacional a cambio de apoyo legislativo en otros temas",0.173,0.151,0.156
"P32","Apoyar las iniciativas del gobierno nacional y así no tener problemas con la participación",0.199,0.124,0.148
"P32","Apoyar totalmente la iniciativa del gobierno nacional porque es lo que votó la mayoría del pueblo argentino",0.225,0.13,0.157
"P32","No sabe",0.04,0.026,0.097
"P28","1-Excelente",0.2,0.141,0.199
"P28","2",0.121,0.11,0.086
"P28","3",0.042,0.063,0.064
"P28","4",0.056,0.057,0.055
"P28","5",0.195,0.198,0.163
"P28","6",0.047,0.066,0.072
"P28","7",0.05,0.062,0.048
"P28","8",0.051,0.067,0.042
"P28","9-Pésimo",0.191,0.178,0.157
"P28","No sabe",0.047,0.058,0.114
"P29","1-Excelente",0.181,0.124,0.188
"P29","2",0.12,0.133,0.127
"P29","3",0.052,0.095,0.11
"P29","4",0.051,0.06,0.055
"P29","5",0.152,0.127,0.125
"P29","6",0.068,0.047,0.043
"P29","7",0.034,0.064,0.05
"P29","8",0.072,0.067,0.027
"P29","9-Pésimo",0.224,0.221,0.208
"P29","No sabe",0.046,0.062,0.067
"P30","1-Excelente",0.172,0.144,0.153
"P30","2",0.087,0.124,0.088
"P30","3",0.086,0.071,0.129
"P30","4",0.081,0.068,0.073
"P30","5",0.117,0.143,0.107
"P30","6",0.067,0.069,0.061
"P30","7",0.061,0.056,0.052
"P30","8",0.082,0.071,0.054
"P30","9-Pésimo",0.198,0.198,0.203
"P30","No sabe",0.049,0.056,0.08
"P31","1-Excelente",0.158,0.146,0.141
"P31","2",0.085,0.104,0.11
"P31","3",0.077,0.084,0.119
"P31","4",0.075,0.073,0.076
"P31","5",0.18,0.12,0.147
"P31","6",0.061,0.079,0.032
"P31","7",0.045,0.057,0.05
"P31","8",0.064,0.071,0.056
"P31","9-Pésimo",0.204,0.186,0.15
"P31","No sabe",0.051,0.08,0.119
"P32","Oponerse totalmente y elevar un recurso de amparo ante la corte",0.363,0.569,0.442
"P32","Oponerse y tratar de negociar con el gobierno nacional a cambio de apoyo legislativo en otros temas",0.173,0.151,0.156
"P32","Apoyar las iniciativas del gobierno nacional y así no tener problemas con la participación",0.199,0.124,0.148
"P32","Apoyar totalmente la iniciativa del gobierno nacional porque es lo que votó la mayoría del pueblo argentino",0.225,0.13,0.157
"P32","No sabe",0.04,0.026,0.097
"P33","Oponerse totalmente y no concurrir a la convocatoria",0.28,0.463,0.311
"P33","Oponerse parcialmente y concurrir a la convocatoria",0.173,0.2,0.205
"P33","Apoyar la iniciativa del gobierno nacional y negociar otros temas en discusión",0.33,0.188,0.243
"P33","Apoyar totalmente la iniciativa del gobierno nacional",0.193,0.118,0.16
"P33","No sabe",0.024,0.031,0.081
"P34","Oponerse totalmente",0.29,0.513,0.354
"P34","Oponerse parcialmente",0.126,0.132,0.109
"P34","Apoyar parcialmente",0.309,0.184,0.26
"P34","Apoyar totalmente",0.244,0.156,0.174
"P34","No sabe",0.031,0.015,0.103
"P35","Inseguridad y narcotráfico",0.318,0.35,0.414
"P35","Altos impuestos y tarifas",0.244,0.178,0.112
"P35","Educación y estado de las escuelas",0.158,0.154,0.212
"P35","Inflación",0.114,0.185,0.142
"P35","Estado de la salud",0.085,0.071,0.051
"P35","Corrupción",0.054,0.029,0.043
"P35","Pobreza",0.008,0.008,0.005
"P35","Medio ambiente, incendios y contaminación",0.004,0.001,0.002
"P35","Falta de trabajo",0.014,0.021,0.014
"P35","No sabe",0.001,0.003,0.005
"P39","Muy buena",0.083,0.042,0.03
"P39","Buena",0.142,0.118,0.058
"P39","Ni buena ni mala",0.287,0.282,0.382
"P39","Mala",0.297,0.389,0.326
"P39","Muy mala",0.154,0.138,0.145
"P39","No sabe",0.037,0.031,0.059
"P40","Peor",0.533,0.622,0.557
"P40","Igual",0.322,0.246,0.228
"P40","Mejor",0.093,0.079,0.089
"P40","No sabe",0.052,0.053,0.126
"P41","Peor",0.423,0.588,0.453
"P41","Igual",0.269,0.254,0.222
"P41","Mejor",0.223,0.106,0.199
"P41","No sabe",0.085,0.052,0.126
"P42","Javier Milei",0.507,0.327,0.363
"P42","Los gobernadores",0.396,0.588,0.419
"P42","No sabe",0.097,0.085,0.218
"P43","Muy buena",0.178,0.099,0.108
"P43","Buena",0.218,0.196,0.157
"P43","Ni buena ni mala",0.259,0.297,0.416
"P43","Mala",0.203,0.263,0.169
"P43","Muy mala",0.138,0.132,0.114
"P43","No sabe",0.004,0.013,0.036
"P45","Muy buena",0.104,0.183,0.097
"P45","Buena",0.142,0.203,0.131
"P45","Ni buena ni mala",0.296,0.264,0.278
"P45","Mala",0.229,0.19,0.209
"P45","Muy mala",0.206,0.131,0.183
"P45","No sabe",0.023,0.029,0.102
"P46","Muy buena",0.169,0.125,0.06
"P46","Buena",0.144,0.18,0.146
"P46","Ni buena ni mala",0.369,0.323,0.384
"P46","Mala",0.149,0.192,0.187
"P46","Muy mala",0.135,0.121,0.119
"P46","No sabe",0.034,0.059,0.104
"P49","Muy buena",0.196,0.316,0.225
"P49","Buena",0.099,0.122,0.155
"P49","Ni buena ni mala",0.095,0.114,0.17
"P49","Mala",0.225,0.187,0.146
"P49","Muy mala",0.38,0.255,0.28
"P49","No sabe",0.005,0.006,0.024
"P50","Muy buena",0.124,0.073,0.07
"P50","Buena",0.142,0.154,0.143
"P50","Ni buena ni mala",0.208,0.164,0.232
"P50","Mala",0.255,0.265,0.221
"P50","Muy mala",0.265,0.341,0.328
"P50","No sabe",0.006,0.003,0.006
"P51","Muy buena",0.091,0.135,0.135
"P51","Buena",0.123,0.174,0.112
"P51","Ni buena ni mala",0.154,0.217,0.226
"P51","Mala",0.24,0.206,0.21
"P51","Muy mala",0.388,0.268,0.307
"P51","No sabe",0.004,0,0.01
"P52","Muy buena",0.193,0.331,0.189
"P52","Buena",0.107,0.11,0.122
"P52","Ni buena ni mala",0.079,0.125,0.142
"P52","Mala",0.213,0.152,0.175
"P52","Muy mala",0.403,0.276,0.322
"P52","No sabe",0.005,0.006,0.05
"P53","Muy buena",0.369,0.204,0.224
"P53","Buena",0.157,0.14,0.181
"P53","Ni buena ni mala",0.084,0.099,0.113
"P53","Mala",0.127,0.157,0.147
"P53","Muy mala",0.261,0.382,0.313
"P53","No sabe",0.002,0.018,0.022
"P54","Muy buena",0.264,0.144,0.18
"P54","Buena",0.232,0.183,0.186
"P54","Ni buena ni mala",0.134,0.124,0.123
"P54","Mala",0.119,0.138,0.182
"P54","Muy mala",0.247,0.404,0.311
"P54","No sabe",0.004,0.007,0.018
"P55","Muy buena",0.332,0.209,0.23
"P55","Buena",0.176,0.126,0.133
"P55","Ni buena ni mala",0.152,0.161,0.22
"P55","Mala",0.105,0.127,0.127
"P55","Muy mala",0.218,0.36,0.255
"P55","No sabe",0.017,0.017,0.035
"P56","Muy buena",0.127,0.055,0.037
"P56","Buena",0.207,0.137,0.154
"P56","Ni buena ni mala",0.364,0.385,0.428
"P56","Mala",0.144,0.19,0.15
"P56","Muy mala",0.124,0.199,0.151
"P56","No sabe",0.034,0.034,0.08
