"var","categoria","1-Excelente","2","3","4","5","6","7","8","9-Pésimo","No sabe"
"P19","Buena",0.092,0.144,0.071,0.131,0.243,0.335,0.108,0.081,0.032,0.159
"P19","Ni buena ni mala",0.158,0.381,0.755,0.628,0.341,0.369,0.314,0.185,0.191,0.409
"P19","Mala",0.463,0.103,0.063,0.228,0.188,0.296,0.349,0.454,0.419,0.099
"P19","Muy mala",0.099,0.12,0.031,0,0.199,0,0.202,0.242,0.33,0.167
"P19","No sabe",0.024,0.132,0.053,0,0.007,0,0,0,0.004,0
"P20","Gobierno nacional",0.303,0.272,0.286,0.367,0.374,0.805,0.222,0.391,0.244,0.461
"P20","Gobierno provincial",0.533,0.533,0.418,0.405,0.496,0.141,0.505,0.571,0.646,0.446
"P20","No sabe",0.164,0.195,0.296,0.228,0.13,0.054,0.273,0.038,0.11,0.093
"P21","El anterior gobierno de Arabela Carreras",0.612,0.138,0.082,0.448,0.081,0.385,0.836,0.098,0.434,0.242
"P21","El actual gobierno de Alberto Weretilneck",0.388,0.819,0.248,0.228,0.441,0.463,0.124,0.803,0.385,0.259
"P21","No sabe",0,0.043,0.67,0.324,0.478,0.152,0.04,0.099,0.181,0.499
"P22","El anterior gobierno de Alberto Fernández",0.05,0.863,0.091,0.048,0.05,0.334,0.083,0.051,0.03,0.738
"P22","El actual gobierno de Javier Milei",0.95,0.137,0.255,0.952,0.934,0.666,0.917,0.949,0.97,0.233
"P22","No sabe",0,0,0.654,0,0.016,0,0,0,0,0.029
"P23","Empleado sector publico",0.122,0.097,0.201,0.145,0.244,0.141,0.326,0.165,0.068,0.13
"P23","Empleado sector privado",0.094,0.428,0.163,0.198,0.154,0.324,0.388,0.35,0.269,0.234
"P23","Changas o trabajos eventuales",0.283,0.135,0.073,0.241,0.195,0.062,0.07,0.282,0.156,0.325
"P23","Estudiante",0.089,0,0,0,0.084,0.179,0,0,0.061,0
"P23","Amas de casa",0.007,0.078,0.192,0.195,0.065,0.055,0,0.038,0.03,0.09
"P23","Profesional o independiente",0.212,0.043,0.248,0.162,0.068,0.172,0.119,0.077,0.17,0.122
"P23","Comerciante, emprendedor o empresario",0.024,0.04,0.029,0.025,0.08,0,0.079,0.033,0.044,0.04
"P23","Trabajador informal",0,0.016,0.065,0,0.05,0,0,0,0,0
"P23","No tengo trabajo",0.169,0.163,0.029,0.034,0.06,0.067,0.018,0.055,0.202,0.059
"P24","Muy de acuerdo",0.215,0.195,0.186,0.095,0.136,0.251,0.076,0.123,0.118,0.178
"P24","De acuerdo",0.217,0.302,0.256,0.084,0.211,0.326,0.392,0.323,0.161,0.229
"P24","Ni de acuerdo ni en desacuerdo",0.238,0.178,0.358,0.601,0.447,0.232,0.362,0.363,0.312,0.52
"P24","En desacuerdo",0.167,0.253,0.13,0.132,0.092,0.122,0.144,0.174,0.153,0.019
"P24","Muy en desacuerdo",0.154,0.055,0.058,0.013,0.097,0.069,0,0,0.253,0.054
"P24","No sabe",0.009,0.017,0.012,0.075,0.017,0,0.026,0.017,0.003,0
"P25","Muy de acuerdo",0.268,0.024,0.151,0.152,0.118,0.076,0.144,0.04,0.191,0
"P25","De acuerdo",0.04,0.292,0.148,0.081,0.107,0.091,0.197,0.159,0.189,0.117
"P25","Ni de acuerdo ni en desacuerdo",0.338,0.218,0.111,0.293,0.261,0.02,0.026,0.252,0.155,0.351
"P25","En desacuerdo",0.165,0.339,0.497,0.366,0.329,0.487,0.258,0.425,0.239,0.461
"P25","Muy en desacuerdo",0.177,0.127,0.081,0.108,0.185,0.326,0.375,0.124,0.223,0.019
"P25","No sabe",0.012,0,0.012,0,0,0,0,0,0.003,0.052
"P26","Si",0.714,0.439,0.598,0.497,0.68,0.914,0.852,0.74,0.709,0.613
"P26","No",0.286,0.561,0.402,0.503,0.32,0.086,0.148,0.26,0.291,0.387
"P27","Muy de acuerdo",0.146,0.083,0.085,0.133,0.112,0.092,0.223,0.302,0.267,0.247
"P27","De acuerdo",0.168,0.214,0.102,0.286,0.184,0.039,0.192,0.07,0.098,0.138
"P27","Ni de acuerdo ni en desacuerdo",0.25,0.389,0.358,0.199,0.351,0.127,0.121,0.107,0.207,0.243
"P27","En desacuerdo",0.299,0.276,0.168,0.188,0.295,0.338,0.352,0.404,0.203,0.234
"P27","Muy en desacuerdo",0.132,0.038,0.287,0.194,0.058,0.404,0.112,0.117,0.218,0.138
"P27","No sabe",0.005,0,0,0,0,0,0,0,0.007,0
"P28","Si",0.756,0.55,0.484,0.512,0.779,0.902,0.787,0.795,0.802,0.475
"P28","No",0.244,0.45,0.516,0.488,0.221,0.098,0.213,0.205,0.198,0.525
"P29","Muy de acuerdo",0.238,0.103,0.042,0.142,0.029,0.141,0.057,0.218,0.316,0.068
"P29","De acuerdo",0.229,0.358,0.254,0.146,0.278,0,0.304,0.269,0.229,0.285
"P29","Ni de acuerdo ni en desacuerdo",0.214,0.252,0.406,0.485,0.095,0.101,0.034,0.078,0.138,0.259
"P29","En desacuerdo",0.253,0.235,0.177,0.12,0.272,0.379,0.525,0.401,0.134,0.317
"P29","Muy en desacuerdo",0.047,0.038,0.048,0.073,0.234,0.379,0.08,0.034,0.172,0.071
"P29","No sabe",0.019,0.014,0.073,0.034,0.092,0,0,0,0.011,0
"P30","No estaba enterado",0.149,0.255,0.358,0.431,0.078,0.043,0.153,0.034,0.146,0.466
"P30","De acuerdo",0.602,0.35,0.159,0.369,0.429,0.151,0.306,0.425,0.543,0.221
"P30","En desacuerdo",0.243,0.378,0.371,0.172,0.377,0.776,0.313,0.516,0.282,0.233
"P30","No sabe",0.006,0.017,0.112,0.028,0.116,0.03,0.228,0.025,0.029,0.08
"P31","No tengo cable ni internet",0.088,0.15,0.062,0.317,0.111,0.092,0.055,0,0.24,0.25
"P31","Si tuve",0.752,0.684,0.299,0.427,0.594,0.637,0.752,0.383,0.578,0.207
"P31","No tuve",0.16,0.166,0.639,0.256,0.295,0.271,0.193,0.617,0.182,0.543
"P32","Reclamando directamente a la empresa",0.359,0.253,0.151,0.434,0.232,0.08,0.135,0.171,0.142,0.561
"P32","Reclamando en el Enacom porque la empresa nunca lo resolvió",0.207,0.526,0.262,0.309,0.581,0.181,0.467,0.324,0.452,0.141
"P32","Nunca se pudo resolver",0.434,0.221,0.587,0.257,0.187,0.739,0.398,0.505,0.406,0.298
"P33","1-Excelente",0.643,0.232,0.032,0.044,0.023,0,0,0.069,0.019,0.072
"P33","2",0.222,0.437,0.129,0.389,0.015,0,0,0.038,0.007,0.059
"P33","3",0,0.096,0.25,0.207,0.04,0,0,0,0.006,0.028
"P33","4",0.008,0.032,0.062,0.119,0.026,0.032,0.013,0.039,0.003,0.036
"P33","5",0.061,0.069,0.191,0.153,0.709,0.244,0.034,0.037,0,0.234
"P33","6",0,0,0.026,0.063,0.064,0.417,0.115,0.072,0.004,0
"P33","7",0,0.026,0,0,0.032,0.068,0.344,0.009,0.029,0
"P33","8",0,0.053,0.041,0.025,0.059,0.239,0.335,0.359,0.097,0
"P33","9-Pésimo",0.012,0.04,0,0,0.032,0,0.159,0.377,0.835,0.13
"P33","No sabe",0.054,0.015,0.269,0,0,0,0,0,0,0.441
"P34","1-Excelente",0.805,0.192,0.177,0.2,0.137,0,0,0,0,0.078
"P34","2",0.117,0.495,0.073,0,0,0.041,0.015,0.038,0,0
"P34","3",0,0.014,0.372,0.101,0.031,0.061,0,0,0,0
"P34","4",0.051,0.082,0.05,0.495,0.063,0.032,0.019,0,0.003,0
"P34","5",0,0.07,0.101,0.151,0.512,0.037,0.072,0.107,0.052,0.182
"P34","6",0,0.009,0.021,0.053,0.057,0.27,0.057,0.017,0.003,0.052
"P34","7",0.027,0,0.015,0,0.062,0.101,0.047,0,0,0.036
"P34","8",0,0.015,0.053,0,0.052,0.235,0.474,0.174,0.082,0
"P34","9-Pésimo",0,0.108,0.009,0,0.086,0.223,0.316,0.664,0.86,0.13
"P34","No sabe",0,0.015,0.129,0,0,0,0,0,0,0.522
"P36","1-Excelente",0.502,0.302,0.203,0.102,0,0,0,0,0,0
"P36","2",0.24,0.435,0.246,0.174,0.027,0,0,0.031,0,0.069
"P36","3",0.173,0.117,0.171,0.044,0.072,0.039,0,0,0,0
"P36","4",0,0.062,0.029,0.53,0.072,0.023,0.023,0,0,0.048
"P36","5",0.07,0.012,0.277,0.094,0.535,0.176,0.338,0.296,0.057,0
"P36","6",0,0,0,0.035,0.187,0.129,0.129,0.042,0.051,0
"P36","7",0,0,0.015,0.021,0,0.123,0.117,0.105,0.003,0
"P36","8",0,0,0.042,0,0.018,0.228,0.068,0.45,0.092,0
"P36","9-Pésimo",0,0.06,0.008,0,0.068,0.282,0.286,0.076,0.797,0.065
"P36","No sabe",0.015,0.012,0.009,0,0.021,0,0.039,0,0,0.818
"P37","Oponerse totalmente y elevar un recurso de amparo ante la corte",0.186,0.339,0.47,0.505,0.354,0.807,0.63,0.55,0.38,0.618
"P37","Oponerse y tratar de negociar con el gobierno nacional a cambio de apoyo legislativo en otros temas",0.323,0.415,0.287,0.105,0.291,0.134,0.048,0.023,0.135,0.24
"P37","Apoyar las iniciativas del gobierno nacional y así no tener problemas con la participación",0.289,0.103,0.072,0.299,0.147,0.04,0.025,0.126,0.285,0.052
"P37","Apoyar totalmente la iniciativa del gobierno nacional porque es lo que votó la mayoría del pueblo argentino",0.202,0.136,0.111,0.073,0.208,0.019,0.297,0.301,0.194,0.074
"P37","No sabe",0,0.007,0.06,0.018,0,0,0,0,0.006,0.016
"P38","Oponerse totalmente y no concurrir a la convocatoria",0.167,0.208,0.512,0.166,0.234,0.731,0.488,0.456,0.327,0.454
"P38","Oponerse parcialmente y concurrir a la convocatoria",0.06,0.359,0.165,0.429,0.194,0.14,0.175,0.084,0.113,0.278
"P38","Apoyar la iniciativa del gobierno nacional y negociar otros temas en discusión",0.407,0.36,0.191,0.176,0.288,0.084,0.056,0.383,0.438,0.137
"P38","Apoyar totalmente la iniciativa del gobierno nacional",0.366,0.037,0.08,0.215,0.278,0.045,0.281,0.077,0.114,0.054
"P38","No sabe",0,0.036,0.052,0.014,0.006,0,0,0,0.008,0.077
"P39","Oponerse totalmente",0.199,0.178,0.47,0.362,0.301,0.832,0.537,0.415,0.35,0.54
"P39","Oponerse parcialmente",0.116,0.355,0.094,0.224,0.085,0.039,0.061,0.084,0.099,0.239
"P39","Apoyar parcialmente",0.268,0.326,0.395,0.32,0.365,0.07,0.081,0.128,0.292,0.037
"P39","Apoyar totalmente",0.417,0.071,0.027,0.074,0.24,0.059,0.321,0.373,0.259,0.09
"P39","No sabe",0,0.07,0.014,0.02,0.009,0,0,0,0,0.094
"P40","Inseguridad y narcotráfico",0.416,0.225,0.414,0.314,0.378,0.262,0.177,0.511,0.378,0.351
"P40","Altos impuestos y tarifas",0.17,0.473,0.196,0.118,0.067,0.122,0.073,0.165,0.14,0.08
"P40","Educación y estado de las escuelas",0.25,0.202,0.154,0.329,0.267,0.098,0.238,0.068,0.169,0.17
"P40","Inflación",0.121,0.06,0.054,0.128,0.061,0.447,0.076,0.06,0.056,0.038
"P40","Estado de la salud",0.023,0.033,0.077,0.111,0.191,0.028,0.436,0.132,0.167,0.186
"P40","Corrupción",0.02,0.007,0.054,0,0,0.014,0,0.054,0.043,0.081
"P40","Pobreza",0,0,0.009,0,0,0,0,0.01,0,0
"P40","Medio ambiente, incendios y contaminación",0,0,0,0,0.015,0,0,0,0,0.094
"P40","Falta de trabajo",0,0,0,0,0.021,0.029,0,0,0.006,0
"P40","No sabe",0,0,0.042,0,0,0,0,0,0.041,0
"P44","Muy buena",0.152,0.043,0,0,0,0,0.017,0,0.036,0
"P44","Buena",0.009,0.332,0.03,0.055,0.059,0.053,0.015,0.028,0.097,0.078
"P44","Ni buena ni mala",0.247,0.329,0.564,0.154,0.453,0.249,0.383,0.367,0.129,0.595
"P44","Mala",0.224,0.193,0.281,0.675,0.264,0.495,0.223,0.528,0.286,0.131
"P44","Muy mala",0.368,0.054,0.092,0.116,0.224,0.203,0.362,0.077,0.441,0.196
"P44","No sabe",0,0.049,0.033,0,0,0,0,0,0.011,0
"P45","Peor",0.562,0.451,0.648,0.712,0.81,0.841,0.664,0.861,0.869,0.664
"P45","Igual",0.404,0.455,0.289,0.143,0.172,0.125,0.336,0.044,0.079,0.336
"P45","Mejor",0,0.06,0,0.073,0.007,0.015,0,0.055,0.024,0
"P45","No sabe",0.034,0.034,0.063,0.072,0.011,0.019,0,0.04,0.028,0
"P46","Peor",0.55,0.351,0.585,0.476,0.483,0.782,0.687,0.743,0.668,0.541
"P46","Igual",0.276,0.447,0.168,0.406,0.256,0.097,0.177,0.163,0.179,0.36
"P46","Mejor",0.137,0.106,0.177,0.044,0.229,0.121,0.116,0.062,0.142,0.061
"P46","No sabe",0.037,0.096,0.07,0.074,0.032,0,0.02,0.032,0.011,0.038
"P47","Javier Milei",0.669,0.174,0.268,0.329,0.647,0.302,0.678,0.204,0.528,0.137
"P47","Los gobernadores",0.18,0.682,0.626,0.52,0.319,0.677,0.309,0.761,0.313,0.728
"P47","No sabe",0.151,0.144,0.106,0.151,0.034,0.021,0.013,0.035,0.159,0.135
"P48","Muy buena",0.037,0.094,0.166,0.028,0.026,0.333,0,0.034,0.029,0.182
"P48","Buena",0.131,0.4,0.037,0.175,0.244,0.148,0.119,0.124,0.013,0.105
"P48","Ni buena ni mala",0.062,0.307,0.661,0.366,0.309,0.216,0.282,0.195,0.11,0.484
"P48","Mala",0.441,0.119,0.118,0.302,0.136,0.303,0.541,0.563,0.464,0.038
"P48","Muy mala",0.329,0.08,0.018,0.129,0.285,0,0.058,0.084,0.384,0.191
"P48","No sabe",0,0,0,0,0,0,0,0,0,0
"P49","Muy buena",0.028,0.071,0.132,0.061,0.033,0.047,0.168,0,0.027,0
"P49","Buena",0.03,0.314,0.034,0.087,0.061,0.146,0.06,0,0.035,0.129
"P49","Ni buena ni mala",0.429,0.2,0.295,0.065,0.359,0.122,0.08,0.119,0.052,0.395
"P49","Mala",0.276,0.324,0.439,0.359,0.258,0.361,0.546,0.64,0.33,0.095
"P49","Muy mala",0.237,0.091,0.1,0.428,0.283,0.324,0.146,0.241,0.556,0.337
"P49","No sabe",0,0,0,0,0.006,0,0,0,0,0.044
"P50","Muy buena",0.055,0.09,0.008,0,0.069,0.321,0.209,0.068,0.072,0.115
"P50","Buena",0.125,0.447,0.152,0.183,0.174,0.115,0.059,0.043,0.049,0.279
"P50","Ni buena ni mala",0.108,0.203,0.5,0.36,0.144,0.411,0.128,0.511,0.194,0.333
"P50","Mala",0.549,0.09,0.231,0.072,0.287,0.056,0.126,0.218,0.249,0.17
"P50","Muy mala",0.163,0.126,0.067,0.343,0.316,0.082,0.478,0.16,0.433,0.058
"P50","No sabe",0,0.044,0.042,0.042,0.01,0.015,0,0,0.003,0.045
"P51","Muy buena",0.248,0.117,0.013,0.036,0.052,0.013,0.15,0,0.116,0.104
"P51","Buena",0.124,0.268,0.157,0.185,0.18,0.133,0.067,0.108,0.086,0.218
"P51","Ni buena ni mala",0.456,0.478,0.495,0.383,0.344,0.027,0.154,0.083,0.222,0.53
"P51","Mala",0.04,0.075,0.208,0.216,0.323,0.408,0.122,0.191,0.172,0.06
"P51","Muy mala",0.132,0.062,0.049,0.138,0.074,0.404,0.507,0.155,0.322,0.043
"P51","No sabe",0,0,0.078,0.042,0.027,0.015,0,0.463,0.082,0.045
"P54","Muy buena",0.1,0.192,0.39,0.042,0.115,0.486,0.292,0.154,0.084,0.272
"P54","Buena",0.05,0.244,0.199,0.278,0.143,0.247,0.055,0.013,0.08,0.104
"P54","Ni buena ni mala",0.031,0.134,0.107,0.148,0.046,0.046,0.056,0.501,0.09,0.228
"P54","Mala",0.198,0.095,0.102,0.147,0.326,0.033,0.101,0.068,0.226,0.115
"P54","Muy mala",0.621,0.335,0.202,0.293,0.37,0.188,0.496,0.264,0.52,0.281
"P54","No sabe",0,0,0,0.092,0,0,0,0,0,0
"P55","Muy buena",0.19,0.071,0.009,0.092,0.065,0.069,0.045,0.076,0.053,0
"P55","Buena",0.122,0.402,0.081,0.274,0.216,0.085,0.198,0.063,0.22,0.039
"P55","Ni buena ni mala",0.055,0.148,0.077,0.072,0.388,0.016,0.045,0.039,0.184,0.167
"P55","Mala",0.177,0.163,0.627,0.336,0.092,0.071,0.115,0.102,0.138,0.358
"P55","Muy mala",0.456,0.216,0.206,0.226,0.234,0.759,0.597,0.72,0.405,0.376
"P55","No sabe",0,0,0,0,0.005,0,0,0,0,0.06
"P56","Muy buena",0.053,0.033,0.012,0.014,0.034,0.072,0.086,0,0.048,0
"P56","Buena",0.027,0.32,0.411,0.109,0.34,0.433,0.083,0.046,0.11,0.119
"P56","Ni buena ni mala",0.073,0.249,0.177,0.329,0.061,0.316,0.271,0.253,0.031,0.143
"P56","Mala",0.217,0.118,0.206,0.13,0.197,0.021,0.48,0.476,0.266,0.418
"P56","Muy mala",0.63,0.28,0.152,0.326,0.368,0.158,0.08,0.225,0.545,0.275
"P56","No sabe",0,0,0.042,0.092,0,0,0,0,0,0.045
"P57","Muy buena",0.121,0.206,0.176,0.284,0.174,0.808,0.219,0.119,0.09,0.142
"P57","Buena",0.02,0.23,0,0.079,0.107,0.015,0.052,0.174,0.129,0.019
"P57","Ni buena ni mala",0.04,0.262,0.242,0.098,0.065,0,0.398,0.015,0,0.189
"P57","Mala",0.211,0.053,0.11,0.117,0.318,0.034,0.237,0.452,0.246,0.33
"P57","Muy mala",0.608,0.249,0.153,0.292,0.336,0.143,0.094,0.24,0.531,0.274
"P57","No sabe",0,0,0.319,0.13,0,0,0,0,0.004,0.046
"P58","Muy buena",0.393,0.045,0.144,0.228,0.341,0.123,0.126,0.144,0.371,0.103
"P58","Buena",0.067,0.429,0.122,0.186,0.242,0.015,0.165,0.08,0.156,0.107
"P58","Ni buena ni mala",0.365,0.192,0.065,0.072,0.063,0.016,0.398,0.019,0.055,0.046
"P58","Mala",0.028,0.085,0.296,0.265,0.074,0.015,0.04,0.045,0.048,0.272
"P58","Muy mala",0.147,0.249,0.331,0.249,0.275,0.831,0.271,0.712,0.365,0.472
"P58","No sabe",0,0,0.042,0,0.005,0,0,0,0.005,0
"P59","Muy buena",0.685,0.108,0.161,0.37,0.235,0.111,0.201,0.18,0.209,0.141
"P59","Buena",0.107,0.408,0.136,0.093,0.243,0.015,0.09,0.045,0.261,0
"P59","Ni buena ni mala",0,0.149,0.036,0.051,0.197,0.028,0,0.034,0.147,0.172
"P59","Mala",0.043,0.122,0.23,0.047,0.05,0.015,0.021,0.399,0.011,0.296
"P59","Muy mala",0.165,0.213,0.395,0.439,0.275,0.831,0.688,0.342,0.367,0.391
"P59","No sabe",0,0,0.042,0,0,0,0,0,0.005,0
"P60","Muy buena",0.676,0.16,0.182,0.277,0.451,0.111,0.227,0.185,0.44,0.141
"P60","Buena",0.069,0.434,0.066,0.144,0.201,0.015,0.064,0.119,0.128,0
"P60","Ni buena ni mala",0.102,0.164,0.175,0.098,0.031,0.028,0,0.016,0.114,0.31
"P60","Mala",0.06,0.058,0.085,0.126,0.036,0.324,0.06,0.029,0.014,0.149
"P60","Muy mala",0.093,0.184,0.414,0.355,0.281,0.522,0.649,0.651,0.3,0.4
"P60","No sabe",0,0,0.078,0,0,0,0,0,0.004,0
"P61","Muy buena",0.221,0.064,0.033,0.035,0.027,0.057,0.014,0.081,0.036,0.115
"P61","Buena",0.058,0.457,0.105,0.075,0.282,0.037,0.079,0.269,0.216,0.018
"P61","Ni buena ni mala",0.514,0.261,0.434,0.592,0.525,0.107,0.674,0.034,0.313,0.468
"P61","Mala",0.12,0.131,0.059,0.194,0.052,0.403,0.143,0.135,0.209,0.25
"P61","Muy mala",0.087,0.04,0.049,0.042,0.109,0.381,0.09,0.111,0.222,0.103
"P61","No sabe",0,0.047,0.32,0.062,0.005,0.015,0,0.37,0.004,0.046
