"var","categoria","Seguro lo votaria","Quizás lo votaría","Nunca lo votaría"
"P26","Aún no lo tengo decidido",0.035,0.029,0.011
"P27","Horacio Rodríguez Larreta por Juntos por el Cambio",0.261,0.252,0.273
"P27","Patricia Bullrich por Juntos por el Cambio",0.544,0.641,0.552
"P27","Facundo Manes por Juntos por el Cambio",0.04,0.041,0.05
"P27","Alberto Fernández por el Frente de Todos",0,0.005,0.039
"P27","Sergio Massa por el Frente de Todos",0.008,0.012,0.048
"P27","Javier Milei por los liberales libertarios",0.116,0.007,0.01
"P27","Nicolás del Caño por la izquierda",0,0.007,0.008
"P27","Otros candidatos",0,0.004,0.012
"P27","Aún no lo tengo decidido",0.031,0.031,0.008
"P28","Cristina Fernández de Kirchner por el Frente de Todos",0,0.031,0.08
"P28","Mauricio Macri por Juntos por el Cambio",0.629,0.736,0.755
"P28","Javier Milei por los liberales libertarios",0.21,0.073,0.015
"P28","Nicolás del Caño por la izquierda",0.009,0,0.022
"P28","Otro candidato",0.136,0.087,0.087
"P28","Aún no lo tengo decidido",0.016,0.073,0.041
"P30","Horacio Rodríguez Larreta por Juntos por el Cambio",0.573,0.576,0.623
"P30","Alberto Fernández por el Frente de Todos",0.011,0.057,0.097
"P30","Javier Milei por los liberales libertarios",0.291,0.162,0.01
"P30","Nicolás del Caño por la izquierda",0,0.004,0.032
"P30","Otro candidato",0.075,0.135,0.156
"P30","Aún no lo tengo decidido",0.05,0.066,0.082
"P32","Sergio Massa presidente por el Frente de Todos",0.036,0.05,0.061
"P32","Patricia Bullrich por Juntos por el Cambio",0.72,0.765,0.776
"P32","Javier Milei por los liberales libertarios",0.211,0.047,0.002
"P32","Nicolás del Caño por la izquierda",0,0.004,0.028
"P32","Otro candidato",0.022,0.09,0.071
"P32","Aún no lo tengo decidido",0.011,0.044,0.062
"P34","Sergio Massa presidente por el Frente de Todos",0.056,0.083,0.086
"P34","Horacio Rodríguez Larreta por Juntos por el Cambio",0.511,0.545,0.646
"P34","Javier Milei por los liberales libertarios",0.329,0.17,0.016
"P34","Nicolás del Caño por la izquierda",0,0,0.03
"P34","Otro candidato",0.087,0.118,0.144
"P34","Aún no lo tengo decidido",0.017,0.084,0.078
"P36","Cristina Fernández de Kirchner por el Frente de Todos",0.032,0.06,0.095
"P36","Horacio Rodríguez Larreta por Juntos por el Cambio",0.543,0.531,0.679
"P36","Javier Milei por los liberales libertarios",0.336,0.21,0.037
"P36","Nicolás del Caño por la izquierda",0,0,0.022
"P36","Otro candidato",0.079,0.127,0.112
"P36","Aún no lo tengo decidido",0.01,0.072,0.055
"P37","Sergio Massa presidente por el Frente de Todos",0.013,0.004,0.075
"P37","Mauricio Macri por Juntos por el Cambio",0.573,0.723,0.728
"P37","Javier Milei por los liberales libertarios",0.306,0.089,0.005
"P37","Nicolás del Caño por la izquierda",0.01,0.008,0.035
"P37","Otro candidato",0.076,0.125,0.071
"P37","Aún no lo tengo decidido",0.022,0.051,0.086
"P38","Alberto Fernández por el Frente de Todos",0,0.025,0.043
"P38","Mauricio Macri por Juntos por el Cambio",0.599,0.743,0.788
"P38","Javier Milei por los liberales libertarios",0.282,0.082,0
"P38","Nicolás del Caño por la izquierda",0.011,0.013,0.038
"P38","Otro candidato",0.087,0.098,0.082
"P38","Aún no lo tengo decidido",0.021,0.039,0.049
"P39","Cristina Fernández de Kirchner por el Frente de Todos",0.014,0.053,0.106
"P39","Mauricio Macri por Juntos por el Cambio",0.784,0.867,0.807
"P39","No sabe",0.202,0.08,0.087
"P40","Alberto Fernández por el Frente de Todos",0,0.035,0.068
"P40","Horacio Rodríguez Larreta por Juntos por el Cambio",0.853,0.76,0.779
"P40","No sabe",0.147,0.205,0.153
"P41","Sergio Massa presidente por el Frente de Todos",0,0.022,0.04
"P41","Patricia Bullrich por Juntos por el Cambio",0.863,0.879,0.839
"P41","No sabe",0.137,0.099,0.121
"P42","Sergio Massa presidente por el Frente de Todos",0.006,0.038,0.072
"P42","Mauricio Macri por Juntos por el Cambio",0.866,0.888,0.84
"P42","No sabe",0.128,0.074,0.088
"P43","Sergio Massa presidente por el Frente de Todos",0.006,0.034,0.103
"P43","Javier Milei por los liberales libertarios",0.646,0.626,0.322
"P43","No sabe",0.348,0.34,0.575
"P44","Horacio Rodríguez Larreta por Juntos por el Cambio",0.519,0.506,0.631
"P44","Javier Milei por los liberales libertarios",0.371,0.361,0.106
"P44","No sabe",0.11,0.133,0.263
"P45","Muy buena",0.017,0.042,0.026
"P45","Buena",0.092,0.041,0.013
"P45","Ni buena ni mala",0.077,0.067,0.053
"P45","Mala",0.099,0.061,0.123
"P45","Muy mala",0.715,0.789,0.767
"P45","No sabe",0,0,0.018
"P46","Muy buena",0,0,0.03
"P46","Buena",0,0,0.01
"P46","Ni buena ni mala",0.014,0.06,0.044
"P46","Mala",0.155,0.087,0.058
"P46","Muy mala",0.826,0.851,0.858
"P46","No sabe",0.005,0.002,0
"P47","Muy buena",0,0.027,0.063
"P47","Buena",0,0.008,0.012
"P47","Ni buena ni mala",0,0.004,0.006
"P47","Mala",0.077,0.063,0.031
"P47","Muy mala",0.923,0.891,0.881
"P47","No sabe",0,0.007,0.007
"P48","Muy buena",0.362,0.405,0.363
"P48","Buena",0.277,0.342,0.324
"P48","Ni buena ni mala",0.173,0.109,0.113
"P48","Mala",0.018,0.041,0.026
"P48","Muy mala",0.17,0.1,0.172
"P48","No sabe",0,0.003,0.002
"P49","Muy buena",0.417,0.201,0.266
"P49","Buena",0.441,0.356,0.436
"P49","Ni buena ni mala",0.043,0.31,0.184
"P49","Mala",0.043,0.057,0.028
"P49","Muy mala",0.056,0.074,0.084
"P49","No sabe",0,0.002,0.002
"P50","Muy buena",0.019,0.029,0.058
"P50","Buena",0.021,0.032,0.064
"P50","Ni buena ni mala",0.026,0.096,0.08
"P50","Mala",0.273,0.15,0.152
"P50","Muy mala",0.661,0.693,0.646
"P50","No sabe",0,0,0
"P51","Muy buena",0.541,0.5,0.471
"P51","Buena",0.206,0.272,0.271
"P51","Ni buena ni mala",0.109,0.123,0.097
"P51","Mala",0.027,0.031,0.032
"P51","Muy mala",0.117,0.068,0.125
"P51","No sabe",0,0.006,0.004
"P52","Muy buena",0.308,0.103,0.044
"P52","Buena",0.311,0.311,0.119
"P52","Ni buena ni mala",0.238,0.479,0.346
"P52","Mala",0.097,0.046,0.217
"P52","Muy mala",0.036,0.04,0.257
"P52","No sabe",0.01,0.021,0.017
"P53","Muy buena",0.379,0.314,0.285
"P53","Buena",0.389,0.361,0.291
"P53","Ni buena ni mala",0.149,0.237,0.23
"P53","Mala",0.041,0.05,0.05
"P53","Muy mala",0.042,0.038,0.126
"P53","No sabe",0,0,0.018
"P54","Muy buena",0.066,0.013,0.06
"P54","Buena",0.015,0.083,0.023
"P54","Ni buena ni mala",0.055,0.109,0.093
"P54","Mala",0.21,0.158,0.181
"P54","Muy mala",0.647,0.635,0.64
"P54","No sabe",0.007,0.002,0.003
"P55","Muy buena",0.102,0.081,0.058
"P55","Buena",0.155,0.125,0.161
"P55","Ni buena ni mala",0.356,0.347,0.327
"P55","Mala",0.167,0.192,0.247
"P55","Muy mala",0.22,0.245,0.194
"P55","No sabe",0,0.01,0.013
"P57","Siempre",0.297,0.287,0.295
"P57","Casi siempre",0.278,0.412,0.467
"P57","Casi nunca",0.248,0.275,0.196
"P57","Nunca, pero esta es una excepción",0.177,0.026,0.042
"P58","Si",0.55,0.68,0.591
"P58","No",0.45,0.32,0.409
