"var","categoria","Muy positiva","Positiva","Neutral","Algo negativa","Negativa","No sabe"
"P14","Bastante seguro",0.081,0.159,0.139,0.086,0.031,0.014
"P14","Algo seguro",0.048,0.111,0.149,0.123,0.022,0.103
"P14","Para nada seguro",0.065,0.014,0.075,0.064,0.074,0.197
"P18","Si",0.464,0.495,0.47,0.397,0.412,0.432
"P18","No",0.536,0.505,0.53,0.603,0.588,0.568
"P19","Pablo Todero a Diputado Nacional por Unión por la Patria",0.295,0.061,0.041,0.142,0.208,0.034
"P19","Francisco Sánchez a Diputado Nacional por Juntos por el Cambio",0.131,0.117,0.265,0.146,0.193,0.129
"P19","Nadia Márquez a Diputada Nacional por Arriba Neuquén",0.146,0.22,0.174,0.305,0.106,0.172
"P19","Sandro Badilla a diputado nacional por el movimiento popular neuquino",0.233,0.323,0.17,0.229,0.066,0
"P19","Patricia Jure a Diputada Nacional por el Frente de Izquierda",0.09,0.16,0.18,0.082,0.015,0
"P19","En blanco",0.031,0.047,0.068,0.014,0.304,0.058
"P19","No sabe",0.074,0.072,0.102,0.082,0.108,0.607
"P22","Con políticas de shock, mano dura y castigando a los corruptos y ladrones",0.248,0.313,0.563,0.7,0.707,0.4
"P22","Con políticas muy estudiadas y progresivas  para que las transformaciones de fondo necesarias se puedan realizar",0.179,0.243,0.14,0.154,0.179,0.244
"P22","Con políticas de desarrollo que permitan el crecimiento con inclusión social",0.383,0.263,0.13,0.049,0.076,0.25
"P22","Con políticas que limiten los privilegios de los que más tienen y favorezcan a los sectores más vulnerables",0.066,0.092,0.038,0,0,0
"P22","Con políticas revolucionarias que permitan la transformación igualitaria de la sociedad apoyándose en las mayorías populares",0.073,0.071,0.013,0.023,0.016,0
"P22","No sabe",0.051,0.018,0.116,0.074,0.022,0.106
"P23","No estaba enterado del tema",0.197,0.174,0.107,0.194,0.033,0.089
"P23","Un tema de la vida privada de él",0.238,0.241,0.057,0.023,0.292,0.113
"P23","Un hecho vergonzoso de exclusiva responsabilidad de él",0.442,0.325,0.198,0.164,0.092,0.145
"P23","Un hecho vergonzoso del cual también es responsable el gobernador Kicillof",0.028,0.095,0.174,0.161,0.175,0.058
"P23","Un hecho vergonzoso que muestran como son los dirigentes que apoyan a Sergio Massa",0.07,0.161,0.411,0.458,0.397,0.397
"P23","No sabe",0.025,0.004,0.053,0,0.011,0.198
"P24","Ha aumentado significativamente",0.234,0.139,0.077,0.017,0.097,0
"P24","Ha aumentado ligeramente",0.268,0.261,0.117,0.097,0.125,0.125
"P24","Se mantiene igual",0.308,0.338,0.315,0.065,0.156,0.258
"P24","Ha disminuido ligeramente",0.113,0.102,0.198,0.444,0.206,0.263
"P24","Ha disminuido significativamente",0.077,0.16,0.293,0.377,0.416,0.354
"P25","No, ninguna dificultad",0.548,0.316,0.25,0.261,0.388,0.401
"P25","Alguna dificultad ocasional",0.265,0.441,0.253,0.437,0.167,0.12
"P25","Sí, dificultades frecuentes",0.187,0.243,0.497,0.302,0.445,0.479
"P26","Sí, absolutamente",0.769,0.43,0.441,0.199,0.168,0.526
"P26","Sí, en cierta medida",0.164,0.435,0.288,0.455,0.267,0.175
"P26","No, en absoluto",0.067,0.135,0.271,0.346,0.565,0.299
"P27","Reducir la inflación",0.545,0.393,0.496,0.51,0.33,0.345
"P27","Implementar reformas fiscales",0.096,0.201,0.12,0.069,0.054,0
"P27","Establecer políticas de control de precios",0.232,0.159,0.037,0.018,0.022,0.212
"P27","Reducir el gasto público",0.077,0.215,0.288,0.364,0.502,0.35
"P27","Estimular la inversión extranjera",0.039,0.028,0.056,0.039,0.092,0.028
"P27","Aumentar los subsidios a los servicios públicos",0.011,0.004,0.003,0,0,0.065
"P28","Muy positiva",0.54,0.137,0.032,0.17,0.088,0.137
"P28","Positiva",0.225,0.46,0.12,0.072,0.018,0.086
"P28","Neutral",0.118,0.222,0.625,0.313,0.22,0.108
"P28","Algo negativa",0.014,0.062,0.071,0.263,0.107,0.171
"P28","Negativa",0.006,0.054,0.061,0.173,0.526,0.061
"P28","No sabe",0.097,0.065,0.091,0.009,0.041,0.437
"P30","Muy positiva",0.618,0.111,0.037,0,0.048,0.073
"P30","Positiva",0.217,0.548,0.075,0.084,0.046,0.096
"P30","Neutral",0.088,0.197,0.579,0.232,0.143,0.162
"P30","Algo negativa",0.031,0.079,0.113,0.437,0.05,0.049
"P30","Negativa",0.014,0.015,0.153,0.204,0.649,0
"P30","No sabe",0.032,0.05,0.043,0.043,0.064,0.62
"P31","Muy positiva",0.81,0.48,0.21,0.33,0.111,0.289
"P31","Positiva",0.091,0.302,0.24,0.122,0.084,0.082
"P31","Neutral",0.062,0.085,0.348,0.17,0.123,0.078
"P31","Algo negativa",0.008,0.113,0.143,0.27,0.14,0.17
"P31","Negativa",0.016,0.018,0.059,0.064,0.542,0
"P31","No sabe",0.013,0.002,0,0.044,0,0.381
"P32","Muy positiva",0.71,0.361,0.282,0.18,0.259,0.371
"P32","Positiva",0.16,0.335,0.219,0.215,0.066,0.098
"P32","Neutral",0.063,0.126,0.268,0.384,0.145,0.116
"P32","Algo negativa",0.004,0.112,0.145,0.095,0.063,0.034
"P32","Negativa",0.041,0.01,0.039,0.057,0.397,0
"P32","No sabe",0.022,0.056,0.047,0.069,0.07,0.381
"P33","Muy buena",0.252,0.175,0.089,0.183,0.055,0.384
"P33","Buena",0.275,0.314,0.263,0.024,0.093,0.016
"P33","Ni buena ni mala",0.295,0.414,0.424,0.596,0.393,0.465
"P33","Mala",0.099,0.044,0.157,0.109,0.15,0.079
"P33","Muy mala",0.053,0.037,0.06,0.067,0.272,0.034
"P33","No sabe",0.026,0.016,0.007,0.021,0.037,0.022
"P34","Muy buena",0.214,0.068,0.085,0.007,0.021,0.166
"P34","Buena",0.369,0.191,0.122,0.196,0.085,0.129
"P34","Ni buena ni mala",0.229,0.503,0.358,0.192,0.153,0.425
"P34","Mala",0.137,0.09,0.258,0.312,0.186,0.204
"P34","Muy mala",0.051,0.13,0.147,0.293,0.525,0.036
"P34","No sabe",0,0.018,0.03,0,0.03,0.04
"P35","Muy buena",0.116,0.023,0.062,0,0.072,0.187
"P35","Buena",0.165,0.157,0.08,0.164,0.037,0.128
"P35","Ni buena ni mala",0.307,0.363,0.249,0.193,0.196,0.216
"P35","Mala",0.207,0.216,0.473,0.312,0.138,0.281
"P35","Muy mala",0.193,0.23,0.134,0.331,0.527,0.188
"P35","No sabe",0.012,0.011,0.002,0,0.03,0
"P36","Muy buena",0.163,0.127,0.056,0,0.053,0.017
"P36","Buena",0.217,0.138,0.184,0.193,0.141,0.053
"P36","Ni buena ni mala",0.297,0.352,0.329,0.433,0.355,0.435
"P36","Mala",0.173,0.171,0.236,0.243,0.107,0.215
"P36","Muy mala",0.125,0.169,0.19,0.131,0.316,0.152
"P36","No sabe",0.025,0.043,0.005,0,0.028,0.128
"P37","Muy buena",0.078,0.074,0.016,0,0,0
"P37","Buena",0.116,0.062,0.048,0.025,0.014,0
"P37","Ni buena ni mala",0.363,0.406,0.261,0.112,0.199,0.251
"P37","Mala",0.223,0.239,0.373,0.39,0.08,0.234
"P37","Muy mala",0.183,0.162,0.278,0.448,0.673,0.251
"P37","No sabe",0.037,0.057,0.024,0.025,0.034,0.264
"P38","Muy buena",0.146,0.015,0.035,0.02,0.019,0
"P38","Buena",0.099,0.077,0.029,0.042,0.01,0.018
"P38","Ni buena ni mala",0.359,0.462,0.328,0.183,0.243,0.303
"P38","Mala",0.198,0.208,0.278,0.257,0.108,0.2
"P38","Muy mala",0.132,0.198,0.295,0.377,0.589,0.215
"P38","No sabe",0.066,0.04,0.035,0.121,0.031,0.264
"P39","Si",0.343,0.31,0.35,0.456,0.282,0.513
"P39","No",0.657,0.69,0.65,0.544,0.718,0.487
"PRESIDENTE","Sergio Massa a Presidente y Agustín Rossi a Vicepresidente por Unión por la Patria. ",0.637,0.311,0.096,0.052,0.137,0.282
"PRESIDENTE","Patricia Bullrich a Presidente y Luis Petri a Vicepresidente por Juntos por el Cambio",0.073,0.189,0.266,0.419,0.316,0.336
"PRESIDENTE","Javier Milei a Presidente y Victoria Villarruel a Vicepresidente por la Libertad Avanza",0.171,0.329,0.444,0.446,0.419,0.172
"PRESIDENTE","Myriam Bregman a Presidente y Nicolás del Caño a Vicepresidente por el Frente de Izquierda",0.021,0.093,0.156,0.036,0.08,0.105
"PRESIDENTE","Juan Schiaretti a presidente y Florencio Randazzo a vicepresidente por Hacemos nuestro País",0.033,0.005,0.019,0.014,0.027,0
"PRESIDENTE","En blanco",0.004,0.047,0,0,0.006,0.061
"PRESIDENTE","No sabe",0.061,0.026,0.019,0.033,0.015,0.044
"DIPUTADOS","Pablo Todero a Diputado Nacional por Unión por la Patria",0.511,0.152,0.032,0.102,0.166,0.24
"DIPUTADOS","Francisco Sánchez a Diputado Nacional por Juntos por el Cambio",0.101,0.156,0.235,0.331,0.263,0.233
"DIPUTADOS","Nadia Márquez a Diputada Nacional por Arriba Neuquén",0.128,0.294,0.348,0.379,0.263,0.154
"DIPUTADOS","Sandro Badilla a diputado nacional por el movimiento popular neuquino",0.109,0.198,0.101,0.091,0.022,0.095
"DIPUTADOS","Patricia Jure a Diputada Nacional por el Frente de Izquierda",0.056,0.134,0.195,0.036,0.085,0
"DIPUTADOS","En blanco",0.031,0.027,0.045,0.02,0.149,0.089
"DIPUTADOS","No sabe",0.064,0.039,0.044,0.041,0.052,0.189
"CORTA_DIPUTADOS","Si",0.318,0.375,0.296,0.172,0.253,0.323
"CORTA_DIPUTADOS","No",0.682,0.625,0.704,0.828,0.747,0.677
"P11_imputada","Sergio Massa a Presidente, Agustín Rossi a Vicepresidente y Pablo Todero a Diputado Nacional por Unión por la Patria",0.643,0.319,0.103,0.085,0.144,0.326
"P11_imputada","Patricia Bullrich a Presidente, Luis Petri a Vicepresidente y Francisco Sánchez a Diputado Nacional por Juntos por el Cambio",0.089,0.186,0.266,0.419,0.324,0.336
"P11_imputada","Javier Milei a Presidente, Victoria Villarruel a Vicepresidente por la Libertad Avanza y Nadia Marquez a Diputada Nacional por Arriba Neuquén",0.179,0.341,0.449,0.446,0.419,0.077
"P11_imputada","Sandro Badilla a diputado nacional por el movimiento popular neuquino",0.008,0.022,0.008,0,0,0.095
"P11_imputada","Myriam Bregman a Presidente, Nicolas del Caño a Vicepresidente y Patricia Jure a Diputada Nacional por el Frente de Izquierda",0.042,0.093,0.155,0.036,0.08,0.105
"P11_imputada","Juan Schiaretti a presidente y Florencio Randazzo a vicepresidente",0.032,0.004,0.019,0.014,0.027,0
"P11_imputada","En blanco",0.007,0.035,0,0,0.006,0.061
"P19_imputada","Pablo Todero a Diputado Nacional por Unión por la Patria",0.33,0.07,0.041,0.142,0.208,0.035
"P19_imputada","Francisco Sánchez a Diputado Nacional por Juntos por el Cambio",0.135,0.132,0.28,0.201,0.193,0.452
"P19_imputada","Nadia Márquez a Diputada Nacional por Arriba Neuquén",0.165,0.253,0.2,0.305,0.199,0.172
"P19_imputada","Sandro Badilla a diputado nacional por el movimiento popular neuquino",0.241,0.338,0.201,0.255,0.08,0.165
"P19_imputada","Patricia Jure a Diputada Nacional por el Frente de Izquierda",0.09,0.16,0.203,0.083,0.015,0.118
"P19_imputada","En blanco",0.039,0.047,0.075,0.014,0.305,0.058
"PRESIDENTE_imputada","Sergio Massa a Presidente y Agustín Rossi a Vicepresidente por Unión por la Patria. ",0.647,0.322,0.111,0.085,0.144,0.326
"PRESIDENTE_imputada","Patricia Bullrich a Presidente y Luis Petri a Vicepresidente por Juntos por el Cambio",0.091,0.189,0.266,0.419,0.324,0.336
"PRESIDENTE_imputada","Javier Milei a Presidente y Victoria Villarruel a Vicepresidente por la Libertad Avanza",0.179,0.341,0.449,0.446,0.419,0.172
"PRESIDENTE_imputada","Myriam Bregman a Presidente y Nicolás del Caño a Vicepresidente por el Frente de Izquierda",0.042,0.093,0.155,0.036,0.08,0.105
"PRESIDENTE_imputada","Juan Schiaretti a presidente y Florencio Randazzo a vicepresidente por Hacemos nuestro País",0.033,0.008,0.019,0.014,0.027,0
"PRESIDENTE_imputada","En blanco",0.008,0.047,0,0,0.006,0.061
"DIPUTADOS_imputada","Pablo Todero a Diputado Nacional por Unión por la Patria",0.528,0.163,0.032,0.102,0.166,0.285
"DIPUTADOS_imputada","Francisco Sánchez a Diputado Nacional por Juntos por el Cambio",0.103,0.162,0.242,0.364,0.271,0.336
"DIPUTADOS_imputada","Nadia Márquez a Diputada Nacional por Arriba Neuquén",0.141,0.311,0.359,0.379,0.299,0.154
"DIPUTADOS_imputada","Sandro Badilla a diputado nacional por el movimiento popular neuquino",0.114,0.203,0.114,0.099,0.03,0.095
"DIPUTADOS_imputada","Patricia Jure a Diputada Nacional por el Frente de Izquierda",0.077,0.134,0.204,0.036,0.085,0.041
"DIPUTADOS_imputada","En blanco",0.037,0.027,0.049,0.02,0.149,0.089
