"var","categoria","Totalmente seguro.","Bastante seguro","Algo seguro","Para nada seguro"
"P35","Buena",0.122,0.205,0.096,0.193
"P35","Ni buena ni mala",0.266,0.386,0.425,0.163
"P35","Mala",0.269,0.152,0.236,0.434
"P35","Muy mala",0.261,0.121,0.123,0.21
"P35","No sabe",0.011,0.022,0,0
"P36","Muy buena",0.114,0.071,0.135,0.08
"P36","Buena",0.176,0.277,0.125,0.123
"P36","Ni buena ni mala",0.316,0.338,0.452,0.36
"P36","Mala",0.184,0.131,0.205,0.236
"P36","Muy mala",0.183,0.131,0.067,0.201
"P36","No sabe",0.027,0.052,0.016,0
"P37","Muy buena",0.048,0.031,0.083,0.062
"P37","Buena",0.073,0.138,0,0.043
"P37","Ni buena ni mala",0.309,0.281,0.457,0.284
"P37","Mala",0.249,0.271,0.242,0.256
"P37","Muy mala",0.286,0.175,0.202,0.239
"P37","No sabe",0.035,0.104,0.016,0.116
"P38","Muy buena",0.07,0.031,0.118,0.076
"P38","Buena",0.064,0.118,0.031,0.042
"P38","Ni buena ni mala",0.349,0.379,0.32,0.404
"P38","Mala",0.207,0.173,0.258,0.242
"P38","Muy mala",0.273,0.138,0.168,0.12
"P38","No sabe",0.037,0.161,0.105,0.116
"P39","Si",0.348,0.353,0.209,0.445
"P39","No",0.652,0.647,0.791,0.555
"PRESIDENTE","Sergio Massa a Presidente y Agustín Rossi a Vicepresidente por Unión por la Patria. ",0.421,0.231,0.178,0.212
"PRESIDENTE","Patricia Bullrich a Presidente y Luis Petri a Vicepresidente por Juntos por el Cambio",0.179,0.234,0.204,0.118
"PRESIDENTE","Javier Milei a Presidente y Victoria Villarruel a Vicepresidente por la Libertad Avanza",0.293,0.369,0.365,0.223
"PRESIDENTE","Myriam Bregman a Presidente y Nicolás del Caño a Vicepresidente por el Frente de Izquierda",0.052,0.097,0.182,0.168
"PRESIDENTE","Juan Schiaretti a presidente y Florencio Randazzo a vicepresidente por Hacemos nuestro País",0.021,0.03,0.01,0.038
"PRESIDENTE","En blanco",0.016,0.005,0.002,0.102
"PRESIDENTE","No sabe",0.018,0.034,0.059,0.139
"DIPUTADOS","Pablo Todero a Diputado Nacional por Unión por la Patria",0.311,0.139,0.112,0.228
"DIPUTADOS","Francisco Sánchez a Diputado Nacional por Juntos por el Cambio",0.166,0.195,0.193,0.075
"DIPUTADOS","Nadia Márquez a Diputada Nacional por Arriba Neuquén",0.245,0.296,0.331,0.152
"DIPUTADOS","Sandro Badilla a diputado nacional por el movimiento popular neuquino",0.12,0.195,0.082,0.101
"DIPUTADOS","Patricia Jure a Diputada Nacional por el Frente de Izquierda",0.079,0.07,0.117,0.237
"DIPUTADOS","En blanco",0.044,0.049,0.008,0.059
"DIPUTADOS","No sabe",0.035,0.056,0.157,0.148
"CORTA_DIPUTADOS","Si",0.338,0.343,0.237,0.253
"CORTA_DIPUTADOS","No",0.662,0.657,0.763,0.747
"P11_imputada","Sergio Massa a Presidente, Agustín Rossi a Vicepresidente y Pablo Todero a Diputado Nacional por Unión por la Patria",0.42,0.248,0.171,0.291
"P11_imputada","Patricia Bullrich a Presidente, Luis Petri a Vicepresidente y Francisco Sánchez a Diputado Nacional por Juntos por el Cambio",0.179,0.23,0.204,0.085
"P11_imputada","Javier Milei a Presidente, Victoria Villarruel a Vicepresidente por la Libertad Avanza y Nadia Marquez a Diputada Nacional por Arriba Neuquén",0.295,0.374,0.365,0.247
"P11_imputada","Sandro Badilla a diputado nacional por el movimiento popular neuquino",0.018,0.011,0.007,0.06
"P11_imputada","Myriam Bregman a Presidente, Nicolas del Caño a Vicepresidente y Patricia Jure a Diputada Nacional por el Frente de Izquierda",0.053,0.097,0.241,0.176
"P11_imputada","Juan Schiaretti a presidente y Florencio Randazzo a vicepresidente",0.021,0.03,0.01,0.038
"P11_imputada","En blanco",0.014,0.01,0.002,0.103
"P19_imputada","Pablo Todero a Diputado Nacional por Unión por la Patria",0.231,0.164,0.023,0.263
"P19_imputada","Francisco Sánchez a Diputado Nacional por Juntos por el Cambio",0.164,0.124,0.17,0.247
"P19_imputada","Nadia Márquez a Diputada Nacional por Arriba Neuquén",0.19,0.089,0.493,0.135
"P19_imputada","Sandro Badilla a diputado nacional por el movimiento popular neuquino",0.231,0.464,0.193,0.143
"P19_imputada","Patricia Jure a Diputada Nacional por el Frente de Izquierda",0.096,0.124,0.121,0.168
"P19_imputada","En blanco",0.088,0.035,0,0.044
"PRESIDENTE_imputada","Sergio Massa a Presidente y Agustín Rossi a Vicepresidente por Unión por la Patria. ",0.425,0.248,0.178,0.295
"PRESIDENTE_imputada","Patricia Bullrich a Presidente y Luis Petri a Vicepresidente por Juntos por el Cambio",0.188,0.234,0.204,0.121
"PRESIDENTE_imputada","Javier Milei a Presidente y Victoria Villarruel a Vicepresidente por la Libertad Avanza",0.296,0.375,0.365,0.268
"PRESIDENTE_imputada","Myriam Bregman a Presidente y Nicolás del Caño a Vicepresidente por el Frente de Izquierda",0.054,0.097,0.241,0.176
"PRESIDENTE_imputada","Juan Schiaretti a presidente y Florencio Randazzo a vicepresidente por Hacemos nuestro País",0.021,0.03,0.01,0.038
"PRESIDENTE_imputada","En blanco",0.016,0.016,0.002,0.102
"DIPUTADOS_imputada","Pablo Todero a Diputado Nacional por Unión por la Patria",0.323,0.158,0.116,0.253
"DIPUTADOS_imputada","Francisco Sánchez a Diputado Nacional por Juntos por el Cambio",0.171,0.215,0.214,0.103
"DIPUTADOS_imputada","Nadia Márquez a Diputada Nacional por Arriba Neuquén",0.254,0.296,0.406,0.194
"DIPUTADOS_imputada","Sandro Badilla a diputado nacional por el movimiento popular neuquino",0.125,0.212,0.082,0.109
"DIPUTADOS_imputada","Patricia Jure a Diputada Nacional por el Frente de Izquierda",0.083,0.07,0.174,0.261
"DIPUTADOS_imputada","En blanco",0.044,0.049,0.008,0.08
