"var","categoria","Agua corriente y cloacas","Energía eléctrica","Red de gas natural","Recolección de residuos","Ninguno"
"P13","Mala",0.045,0.119,0.084,0.123,0.082
"P13","Muy mala",0.085,0.095,0.04,0.25,0.033
"P13","No sabe",0.361,0.288,0.432,0.242,0.425
"P14","Muy buena",0.027,0.02,0.019,0.003,0
"P14","Buena",0.04,0.027,0,0.019,0.011
"P14","Ni buena ni mala",0.431,0.385,0.359,0.263,0.32
"P14","Mala",0.028,0.1,0.074,0.117,0.1
"P14","Muy mala",0.074,0.093,0.05,0.258,0.05
"P14","No sabe",0.4,0.375,0.498,0.34,0.519
"P15","La seguridad",0.094,0.034,0.094,0.029,0.014
"P15","El tránsito",0.017,0.022,0.012,0.039,0.022
"P15","El arreglo de las calles",0.179,0.151,0.094,0.114,0.279
"P15","El estado de las escuelas y la educación",0.019,0.076,0.074,0.086,0.072
"P15","El sistema de salud",0.084,0.045,0.072,0.067,0.055
"P15","El deporte y la cultura",0.125,0.217,0.092,0.114,0.119
"P15","La obra pública",0.079,0.051,0.033,0.034,0.089
"P15","La luminaria",0.063,0.105,0.057,0.112,0.079
"P15","No sabe",0.34,0.299,0.472,0.405,0.271
"P16","La seguridad",0.503,0.472,0.329,0.419,0.367
"P16","El tránsito",0.038,0.035,0,0.018,0.097
"P16","El arreglo de las calles",0.184,0.221,0.28,0.182,0.159
"P16","El estado de las escuelas y la educación",0.028,0.081,0.049,0.102,0.016
"P16","El sistema de salud",0.11,0.053,0.086,0.163,0.14
"P16","El deporte y la cultura",0.034,0.006,0.003,0.024,0.002
"P16","La obra pública",0.026,0.003,0.075,0.003,0
"P16","La luminaria",0.007,0.014,0.09,0.011,0.074
"P16","No sabe",0.07,0.115,0.088,0.078,0.145
"P18","Los robos",0.611,0.417,0.469,0.363,0.426
"P18","El narcotráfico",0.142,0.321,0.12,0.108,0.127
"P18","La ausencia de patrulleros y personal policial",0.181,0.139,0.367,0.28,0.184
"P18","Otro",0.065,0.123,0.024,0.241,0.074
"P18","Ninguno",0.001,0,0.02,0.008,0.189
"P19","Muy buena",0.097,0.087,0.083,0.041,0.129
"P19","Buena",0.126,0.214,0.086,0.063,0.113
"P19","Ni buena ni mala",0.356,0.331,0.359,0.394,0.441
"P19","Mala",0.198,0.221,0.302,0.22,0.066
"P19","Muy mala",0.152,0.094,0.086,0.239,0.136
"P19","No sabe",0.071,0.053,0.084,0.043,0.115
"P20","Muy buena",0.074,0.1,0.031,0.003,0.105
"P20","Buena",0.149,0.118,0.086,0.122,0.169
"P20","Ni buena ni mala",0.359,0.464,0.481,0.301,0.437
"P20","Mala",0.195,0.107,0.178,0.315,0.152
"P20","Muy mala",0.167,0.166,0.128,0.208,0.074
"P20","No sabe",0.056,0.045,0.096,0.051,0.063
"P21","Al candidato del Frente de Todos",0.348,0.394,0.261,0.253,0.419
"P21","Al candidato de Juntos por el Cambio",0.28,0.25,0.337,0.237,0.15
"P21","Al candidato de la Izquierda",0.04,0.12,0.091,0.076,0.097
"P21","A otro candidato",0.153,0.14,0.13,0.218,0.165
"P21","No sabe",0.179,0.096,0.181,0.216,0.169
"P22","A Gustavo Menéndez",0.503,0.691,0.439,0.195,0.468
"P22","A Karina Menéndez",0.22,0.085,0.342,0.285,0.206
"P22","A Florencia Lizaraso",0.143,0.041,0.031,0.237,0.17
"P22","A Raúl Otahacé",0.088,0.006,0,0.031,0.09
"P22","No sabe",0.046,0.177,0.188,0.252,0.066
"P23","Frente de Todos y el peronismo",0.393,0.481,0.497,0.306,0.539
"P23","Cambiemos",0.265,0.249,0.194,0.242,0.165
"P23","Liberales",0.121,0.155,0.124,0.265,0.08
"P23","Izquierda",0.053,0.03,0.01,0.052,0.079
"P23","No sabe",0.168,0.085,0.175,0.135,0.137
"P25","A Alberto Fernández",0.297,0.139,0.1,0.019,0.147
"P25","A Sergio Massa",0.214,0.233,0.287,0.267,0.401
"P25","A algún candidato del peronismo",0.132,0.071,0.128,0.022,0.091
"P25","A algún candidato del kirchnerismo",0.357,0.557,0.485,0.692,0.361
"P26","A Alberto Fernández",0.262,0.165,0.033,0.01,0.027
"P26","A Sergio Massa",0.167,0.195,0.195,0.136,0.462
"P26","A algún candidato del peronismo",0.125,0.019,0.146,0.21,0.056
"P26","A Cristina Fernández de Kirchner",0.446,0.621,0.626,0.644,0.455
"P27","A Horacio Rodriguez Larreta",0.296,0.516,0.495,0.17,0.364
"P27","A Mauricio Macri",0.303,0.326,0.339,0.381,0.467
"P27","A Patricia Bullrich",0.314,0.106,0.166,0.335,0.159
"P27","A Facundo Manes",0.085,0.039,0,0.067,0.01
"P27","A Martín Lousteau",0.002,0.013,0,0.047,0
"P28","Seguro lo votaria",0.126,0.029,0.442,0.158,0.088
"P28","Quizás lo votaría",0.285,0.185,0.241,0.401,0.178
"P28","Nunca lo votaría",0.589,0.786,0.317,0.441,0.734
"P29","Muy buena",0.144,0.137,0.133,0.098,0.128
"P29","Buena",0.161,0.205,0.113,0.091,0.268
"P29","Ni buena ni mala",0.183,0.224,0.201,0.221,0.241
"P29","Mala",0.145,0.149,0.151,0.099,0.057
"P29","Muy mala",0.361,0.285,0.402,0.48,0.279
"P29","No sabe",0.006,0,0,0.011,0.027
"P30","Muy buena",0.14,0.078,0.199,0.127,0.055
"P30","Buena",0.108,0.073,0.126,0.086,0.132
"P30","Ni buena ni mala",0.133,0.222,0.158,0.216,0.152
"P30","Mala",0.256,0.241,0.17,0.189,0.153
"P30","Muy mala",0.316,0.383,0.347,0.379,0.494
"P30","No sabe",0.047,0.003,0,0.003,0.014
"P31","Muy buena",0.311,0.406,0.229,0.29,0.396
"P31","Buena",0.076,0.119,0.09,0.064,0.211
"P31","Ni buena ni mala",0.106,0.144,0.176,0.051,0.107
"P31","Mala",0.083,0.052,0.128,0.107,0.038
"P31","Muy mala",0.405,0.279,0.377,0.484,0.231
"P31","No sabe",0.019,0,0,0.004,0.017
"P32","Muy buena",0.176,0.165,0.099,0.166,0.11
"P32","Buena",0.172,0.098,0.07,0.159,0.113
"P32","Ni buena ni mala",0.197,0.245,0.317,0.196,0.263
"P32","Mala",0.181,0.193,0.195,0.093,0.223
"P32","Muy mala",0.256,0.299,0.319,0.376,0.271
"P32","No sabe",0.018,0,0,0.01,0.02
"P33","Muy buena",0.122,0.155,0.069,0.064,0.203
"P33","Buena",0.139,0.289,0.125,0.158,0.186
"P33","Ni buena ni mala",0.268,0.28,0.356,0.188,0.338
"P33","Mala",0.177,0.034,0.141,0.212,0.038
"P33","Muy mala",0.284,0.242,0.307,0.359,0.217
"P33","No sabe",0.01,0,0.002,0.019,0.018
"P34","Muy buena",0.199,0.106,0.24,0.208,0.089
"P34","Buena",0.168,0.141,0.094,0.146,0.118
"P34","Ni buena ni mala",0.105,0.211,0.176,0.188,0.257
"P34","Mala",0.18,0.171,0.189,0.057,0.163
"P34","Muy mala",0.308,0.368,0.284,0.393,0.371
"P34","No sabe",0.04,0.003,0.017,0.008,0.002
"P35","Muy buena",0.167,0.129,0.197,0.171,0.088
"P35","Buena",0.102,0.168,0.09,0.16,0.122
"P35","Ni buena ni mala",0.214,0.225,0.127,0.177,0.212
"P35","Mala",0.17,0.142,0.141,0.055,0.112
"P35","Muy mala",0.287,0.301,0.362,0.374,0.367
"P35","No sabe",0.06,0.035,0.083,0.063,0.099
