"var","categoria","Muy de acuerdo","De acuerdo","Ni de acuerdo ni en desacuerdo","En desacuerdo","Muy en desacuerdo","No sabe"
"P36","Ni buena ni mala",0.121,0.136,0.297,0.27,0.276,0.364
"P36","Mala",0.334,0.359,0.376,0.41,0.346,0.089
"P36","Muy mala",0.437,0.353,0.194,0.133,0.169,0.413
"P36","No sabe",0.009,0.007,0.025,0.014,0.013,0.052
"P37","Mejor",0.058,0.08,0.138,0.352,0.475,0.331
"P37","Igual",0.075,0.086,0.242,0.328,0.253,0.145
"P37","Peor",0.812,0.755,0.559,0.264,0.198,0.427
"P37","No sabe",0.055,0.079,0.061,0.056,0.074,0.097
"P38","Mejor",0.097,0.123,0.27,0.662,0.819,0.353
"P38","Igual",0.078,0.126,0.192,0.147,0.087,0.263
"P38","Peor",0.786,0.693,0.405,0.114,0.051,0.352
"P38","No sabe",0.039,0.058,0.133,0.077,0.043,0.032
"P39","Muy buena",0.127,0.073,0.147,0.4,0.615,0.422
"P39","Buena",0.055,0.116,0.187,0.329,0.213,0.056
"P39","Ni buena ni mala",0.076,0.14,0.279,0.178,0.121,0.282
"P39","Mala",0.234,0.273,0.222,0.051,0.04,0.101
"P39","Muy mala",0.49,0.385,0.127,0.031,0.006,0.103
"P39","No sabe",0.018,0.013,0.038,0.011,0.005,0.036
"P41","Muy buena",0.085,0.074,0.118,0.349,0.555,0.204
"P41","Buena",0.073,0.09,0.172,0.358,0.286,0.141
"P41","Ni buena ni mala",0.113,0.127,0.277,0.177,0.081,0.252
"P41","Mala",0.256,0.297,0.25,0.059,0.034,0.216
"P41","Muy mala",0.456,0.406,0.131,0.036,0.04,0.127
"P41","No sabe",0.017,0.006,0.052,0.021,0.004,0.06
"P42","Muy buena",0.083,0.045,0.096,0.265,0.443,0.114
"P42","Buena",0.056,0.092,0.152,0.35,0.308,0.167
"P42","Ni buena ni mala",0.108,0.143,0.347,0.253,0.186,0.213
"P42","Mala",0.227,0.239,0.228,0.077,0.033,0.193
"P42","Muy mala",0.506,0.46,0.146,0.038,0.024,0.224
"P42","No sabe",0.02,0.021,0.031,0.017,0.006,0.089
"P43","Muy buena",0.092,0.069,0.132,0.39,0.535,0.152
"P43","Buena",0.078,0.099,0.172,0.294,0.257,0.3
"P43","Ni buena ni mala",0.136,0.184,0.29,0.182,0.137,0.103
"P43","Mala",0.234,0.297,0.243,0.093,0.047,0.093
"P43","Muy mala",0.452,0.349,0.135,0.033,0.011,0.327
"P43","No sabe",0.008,0.002,0.028,0.008,0.013,0.025
"P44","Muy buena",0.079,0.061,0.076,0.012,0.015,0.016
"P44","Buena",0.134,0.123,0.097,0.024,0.026,0.105
"P44","Ni buena ni mala",0.309,0.296,0.239,0.065,0.019,0.085
"P44","Mala",0.246,0.321,0.317,0.3,0.142,0.253
"P44","Muy mala",0.229,0.197,0.254,0.599,0.798,0.489
"P44","No sabe",0.003,0.002,0.017,0,0,0.052
"P45","Muy buena",0.425,0.293,0.167,0.04,0.023,0.076
"P45","Buena",0.156,0.209,0.112,0.025,0.015,0.136
"P45","Ni buena ni mala",0.115,0.165,0.199,0.071,0.033,0.08
"P45","Mala",0.141,0.161,0.217,0.246,0.097,0.115
"P45","Muy mala",0.157,0.172,0.285,0.611,0.828,0.473
"P45","No sabe",0.006,0,0.02,0.007,0.004,0.12
"P46","Muy buena",0.056,0.039,0.068,0.193,0.211,0.094
"P46","Buena",0.069,0.094,0.15,0.259,0.265,0.24
"P46","Ni buena ni mala",0.089,0.139,0.281,0.277,0.325,0.121
"P46","Mala",0.242,0.256,0.296,0.157,0.127,0.19
"P46","Muy mala",0.543,0.466,0.192,0.112,0.064,0.302
"P46","No sabe",0.001,0.006,0.013,0.002,0.008,0.053
"P47","Muy buena",0.062,0.044,0.066,0.057,0.032,0.023
"P47","Buena",0.091,0.143,0.15,0.124,0.068,0.086
"P47","Ni buena ni mala",0.308,0.354,0.421,0.288,0.217,0.221
"P47","Mala",0.295,0.278,0.217,0.323,0.276,0.304
"P47","Muy mala",0.231,0.164,0.104,0.182,0.394,0.212
"P47","No sabe",0.013,0.017,0.042,0.026,0.013,0.154
"P48","Muy buena",0.237,0.165,0.138,0.016,0.011,0.069
"P48","Buena",0.224,0.21,0.101,0.027,0.022,0.124
"P48","Ni buena ni mala",0.251,0.283,0.25,0.085,0.044,0.064
"P48","Mala",0.135,0.186,0.245,0.284,0.103,0.226
"P48","Muy mala",0.153,0.152,0.253,0.58,0.816,0.467
"P48","No sabe",0,0.004,0.013,0.008,0.004,0.05
"P49","Muy buena",0.057,0.038,0.118,0.187,0.137,0.032
"P49","Buena",0.068,0.096,0.179,0.27,0.212,0.134
"P49","Ni buena ni mala",0.173,0.21,0.359,0.302,0.367,0.355
"P49","Mala",0.259,0.283,0.202,0.135,0.123,0.136
"P49","Muy mala",0.432,0.361,0.124,0.086,0.146,0.245
"P49","No sabe",0.011,0.012,0.018,0.02,0.015,0.098
"P50","Muy buena",0.479,0.335,0.132,0.024,0.014,0.166
"P50","Buena",0.158,0.195,0.127,0.028,0.019,0.045
"P50","Ni buena ni mala",0.142,0.202,0.273,0.096,0.042,0.147
"P50","Mala",0.069,0.128,0.205,0.243,0.085,0.077
"P50","Muy mala",0.138,0.126,0.244,0.594,0.838,0.486
"P50","No sabe",0.014,0.014,0.019,0.015,0.002,0.079
"P51","Muy buena",0.069,0.08,0.099,0.244,0.333,0.318
"P51","Buena",0.051,0.107,0.141,0.213,0.256,0.103
"P51","Ni buena ni mala",0.148,0.207,0.364,0.375,0.308,0.129
"P51","Mala",0.183,0.143,0.19,0.064,0.027,0.019
"P51","Muy mala",0.522,0.443,0.15,0.06,0.065,0.259
"P51","No sabe",0.027,0.02,0.056,0.044,0.011,0.172
"P52","Muy buena",0.115,0.09,0.23,0.555,0.696,0.308
"P52","Buena",0.032,0.054,0.16,0.234,0.195,0.172
"P52","Ni buena ni mala",0.076,0.102,0.225,0.142,0.081,0.106
"P52","Mala",0.176,0.214,0.184,0.03,0.013,0.155
"P52","Muy mala",0.597,0.534,0.19,0.033,0.008,0.245
"P52","No sabe",0.004,0.006,0.011,0.006,0.007,0.014
"P53","Muy buena",0.093,0.081,0.149,0.482,0.477,0.154
"P53","Buena",0.068,0.091,0.215,0.269,0.306,0.307
"P53","Ni buena ni mala",0.102,0.08,0.211,0.137,0.186,0.171
"P53","Mala",0.149,0.189,0.209,0.069,0.019,0.037
"P53","Muy mala",0.585,0.555,0.213,0.041,0.008,0.264
"P53","No sabe",0.003,0.004,0.003,0.002,0.004,0.067
"P54","Muy buena",0.249,0.167,0.04,0.035,0.04,0.013
"P54","Buena",0.202,0.178,0.134,0.058,0.061,0.151
"P54","Ni buena ni mala",0.281,0.288,0.415,0.296,0.253,0.211
"P54","Mala",0.094,0.148,0.192,0.234,0.134,0.052
"P54","Muy mala",0.14,0.166,0.133,0.308,0.453,0.383
"P54","No sabe",0.034,0.053,0.086,0.069,0.059,0.19
"P55","Muy buena",0.08,0.059,0.016,0.011,0.01,0.015
"P55","Buena",0.192,0.167,0.109,0.022,0.011,0.108
"P55","Ni buena ni mala",0.402,0.455,0.402,0.183,0.174,0.218
"P55","Mala",0.112,0.12,0.187,0.19,0.108,0.026
"P55","Muy mala",0.156,0.156,0.198,0.521,0.631,0.442
"P55","No sabe",0.058,0.043,0.088,0.073,0.066,0.191
"P56","Muy buena",0.053,0.032,0.032,0.039,0.021,0.016
"P56","Buena",0.129,0.133,0.123,0.108,0.059,0.044
"P56","Ni buena ni mala",0.387,0.487,0.492,0.33,0.217,0.339
"P56","Mala",0.253,0.19,0.165,0.214,0.203,0.062
"P56","Muy mala",0.15,0.125,0.106,0.25,0.466,0.234
"P56","No sabe",0.028,0.033,0.082,0.059,0.034,0.305
"P58","Muy buena",0.08,0.097,0.188,0.58,0.677,0.314
"P58","Buena",0.077,0.092,0.187,0.176,0.121,0.026
"P58","Ni buena ni mala",0.132,0.183,0.294,0.148,0.107,0.294
"P58","Mala",0.173,0.166,0.126,0.032,0.027,0.124
"P58","Muy mala",0.509,0.439,0.148,0.046,0.054,0.13
"P58","No sabe",0.029,0.023,0.057,0.018,0.014,0.112
"P59","Muy buena",0.101,0.091,0.081,0.13,0.164,0.077
"P59","Buena",0.102,0.12,0.163,0.249,0.256,0.313
"P59","Ni buena ni mala",0.318,0.341,0.486,0.462,0.402,0.227
"P59","Mala",0.22,0.202,0.138,0.077,0.095,0.045
"P59","Muy mala",0.216,0.212,0.061,0.043,0.068,0.051
"P59","No sabe",0.043,0.034,0.071,0.039,0.015,0.287
"P60","Muy buena",0.042,0.046,0.071,0.245,0.325,0.076
"P60","Buena",0.058,0.105,0.129,0.284,0.302,0.17
"P60","Ni buena ni mala",0.12,0.148,0.374,0.324,0.299,0.131
"P60","Mala",0.138,0.134,0.163,0.074,0.019,0.045
"P60","Muy mala",0.622,0.54,0.205,0.046,0.033,0.287
"P60","No sabe",0.02,0.027,0.058,0.027,0.022,0.291
"P61","Muy buena",0.056,0.03,0.042,0.23,0.279,0.127
"P61","Buena",0.048,0.085,0.073,0.191,0.23,0.038
"P61","Ni buena ni mala",0.279,0.287,0.508,0.401,0.347,0.082
"P61","Mala",0.159,0.209,0.144,0.03,0.028,0.06
"P61","Muy mala",0.392,0.315,0.114,0.037,0.04,0.247
"P61","No sabe",0.066,0.074,0.119,0.111,0.076,0.446
"P64","Muy buena",0.063,0.066,0.029,0.033,0.035,0.047
"P64","Buena",0.097,0.13,0.078,0.108,0.082,0.042
"P64","Ni buena ni mala",0.424,0.452,0.522,0.487,0.429,0.293
"P64","Mala",0.141,0.153,0.142,0.152,0.165,0.05
"P64","Muy mala",0.195,0.116,0.077,0.081,0.196,0.172
"P64","No sabe",0.08,0.083,0.152,0.139,0.093,0.396
"P65","Radio",0.172,0.148,0.137,0.117,0.107,0.028
"P65","Televisión",0.354,0.353,0.393,0.432,0.32,0.239
"P65","Diario",0.071,0.11,0.061,0.054,0.07,0.014
"P65","Medio digital",0.186,0.194,0.209,0.164,0.224,0.075
"P65","Redes Sociales",0.159,0.141,0.15,0.175,0.224,0.555
"P65","Ninguno en particular",0.058,0.054,0.05,0.057,0.055,0.082
"P65","No sabe",0,0,0,0.001,0,0.007
"P66","Muy buena",0.096,0.107,0.037,0.065,0.043,0.054
"P66","Buena",0.237,0.267,0.165,0.108,0.089,0.2
"P66","Ni buena ni mala",0.314,0.32,0.437,0.308,0.244,0.227
"P66","Mala",0.204,0.201,0.236,0.334,0.301,0.231
"P66","Muy mala",0.131,0.082,0.081,0.17,0.309,0.243
"P66","No sabe",0.018,0.023,0.044,0.015,0.014,0.045
"P67","Muy buena",0.034,0.034,0.028,0.034,0.027,0.078
"P67","Buena",0.072,0.123,0.108,0.077,0.083,0.028
"P67","Ni buena ni mala",0.217,0.224,0.432,0.359,0.258,0.275
"P67","Mala",0.267,0.28,0.27,0.309,0.289,0.371
"P67","Muy mala",0.384,0.317,0.138,0.203,0.338,0.211
"P67","No sabe",0.026,0.022,0.024,0.018,0.005,0.037
