"var","categoria","Mejor","Igual","Peor","No sabe"
"P33","Mala",0.187,0.242,0.407,0.387
"P33","Muy mala",0.043,0.063,0.142,0.086
"P33","No sabe",0.005,0.014,0.014,0.017
"P34","Mejor",0.198,0.065,0.034,0.088
"P34","Igual",0.499,0.44,0.063,0.338
"P34","Peor",0.271,0.462,0.866,0.485
"P34","No sabe",0.032,0.033,0.037,0.089
"P35","Mejor",0.715,0.188,0.024,0.16
"P35","Igual",0.19,0.516,0.091,0.099
"P35","Peor",0.044,0.196,0.847,0.223
"P35","No sabe",0.051,0.1,0.038,0.518
"P36","Muy buena",0.066,0.031,0.055,0.017
"P36","Buena",0.153,0.119,0.021,0.013
"P36","Ni buena ni mala",0.318,0.356,0.09,0.245
"P36","Mala",0.336,0.339,0.373,0.457
"P36","Muy mala",0.114,0.144,0.457,0.198
"P36","No sabe",0.013,0.011,0.004,0.07
"P37","Mejor",0.485,0.086,0.023,0.094
"P37","Igual",0.281,0.477,0.028,0.249
"P37","Peor",0.176,0.363,0.915,0.403
"P37","No sabe",0.058,0.074,0.034,0.254
"P39","Muy buena",0.523,0.193,0.087,0.069
"P39","Buena",0.281,0.338,0.031,0.187
"P39","Ni buena ni mala",0.173,0.316,0.083,0.274
"P39","Mala",0.011,0.09,0.297,0.326
"P39","Muy mala",0.004,0.044,0.488,0.051
"P39","No sabe",0.008,0.019,0.014,0.093
"P41","Muy buena",0.462,0.172,0.045,0.106
"P41","Buena",0.345,0.271,0.039,0.162
"P41","Ni buena ni mala",0.118,0.356,0.118,0.299
"P41","Mala",0.035,0.131,0.321,0.226
"P41","Muy mala",0.026,0.052,0.464,0.077
"P41","No sabe",0.014,0.018,0.013,0.13
"P42","Muy buena",0.364,0.113,0.038,0.128
"P42","Buena",0.342,0.296,0.029,0.114
"P42","Ni buena ni mala",0.232,0.339,0.121,0.375
"P42","Mala",0.035,0.143,0.278,0.213
"P42","Muy mala",0.015,0.074,0.518,0.1
"P42","No sabe",0.012,0.035,0.016,0.07
"P43","Muy buena",0.47,0.204,0.044,0.148
"P43","Buena",0.306,0.267,0.044,0.164
"P43","Ni buena ni mala",0.154,0.281,0.156,0.345
"P43","Mala",0.057,0.167,0.299,0.169
"P43","Muy mala",0.009,0.07,0.448,0.086
"P43","No sabe",0.004,0.011,0.009,0.088
"P44","Muy buena",0.012,0.04,0.086,0.051
"P44","Buena",0.015,0.106,0.145,0.042
"P44","Ni buena ni mala",0.073,0.133,0.297,0.275
"P44","Mala",0.258,0.328,0.261,0.242
"P44","Muy mala",0.641,0.383,0.206,0.366
"P44","No sabe",0.001,0.01,0.005,0.024
"P45","Muy buena",0.022,0.105,0.402,0.109
"P45","Buena",0.026,0.092,0.178,0.091
"P45","Ni buena ni mala",0.057,0.116,0.155,0.202
"P45","Mala",0.199,0.234,0.128,0.224
"P45","Muy mala",0.689,0.429,0.129,0.362
"P45","No sabe",0.007,0.024,0.008,0.012
"P46","Muy buena",0.198,0.117,0.035,0.098
"P46","Buena",0.308,0.2,0.038,0.092
"P46","Ni buena ni mala",0.295,0.31,0.092,0.338
"P46","Mala",0.13,0.235,0.281,0.266
"P46","Muy mala",0.067,0.122,0.549,0.183
"P46","No sabe",0.002,0.016,0.005,0.023
"P47","Muy buena",0.064,0.054,0.045,0.049
"P47","Buena",0.105,0.17,0.102,0.137
"P47","Ni buena ni mala",0.275,0.328,0.336,0.407
"P47","Mala",0.288,0.263,0.29,0.213
"P47","Muy mala",0.247,0.15,0.206,0.143
"P47","No sabe",0.021,0.035,0.021,0.051
"P48","Muy buena",0.012,0.081,0.231,0.091
"P48","Buena",0.019,0.076,0.226,0.106
"P48","Ni buena ni mala",0.081,0.19,0.265,0.227
"P48","Mala",0.225,0.263,0.149,0.184
"P48","Muy mala",0.656,0.384,0.125,0.373
"P48","No sabe",0.007,0.006,0.004,0.019
"P49","Muy buena",0.179,0.12,0.041,0.106
"P49","Buena",0.263,0.221,0.059,0.149
"P49","Ni buena ni mala",0.324,0.383,0.187,0.393
"P49","Mala",0.132,0.141,0.279,0.195
"P49","Muy mala",0.086,0.121,0.417,0.133
"P49","No sabe",0.016,0.014,0.017,0.024
"P50","Muy buena",0.013,0.074,0.444,0.093
"P50","Buena",0.019,0.101,0.185,0.082
"P50","Ni buena ni mala",0.091,0.2,0.166,0.294
"P50","Mala",0.188,0.246,0.085,0.1
"P50","Muy mala",0.68,0.373,0.107,0.36
"P50","No sabe",0.009,0.006,0.013,0.071
"P51","Muy buena",0.312,0.129,0.049,0.077
"P51","Buena",0.252,0.191,0.037,0.15
"P51","Ni buena ni mala",0.311,0.4,0.176,0.457
"P51","Mala",0.041,0.114,0.208,0.099
"P51","Muy mala",0.057,0.128,0.498,0.117
"P51","No sabe",0.027,0.038,0.032,0.1
"P52","Muy buena",0.677,0.274,0.042,0.244
"P52","Buena",0.21,0.215,0.029,0.211
"P52","Ni buena ni mala",0.081,0.275,0.09,0.324
"P52","Mala",0.022,0.123,0.22,0.106
"P52","Muy mala",0.007,0.11,0.612,0.081
"P52","No sabe",0.003,0.003,0.007,0.034
"P53","Muy buena",0.487,0.25,0.043,0.216
"P53","Buena",0.321,0.267,0.039,0.202
"P53","Ni buena ni mala",0.141,0.205,0.101,0.306
"P53","Mala",0.033,0.148,0.199,0.159
"P53","Muy mala",0.017,0.122,0.614,0.099
"P53","No sabe",0.001,0.008,0.004,0.018
"P54","Muy buena",0.036,0.055,0.204,0.051
"P54","Buena",0.075,0.13,0.19,0.058
"P54","Ni buena ni mala",0.282,0.304,0.312,0.426
"P54","Mala",0.198,0.197,0.116,0.12
"P54","Muy mala",0.347,0.245,0.136,0.169
"P54","No sabe",0.062,0.069,0.042,0.176
"P55","Muy buena",0.012,0.017,0.07,0.004
"P55","Buena",0.032,0.081,0.189,0.028
"P55","Ni buena ni mala",0.205,0.318,0.427,0.328
"P55","Mala",0.149,0.182,0.118,0.188
"P55","Muy mala",0.536,0.326,0.139,0.305
"P55","No sabe",0.066,0.076,0.057,0.147
"P56","Muy buena",0.029,0.041,0.041,0.054
"P56","Buena",0.093,0.153,0.12,0.077
"P56","Ni buena ni mala",0.297,0.432,0.432,0.457
"P56","Mala",0.207,0.139,0.233,0.159
"P56","Muy mala",0.329,0.172,0.13,0.122
"P56","No sabe",0.045,0.063,0.044,0.131
"P58","Muy buena",0.626,0.264,0.051,0.278
"P58","Buena",0.18,0.218,0.057,0.118
"P58","Ni buena ni mala",0.121,0.27,0.178,0.271
"P58","Mala",0.03,0.09,0.179,0.127
"P58","Muy mala",0.031,0.126,0.499,0.107
"P58","No sabe",0.012,0.032,0.036,0.099
"P59","Muy buena",0.144,0.124,0.075,0.136
"P59","Buena",0.259,0.225,0.096,0.12
"P59","Ni buena ni mala",0.432,0.402,0.359,0.447
"P59","Mala",0.086,0.116,0.215,0.123
"P59","Muy mala",0.047,0.076,0.208,0.062
"P59","No sabe",0.032,0.057,0.047,0.112
"P60","Muy buena",0.281,0.076,0.026,0.158
"P60","Buena",0.304,0.248,0.036,0.084
"P60","Ni buena ni mala",0.322,0.387,0.12,0.368
"P60","Mala",0.044,0.115,0.155,0.163
"P60","Muy mala",0.021,0.136,0.63,0.143
"P60","No sabe",0.028,0.038,0.033,0.084
"P61","Muy buena",0.257,0.093,0.02,0.089
"P61","Buena",0.204,0.152,0.037,0.078
"P61","Ni buena ni mala",0.379,0.479,0.289,0.476
"P61","Mala",0.026,0.099,0.195,0.103
"P61","Muy mala",0.037,0.082,0.376,0.079
"P61","No sabe",0.097,0.095,0.083,0.175
"P64","Muy buena",0.031,0.054,0.057,0.041
"P64","Buena",0.095,0.138,0.095,0.044
"P64","Ni buena ni mala",0.467,0.482,0.451,0.42
"P64","Mala",0.144,0.186,0.138,0.156
"P64","Muy mala",0.137,0.069,0.158,0.104
"P64","No sabe",0.126,0.071,0.101,0.235
"P65","Radio",0.114,0.12,0.165,0.114
"P65","Televisión",0.392,0.47,0.328,0.337
"P65","Diario",0.062,0.089,0.072,0.059
"P65","Medio digital",0.208,0.131,0.195,0.178
"P65","Redes Sociales",0.173,0.167,0.174,0.223
"P65","Ninguno en particular",0.05,0.023,0.065,0.089
"P65","No sabe",0.001,0,0.001,0
"P66","Muy buena",0.054,0.034,0.089,0.107
"P66","Buena",0.13,0.177,0.222,0.103
"P66","Ni buena ni mala",0.286,0.315,0.356,0.367
"P66","Mala",0.304,0.31,0.201,0.217
"P66","Muy mala",0.211,0.142,0.106,0.156
"P66","No sabe",0.015,0.022,0.026,0.05
"P67","Muy buena",0.033,0.006,0.043,0.006
"P67","Buena",0.1,0.113,0.068,0.103
"P67","Ni buena ni mala",0.335,0.399,0.229,0.34
"P67","Mala",0.289,0.291,0.275,0.301
"P67","Muy mala",0.224,0.189,0.363,0.202
"P67","No sabe",0.019,0.002,0.022,0.048
