"var","categoria","Mejor","Igual","Peor","No sabe"
"P24","Deja a los argentinos sin una importante oficina de defensa de los derechos de los discapacitados",0.058,0.089,0.384,0.106
"P24","Representa una reasignación del gasto público en algo mas necesario",0.323,0.258,0.157,0.158
"P24","Logra disminuir los cargos militantes presentes en el estado",0.347,0.408,0.14,0.415
"P24","Contribuye a la libertad de pensamiento",0.175,0.166,0.083,0.142
"P24","No sabe",0.014,0.015,0.017,0.087
"P27","Inflación",0.184,0.231,0.317,0.187
"P27","Desempleo",0.058,0.08,0.125,0.139
"P27","Corrupción",0.565,0.434,0.182,0.42
"P27","Inseguridad",0.11,0.124,0.093,0.103
"P27","Precio del dólar",0.016,0.009,0.025,0.045
"P27","Pobreza",0.025,0.057,0.147,0.041
"P27","Narcotráfico",0.014,0.011,0.011,0.005
"P27","Tarifas",0.005,0.008,0.033,0.002
"P27","Otro",0.019,0.039,0.061,0.033
"P27","No sabe",0.004,0.007,0.006,0.025
"P31","Sin deuda",0.446,0.328,0.252,0.284
"P31","Menos de 10%",0.157,0.203,0.139,0.137
"P31","Entre 10 y 20%",0.11,0.145,0.132,0.082
"P31","Entre 20 y 30%",0.069,0.095,0.098,0.148
"P31","Entre 30 y 40%",0.055,0.079,0.093,0.12
"P31","Mas del 40%",0.136,0.111,0.234,0.132
"P31","No sabe",0.027,0.039,0.052,0.097
"P32","Gran excedente habitual",0.021,0.007,0.004,0
"P32","Gran excedente excepcional",0.006,0.004,0.006,0.003
"P32","Pequeño excedente habitual",0.092,0.046,0.047,0.055
"P32","Pequeño excedente excepcional",0.072,0.074,0.043,0.08
"P32","Alcanza gastos familia",0.199,0.155,0.101,0.114
"P32","No alcanza gastos familia",0.102,0.12,0.138,0.138
"P32","Solo NBFamiliares",0.292,0.35,0.251,0.272
"P32","No alcanza NBFamiliares",0.189,0.233,0.405,0.3
"P32","No sabe",0.027,0.011,0.005,0.038
"P33","Muy buena",0.097,0.046,0.031,0.029
"P33","Buena",0.224,0.181,0.106,0.152
"P33","Ni buena ni mala",0.461,0.488,0.345,0.368
"P33","Mala",0.159,0.236,0.384,0.33
"P33","Muy mala",0.047,0.041,0.126,0.081
"P33","No sabe",0.012,0.008,0.008,0.04
"P34","Mejor",0.277,0.103,0.033,0.104
"P34","Igual",0.465,0.619,0.101,0.356
"P34","Peor",0.23,0.238,0.83,0.444
"P34","No sabe",0.028,0.04,0.036,0.096
"P35","Mejor",0.696,0.47,0.11,0.326
"P35","Igual",0.178,0.326,0.127,0.204
"P35","Peor",0.075,0.084,0.688,0.295
"P35","No sabe",0.051,0.12,0.075,0.175
"P36","Muy buena",0.101,0.033,0.052,0
"P36","Buena",0.17,0.136,0.031,0.048
"P36","Ni buena ni mala",0.383,0.346,0.102,0.286
"P36","Mala",0.226,0.368,0.391,0.518
"P36","Muy mala",0.108,0.1,0.416,0.093
"P36","No sabe",0.012,0.017,0.008,0.055
"P38","Mejor",0.871,0.54,0.126,0.347
"P38","Igual",0.052,0.312,0.089,0.15
"P38","Peor",0.046,0.06,0.732,0.225
"P38","No sabe",0.031,0.088,0.053,0.278
"P39","Muy buena",0.592,0.341,0.116,0.192
"P39","Buena",0.24,0.351,0.081,0.213
"P39","Ni buena ni mala",0.132,0.243,0.132,0.228
"P39","Mala",0.026,0.032,0.262,0.214
"P39","Muy mala",0.006,0.019,0.391,0.074
"P39","No sabe",0.004,0.014,0.018,0.079
"P41","Muy buena",0.519,0.319,0.081,0.147
"P41","Buena",0.303,0.328,0.094,0.251
"P41","Ni buena ni mala",0.1,0.251,0.142,0.224
"P41","Mala",0.04,0.053,0.283,0.206
"P41","Muy mala",0.028,0.027,0.376,0.126
"P41","No sabe",0.01,0.022,0.024,0.046
"P42","Muy buena",0.433,0.225,0.06,0.16
"P42","Buena",0.317,0.332,0.077,0.214
"P42","Ni buena ni mala",0.178,0.319,0.173,0.24
"P42","Mala",0.036,0.077,0.247,0.179
"P42","Muy mala",0.029,0.028,0.423,0.13
"P42","No sabe",0.007,0.019,0.02,0.077
"P43","Muy buena",0.537,0.333,0.085,0.144
"P43","Buena",0.245,0.307,0.093,0.286
"P43","Ni buena ni mala",0.167,0.189,0.18,0.248
"P43","Mala",0.033,0.124,0.265,0.159
"P43","Muy mala",0.012,0.031,0.363,0.153
"P43","No sabe",0.006,0.016,0.014,0.01
"P44","Muy buena",0.015,0.019,0.069,0.106
"P44","Buena",0.025,0.038,0.126,0.068
"P44","Ni buena ni mala",0.07,0.111,0.265,0.21
"P44","Mala",0.243,0.285,0.274,0.229
"P44","Muy mala",0.642,0.542,0.261,0.376
"P44","No sabe",0.005,0.005,0.005,0.011
"P45","Muy buena",0.038,0.04,0.336,0.117
"P45","Buena",0.023,0.061,0.149,0.13
"P45","Ni buena ni mala",0.042,0.101,0.148,0.138
"P45","Mala",0.182,0.226,0.148,0.213
"P45","Muy mala",0.71,0.56,0.211,0.373
"P45","No sabe",0.005,0.012,0.008,0.029
"P46","Muy buena",0.221,0.162,0.045,0.145
"P46","Buena",0.294,0.264,0.076,0.156
"P46","Ni buena ni mala",0.291,0.349,0.129,0.227
"P46","Mala",0.111,0.151,0.279,0.262
"P46","Muy mala",0.081,0.068,0.465,0.187
"P46","No sabe",0.002,0.006,0.006,0.023
"P47","Muy buena",0.065,0.058,0.049,0.046
"P47","Buena",0.103,0.131,0.109,0.131
"P47","Ni buena ni mala",0.255,0.345,0.325,0.362
"P47","Mala",0.268,0.294,0.288,0.218
"P47","Muy mala",0.286,0.144,0.206,0.206
"P47","No sabe",0.023,0.028,0.023,0.037
"P48","Muy buena",0.026,0.028,0.191,0.124
"P48","Buena",0.024,0.039,0.196,0.075
"P48","Ni buena ni mala",0.073,0.156,0.241,0.15
"P48","Mala",0.21,0.257,0.158,0.251
"P48","Muy mala",0.665,0.511,0.208,0.389
"P48","No sabe",0.002,0.009,0.006,0.011
"P49","Muy buena",0.191,0.129,0.065,0.122
"P49","Buena",0.238,0.296,0.082,0.159
"P49","Ni buena ni mala",0.32,0.368,0.217,0.355
"P49","Mala",0.133,0.117,0.256,0.222
"P49","Muy mala",0.105,0.077,0.36,0.13
"P49","No sabe",0.013,0.013,0.02,0.012
"P50","Muy buena",0.013,0.028,0.369,0.114
"P50","Buena",0.026,0.057,0.154,0.105
"P50","Ni buena ni mala",0.08,0.144,0.164,0.3
"P50","Mala",0.175,0.231,0.105,0.113
"P50","Muy mala",0.692,0.525,0.195,0.344
"P50","No sabe",0.014,0.015,0.013,0.024
"P51","Muy buena",0.354,0.201,0.074,0.117
"P51","Buena",0.228,0.229,0.076,0.184
"P51","Ni buena ni mala",0.28,0.411,0.214,0.322
"P51","Mala",0.048,0.054,0.186,0.1
"P51","Muy mala",0.067,0.059,0.418,0.202
"P51","No sabe",0.023,0.046,0.032,0.075
"P52","Muy buena",0.74,0.47,0.103,0.352
"P52","Buena",0.167,0.244,0.075,0.154
"P52","Ni buena ni mala",0.059,0.198,0.114,0.212
"P52","Mala",0.02,0.047,0.196,0.135
"P52","Muy mala",0.014,0.027,0.506,0.136
"P52","No sabe",0,0.014,0.006,0.011
"P53","Muy buena",0.537,0.369,0.089,0.256
"P53","Buena",0.276,0.328,0.092,0.227
"P53","Ni buena ni mala",0.143,0.174,0.127,0.179
"P53","Mala",0.024,0.081,0.18,0.173
"P53","Muy mala",0.019,0.041,0.508,0.158
"P53","No sabe",0.001,0.007,0.004,0.007
"P54","Muy buena",0.037,0.029,0.177,0.075
"P54","Buena",0.084,0.095,0.163,0.118
"P54","Ni buena ni mala",0.247,0.333,0.313,0.366
"P54","Mala",0.184,0.212,0.134,0.094
"P54","Muy mala",0.384,0.263,0.162,0.227
"P54","No sabe",0.064,0.068,0.051,0.12
"P55","Muy buena",0.022,0.003,0.059,0.012
"P55","Buena",0.04,0.053,0.157,0.052
"P55","Ni buena ni mala",0.183,0.255,0.395,0.398
"P55","Mala",0.127,0.187,0.135,0.121
"P55","Muy mala",0.56,0.441,0.188,0.303
"P55","No sabe",0.068,0.061,0.066,0.114
"P56","Muy buena",0.027,0.043,0.041,0.02
"P56","Buena",0.083,0.119,0.122,0.093
"P56","Ni buena ni mala",0.285,0.381,0.415,0.429
"P56","Mala",0.189,0.168,0.227,0.222
"P56","Muy mala",0.364,0.235,0.147,0.152
"P56","No sabe",0.052,0.054,0.048,0.084
"P58","Muy buena",0.657,0.447,0.125,0.278
"P58","Buena",0.141,0.225,0.089,0.108
"P58","Ni buena ni mala",0.111,0.213,0.172,0.279
"P58","Mala",0.031,0.04,0.16,0.147
"P58","Muy mala",0.045,0.056,0.417,0.132
"P58","No sabe",0.015,0.019,0.037,0.056
"P59","Muy buena",0.148,0.129,0.087,0.136
"P59","Buena",0.262,0.228,0.125,0.158
"P59","Ni buena ni mala",0.415,0.459,0.367,0.395
"P59","Mala",0.085,0.1,0.197,0.093
"P59","Muy mala",0.067,0.044,0.173,0.105
"P59","No sabe",0.023,0.04,0.051,0.113
"P60","Muy buena",0.326,0.177,0.048,0.138
"P60","Buena",0.289,0.299,0.073,0.144
"P60","Ni buena ni mala",0.294,0.373,0.171,0.318
"P60","Mala",0.041,0.067,0.15,0.114
"P60","Muy mala",0.027,0.055,0.523,0.192
"P60","No sabe",0.023,0.029,0.035,0.094
"P61","Muy buena",0.269,0.175,0.05,0.107
"P61","Buena",0.227,0.174,0.058,0.075
"P61","Ni buena ni mala",0.325,0.452,0.329,0.435
"P61","Mala",0.039,0.059,0.164,0.092
"P61","Muy mala",0.049,0.045,0.306,0.15
"P61","No sabe",0.091,0.095,0.093,0.141
"P64","Muy buena",0.04,0.03,0.053,0.054
"P64","Buena",0.088,0.115,0.094,0.1
"P64","Ni buena ni mala",0.454,0.517,0.448,0.383
"P64","Mala",0.134,0.16,0.147,0.152
"P64","Muy mala",0.167,0.084,0.146,0.106
"P64","No sabe",0.117,0.094,0.112,0.205
"P65","Radio",0.12,0.123,0.153,0.101
"P65","Televisión",0.389,0.442,0.334,0.4
"P65","Diario",0.055,0.087,0.067,0.082
"P65","Medio digital",0.192,0.16,0.2,0.212
"P65","Redes Sociales",0.197,0.147,0.181,0.141
"P65","Ninguno en particular",0.046,0.041,0.064,0.064
"P65","No sabe",0.001,0,0.001,0
"P66","Muy buena",0.055,0.061,0.078,0.083
"P66","Buena",0.131,0.132,0.208,0.164
"P66","Ni buena ni mala",0.281,0.308,0.344,0.361
"P66","Mala",0.262,0.349,0.221,0.221
"P66","Muy mala",0.244,0.135,0.129,0.111
"P66","No sabe",0.027,0.015,0.02,0.06
"P67","Muy buena",0.047,0.017,0.035,0.005
"P67","Buena",0.122,0.101,0.062,0.146
"P67","Ni buena ni mala",0.304,0.348,0.261,0.432
"P67","Mala",0.281,0.3,0.284,0.247
"P67","Muy mala",0.231,0.21,0.339,0.132
"P67","No sabe",0.015,0.024,0.019,0.038
