"var","categoria","Gran excedente habitual","Gran excedente excepcional","Pequeño excedente habitual","Pequeño excedente excepcional","Alcanza gastos familia","No alcanza gastos familia","Solo NBFamiliares","No alcanza NBFamiliares","No sabe"
"P09","Nunca",0.487,0.337,0.601,0.556,0.539,0.561,0.577,0.576,0.548
"P10","Todos los días",0.184,0.135,0.013,0.015,0.033,0.044,0.035,0.068,0.173
"P10","Hasta 5 veces por semana",0.026,0.036,0.012,0.023,0.017,0.027,0.016,0.037,0
"P10","Entre 4 y 1 vez por semana",0.092,0.103,0.045,0.049,0.045,0.066,0.047,0.049,0.044
"P10","Ocasionalmente/ A veces",0.195,0.413,0.369,0.365,0.399,0.309,0.334,0.258,0.251
"P10","Nunca",0.053,0.133,0.142,0.117,0.094,0.104,0.085,0.066,0.184
"P10","No existen esos servicios donde vivo",0.45,0.18,0.419,0.431,0.412,0.45,0.483,0.522,0.348
"P11","Taxis tradicionales",0.145,0.159,0.221,0.25,0.231,0.171,0.212,0.192,0.168
"P11","Aplicaciones de transporte",0.306,0.412,0.404,0.373,0.344,0.286,0.315,0.268,0.312
"P11","No tengo preferencia por ninguna",0.371,0.377,0.27,0.211,0.281,0.323,0.299,0.295,0.357
"P11","No existen servicios de aplicaciones donde vivo",0.178,0.052,0.105,0.166,0.144,0.22,0.174,0.245,0.163
"P12","Más de 5000 pesos mensuales",0.25,0.393,0.158,0.179,0.207,0.329,0.283,0.436,0.142
"P12","Entre 5000 y 2500 pesos mensuales",0.201,0.098,0.186,0.256,0.251,0.273,0.286,0.226,0.175
"P12","Menos de 2500 pesos mensuales",0.549,0.509,0.656,0.565,0.542,0.398,0.431,0.338,0.683
"P13","Muy caro",0.11,0.327,0.169,0.173,0.194,0.31,0.311,0.481,0.114
"P13","Caro",0.242,0.079,0.156,0.139,0.196,0.247,0.253,0.193,0.224
"P13","Ni caro ni barato",0.294,0.316,0.318,0.398,0.405,0.287,0.319,0.215,0.26
"P13","Barato",0.079,0.067,0.111,0.126,0.081,0.059,0.044,0.03,0.029
"P13","Muy barato",0.164,0.155,0.138,0.07,0.047,0.021,0.023,0.023,0.048
"P13","No sabe",0.111,0.056,0.108,0.094,0.077,0.076,0.05,0.058,0.325
"P14","Sí, han aumentado significativamente",0.282,0.38,0.309,0.192,0.336,0.456,0.451,0.585,0.324
"P14","Sí, han aumentado ligeramente",0.244,0.385,0.248,0.284,0.309,0.276,0.266,0.205,0.246
"P14","No, se han mantenido iguales",0.203,0.079,0.169,0.21,0.17,0.113,0.134,0.115,0.075
"P14","No sabe",0.271,0.156,0.274,0.314,0.185,0.155,0.149,0.095,0.355
"P15","Muy buena",0.111,0.195,0.148,0.103,0.129,0.127,0.103,0.146,0.173
"P15","Buena",0.148,0.378,0.295,0.255,0.24,0.203,0.248,0.14,0.203
"P15","Ni buena ni mala",0.331,0.122,0.25,0.341,0.337,0.296,0.308,0.312,0.249
"P15","Mala",0.238,0.154,0.202,0.23,0.196,0.215,0.225,0.231,0.225
"P15","Muy mala",0.172,0.151,0.105,0.071,0.098,0.159,0.116,0.171,0.15
"P16","Falta de mantenimiento de estaciones y vehículos",0.178,0.222,0.154,0.161,0.157,0.204,0.193,0.302,0.18
"P16","Insuficiente cantidad de paradas/estaciones",0.079,0.169,0.067,0.063,0.066,0.066,0.092,0.082,0.044
"P16","Escasez de señalización",0.009,0,0.069,0.131,0.079,0.081,0.062,0.085,0.085
"P16","Insuficiencia en los horarios",0.266,0.203,0.365,0.265,0.313,0.349,0.362,0.276,0.096
"P16","Malas conexiones entre medios de transporte",0.147,0.1,0.031,0.089,0.062,0.061,0.069,0.049,0.075
"P16","Falta de seguridad de estaciones y vehículos",0.068,0.13,0.056,0.049,0.059,0.099,0.061,0.06,0.151
"P16","Mala accesibilidad para personas con movilidad reducida",0.107,0.07,0.042,0.064,0.08,0.039,0.047,0.044,0.064
"P16","No sabe",0.146,0.106,0.216,0.178,0.184,0.101,0.114,0.102,0.305
"P17","WiFi gratuito en estaciones y vehículos",0.26,0.393,0.192,0.273,0.227,0.244,0.251,0.337,0.285
"P17","Cargadores USB en los vehículos",0.138,0.307,0.087,0.048,0.07,0.088,0.085,0.086,0.21
"P17","Pantallas de información en tiempo real en estaciones y vehículos",0.369,0.013,0.274,0.253,0.264,0.232,0.251,0.144,0.138
"P17","Buenas instalaciones de espera y descanso en las estaciones",0.233,0.287,0.447,0.426,0.439,0.436,0.413,0.433,0.367
"P18","Muy buena",0.16,0.051,0.107,0.068,0.098,0.061,0.079,0.093,0.188
"P18","Buena",0.13,0.227,0.214,0.205,0.224,0.187,0.191,0.12,0.249
"P18","Ni buena ni mala",0.453,0.332,0.461,0.507,0.426,0.405,0.402,0.403,0.355
"P18","Mala",0.055,0.181,0.152,0.174,0.189,0.208,0.233,0.218,0.103
"P18","Muy mala",0.202,0.209,0.066,0.046,0.063,0.139,0.095,0.166,0.105
"P19","Sí, con frecuencia",0.365,0.36,0.217,0.208,0.266,0.433,0.385,0.504,0.342
"P19","Sí, ocasionalmente",0.195,0.239,0.298,0.362,0.354,0.254,0.327,0.214,0.241
"P19","No, rara vez",0.275,0.401,0.274,0.261,0.229,0.209,0.2,0.202,0.308
"P19","No, nunca he experimentado problemas de congestión o demoras",0.165,0,0.211,0.169,0.151,0.104,0.088,0.08,0.109
"P20","Sí, siempre me siento seguro/a",0.293,0.103,0.396,0.276,0.256,0.194,0.179,0.231,0.293
"P20","Sí, en su mayoría me siento seguro/a",0.289,0.268,0.2,0.292,0.292,0.204,0.257,0.157,0.105
"P20","A veces me siento seguro/a, a veces no",0.238,0.291,0.208,0.262,0.281,0.273,0.285,0.262,0.34
"P20","No me siento seguro/a la mayoría de las veces",0.024,0.311,0.132,0.129,0.117,0.238,0.177,0.216,0.143
"P20","No me siento seguro/a en absoluto",0.156,0.027,0.064,0.041,0.054,0.091,0.102,0.134,0.119
"P21","Sí, en más de una ocasión",0.196,0.194,0.083,0.076,0.111,0.227,0.163,0.337,0.231
"P21","Sí, en una ocasión",0.224,0.337,0.11,0.201,0.209,0.205,0.259,0.169,0.076
"P21","No, nunca he presenciado un incidente de seguridad en el trasporte público",0.459,0.231,0.705,0.632,0.6,0.459,0.46,0.384,0.448
"P21","Prefiero no responder",0.121,0.238,0.102,0.091,0.08,0.109,0.118,0.11,0.245
"P22","Sí, en más de una ocasión",0.163,0.089,0.018,0.028,0.039,0.148,0.115,0.234,0.118
"P22","Sí, en una ocasión",0.032,0.074,0.084,0.077,0.113,0.175,0.189,0.164,0.07
"P22","No, nunca he sido víctima de un incidente de seguridad en el trasporte público",0.712,0.593,0.816,0.761,0.761,0.575,0.598,0.518,0.72
"P22","Prefiero no responder",0.093,0.244,0.082,0.134,0.087,0.102,0.098,0.084,0.092
