"var","categoria","A Alberto Fernández","A Sergio Massa","A algún candidato del peronismo","A algún candidato del kirchnerismo"
"P16","Muy buena",0.041,0.339,0.008,0.003
"P16","Buena",0.168,0.03,0.238,0.004
"P16","Ni buena ni mala",0.33,0.216,0.517,0.32
"P16","Mala",0.1,0.264,0.107,0.224
"P16","Muy mala",0.015,0.01,0.074,0.317
"P16","No sabe",0.346,0.141,0.056,0.132
"P17","Muy buena",0.008,0.329,0.017,0.066
"P17","Buena",0.099,0.123,0.092,0.027
"P17","Ni buena ni mala",0.242,0.32,0.421,0.093
"P17","Mala",0.138,0.122,0.13,0.47
"P17","Muy mala",0.249,0.08,0.34,0.316
"P17","No sabe",0.264,0.026,0,0.028
"P18","Muy buena",0.037,0.346,0.017,0.003
"P18","Buena",0.094,0.07,0.009,0.01
"P18","Ni buena ni mala",0.406,0.376,0.608,0.289
"P18","Mala",0.032,0.027,0.004,0.286
"P18","Muy mala",0.084,0.027,0.294,0.174
"P18","No sabe",0.347,0.154,0.068,0.238
"P19","Muy buena",0.12,0.327,0.004,0.048
"P19","Buena",0.095,0.126,0.012,0.053
"P19","Ni buena ni mala",0.362,0.404,0.614,0.455
"P19","Mala",0.096,0.01,0.017,0.082
"P19","Muy mala",0.011,0.005,0.057,0.132
"P19","No sabe",0.316,0.128,0.296,0.23
"P20","Muy buena",0.004,0.327,0.004,0
"P20","Buena",0.004,0.06,0.004,0
"P20","Ni buena ni mala",0.535,0.379,0.605,0.54
"P20","Mala",0.092,0.007,0.004,0.079
"P20","Muy mala",0.011,0,0.053,0.118
"P20","No sabe",0.354,0.227,0.33,0.263
"P21","La seguridad",0,0.306,0.008,0.006
"P21","El tránsito",0.004,0.047,0,0
"P21","El arreglo de las calles",0.112,0.142,0.061,0.504
"P21","Los parques y espacios públicos",0.337,0.401,0.631,0.054
"P21","El sistema de salud",0.004,0.016,0.099,0.14
"P21","La limpieza de las calles",0,0.023,0.013,0.087
"P21","El deporte y la cultura",0.124,0.01,0.017,0.134
"P21","La luminaria",0,0.005,0,0.013
"P21","No sabe",0.419,0.05,0.171,0.062
"P22","La seguridad",0.61,0.506,0.333,0.471
"P22","El tránsito",0.004,0.018,0,0.029
"P22","El arreglo de las calles",0.284,0.337,0.284,0.147
"P22","Los parques y espacios públicos",0.011,0.018,0.004,0.01
"P22","El sistema de salud",0.087,0.012,0.132,0.247
"P22","La limpieza de las calles",0,0.022,0.004,0.017
"P22","El deporte y la cultura",0,0,0,0.014
"P22","La luminaria",0.004,0.055,0,0.042
"P22","No sabe",0,0.032,0.243,0.023
"P23","Agua corriente y cloacas",0.757,0.805,0.162,0.426
"P23","Energía eléctrica",0.008,0.005,0.246,0.01
"P23","Red de gas natural",0.124,0.05,0.246,0.249
"P23","Recolección de residuos",0.008,0.058,0.013,0.046
"P23","Ninguno",0.103,0.082,0.333,0.269
"P24","Los robos",0.657,0.627,0.848,0.545
"P24","El narcotráfico",0.104,0.081,0.079,0.023
"P24","La ausencia de patrulleros y personal policial",0.008,0.275,0.065,0.312
"P24","Otro",0.161,0.005,0.004,0.069
"P24","Ninguno",0.07,0.012,0.004,0.051
"P25","Muy buena",0.126,0.367,0.492,0.328
"P25","Buena",0.054,0.359,0.139,0.231
"P25","Ni buena ni mala",0.336,0.125,0.108,0.155
"P25","Mala",0.1,0.071,0.242,0.033
"P25","Muy mala",0.38,0,0.011,0.115
"P25","No sabe",0.004,0.078,0.008,0.138
"P26","Muy buena",0.012,0.262,0.255,0.077
"P26","Buena",0.41,0.451,0.099,0.344
"P26","Ni buena ni mala",0.141,0.253,0.363,0.145
"P26","Mala",0.017,0.016,0.268,0.284
"P26","Muy mala",0.379,0,0.011,0.125
"P26","No sabe",0.041,0.018,0.004,0.025
"P30","A Alberto Fernández",0.879,0.022,0.24,0.007
"P30","A Sergio Massa",0,0.84,0.013,0.102
"P30","A algún candidato del peronismo",0,0,0.67,0.003
"P30","A Cristina Fernández de Kirchner",0.121,0.138,0.077,0.888
"P33","Muy buena",0.823,0.006,0.244,0.01
"P33","Buena",0.021,0.651,0.034,0.416
"P33","Ni buena ni mala",0.083,0.198,0.298,0.411
"P33","Mala",0.035,0.138,0.41,0.124
"P33","Muy mala",0,0.007,0.014,0.039
"P33","No sabe",0.038,0,0,0
"P34","Muy buena",0.016,0,0.24,0
"P34","Buena",0,0.038,0.241,0.21
"P34","Ni buena ni mala",0.085,0.304,0.024,0.189
"P34","Mala",0.146,0.338,0.32,0.045
"P34","Muy mala",0.749,0.307,0.17,0.522
"P34","No sabe",0.004,0.013,0.005,0.034
"P35","Muy buena",0.911,0.243,0.544,0.762
"P35","Buena",0.085,0.087,0.021,0.205
"P35","Ni buena ni mala",0,0.557,0.107,0.013
"P35","Mala",0,0.027,0.221,0
"P35","Muy mala",0.004,0.086,0.107,0.02
"P35","No sabe",0,0,0,0
"P36","Muy buena",0.058,0.338,0.013,0.056
"P36","Buena",0,0.046,0.172,0.03
"P36","Ni buena ni mala",0.234,0.281,0.082,0.071
"P36","Mala",0.202,0.143,0.638,0.4
"P36","Muy mala",0.502,0.192,0.095,0.407
"P36","No sabe",0.004,0,0,0.036
"P37","Muy buena",0.069,0.628,0.015,0.233
"P37","Buena",0.288,0.329,0.05,0.406
"P37","Ni buena ni mala",0.386,0.037,0.246,0.288
"P37","Mala",0.005,0.006,0.343,0.031
"P37","Muy mala",0.247,0,0.346,0.032
"P37","No sabe",0.005,0,0,0.01
"P38","Muy buena",0.005,0.307,0.247,0.013
"P38","Buena",0.005,0.023,0.254,0.041
"P38","Ni buena ni mala",0,0,0.017,0.159
"P38","Mala",0.154,0.298,0.292,0.034
"P38","Muy mala",0.831,0.332,0.19,0.719
"P38","No sabe",0.005,0.04,0,0.034
"P39","Muy buena",0.248,0.307,0.246,0.004
"P39","Buena",0.248,0.017,0.058,0
"P39","Ni buena ni mala",0.178,0.123,0.243,0.039
"P39","Mala",0.053,0.292,0.232,0.058
"P39","Muy mala",0.23,0.222,0.221,0.89
"P39","No sabe",0.043,0.039,0,0.009
