"var","categoria","Los robos","El narcotráfico","La ausencia de patrulleros y personal policial","Otro","Ninguno"
"P32","Seguro lo votaria",0.238,0.279,0.366,0.392,0
"P32","Quizás lo votaría",0.282,0.36,0.265,0.243,0
"P32","Nunca lo votaría",0.48,0.361,0.369,0.365,0
"P33","Muy buena",0.101,0.07,0.113,0.05,0.488
"P33","Buena",0.11,0.17,0.118,0.16,0.071
"P33","Ni buena ni mala",0.245,0.149,0.214,0.424,0.214
"P33","Mala",0.226,0.287,0.188,0.064,0.093
"P33","Muy mala",0.295,0.324,0.367,0.282,0.134
"P33","No sabe",0.023,0,0,0.02,0
"P34","Muy buena",0.089,0.143,0.137,0.115,0
"P34","Buena",0.159,0.295,0.097,0.07,0
"P34","Ni buena ni mala",0.158,0.108,0.092,0.307,0
"P34","Mala",0.232,0.105,0.271,0.169,0.151
"P34","Muy mala",0.347,0.309,0.391,0.246,0.849
"P34","No sabe",0.015,0.04,0.012,0.093,0
"P35","Muy buena",0.301,0.28,0.338,0.311,0.91
"P35","Buena",0.085,0.086,0.122,0.152,0
"P35","Ni buena ni mala",0.121,0.079,0.086,0.086,0
"P35","Mala",0.106,0.059,0.105,0.027,0.06
"P35","Muy mala",0.379,0.496,0.345,0.405,0.03
"P35","No sabe",0.008,0,0.004,0.019,0
"P36","Muy buena",0.192,0.186,0.24,0.041,0
"P36","Buena",0.113,0.1,0.195,0.187,0.062
"P36","Ni buena ni mala",0.25,0.301,0.126,0.151,0.104
"P36","Mala",0.182,0.21,0.203,0.236,0.06
"P36","Muy mala",0.236,0.203,0.232,0.295,0.774
"P36","No sabe",0.027,0,0.004,0.09,0
"P37","Muy buena",0.137,0.071,0.169,0.096,0.204
"P37","Buena",0.135,0.208,0.173,0.224,0.533
"P37","Ni buena ni mala",0.243,0.2,0.247,0.256,0.145
"P37","Mala",0.18,0.204,0.136,0.032,0
"P37","Muy mala",0.293,0.314,0.261,0.384,0.118
"P37","No sabe",0.012,0.003,0.014,0.008,0
"P38","Muy buena",0.209,0.288,0.216,0.305,0.063
"P38","Buena",0.139,0.221,0.048,0.063,0
"P38","Ni buena ni mala",0.182,0.058,0.184,0.158,0
"P38","Mala",0.139,0.125,0.149,0.022,0.059
"P38","Muy mala",0.307,0.308,0.387,0.357,0.878
"P38","No sabe",0.024,0,0.016,0.095,0
"P39","Muy buena",0.228,0.2,0.206,0.065,0
"P39","Buena",0.141,0.099,0.072,0.122,0.061
"P39","Ni buena ni mala",0.214,0.313,0.17,0.271,0
"P39","Mala",0.146,0.096,0.088,0.253,0.159
"P39","Muy mala",0.238,0.266,0.42,0.281,0.78
"P39","No sabe",0.033,0.026,0.044,0.008,0
