"clase","Opinión","Todos","Hombres","Mujeres","16-29 años","30-49 años","50-64 años","65+ años","Hasta primario completo","Secundario completo/incompleto","Terciario completo/incompleto","Weretilneck","Tortoriello","Horne","Massa","Milei","Alto Valle","Comarca Andina","Resto"
"Mauricio Macri","Mala",0.294,0.331,0.259,0.219,0.357,0.176,0.451,0.38,0.284,0.239,0.558,0.124,0.771,0.28,0.186,0,0,0
"Mauricio Macri","Muy mala",0.226,0.26,0.192,0.111,0.242,0.447,0.043,0.385,0.035,0.349,0.198,0.192,0.18,0.368,0.175,0,0,0
"Mauricio Macri","No sabe",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Claudio Di Tella","Muy buena",0.017,0.024,0.01,0,0.025,0.009,0.041,0,0.024,0.022,0.046,0.004,0,0.014,0.011,0,0,0
"Claudio Di Tella","Buena",0.089,0.126,0.053,0.15,0.059,0.024,0.161,0.167,0.067,0.054,0.21,0.055,0.031,0.027,0.146,0,0,0
"Claudio Di Tella","Ni buena ni mala",0.247,0.225,0.267,0.153,0.24,0.317,0.346,0.311,0.285,0.143,0.339,0.265,0.18,0.27,0.14,0,0,0
"Claudio Di Tella","Mala",0.322,0.273,0.37,0.275,0.376,0.338,0.226,0.287,0.298,0.383,0.294,0.277,0.771,0.367,0.332,0,0,0
"Claudio Di Tella","Muy mala",0.233,0.253,0.214,0.245,0.231,0.298,0.106,0.129,0.215,0.342,0.108,0.309,0.018,0.195,0.315,0,0,0
"Claudio Di Tella","No sabe",0.092,0.099,0.086,0.177,0.069,0.014,0.12,0.106,0.111,0.056,0.003,0.09,0,0.127,0.056,0,0,0
"CFK","Muy buena",0.14,0.051,0.226,0.205,0.061,0.136,0.261,0.107,0.118,0.196,0.3,0.058,0.348,0.416,0.012,0,0,0
"CFK","Buena",0.06,0.061,0.059,0,0.091,0.047,0.112,0.106,0.021,0.074,0.149,0.03,0.031,0.123,0.017,0,0,0
"CFK","Ni buena ni mala",0.189,0.282,0.1,0.208,0.17,0.279,0.058,0.257,0.205,0.113,0.194,0.194,0.621,0.18,0.131,0,0,0
"CFK","Mala",0.137,0.106,0.167,0.011,0.228,0.082,0.207,0.091,0.213,0.075,0.182,0.147,0,0.151,0.119,0,0,0
"CFK","Muy mala",0.474,0.5,0.448,0.576,0.45,0.456,0.362,0.439,0.443,0.542,0.175,0.571,0,0.13,0.721,0,0,0
"CFK","No sabe",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Axel Kicillof","Muy buena",0.172,0.113,0.229,0.111,0.168,0.152,0.349,0.289,0.056,0.231,0.332,0.104,0.361,0.347,0.091,0,0,0
"Axel Kicillof","Buena",0.074,0.069,0.079,0.177,0.035,0.053,0.016,0,0.133,0.056,0.037,0.072,0.59,0.153,0.049,0,0,0
"Axel Kicillof","Ni buena ni mala",0.1,0.156,0.046,0,0.167,0.099,0.095,0.052,0.157,0.063,0.191,0.086,0,0.151,0.037,0,0,0
"Axel Kicillof","Mala",0.162,0.214,0.111,0.136,0.277,0.027,0.073,0.181,0.188,0.111,0.196,0.169,0.049,0.198,0.067,0,0,0
"Axel Kicillof","Muy mala",0.471,0.433,0.508,0.576,0.334,0.669,0.355,0.424,0.466,0.516,0.196,0.569,0,0.151,0.756,0,0,0
"Axel Kicillof","No sabe",0.021,0.015,0.027,0,0.019,0,0.112,0.054,0,0.023,0.048,0,0,0,0,0,0,0
"Sergio Massa","Muy buena",0.079,0.019,0.137,0.028,0.033,0.094,0.312,0.161,0.038,0.067,0.204,0.034,0.099,0.186,0.004,0,0,0
"Sergio Massa","Buena",0.125,0.1,0.149,0.177,0.144,0.058,0.064,0.104,0.105,0.167,0.152,0.098,0.066,0.345,0.026,0,0,0
"Sergio Massa","Ni buena ni mala",0.146,0.209,0.086,0.192,0.123,0.128,0.155,0.183,0.173,0.082,0.198,0.157,0.196,0.263,0.054,0,0,0
"Sergio Massa","Mala",0.136,0.192,0.082,0.118,0.196,0.065,0.103,0,0.221,0.135,0.162,0.115,0.639,0.064,0.092,0,0,0
"Sergio Massa","Muy mala",0.514,0.48,0.546,0.485,0.504,0.655,0.366,0.552,0.463,0.549,0.284,0.596,0,0.142,0.824,0,0,0
"Sergio Massa","No sabe",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
