"var","categoria","Seguro lo votaria","Quizás lo votaría","Nunca lo votaría"
"P25","La seguridad",0.188,0.063,0.138
"P25","El tránsito",0.3,0.233,0.17
"P25","El arreglo de las calles",0.154,0.295,0.143
"P25","El estado de las escuelas y la educación",0.132,0.16,0.045
"P25","El sistema de salud",0.064,0.196,0.25
"P25","El deporte y la cultura",0,0.008,0.138
"P25","La obra pública",0.05,0.02,0.032
"P25","La luminaria",0.092,0.004,0.015
"P25","No sabe",0.02,0.021,0.069
"P26","Agua corriente y cloacas",0.81,0.942,0.888
"P26","Energía eléctrica",0.072,0.02,0.04
"P26","Red de gas natural",0,0.009,0.002
"P26","Recolección de residuos",0.005,0.006,0.043
"P26","Ninguno",0.113,0.023,0.027
"P27","Los robos",0.398,0.279,0.267
"P27","El narcotráfico",0.244,0.311,0.243
"P27","La ausencia de patrulleros y personal policial",0.042,0.174,0.259
"P27","Otro",0.12,0.138,0.14
"P27","Ninguno",0.196,0.098,0.091
"P32","A Horacio Rodriguez Larreta",0.292,0.252,0.238
"P32","A Mauricio Macri",0.306,0.342,0.094
"P32","A Patricia Bullrich",0.365,0.328,0.208
"P32","A Facundo Manes",0.036,0.04,0.297
"P32","A Gerardo Morales",0.001,0.038,0.163
"P34","Muy buena",0.26,0.008,0.077
"P34","Buena",0.026,0.291,0.121
"P34","Ni buena ni mala",0.044,0.156,0.34
"P34","Mala",0.07,0.046,0.161
"P34","Muy mala",0.6,0.471,0.3
"P34","No sabe",0,0.028,0.001
"P35","Muy buena",0.375,0.209,0.051
"P35","Buena",0.237,0.351,0.201
"P35","Ni buena ni mala",0.163,0.238,0.09
"P35","Mala",0.073,0.119,0.123
"P35","Muy mala",0.152,0.036,0.532
"P35","No sabe",0,0.047,0.003
"P36","Muy buena",0.101,0.092,0.32
"P36","Buena",0.023,0.199,0.059
"P36","Ni buena ni mala",0.097,0.119,0.127
"P36","Mala",0.023,0.045,0.035
"P36","Muy mala",0.756,0.545,0.457
"P36","No sabe",0,0,0.002
"P37","Muy buena",0.215,0.144,0.092
"P37","Buena",0.178,0.257,0.233
"P37","Ni buena ni mala",0.222,0.378,0.175
"P37","Mala",0.049,0.097,0.189
"P37","Muy mala",0.332,0.124,0.245
"P37","No sabe",0.004,0,0.066
"P38","Muy buena",0.07,0.051,0.141
"P38","Buena",0.048,0.059,0.161
"P38","Ni buena ni mala",0.177,0.332,0.179
"P38","Mala",0.143,0.043,0.196
"P38","Muy mala",0.553,0.515,0.316
"P38","No sabe",0.009,0,0.007
"P39","Muy buena",0.431,0.283,0.123
"P39","Buena",0.271,0.156,0.151
"P39","Ni buena ni mala",0.085,0.508,0.169
"P39","Mala",0.117,0.015,0.118
"P39","Muy mala",0.096,0.028,0.439
"P39","No sabe",0,0.01,0
"P40","Muy buena",0.491,0.169,0.088
"P40","Buena",0.228,0.146,0.031
"P40","Ni buena ni mala",0.095,0.628,0.155
"P40","Mala",0.111,0.006,0.199
"P40","Muy mala",0.075,0.021,0.476
"P40","No sabe",0,0.03,0.051
