"var","categoria","Seguro lo votaria","Quizás lo votaría","Nunca lo votaría"
"P37","Wado de Pedro por el Frente de Todos",0.015,0.017,0.065
"P37","Mauricio Macri por Juntos por el Cambio",0.578,0.75,0.706
"P37","Javier Milei por los liberales libertarios",0.329,0.072,0.023
"P37","Nicolás del Caño por la izquierda",0.002,0.007,0.012
"P37","Otro candidato",0.041,0.112,0.159
"P37","Aún no lo tengo decidido",0.035,0.042,0.035
"P38","Wado de Pedro por el Frente de Todos",0.005,0.007,0.03
"P38","Patricia Bullrich por Juntos por el Cambio",0.562,0.801,0.768
"P38","Javier Milei por los liberales libertarios",0.361,0.053,0.022
"P38","Nicolás del Caño por la izquierda",0,0.01,0.008
"P38","Otro candidato",0.026,0.046,0.114
"P38","Aún no lo tengo decidido",0.046,0.083,0.058
"P39","Cristina Fernández de Kirchner por el Frente de Todos",0.01,0.002,0.085
"P39","Patricia Bullrich por Juntos por el Cambio",0.521,0.791,0.756
"P39","Javier Milei por los liberales libertarios",0.377,0.078,0.018
"P39","Nicolás del Caño por la izquierda",0,0,0.004
"P39","Otro candidato",0.044,0.061,0.093
"P39","Aún no lo tengo decidido",0.048,0.068,0.044
"P40","Cristina Fernández de Kirchner por el Frente de Todos",0.046,0.082,0.153
"P40","Mauricio Macri por Juntos por el Cambio",0.72,0.795,0.713
"P40","No sabe",0.234,0.123,0.134
"P41","Wado de Pedro por el Frente de Todos",0.006,0.022,0.047
"P41","Horacio Rodríguez Larreta por Juntos por el Cambio",0.772,0.846,0.771
"P41","No sabe",0.222,0.132,0.182
"P42","Sergio Massa por el Frente de Todos",0.036,0.019,0.065
"P42","Patricia Bullrich por Juntos por el Cambio",0.829,0.924,0.841
"P42","No sabe",0.135,0.057,0.094
"P43","Sergio Massa por el Frente de Todos",0.018,0.043,0.053
"P43","Mauricio Macri por Juntos por el Cambio",0.818,0.887,0.813
"P43","No sabe",0.164,0.07,0.134
"P44","Sergio Massa por el Frente de Todos",0.025,0.019,0.053
"P44","Javier Milei por los liberales libertarios",0.714,0.625,0.327
"P44","No sabe",0.261,0.356,0.62
"P45","Horacio Rodríguez Larreta por Juntos por el Cambio",0.293,0.388,0.372
"P45","Javier Milei por los liberales libertarios",0.525,0.43,0.202
"P45","No sabe",0.182,0.182,0.426
"P46","Patricia Bullrich por Juntos por el Cambio",0.83,0.858,0.791
"P46","Wado de Pedro por el Frente de Todos",0.035,0.025,0.084
"P46","No sabe",0.135,0.117,0.125
"P47","Patricia Bullrich por Juntos por el Cambio",0.81,0.921,0.872
"P47","Cristina Fernández de Kirchner por el Frente de Todos",0.003,0.018,0.046
"P47","No sabe",0.187,0.061,0.082
"P48","Muy buena",0.137,0.07,0.13
"P48","Buena",0,0.013,0.017
"P48","Ni buena ni mala",0.06,0.031,0.019
"P48","Mala",0.132,0.09,0.058
"P48","Muy mala",0.671,0.794,0.773
"P48","No sabe",0,0.002,0.003
"P49","Muy buena",0.055,0.006,0.008
"P49","Buena",0,0.003,0.011
"P49","Ni buena ni mala",0.08,0.049,0.044
"P49","Mala",0.173,0.122,0.064
"P49","Muy mala",0.692,0.818,0.873
"P49","No sabe",0,0.002,0
"P50","Muy buena",0.058,0.018,0.034
"P50","Buena",0.006,0.002,0.004
"P50","Ni buena ni mala",0.048,0.039,0.015
"P50","Mala",0.102,0.061,0.024
"P50","Muy mala",0.786,0.876,0.923
"P50","No sabe",0,0.004,0
"P51","Muy buena",0.274,0.403,0.358
"P51","Buena",0.278,0.331,0.264
"P51","Ni buena ni mala",0.281,0.095,0.189
"P51","Mala",0.053,0.026,0.048
"P51","Muy mala",0.114,0.14,0.141
"P51","No sabe",0,0.005,0
"P52","Muy buena",0.448,0.359,0.316
"P52","Buena",0.294,0.307,0.309
"P52","Ni buena ni mala",0.136,0.272,0.252
"P52","Mala",0.009,0.024,0.071
"P52","Muy mala",0.113,0.017,0.049
"P52","No sabe",0,0.021,0.003
"P53","Muy buena",0.106,0.021,0.035
"P53","Buena",0.047,0.029,0.07
"P53","Ni buena ni mala",0.15,0.115,0.074
"P53","Mala",0.09,0.153,0.156
"P53","Muy mala",0.607,0.673,0.663
"P53","No sabe",0,0.009,0.002
"P54","Muy buena",0.482,0.492,0.45
"P54","Buena",0.303,0.326,0.245
"P54","Ni buena ni mala",0.104,0.059,0.102
"P54","Mala",0.02,0.03,0.04
"P54","Muy mala",0.043,0.079,0.163
"P54","No sabe",0.048,0.014,0
"P55","Muy buena",0.417,0.141,0.077
"P55","Buena",0.276,0.346,0.11
"P55","Ni buena ni mala",0.239,0.388,0.373
"P55","Mala",0.024,0.059,0.201
"P55","Muy mala",0.041,0.054,0.197
"P55","No sabe",0.003,0.012,0.042
"P56","Muy buena",0.46,0.414,0.317
"P56","Buena",0.286,0.35,0.375
"P56","Ni buena ni mala",0.132,0.144,0.172
"P56","Mala",0.104,0.061,0.053
"P56","Muy mala",0.015,0.024,0.073
"P56","No sabe",0.003,0.007,0.01
"P57","Muy buena",0.096,0.077,0.028
"P57","Buena",0.016,0.016,0.063
"P57","Ni buena ni mala",0.145,0.144,0.145
"P57","Mala",0.159,0.183,0.202
"P57","Muy mala",0.47,0.539,0.523
"P57","No sabe",0.114,0.041,0.039
"P58","Muy buena",0.137,0.055,0.065
"P58","Buena",0.182,0.225,0.251
"P58","Ni buena ni mala",0.361,0.316,0.294
"P58","Mala",0.088,0.212,0.177
"P58","Muy mala",0.181,0.172,0.19
"P58","No sabe",0.051,0.02,0.023
"P59","Muy buena",0.104,0.092,0.06
"P59","Buena",0.194,0.237,0.306
"P59","Ni buena ni mala",0.304,0.399,0.358
"P59","Mala",0.104,0.166,0.079
"P59","Muy mala",0.092,0.085,0.138
"P59","No sabe",0.202,0.021,0.059
"P60","Siempre",0.335,0.289,0.324
"P60","Casi siempre",0.255,0.378,0.39
"P60","Casi nunca",0.237,0.246,0.256
"P60","Nunca, pero esta es una excepción",0.173,0.087,0.03
"P61","Si",0.513,0.496,0.51
"P61","No",0.487,0.504,0.49
