"var","categoria","Tengo trabajo estable","Realizo changas o trabajos de vez en cuando","No tengo trabajo","Soy jubilado o pensionado"
"P26","Gran excedente excepcional",0.006,0.002,0.011,0.014
"P26","Pequeño excedente habitual",0.11,0.018,0.031,0.036
"P26","Pequeño excedente excepcional",0.087,0.028,0.04,0.061
"P26","Alcanza gastos familia",0.198,0.093,0.09,0.169
"P26","No alcanza gastos familia",0.158,0.196,0.176,0.139
"P26","Solo NBFamiliares",0.248,0.268,0.3,0.288
"P26","No alcanza NBFamiliares",0.181,0.387,0.34,0.265
"P26","No sabe",0.006,0.006,0.003,0.025
"P27","Muy buena",0.044,0.037,0.033,0.04
"P27","Buena",0.189,0.072,0.079,0.203
"P27","Ni buena ni mala",0.437,0.321,0.329,0.425
"P27","Mala",0.253,0.376,0.369,0.239
"P27","Muy mala",0.065,0.179,0.17,0.083
"P27","No sabe",0.012,0.015,0.02,0.01
"P28","Mejor",0.139,0.066,0.071,0.122
"P28","Igual",0.318,0.222,0.262,0.278
"P28","Peor",0.503,0.69,0.601,0.581
"P28","No sabe",0.04,0.022,0.066,0.019
"P29","Mejor",0.165,0.109,0.085,0.145
"P29","Igual",0.278,0.179,0.201,0.22
"P29","Peor",0.481,0.615,0.581,0.553
"P29","No sabe",0.076,0.097,0.133,0.082
"P30","Muy buena",0.051,0.051,0.045,0.037
"P30","Buena",0.083,0.051,0.043,0.084
"P30","Ni buena ni mala",0.163,0.116,0.129,0.183
"P30","Mala",0.269,0.288,0.29,0.287
"P30","Muy mala",0.429,0.488,0.489,0.393
"P30","No sabe",0.005,0.006,0.004,0.016
"P31","Muy buena",0.266,0.197,0.188,0.244
"P31","Buena",0.082,0.094,0.097,0.074
"P31","Ni buena ni mala",0.075,0.093,0.089,0.082
"P31","Mala",0.064,0.077,0.073,0.064
"P31","Muy mala",0.508,0.518,0.548,0.534
"P31","No sabe",0.005,0.021,0.005,0.002
"P32","Muy buena",0.102,0.052,0.073,0.092
"P32","Buena",0.154,0.143,0.168,0.164
"P32","Ni buena ni mala",0.155,0.154,0.156,0.14
"P32","Mala",0.156,0.147,0.113,0.167
"P32","Muy mala",0.431,0.472,0.489,0.436
"P32","No sabe",0.002,0.032,0.001,0.001
"P33","Muy buena",0.07,0.049,0.037,0.073
"P33","Buena",0.106,0.1,0.109,0.145
"P33","Ni buena ni mala",0.232,0.189,0.2,0.185
"P33","Mala",0.178,0.182,0.152,0.231
"P33","Muy mala",0.408,0.41,0.454,0.353
"P33","No sabe",0.006,0.07,0.048,0.013
"P34","Muy buena",0.217,0.122,0.147,0.227
"P34","Buena",0.132,0.096,0.125,0.116
"P34","Ni buena ni mala",0.097,0.136,0.123,0.079
"P34","Mala",0.086,0.092,0.064,0.154
"P34","Muy mala",0.464,0.515,0.522,0.42
"P34","No sabe",0.004,0.039,0.019,0.004
"P35","Muy buena",0.118,0.102,0.108,0.136
"P35","Buena",0.124,0.136,0.155,0.182
"P35","Ni buena ni mala",0.186,0.188,0.155,0.197
"P35","Mala",0.132,0.143,0.168,0.108
"P35","Muy mala",0.438,0.399,0.407,0.37
"P35","No sabe",0.002,0.032,0.007,0.007
"P36","Muy buena",0.132,0.121,0.131,0.151
"P36","Buena",0.179,0.181,0.174,0.273
"P36","Ni buena ni mala",0.203,0.259,0.251,0.204
"P36","Mala",0.163,0.13,0.166,0.162
"P36","Muy mala",0.308,0.256,0.239,0.197
"P36","No sabe",0.015,0.053,0.039,0.013
"P37","Muy buena",0.121,0.114,0.158,0.134
"P37","Buena",0.159,0.186,0.118,0.223
"P37","Ni buena ni mala",0.157,0.163,0.191,0.178
"P37","Mala",0.132,0.134,0.165,0.158
"P37","Muy mala",0.415,0.371,0.348,0.297
"P37","No sabe",0.016,0.032,0.02,0.01
"P38","Muy buena",0.185,0.16,0.164,0.065
"P38","Buena",0.136,0.145,0.151,0.138
"P38","Ni buena ni mala",0.19,0.24,0.247,0.292
"P38","Mala",0.107,0.071,0.091,0.128
"P38","Muy mala",0.351,0.303,0.28,0.328
"P38","No sabe",0.031,0.081,0.067,0.049
"P39","Muy buena",0.238,0.24,0.234,0.317
"P39","Buena",0.153,0.164,0.184,0.14
"P39","Ni buena ni mala",0.105,0.158,0.157,0.096
"P39","Mala",0.081,0.058,0.098,0.109
"P39","Muy mala",0.401,0.318,0.282,0.32
"P39","No sabe",0.022,0.062,0.045,0.018
"P40","Muy buena",0.068,0.054,0.014,0.041
"P40","Buena",0.159,0.133,0.13,0.148
"P40","Ni buena ni mala",0.23,0.241,0.249,0.368
"P40","Mala",0.287,0.226,0.254,0.276
"P40","Muy mala",0.233,0.287,0.28,0.14
"P40","No sabe",0.023,0.059,0.073,0.027
"P41","Muy buena",0.021,0.029,0.018,0.023
"P41","Buena",0.061,0.078,0.081,0.067
"P41","Ni buena ni mala",0.155,0.203,0.15,0.218
"P41","Mala",0.259,0.218,0.27,0.305
"P41","Muy mala",0.472,0.409,0.424,0.36
"P41","No sabe",0.032,0.063,0.057,0.027
