"var","categoria","Mejor","Igual","Peor","No sabe"
"P18","Cristina Fernández de Kirchner por el Frente de Todos",0.775,0.532,0.126,0.431
"P18","Mauricio Macri por Cambiemos",0.041,0.159,0.346,0.154
"P18","Javier Milei por los liberales",0.064,0.161,0.317,0.142
"P18","Nicolás del Caño por la izquierda",0.015,0.026,0.018,0.026
"P18","Otro candidato",0.105,0.122,0.193,0.247
"P19","Horacio Rodríguez Larreta por Cambiemos",0.16,0.239,0.326,0.204
"P19","Alberto Fernández por el Frente de Todos",0.593,0.384,0.129,0.361
"P19","Javier Milei por los liberales",0.062,0.157,0.309,0.142
"P19","Nicolás del Caño por la izquierda",0.022,0.042,0.027,0.04
"P19","Otro candidato",0.163,0.178,0.209,0.253
"P20","Mauricio Macri presidente Javier Milei vice",0.085,0.231,0.528,0.209
"P20","Sergio Massa presidente Gerardo Morales vice",0.367,0.226,0.071,0.207
"P20","Nicolas del Caño presidente Myriam Bregman vice",0.06,0.087,0.062,0.068
"P20","No sabe",0.488,0.456,0.339,0.516
"P21","Mauricio Macri presidente Patricia Bullrich vice",0.065,0.185,0.408,0.198
"P21","Alberto Fernández presidente Sergio Massa vice",0.387,0.251,0.061,0.214
"P21","Javier Milei presidente José Luis Espert vice",0.046,0.112,0.247,0.122
"P21","Horacio Rodríguez Larreta presidente Gerardo Morales vice",0.092,0.119,0.115,0.131
"P21","Cristina Fernández de Kirchner presidenta Jorge Capitanich vice",0.351,0.268,0.069,0.248
"P21","Otros candidatos",0.059,0.065,0.1,0.087
"P22","Muy buena",0.16,0.103,0.05,0.058
"P22","Buena",0.469,0.25,0.037,0.214
"P22","Ni buena ni mala",0.19,0.214,0.065,0.247
"P22","Mala",0.075,0.164,0.169,0.218
"P22","Muy mala",0.085,0.257,0.67,0.26
"P22","No sabe",0.021,0.012,0.009,0.003
"P23","Si",0.886,0.793,0.542,0.692
"P23","No",0.066,0.087,0.255,0.109
"P23","No sabe",0.048,0.12,0.203,0.199
"P24","El kirchnerismo",0.142,0.353,0.618,0.298
"P24","Cambiemos",0.374,0.251,0.1,0.196
"P24","Los medios de comunicación",0.338,0.249,0.086,0.24
"P24","Otros",0.052,0.059,0.096,0.1
"P24","No sabe",0.094,0.088,0.1,0.166
"P25","Sin deuda",0.411,0.344,0.24,0.32
"P25","Menos de 10%",0.176,0.184,0.16,0.138
"P25","Entre 10 y 20%",0.14,0.14,0.14,0.179
"P25","Entre 20 y 30%",0.066,0.104,0.12,0.087
"P25","Entre 30 y 40%",0.099,0.064,0.107,0.042
"P25","Mas del 40%",0.092,0.138,0.202,0.141
"P25","No sabe",0.016,0.026,0.031,0.093
"P26","Gran excedente habitual",0.01,0.006,0.003,0.009
"P26","Gran excedente excepcional",0.019,0.002,0.004,0.021
"P26","Pequeño excedente habitual",0.105,0.087,0.044,0.057
"P26","Pequeño excedente excepcional",0.084,0.077,0.046,0.083
"P26","Alcanza gastos familia",0.247,0.184,0.11,0.169
"P26","No alcanza gastos familia",0.113,0.145,0.181,0.208
"P26","Solo NBFamiliares",0.24,0.287,0.275,0.226
"P26","No alcanza NBFamiliares",0.169,0.209,0.331,0.192
"P26","No sabe",0.013,0.003,0.006,0.035
"P27","Muy buena",0.092,0.029,0.036,0.018
"P27","Buena",0.297,0.207,0.081,0.157
"P27","Ni buena ni mala",0.444,0.448,0.342,0.496
"P27","Mala",0.122,0.233,0.371,0.254
"P27","Muy mala",0.03,0.075,0.157,0.049
"P27","No sabe",0.015,0.008,0.013,0.026
"P28","Mejor",0.432,0.102,0.03,0.109
"P28","Igual",0.41,0.566,0.092,0.477
"P28","Peor",0.134,0.298,0.847,0.316
"P28","No sabe",0.024,0.034,0.031,0.098
"P30","Muy buena",0.06,0.011,0.066,0.002
"P30","Buena",0.203,0.141,0.006,0.049
"P30","Ni buena ni mala",0.441,0.252,0.026,0.209
"P30","Mala",0.243,0.356,0.23,0.442
"P30","Muy mala",0.039,0.236,0.669,0.268
"P30","No sabe",0.014,0.004,0.003,0.03
"P31","Muy buena",0.578,0.358,0.086,0.297
"P31","Buena",0.16,0.142,0.035,0.127
"P31","Ni buena ni mala",0.132,0.1,0.053,0.125
"P31","Mala",0.024,0.089,0.071,0.066
"P31","Muy mala",0.101,0.309,0.747,0.365
"P31","No sabe",0.005,0.002,0.008,0.02
"P32","Muy buena",0.285,0.1,0.022,0.115
"P32","Buena",0.376,0.266,0.054,0.161
"P32","Ni buena ni mala",0.212,0.235,0.082,0.269
"P32","Mala",0.054,0.171,0.161,0.148
"P32","Muy mala",0.073,0.227,0.671,0.284
"P32","No sabe",0,0.001,0.01,0.023
"P33","Muy buena",0.162,0.076,0.023,0.076
"P33","Buena",0.256,0.185,0.044,0.144
"P33","Ni buena ni mala",0.339,0.309,0.115,0.295
"P33","Mala",0.116,0.164,0.209,0.186
"P33","Muy mala",0.107,0.235,0.586,0.212
"P33","No sabe",0.02,0.031,0.023,0.087
"P34","Muy buena",0.503,0.284,0.064,0.204
"P34","Buena",0.204,0.193,0.058,0.167
"P34","Ni buena ni mala",0.113,0.146,0.075,0.195
"P34","Mala",0.052,0.094,0.106,0.101
"P34","Muy mala",0.117,0.277,0.684,0.297
"P34","No sabe",0.011,0.006,0.013,0.036
"P35","Muy buena",0.037,0.072,0.165,0.059
"P35","Buena",0.035,0.11,0.196,0.078
"P35","Ni buena ni mala",0.07,0.157,0.231,0.128
"P35","Mala",0.101,0.11,0.153,0.153
"P35","Muy mala",0.737,0.544,0.245,0.57
"P35","No sabe",0.02,0.007,0.01,0.012
"P36","Muy buena",0.055,0.09,0.182,0.093
"P36","Buena",0.062,0.18,0.246,0.129
"P36","Ni buena ni mala",0.127,0.194,0.26,0.216
"P36","Mala",0.22,0.169,0.127,0.173
"P36","Muy mala",0.505,0.341,0.166,0.312
"P36","No sabe",0.031,0.026,0.019,0.077
"P37","Muy buena",0.022,0.102,0.182,0.059
"P37","Buena",0.034,0.138,0.22,0.137
"P37","Ni buena ni mala",0.047,0.154,0.211,0.11
"P37","Mala",0.163,0.12,0.141,0.202
"P37","Muy mala",0.711,0.471,0.232,0.428
"P37","No sabe",0.023,0.015,0.014,0.064
"P38","Muy buena",0.039,0.11,0.211,0.096
"P38","Buena",0.053,0.127,0.166,0.136
"P38","Ni buena ni mala",0.1,0.193,0.282,0.2
"P38","Mala",0.119,0.103,0.101,0.073
"P38","Muy mala",0.634,0.417,0.206,0.322
"P38","No sabe",0.055,0.05,0.034,0.173
"P39","Muy buena",0.025,0.126,0.391,0.092
"P39","Buena",0.026,0.148,0.2,0.14
"P39","Ni buena ni mala",0.037,0.103,0.152,0.107
"P39","Mala",0.137,0.097,0.065,0.086
"P39","Muy mala",0.735,0.503,0.168,0.455
"P39","No sabe",0.04,0.023,0.024,0.12
"P40","Muy buena",0.128,0.058,0.032,0.025
"P40","Buena",0.343,0.159,0.097,0.125
"P40","Ni buena ni mala",0.284,0.351,0.209,0.328
"P40","Mala",0.173,0.247,0.297,0.243
"P40","Muy mala",0.037,0.134,0.342,0.143
"P40","No sabe",0.035,0.051,0.023,0.136
"P41","Muy buena",0.044,0.017,0.02,0.015
"P41","Buena",0.058,0.07,0.076,0.038
"P41","Ni buena ni mala",0.133,0.176,0.192,0.14
"P41","Mala",0.217,0.257,0.276,0.255
"P41","Muy mala",0.513,0.44,0.405,0.416
"P41","No sabe",0.035,0.04,0.031,0.136
