"var","categoria","Si","No","No sabe"
"P35","Muy buena",0.089,0.188,0.131
"P35","Buena",0.114,0.181,0.245
"P35","Ni buena ni mala",0.162,0.195,0.242
"P35","Mala",0.137,0.15,0.118
"P35","Muy mala",0.492,0.279,0.247
"P35","No sabe",0.006,0.007,0.017
"P36","Muy buena",0.111,0.187,0.145
"P36","Buena",0.172,0.193,0.296
"P36","Ni buena ni mala",0.205,0.242,0.256
"P36","Mala",0.172,0.13,0.123
"P36","Muy mala",0.317,0.242,0.147
"P36","No sabe",0.023,0.006,0.033
"P37","Muy buena",0.1,0.196,0.151
"P37","Buena",0.144,0.172,0.273
"P37","Ni buena ni mala",0.144,0.197,0.236
"P37","Mala",0.146,0.152,0.11
"P37","Muy mala",0.452,0.274,0.217
"P37","No sabe",0.014,0.009,0.013
"P38","Muy buena",0.129,0.3,0.125
"P38","Buena",0.127,0.142,0.198
"P38","Ni buena ni mala",0.193,0.28,0.326
"P38","Mala",0.093,0.085,0.126
"P38","Muy mala",0.406,0.173,0.176
"P38","No sabe",0.052,0.02,0.049
"P39","Muy buena",0.193,0.412,0.327
"P39","Buena",0.133,0.194,0.267
"P39","Ni buena ni mala",0.114,0.128,0.133
"P39","Mala",0.087,0.08,0.055
"P39","Muy mala",0.445,0.151,0.18
"P39","No sabe",0.028,0.035,0.038
"P40","Muy buena",0.065,0.037,0.015
"P40","Buena",0.178,0.105,0.098
"P40","Ni buena ni mala",0.29,0.142,0.28
"P40","Mala",0.243,0.31,0.328
"P40","Muy mala",0.2,0.385,0.229
"P40","No sabe",0.024,0.021,0.05
"P41","Muy buena",0.021,0.036,0.022
"P41","Buena",0.078,0.072,0.062
"P41","Ni buena ni mala",0.161,0.15,0.248
"P41","Mala",0.256,0.245,0.303
"P41","Muy mala",0.453,0.478,0.3
"P41","No sabe",0.031,0.019,0.065
