"var","categoria","El anterior gobierno de Alberto Fernández","El actual gobierno de Javier Milei","No sabe"
"P32","Muy buena",0.331,0,0.283
"P32","Buena",0.338,0,0.079
"P32","Ni buena ni mala",0.123,0,0.206
"P32","Mala",0.141,0,0.432
"P32","Muy mala",0.067,0,0
"P32","No sabe",0,0,0
"P34","Muy buena",0.212,0,0.165
"P34","Buena",0.2,0,0.321
"P34","Ni buena ni mala",0.351,0,0.125
"P34","Mala",0.13,0,0.37
"P34","Muy mala",0.078,0,0.019
"P34","No sabe",0.029,0,0
"P35","Muy buena",0.22,0,0.044
"P35","Buena",0.176,0,0.181
"P35","Ni buena ni mala",0.296,0,0.641
"P35","Mala",0.169,0,0.107
"P35","Muy mala",0.067,0,0.027
"P35","No sabe",0.072,0,0
"P36","Muy buena",0.229,0,0.271
"P36","Buena",0.106,0,0.15
"P36","Ni buena ni mala",0.206,0,0.126
"P36","Mala",0.211,0,0.042
"P36","Muy mala",0.228,0,0.355
"P36","No sabe",0.02,0,0.056
"P37","Muy buena",0.257,0,0.021
"P37","Buena",0.134,0,0
"P37","Ni buena ni mala",0.071,0,0.075
"P37","Mala",0.329,0,0.494
"P37","Muy mala",0.209,0,0.41
"P37","No sabe",0,0,0
"P38","Muy buena",0.163,0,0.29
"P38","Buena",0.102,0,0.144
"P38","Ni buena ni mala",0.241,0,0.068
"P38","Mala",0.215,0,0.108
"P38","Muy mala",0.279,0,0.39
"P38","No sabe",0,0,0
"P39","Muy buena",0.18,0,0.479
"P39","Buena",0.202,0,0.031
"P39","Ni buena ni mala",0.169,0,0.091
"P39","Mala",0.242,0,0
"P39","Muy mala",0.168,0,0.399
"P39","No sabe",0.039,0,0
"P40","Muy buena",0.294,0,0
"P40","Buena",0.12,0,0
"P40","Ni buena ni mala",0.159,0,0.056
"P40","Mala",0.195,0,0.516
"P40","Muy mala",0.214,0,0.428
"P40","No sabe",0.018,0,0
"P41","Muy buena",0.215,0,0.081
"P41","Buena",0.147,0,0.021
"P41","Ni buena ni mala",0.112,0,0.428
"P41","Mala",0.296,0,0.017
"P41","Muy mala",0.22,0,0.453
"P41","No sabe",0.01,0,0
"P42","Muy buena",0.303,0,0
"P42","Buena",0.066,0,0
"P42","Ni buena ni mala",0.193,0,0.839
"P42","Mala",0.295,0,0.032
"P42","Muy mala",0.141,0,0.129
"P42","No sabe",0.002,0,0
"P43","Muy buena",0.105,0,0.083
"P43","Buena",0.148,0,0.42
"P43","Ni buena ni mala",0.33,0,0.361
"P43","Mala",0.249,0,0.035
"P43","Muy mala",0.157,0,0.036
"P43","No sabe",0.011,0,0.065
