"var","categoria","Del Frente de Todos y el peronismo","De Cambiemos","De los Liberales libertarios","De la Izquierda","No sabe"
"P20","A Ariel Diguan con el apoyo de Javier Millei por la Libertad Avanza",0.035,0.099,0.594,0.138,0.141
"P20","Al candidato del Frente de Izquierda",0.02,0.082,0.019,0.471,0.046
"P20","No sabe",0.065,0.13,0.189,0.139,0.405
"P21","A Lucas Ghi con el  apoyo de Axel Kicilof, Cristina Fernández de Kirchner, Sergio Massa y Alberto Fernández por el Frente de Todos",0.874,0.061,0.052,0.285,0.298
"P21","A Analía Zapulla con el apoyo  de Patricia Bullrich y Mauricio Macri por Juntos por el Cambio",0.038,0.716,0.155,0,0.193
"P21","A Ariel Diguan con el apoyo de Javier Millei por la Libertad Avanza",0.04,0.066,0.678,0.153,0.142
"P21","Al candidato del Frente de Izquierda",0.008,0.023,0.013,0.434,0.049
"P21","No sabe",0.04,0.134,0.102,0.128,0.318
"P22","A Daniel Scioli Presidente, Axel Kiciloff Gobernador y Lucas Ghi Intendente por el Frente de Todos",0.752,0.066,0.027,0.096,0.157
"P22","A Horacio Rodríguez Larreta Presidente, Diego Santilli Gobernador y Ramiro Tagliaferro Intendente por Juntos por el Cambio",0.03,0.627,0.061,0,0.113
"P22","A Javier Millei Presidente, su candidato a Gobernador y Ariel Diguan Intendente por la Libertad Avanza",0.04,0.109,0.792,0.104,0.187
"P22","A los candidatos a Presidente, Gobernador e Intendente del Frente de Izquierda",0.021,0.016,0.052,0.596,0.062
"P22","No sabe",0.157,0.182,0.068,0.204,0.481
"P23","A Daniel Scioli Presidente, Axel Kiciloff Gobernador y Lucas Ghi Intendente por el Frente de Todos",0.758,0.048,0.028,0.095,0.203
"P23","A Patricia Bullrich Presidenta, Joaquín De la Torre Gobernador y Analia Zapulla Intendenta",0.032,0.729,0.132,0,0.144
"P23","A Javier Milei Presidente, su candidato a Gobernador y Ariel Diguan Intendente por la Libertad Avanza",0.046,0.09,0.724,0.15,0.169
"P23","Al los candidatos a Presidente, Gobernador e Intendente del Frente de Izquierda",0.002,0.024,0.042,0.567,0.039
"P23","No sabe",0.162,0.109,0.074,0.188,0.445
"P24","Muy buena",0.478,0.073,0.064,0.123,0.217
"P24","Buena",0.209,0.16,0.058,0.203,0.086
"P24","Ni buena ni mala",0.133,0.226,0.25,0.268,0.253
"P24","Mala",0.043,0.238,0.192,0.178,0.058
"P24","Muy mala",0.043,0.271,0.338,0.228,0.242
"P24","No sabe",0.038,0.01,0.041,0,0.067
"P24","No lo conozco",0.056,0.022,0.057,0,0.077
"P25","Muy buena",0.082,0.029,0.03,0.028,0.034
"P25","Buena",0.132,0.047,0.008,0,0.042
"P25","Ni buena ni mala",0.363,0.265,0.327,0.32,0.343
"P25","Mala",0.1,0.213,0.132,0.198,0.105
"P25","Muy mala",0.065,0.166,0.251,0.31,0.145
"P25","No sabe",0.119,0.164,0.095,0.026,0.225
"P25","No lo conozco",0.139,0.116,0.157,0.118,0.106
"P26","Muy buena",0.045,0.171,0.022,0,0.037
"P26","Buena",0.044,0.28,0.135,0,0.097
"P26","Ni buena ni mala",0.181,0.265,0.35,0.141,0.202
"P26","Mala",0.215,0.142,0.2,0.271,0.162
"P26","Muy mala",0.419,0.07,0.145,0.588,0.292
"P26","No sabe",0.042,0.037,0.043,0,0.103
"P26","No lo conozco",0.054,0.035,0.105,0,0.107
"P27","Muy buena",0.053,0.112,0.033,0,0.043
"P27","Buena",0.035,0.191,0.06,0,0.034
"P27","Ni buena ni mala",0.199,0.314,0.323,0.219,0.233
"P27","Mala",0.185,0.052,0.115,0.169,0.061
"P27","Muy mala",0.248,0.046,0.09,0.333,0.176
"P27","No sabe",0.109,0.119,0.152,0.091,0.25
"P27","No lo conozco",0.171,0.166,0.227,0.188,0.203
"P28","Muy buena",0.028,0.064,0.021,0.045,0.046
"P28","Buena",0.031,0.083,0.02,0,0.017
"P28","Ni buena ni mala",0.228,0.255,0.309,0.222,0.207
"P28","Mala",0.131,0.058,0.113,0.227,0.043
"P28","Muy mala",0.136,0.064,0.083,0.278,0.163
"P28","No sabe",0.181,0.176,0.178,0.025,0.26
"P28","No lo conozco",0.265,0.3,0.276,0.203,0.264
"P29","Muy buena",0.014,0.019,0.169,0,0.047
"P29","Buena",0.032,0.08,0.079,0.037,0.008
"P29","Ni buena ni mala",0.133,0.324,0.282,0.119,0.194
"P29","Mala",0.193,0.106,0.056,0.195,0.072
"P29","Muy mala",0.232,0.097,0.05,0.414,0.184
"P29","No sabe",0.137,0.147,0.115,0.026,0.245
"P29","No lo conozco",0.259,0.227,0.249,0.209,0.25
"P30","Muy buena",0.357,0.041,0.049,0.065,0.19
"P30","Buena",0.316,0.065,0.069,0.164,0.156
"P30","Ni buena ni mala",0.102,0.268,0.163,0.324,0.201
"P30","Mala",0.099,0.276,0.252,0.146,0.1
"P30","Muy mala",0.077,0.328,0.377,0.301,0.299
"P30","No sabe",0.049,0.022,0.09,0,0.054
"P31","Que continúe el intendente Lucas Gui",0.393,0.029,0.04,0.095,0.24
"P31","Que continúe Lucas Gui pero con mejoras",0.405,0.117,0.15,0.317,0.265
"P31","Que cambie Lucas Gui pero que se mantengan los avances",0.096,0.117,0.122,0.122,0.065
"P31","Que cambie el intendente Lucas Gui",0.106,0.737,0.688,0.466,0.43
"P32","La seguridad",0.125,0.053,0.026,0,0.149
"P32","El tránsito",0.072,0.044,0.044,0.122,0.039
"P32","El arreglo de las calles",0.174,0.072,0.108,0.095,0.068
"P32","Los parques y espacios públicos",0.179,0.165,0.156,0.283,0.093
"P32","El sistema de salud",0.11,0.028,0.038,0.094,0.049
"P32","La limpieza de las calles",0.047,0.071,0.059,0.025,0.122
"P32","El deporte y la cultura",0.152,0.037,0.084,0.219,0.107
"P32","La luminaria",0.049,0.084,0.054,0.069,0.038
"P32","No sabe",0.092,0.446,0.431,0.093,0.335
"P33","La seguridad",0.291,0.535,0.614,0.132,0.492
"P33","El tránsito",0.098,0.031,0.029,0.055,0.084
"P33","El arreglo de las calles",0.229,0.204,0.132,0.353,0.123
"P33","Los parques y espacios públicos",0.044,0.024,0.039,0.149,0.019
"P33","El sistema de salud",0.057,0.047,0.037,0.171,0.046
"P33","La limpieza de las calles",0.061,0.033,0.013,0,0.028
"P33","El deporte y la cultura",0.027,0.011,0.03,0.028,0.029
"P33","La luminaria",0.029,0.021,0.001,0.065,0.008
"P33","No sabe",0.164,0.094,0.105,0.047,0.171
"P34","Agua corriente y cloacas",0.202,0.271,0.3,0.106,0.281
"P34","Energía eléctrica",0.133,0.139,0.181,0.135,0.141
"P34","Red de gas natural",0.067,0.083,0.064,0.03,0.022
"P34","Recolección de residuos",0.223,0.251,0.208,0.367,0.33
"P34","Ninguno",0.375,0.256,0.247,0.362,0.226
"P35","Los robos",0.46,0.427,0.458,0.336,0.463
"P35","El narcotráfico",0.062,0.155,0.138,0.052,0.08
"P35","La ausencia de patrulleros y personal policial",0.198,0.286,0.198,0.22,0.22
"P35","Otro",0.142,0.098,0.16,0.321,0.166
"P35","Ninguno",0.138,0.034,0.046,0.071,0.071
"P36","Muy buena",0.183,0.115,0.086,0.079,0.105
"P36","Buena",0.212,0.075,0.066,0.231,0.155
"P36","Ni buena ni mala",0.285,0.309,0.246,0.321,0.26
"P36","Mala",0.085,0.203,0.242,0.033,0.218
"P36","Muy mala",0.045,0.105,0.207,0.159,0.098
"P36","No sabe",0.19,0.193,0.153,0.177,0.164
"P37","Lo votaria",0.205,0.028,0.022,0.051,0.13
"P37","Puede que lo vote",0.368,0.027,0.06,0.15,0.124
"P37","Nunca lo votaría",0.275,0.894,0.864,0.704,0.539
"P37","No sabe",0.152,0.051,0.054,0.095,0.207
"P38","Lo votaria",0.237,0.029,0.023,0,0.074
"P38","Puede que lo vote",0.412,0.017,0.103,0.201,0.203
"P38","Nunca lo votaría",0.214,0.898,0.814,0.666,0.52
"P38","No sabe",0.137,0.056,0.06,0.133,0.203
"P39","Lo votaria",0.265,0.026,0.018,0,0.061
"P39","Puede que lo vote",0.436,0.03,0.051,0.24,0.183
"P39","Nunca lo votaría",0.181,0.9,0.863,0.736,0.592
"P39","No sabe",0.118,0.044,0.068,0.024,0.164
"P40","Lo votaria",0.088,0.226,0.022,0,0.103
"P40","Puede que lo vote",0.075,0.401,0.347,0.075,0.153
"P40","Nunca lo votaría",0.765,0.317,0.567,0.925,0.591
"P40","No sabe",0.072,0.056,0.064,0,0.153
"P41","Lo votaria",0.075,0.592,0.241,0,0.185
"P41","Puede que lo vote",0.044,0.202,0.365,0.033,0.154
"P41","Nunca lo votaría",0.835,0.181,0.323,0.967,0.526
"P41","No sabe",0.046,0.025,0.071,0,0.135
"P42","Lo votaria",0.044,0.17,0.049,0.038,0.125
"P42","Puede que lo vote",0.104,0.296,0.29,0.444,0.18
"P42","Nunca lo votaría",0.729,0.432,0.512,0.429,0.512
"P42","No sabe",0.123,0.102,0.149,0.089,0.183
"P43","Lo votaria",0.04,0.127,0.036,0.033,0.099
"P43","Puede que lo vote",0.066,0.307,0.163,0.26,0.131
"P43","Nunca lo votaría",0.809,0.436,0.616,0.555,0.566
"P43","No sabe",0.085,0.13,0.185,0.152,0.204
"P44","Lo votaria",0.06,0.134,0.714,0.184,0.257
"P44","Puede que lo vote",0.046,0.283,0.164,0.089,0.144
"P44","Nunca lo votaría",0.85,0.506,0.096,0.694,0.465
"P44","No sabe",0.044,0.077,0.026,0.033,0.134
"P45","Lo votaria",0.033,0.154,0.298,0.033,0.133
"P45","Puede que lo vote",0.051,0.388,0.295,0.052,0.129
"P45","Nunca lo votaría",0.859,0.382,0.29,0.891,0.597
"P45","No sabe",0.057,0.076,0.117,0.024,0.141
"P46","Muy buena",0.126,0.039,0.013,0,0.094
"P46","Buena",0.254,0.057,0.046,0.038,0.04
"P46","Ni buena ni mala",0.378,0.106,0.043,0.152,0.202
"P46","Mala",0.178,0.147,0.183,0.664,0.274
"P46","Muy mala",0.064,0.648,0.703,0.122,0.39
"P46","No sabe",0,0.003,0.012,0.024,0
"P47","Muy buena",0.049,0.41,0.056,0,0.065
"P47","Buena",0.044,0.275,0.209,0.233,0.096
"P47","Ni buena ni mala",0.077,0.104,0.26,0,0.146
"P47","Mala",0.151,0.06,0.296,0.089,0.436
"P47","Muy mala",0.678,0.144,0.179,0.678,0.197
"P47","No sabe",0.001,0.007,0,0,0.06
"P48","Muy buena",0.719,0.1,0.02,0.089,0.148
"P48","Buena",0.107,0.039,0.029,0.329,0.07
"P48","Ni buena ni mala",0.03,0.028,0.032,0.24,0.055
"P48","Mala",0.013,0.122,0.164,0,0.288
"P48","Muy mala",0.131,0.706,0.743,0.342,0.392
"P48","No sabe",0,0.005,0.012,0,0.047
"P49","Muy buena",0.122,0.206,0.032,0.051,0.098
"P49","Buena",0.048,0.316,0.13,0.051,0.11
"P49","Ni buena ni mala",0.11,0.258,0.257,0.219,0.296
"P49","Mala",0.194,0.084,0.25,0.295,0.206
"P49","Muy mala",0.516,0.13,0.305,0.384,0.221
"P49","No sabe",0.01,0.006,0.026,0,0.069
"P50","Muy buena",0.107,0.056,0.005,0,0.074
"P50","Buena",0.362,0.056,0.04,0.127,0.091
"P50","Ni buena ni mala",0.302,0.115,0.097,0.075,0.295
"P50","Mala",0.095,0.193,0.177,0.69,0.187
"P50","Muy mala",0.126,0.574,0.669,0.108,0.301
"P50","No sabe",0.008,0.006,0.012,0,0.052
"P51","Muy buena",0.061,0.536,0.18,0,0.148
"P51","Buena",0.059,0.198,0.282,0.18,0.058
"P51","Ni buena ni mala",0.089,0.083,0.211,0.051,0.185
"P51","Mala",0.145,0.044,0.089,0.254,0.248
"P51","Muy mala",0.637,0.139,0.226,0.515,0.289
"P51","No sabe",0.009,0,0.012,0,0.072
"P52","Muy buena",0.037,0.145,0.572,0,0.149
"P52","Buena",0.04,0.207,0.253,0.231,0.065
"P52","Ni buena ni mala",0.046,0.321,0.087,0.038,0.286
"P52","Mala",0.162,0.159,0.04,0.098,0.131
"P52","Muy mala",0.706,0.141,0.036,0.633,0.28
"P52","No sabe",0.009,0.027,0.012,0,0.089
