"var","categoria","Lo votaria","Puede que lo vote","Nunca lo votaría","No sabe"
"P22","A Daniel Scioli Presidente, Axel Kiciloff Gobernador y Lucas Ghi Intendente por el Frente de Todos",0.047,0.07,0.498,0.365
"P22","A Horacio Rodríguez Larreta Presidente, Diego Santilli Gobernador y Ramiro Tagliaferro Intendente por Juntos por el Cambio",0.132,0.438,0.209,0.285
"P22","A Javier Millei Presidente, su candidato a Gobernador y Ariel Diguan Intendente por la Libertad Avanza",0.721,0.185,0.045,0.02
"P22","A los candidatos a Presidente, Gobernador e Intendente del Frente de Izquierda",0.02,0.024,0.034,0.082
"P22","No sabe",0.08,0.283,0.214,0.248
"P23","A Daniel Scioli Presidente, Axel Kiciloff Gobernador y Lucas Ghi Intendente por el Frente de Todos",0.039,0.057,0.499,0.38
"P23","A Patricia Bullrich Presidenta, Joaquín De la Torre Gobernador y Analia Zapulla Intendenta",0.186,0.611,0.231,0.343
"P23","A Javier Milei Presidente, su candidato a Gobernador y Ariel Diguan Intendente por la Libertad Avanza",0.674,0.154,0.042,0.018
"P23","Al los candidatos a Presidente, Gobernador e Intendente del Frente de Izquierda",0.009,0.018,0.037,0.067
"P23","No sabe",0.092,0.16,0.191,0.192
"P24","Muy buena",0.141,0.057,0.347,0.277
"P24","Buena",0.059,0.173,0.206,0.114
"P24","Ni buena ni mala",0.232,0.198,0.2,0.221
"P24","Mala",0.123,0.264,0.083,0.194
"P24","Muy mala",0.331,0.274,0.13,0.137
"P24","No sabe",0.029,0,0.015,0.012
"P24","No lo conozco",0.085,0.034,0.019,0.045
"P25","Muy buena",0.045,0.013,0.07,0
"P25","Buena",0.051,0.067,0.074,0.021
"P25","Ni buena ni mala",0.312,0.245,0.349,0.348
"P25","Mala",0.121,0.199,0.138,0.184
"P25","Muy mala",0.23,0.159,0.106,0.042
"P25","No sabe",0.086,0.221,0.135,0.214
"P25","No lo conozco",0.155,0.096,0.128,0.191
"P26","Muy buena",0.084,0.055,0.077,0.104
"P26","Buena",0.121,0.314,0.098,0.063
"P26","Ni buena ni mala",0.371,0.234,0.179,0.191
"P26","Mala",0.168,0.179,0.21,0.28
"P26","Muy mala",0.143,0.106,0.375,0.227
"P26","No sabe",0.036,0.017,0.028,0.072
"P26","No lo conozco",0.077,0.095,0.033,0.063
"P27","Muy buena",0.122,0.062,0.053,0.031
"P27","Buena",0.113,0.191,0.051,0.032
"P27","Ni buena ni mala",0.244,0.299,0.217,0.226
"P27","Mala",0.063,0.055,0.154,0.125
"P27","Muy mala",0.076,0.008,0.221,0.134
"P27","No sabe",0.174,0.166,0.115,0.206
"P27","No lo conozco",0.208,0.219,0.189,0.246
"P28","Muy buena",0.088,0.023,0.032,0
"P28","Buena",0.033,0.117,0.026,0.008
"P28","Ni buena ni mala",0.293,0.196,0.241,0.183
"P28","Mala",0.069,0.071,0.09,0.169
"P28","Muy mala",0.066,0.026,0.15,0.027
"P28","No sabe",0.221,0.226,0.172,0.235
"P28","No lo conozco",0.23,0.341,0.289,0.378
"P29","Muy buena",0.14,0.025,0.011,0
"P29","Buena",0.117,0.108,0.014,0.008
"P29","Ni buena ni mala",0.275,0.269,0.19,0.248
"P29","Mala",0.048,0.063,0.164,0.139
"P29","Muy mala",0.068,0.051,0.224,0.083
"P29","No sabe",0.123,0.251,0.133,0.243
"P29","No lo conozco",0.229,0.233,0.264,0.279
"P30","Muy buena",0.122,0.042,0.227,0.213
"P30","Buena",0.07,0.105,0.248,0.129
"P30","Ni buena ni mala",0.167,0.16,0.178,0.251
"P30","Mala",0.208,0.265,0.161,0.273
"P30","Muy mala",0.366,0.384,0.165,0.082
"P30","No sabe",0.067,0.044,0.021,0.052
"P31","Que continúe el intendente Lucas Gui",0.117,0.034,0.243,0.266
"P31","Que continúe Lucas Gui pero con mejoras",0.163,0.151,0.332,0.207
"P31","Que cambie Lucas Gui pero que se mantengan los avances",0.12,0.079,0.106,0.12
"P31","Que cambie el intendente Lucas Gui",0.6,0.736,0.319,0.407
"P32","La seguridad",0.085,0.1,0.081,0.028
"P32","El tránsito",0.093,0.015,0.054,0.025
"P32","El arreglo de las calles",0.145,0.055,0.136,0.09
"P32","Los parques y espacios públicos",0.058,0.146,0.193,0.161
"P32","El sistema de salud",0.015,0.073,0.086,0.06
"P32","La limpieza de las calles",0.101,0.1,0.036,0.155
"P32","El deporte y la cultura",0.057,0.059,0.127,0.14
"P32","La luminaria",0.053,0.084,0.062,0.066
"P32","No sabe",0.393,0.368,0.225,0.275
"P33","La seguridad",0.599,0.551,0.378,0.368
"P33","El tránsito",0.049,0.065,0.068,0.039
"P33","El arreglo de las calles",0.135,0.133,0.243,0.192
"P33","Los parques y espacios públicos",0.008,0.024,0.041,0.08
"P33","El sistema de salud",0.044,0.057,0.053,0.072
"P33","La limpieza de las calles",0.039,0.036,0.048,0
"P33","El deporte y la cultura",0.01,0.039,0.014,0.107
"P33","La luminaria",0.002,0.007,0.028,0.034
"P33","No sabe",0.114,0.088,0.127,0.108
"P34","Agua corriente y cloacas",0.294,0.272,0.216,0.409
"P34","Energía eléctrica",0.19,0.166,0.138,0.046
"P34","Red de gas natural",0.078,0.056,0.065,0.051
"P34","Recolección de residuos",0.211,0.269,0.237,0.22
"P34","Ninguno",0.227,0.237,0.344,0.274
"P35","Los robos",0.509,0.436,0.451,0.403
"P35","El narcotráfico",0.118,0.133,0.089,0.109
"P35","La ausencia de patrulleros y personal policial",0.208,0.292,0.233,0.219
"P35","Otro",0.118,0.094,0.13,0.204
"P35","Ninguno",0.047,0.045,0.097,0.065
"P36","Muy buena",0.14,0.09,0.146,0.085
"P36","Buena",0.079,0.133,0.154,0.037
"P36","Ni buena ni mala",0.289,0.243,0.305,0.21
"P36","Mala",0.205,0.219,0.109,0.424
"P36","Muy mala",0.165,0.128,0.089,0.02
"P36","No sabe",0.122,0.187,0.197,0.224
"P37","Lo votaria",0.099,0.048,0.115,0.124
"P37","Puede que lo vote",0.044,0.079,0.251,0.138
"P37","Nunca lo votaría",0.83,0.826,0.504,0.458
"P37","No sabe",0.027,0.047,0.13,0.28
"P38","Lo votaria",0.094,0.02,0.131,0.057
"P38","Puede que lo vote",0.046,0.129,0.293,0.138
"P38","Nunca lo votaría",0.812,0.798,0.46,0.414
"P38","No sabe",0.048,0.053,0.116,0.391
"P39","Lo votaria",0.082,0.02,0.154,0.035
"P39","Puede que lo vote",0.021,0.094,0.312,0.209
"P39","Nunca lo votaría",0.872,0.814,0.446,0.403
"P39","No sabe",0.025,0.072,0.088,0.353
"P40","Lo votaria",0.146,0.098,0.105,0.146
"P40","Puede que lo vote",0.238,0.506,0.172,0.118
"P40","Nunca lo votaría",0.594,0.302,0.667,0.325
"P40","No sabe",0.022,0.094,0.056,0.411
"P41","Lo votaria",0.381,0.481,0.179,0.231
"P41","Puede que lo vote",0.291,0.227,0.097,0.167
"P41","Nunca lo votaría",0.294,0.234,0.699,0.198
"P41","No sabe",0.034,0.058,0.025,0.404
"P42","Lo votaria",0.179,0.088,0.061,0.038
"P42","Puede que lo vote",0.264,0.39,0.151,0.182
"P42","Nunca lo votaría",0.445,0.432,0.7,0.132
"P42","No sabe",0.112,0.09,0.088,0.648
"P43","Lo votaria",0.142,0.061,0.043,0.072
"P43","Puede que lo vote",0.194,0.398,0.105,0.085
"P43","Nunca lo votaría",0.547,0.385,0.78,0.115
"P43","No sabe",0.117,0.156,0.072,0.728
"P45","Lo votaria",0.408,0.073,0.042,0.057
"P45","Puede que lo vote",0.223,0.641,0.091,0.174
"P45","Nunca lo votaría",0.286,0.201,0.836,0.203
"P45","No sabe",0.083,0.085,0.031,0.566
"P46","Muy buena",0.14,0,0.054,0.087
"P46","Buena",0.017,0.097,0.175,0.103
"P46","Ni buena ni mala",0.035,0.08,0.295,0.315
"P46","Mala",0.197,0.132,0.203,0.217
"P46","Muy mala",0.611,0.674,0.27,0.278
"P46","No sabe",0,0.017,0.003,0
"P47","Muy buena",0.169,0.275,0.118,0.21
"P47","Buena",0.228,0.235,0.106,0.162
"P47","Ni buena ni mala",0.222,0.091,0.103,0.113
"P47","Mala",0.226,0.223,0.144,0.322
"P47","Muy mala",0.155,0.165,0.517,0.165
"P47","No sabe",0,0.011,0.012,0.028
"P48","Muy buena",0.126,0.078,0.448,0.273
"P48","Buena",0.035,0.078,0.079,0.105
"P48","Ni buena ni mala",0.026,0.048,0.038,0.036
"P48","Mala",0.158,0.106,0.077,0.241
"P48","Muy mala",0.653,0.663,0.349,0.345
"P48","No sabe",0.002,0.027,0.009,0
"P49","Muy buena",0.157,0.076,0.12,0.145
"P49","Buena",0.143,0.296,0.122,0.13
"P49","Ni buena ni mala",0.251,0.274,0.165,0.292
"P49","Mala",0.176,0.11,0.191,0.205
"P49","Muy mala",0.273,0.198,0.385,0.18
"P49","No sabe",0,0.046,0.017,0.048
"P50","Muy buena",0.095,0.025,0.056,0.093
"P50","Buena",0.086,0.077,0.223,0.166
"P50","Ni buena ni mala",0.082,0.112,0.282,0.12
"P50","Mala",0.182,0.124,0.161,0.238
"P50","Muy mala",0.555,0.635,0.266,0.332
"P50","No sabe",0,0.027,0.012,0.051
"P51","Muy buena",0.291,0.392,0.168,0.279
"P51","Buena",0.279,0.159,0.091,0.139
"P51","Ni buena ni mala",0.183,0.119,0.1,0.11
"P51","Mala",0.07,0.053,0.138,0.274
"P51","Muy mala",0.174,0.239,0.492,0.17
"P51","No sabe",0.003,0.038,0.011,0.028
"P52","Muy buena",0.633,0.093,0.039,0.08
"P52","Buena",0.245,0.387,0.031,0.087
"P52","Ni buena ni mala",0.069,0.425,0.135,0.196
"P52","Mala",0.003,0.031,0.204,0.241
"P52","Muy mala",0.05,0.026,0.573,0.246
"P52","No sabe",0,0.038,0.018,0.15
