"var","categoria","Lo votaria","Puede que lo vote","Nunca lo votaría","No sabe"
"P18","Lucas Ghi con el  apoyo de Axel Kicillof y Cristina Fernández de Kirchner por el Frente de Todos",0.022,0.101,0.532,0.332
"P18","A Martin Marinucci con el apoyo de Axel Kicillof y Sergio Massa  por el Frente de Todos",0.033,0.025,0.07,0.012
"P18","A Ramiro Tagliaferro con el  apoyo de Horacio Rodríguez Larreta y Mauricio Macri por Juntos por el Cambio",0.223,0.242,0.089,0.195
"P18","A Analía Zapulla con el apoyo  de Patricia Bullrich y Mauricio Macri por Juntos por el Cambio",0.515,0.169,0.052,0.092
"P18","Al candidato de José Luis Espert por Juntos por el Cambio",0.065,0.065,0.018,0.009
"P18","A Roly Moretto con el apoyo de Facundo Manes por Juntos por el Cambio",0.048,0.12,0.083,0.027
"P18","A Ariel Diguan con el apoyo de Javier Milei por la Libertad Avanza",0.08,0.198,0.084,0.219
"P18","Al candidato del Frente de Izquierda",0.005,0,0.026,0
"P18","No sabe",0.009,0.08,0.046,0.114
"P19","A Scioli Presidente, Kiciloff Gobernador y Lucas Ghi Intendente por el Frente de Todos",0.019,0.035,0.493,0.338
"P19","A Scioli Presidente, Kiciloff Gobernador y  Martin Marinucci Intendente por el Frente de Todos",0.018,0.079,0.101,0
"P19","A Horacio Rodríguez Larreta Presidente, Santilli Gobernador y Ramiro Tagliaferro Intendente por Juntos por el Cambio",0.157,0.183,0.063,0.048
"P19","A Patricia Presidenta, Joaquín De la Torre Gobernador y Analia Zapulla Intendenta por Juntos por el Cambio",0.625,0.115,0.016,0.094
"P19","A Javier Millei Presidente, su candidato a Gobernador y Ariel Diguan Intendente por la Libertad Avanza",0.137,0.394,0.122,0.192
"P19","A los candidatos a Presidente, Gobernador e Intendente del Frente de Izquierda",0.002,0.038,0.042,0.05
"P19","No sabe",0.042,0.156,0.163,0.278
"P20","A Lucas Ghi con el  apoyo de Axel Kicilof, Cristina Fernández de Kirchner, Sergio Massa y Alberto Fernández por el Frente de Todos",0.039,0.074,0.644,0.386
"P20","A Ramiro Tagliaferro con el  apoyo de Horacio Rodríguez Larreta, Mauricio Macri y Patricia Bullrich por Juntos por el Cambio",0.616,0.348,0.08,0.097
"P20","A Ariel Diguan con el apoyo de Javier Millei por la Libertad Avanza",0.178,0.312,0.131,0.164
"P20","Al candidato del Frente de Izquierda",0.084,0.025,0.036,0
"P20","No sabe",0.083,0.241,0.109,0.353
"P21","A Lucas Ghi con el  apoyo de Axel Kicilof, Cristina Fernández de Kirchner, Sergio Massa y Alberto Fernández por el Frente de Todos",0.021,0.059,0.671,0.382
"P21","A Analía Zapulla con el apoyo  de Patricia Bullrich y Mauricio Macri por Juntos por el Cambio",0.769,0.415,0.058,0.128
"P21","A Ariel Diguan con el apoyo de Javier Millei por la Libertad Avanza",0.146,0.325,0.13,0.182
"P21","Al candidato del Frente de Izquierda",0.013,0.006,0.033,0
"P21","No sabe",0.051,0.195,0.108,0.308
"P22","A Daniel Scioli Presidente, Axel Kiciloff Gobernador y Lucas Ghi Intendente por el Frente de Todos",0.023,0.079,0.561,0.296
"P22","A Horacio Rodríguez Larreta Presidente, Diego Santilli Gobernador y Ramiro Tagliaferro Intendente por Juntos por el Cambio",0.535,0.322,0.043,0.095
"P22","A Javier Millei Presidente, su candidato a Gobernador y Ariel Diguan Intendente por la Libertad Avanza",0.245,0.424,0.157,0.244
"P22","A los candidatos a Presidente, Gobernador e Intendente del Frente de Izquierda",0.009,0.018,0.046,0.062
"P22","No sabe",0.188,0.157,0.193,0.303
"P23","A Daniel Scioli Presidente, Axel Kiciloff Gobernador y Lucas Ghi Intendente por el Frente de Todos",0.031,0.049,0.559,0.323
"P23","A Patricia Bullrich Presidenta, Joaquín De la Torre Gobernador y Analia Zapulla Intendenta",0.747,0.305,0.033,0.159
"P23","A Javier Milei Presidente, su candidato a Gobernador y Ariel Diguan Intendente por la Libertad Avanza",0.153,0.448,0.173,0.164
"P23","Al los candidatos a Presidente, Gobernador e Intendente del Frente de Izquierda",0.003,0.007,0.046,0.061
"P23","No sabe",0.066,0.191,0.189,0.293
"P24","Muy buena",0.097,0.101,0.393,0.201
"P24","Buena",0.104,0.121,0.205,0.113
"P24","Ni buena ni mala",0.189,0.267,0.195,0.222
"P24","Mala",0.203,0.216,0.048,0.181
"P24","Muy mala",0.356,0.242,0.112,0.136
"P24","No sabe",0.018,0.023,0.011,0.02
"P24","No lo conozco",0.033,0.03,0.036,0.127
"P25","Muy buena",0.036,0.013,0.075,0.019
"P25","Buena",0.052,0.069,0.078,0.041
"P25","Ni buena ni mala",0.25,0.246,0.388,0.325
"P25","Mala",0.191,0.175,0.11,0.134
"P25","Muy mala",0.237,0.131,0.099,0.08
"P25","No sabe",0.134,0.199,0.122,0.159
"P25","No lo conozco",0.1,0.167,0.128,0.242
"P26","Muy buena",0.209,0.055,0.016,0.012
"P26","Buena",0.228,0.271,0.054,0.054
"P26","Ni buena ni mala",0.312,0.307,0.174,0.175
"P26","Mala",0.143,0.175,0.221,0.343
"P26","Muy mala",0.052,0.08,0.452,0.236
"P26","No sabe",0.02,0.037,0.029,0.081
"P26","No lo conozco",0.036,0.075,0.054,0.099
"P27","Muy buena",0.217,0.04,0.009,0.035
"P27","Buena",0.172,0.15,0.024,0.018
"P27","Ni buena ni mala",0.258,0.26,0.214,0.234
"P27","Mala",0.033,0.069,0.169,0.167
"P27","Muy mala",0.021,0.018,0.259,0.179
"P27","No sabe",0.132,0.174,0.144,0.08
"P27","No lo conozco",0.167,0.289,0.181,0.287
"P28","Muy buena",0.099,0.029,0.017,0.019
"P28","Buena",0.066,0.068,0.021,0
"P28","Ni buena ni mala",0.288,0.247,0.233,0.13
"P28","Mala",0.031,0.063,0.117,0.152
"P28","Muy mala",0.046,0.013,0.172,0.069
"P28","No sabe",0.202,0.187,0.183,0.296
"P28","No lo conozco",0.268,0.393,0.257,0.334
"P29","Muy buena",0.05,0.064,0.033,0.059
"P29","Buena",0.106,0.086,0.018,0
"P29","Ni buena ni mala",0.304,0.226,0.188,0.194
"P29","Mala",0.084,0.064,0.15,0.149
"P29","Muy mala",0.086,0.048,0.229,0.067
"P29","No sabe",0.151,0.178,0.145,0.194
"P29","No lo conozco",0.219,0.334,0.237,0.337
"P30","Muy buena",0.075,0.035,0.273,0.164
"P30","Buena",0.045,0.124,0.267,0.132
"P30","Ni buena ni mala",0.173,0.194,0.173,0.173
"P30","Mala",0.256,0.237,0.135,0.278
"P30","Muy mala",0.411,0.328,0.129,0.163
"P30","No sabe",0.04,0.082,0.023,0.09
"P31","Que continúe el intendente Lucas Gui",0.072,0.038,0.282,0.254
"P31","Que continúe Lucas Gui pero con mejoras",0.076,0.168,0.392,0.23
"P31","Que cambie Lucas Gui pero que se mantengan los avances",0.089,0.176,0.093,0.076
"P31","Que cambie el intendente Lucas Gui",0.763,0.618,0.233,0.44
"P32","La seguridad",0.09,0.035,0.101,0.012
"P32","El tránsito",0.011,0.038,0.087,0.059
"P32","El arreglo de las calles",0.082,0.123,0.154,0.036
"P32","Los parques y espacios públicos",0.118,0.111,0.173,0.221
"P32","El sistema de salud",0.016,0.033,0.105,0.045
"P32","La limpieza de las calles",0.083,0.064,0.064,0.133
"P32","El deporte y la cultura",0.031,0.098,0.133,0.15
"P32","La luminaria",0.083,0.087,0.042,0.08
"P32","No sabe",0.486,0.411,0.141,0.264
"P33","La seguridad",0.656,0.52,0.329,0.401
"P33","El tránsito",0.019,0.056,0.089,0.025
"P33","El arreglo de las calles",0.13,0.136,0.252,0.218
"P33","Los parques y espacios públicos",0.012,0.028,0.043,0.064
"P33","El sistema de salud",0.042,0.072,0.053,0.03
"P33","La limpieza de las calles",0.052,0.011,0.045,0.037
"P33","El deporte y la cultura",0.009,0.021,0.019,0.13
"P33","La luminaria",0.016,0.004,0.027,0
"P33","No sabe",0.064,0.152,0.143,0.095
"P34","Agua corriente y cloacas",0.338,0.261,0.208,0.314
"P34","Energía eléctrica",0.183,0.13,0.139,0.122
"P34","Red de gas natural",0.062,0.09,0.064,0.023
"P34","Recolección de residuos",0.211,0.229,0.236,0.33
"P34","Ninguno",0.206,0.29,0.353,0.211
"P35","Los robos",0.502,0.471,0.446,0.398
"P35","El narcotráfico",0.116,0.153,0.085,0.077
"P35","La ausencia de patrulleros y personal policial",0.267,0.23,0.224,0.15
"P35","Otro",0.081,0.124,0.139,0.217
"P35","Ninguno",0.034,0.022,0.106,0.158
"P36","Muy buena",0.133,0.092,0.15,0.068
"P36","Buena",0.07,0.135,0.164,0.072
"P36","Ni buena ni mala",0.241,0.344,0.297,0.211
"P36","Mala",0.227,0.147,0.12,0.382
"P36","Muy mala",0.162,0.106,0.087,0.057
"P36","No sabe",0.167,0.176,0.182,0.21
"P37","Lo votaria",0.084,0.06,0.122,0.13
"P37","Puede que lo vote",0.032,0.025,0.301,0.058
"P37","Nunca lo votaría",0.856,0.803,0.466,0.415
"P37","No sabe",0.028,0.112,0.111,0.397
"P38","Lo votaria",0.078,0.055,0.148,0
"P38","Puede que lo vote",0.021,0.134,0.309,0.252
"P38","Nunca lo votaría",0.863,0.777,0.406,0.377
"P38","No sabe",0.038,0.034,0.137,0.371
"P39","Lo votaria",0.075,0.049,0.166,0.007
"P39","Puede que lo vote",0.012,0.072,0.339,0.277
"P39","Nunca lo votaría",0.88,0.843,0.401,0.298
"P39","No sabe",0.033,0.036,0.094,0.418
"P40","Lo votaria",0.264,0.094,0.046,0.058
"P40","Puede que lo vote",0.399,0.427,0.108,0.055
"P40","Nunca lo votaría",0.29,0.427,0.811,0.261
"P40","No sabe",0.047,0.052,0.035,0.626
"P42","Lo votaria",0.22,0.093,0.03,0.009
"P42","Puede que lo vote",0.262,0.489,0.115,0.085
"P42","Nunca lo votaría",0.421,0.305,0.776,0.12
"P42","No sabe",0.097,0.113,0.079,0.786
"P43","Lo votaria",0.176,0.058,0.024,0.026
"P43","Puede que lo vote",0.292,0.303,0.07,0.058
"P43","Nunca lo votaría",0.408,0.474,0.839,0.189
"P43","No sabe",0.124,0.165,0.067,0.727
"P44","Lo votaria",0.339,0.427,0.148,0.154
"P44","Puede que lo vote",0.268,0.208,0.074,0.162
"P44","Nunca lo votaría",0.343,0.305,0.754,0.239
"P44","No sabe",0.05,0.06,0.024,0.445
"P45","Lo votaria",0.267,0.23,0.038,0.11
"P45","Puede que lo vote",0.362,0.382,0.075,0.201
"P45","Nunca lo votaría",0.266,0.299,0.858,0.218
"P45","No sabe",0.105,0.089,0.029,0.471
"P46","Muy buena",0.09,0.016,0.072,0.102
"P46","Buena",0.04,0.087,0.181,0.071
"P46","Ni buena ni mala",0.045,0.045,0.33,0.269
"P46","Mala",0.136,0.155,0.232,0.222
"P46","Muy mala",0.689,0.697,0.182,0.289
"P46","No sabe",0,0,0.003,0.047
"P47","Muy buena",0.417,0.125,0.038,0.064
"P47","Buena",0.3,0.24,0.059,0.09
"P47","Ni buena ni mala",0.137,0.234,0.09,0.163
"P47","Mala",0.065,0.22,0.214,0.472
"P47","Muy mala",0.081,0.169,0.587,0.18
"P47","No sabe",0,0.012,0.012,0.031
"P48","Muy buena",0.105,0.045,0.498,0.302
"P48","Buena",0.033,0.068,0.094,0.041
"P48","Ni buena ni mala",0.013,0.018,0.058,0.026
"P48","Mala",0.12,0.119,0.094,0.205
"P48","Muy mala",0.727,0.747,0.247,0.352
"P48","No sabe",0.002,0.003,0.009,0.074
"P49","Muy buena",0.199,0.135,0.079,0.105
"P49","Buena",0.266,0.213,0.076,0.101
"P49","Ni buena ni mala",0.26,0.229,0.179,0.187
"P49","Mala",0.134,0.144,0.196,0.317
"P49","Muy mala",0.129,0.276,0.451,0.183
"P49","No sabe",0.012,0.003,0.019,0.107
"P50","Muy buena",0.062,0.047,0.076,0.009
"P50","Buena",0.054,0.099,0.241,0.219
"P50","Ni buena ni mala",0.09,0.104,0.297,0.112
"P50","Mala",0.161,0.193,0.16,0.146
"P50","Muy mala",0.628,0.546,0.217,0.407
"P50","No sabe",0.005,0.011,0.009,0.107
"P51","Muy buena",0.698,0.15,0.025,0.096
"P51","Buena",0.184,0.404,0.05,0.12
"P51","Ni buena ni mala",0.043,0.214,0.126,0.246
"P51","Mala",0.003,0.069,0.176,0.31
"P51","Muy mala",0.072,0.16,0.608,0.108
"P51","No sabe",0,0.003,0.015,0.12
"P52","Muy buena",0.306,0.339,0.097,0.116
"P52","Buena",0.213,0.256,0.064,0.137
"P52","Ni buena ni mala",0.276,0.219,0.092,0.111
"P52","Mala",0.103,0.105,0.135,0.292
"P52","Muy mala",0.085,0.072,0.587,0.237
"P52","No sabe",0.017,0.009,0.025,0.107
