"var","categoria","Lo votaria","Puede que lo vote","Nunca lo votaría","No sabe"
"P21","A Lucas Ghi con el  apoyo de Axel Kicilof, Cristina Fernández de Kirchner, Sergio Massa y Alberto Fernández por el Frente de Todos",0.852,0.324,0.073,0.324
"P21","A Analía Zapulla con el apoyo  de Patricia Bullrich y Mauricio Macri por Juntos por el Cambio",0.07,0.313,0.447,0.176
"P21","A Ariel Diguan con el apoyo de Javier Millei por la Libertad Avanza",0.026,0.181,0.305,0.309
"P21","Al candidato del Frente de Izquierda",0,0.061,0.03,0.035
"P21","No sabe",0.052,0.121,0.145,0.156
"P22","A Daniel Scioli Presidente, Axel Kiciloff Gobernador y Lucas Ghi Intendente por el Frente de Todos",0.724,0.251,0.05,0.254
"P22","A Horacio Rodríguez Larreta Presidente, Diego Santilli Gobernador y Ramiro Tagliaferro Intendente por Juntos por el Cambio",0.081,0.248,0.344,0.117
"P22","A Javier Millei Presidente, su candidato a Gobernador y Ariel Diguan Intendente por la Libertad Avanza",0.054,0.223,0.369,0.346
"P22","A los candidatos a Presidente, Gobernador e Intendente del Frente de Izquierda",0.034,0.049,0.047,0.044
"P22","No sabe",0.107,0.229,0.19,0.239
"P23","A Daniel Scioli Presidente, Axel Kiciloff Gobernador y Lucas Ghi Intendente por el Frente de Todos",0.757,0.229,0.043,0.281
"P23","A Patricia Bullrich Presidenta, Joaquín De la Torre Gobernador y Analia Zapulla Intendenta",0.053,0.31,0.422,0.194
"P23","A Javier Milei Presidente, su candidato a Gobernador y Ariel Diguan Intendente por la Libertad Avanza",0.05,0.197,0.36,0.262
"P23","Al los candidatos a Presidente, Gobernador e Intendente del Frente de Izquierda",0.011,0.069,0.037,0.028
"P23","No sabe",0.129,0.195,0.138,0.235
"P24","Muy buena",0.641,0.159,0.038,0.086
"P24","Buena",0.234,0.322,0.045,0.08
"P24","Ni buena ni mala",0.065,0.297,0.209,0.338
"P24","Mala",0.007,0.125,0.253,0.074
"P24","Muy mala",0.014,0.075,0.416,0.099
"P24","No sabe",0.016,0.018,0.014,0.128
"P24","No lo conozco",0.023,0.004,0.025,0.195
"P25","Muy buena",0.087,0.059,0.021,0.041
"P25","Buena",0.124,0.104,0.02,0.043
"P25","Ni buena ni mala",0.394,0.366,0.258,0.328
"P25","Mala",0.108,0.13,0.186,0.097
"P25","Muy mala",0.046,0.08,0.27,0.088
"P25","No sabe",0.118,0.14,0.146,0.147
"P25","No lo conozco",0.123,0.121,0.099,0.256
"P26","Muy buena",0.023,0.08,0.124,0.022
"P26","Buena",0.065,0.131,0.207,0.095
"P26","Ni buena ni mala",0.148,0.273,0.272,0.329
"P26","Mala",0.259,0.214,0.161,0.084
"P26","Muy mala",0.466,0.153,0.173,0.121
"P26","No sabe",0.011,0.088,0.028,0.123
"P26","No lo conozco",0.028,0.061,0.035,0.226
"P27","Muy buena",0.018,0.101,0.086,0.043
"P27","Buena",0.03,0.123,0.116,0.067
"P27","Ni buena ni mala",0.214,0.28,0.288,0.286
"P27","Mala",0.19,0.08,0.093,0.073
"P27","Muy mala",0.246,0.08,0.113,0.119
"P27","No sabe",0.126,0.115,0.15,0.149
"P27","No lo conozco",0.176,0.221,0.154,0.263
"P28","Muy buena",0.02,0.078,0.045,0.014
"P28","Buena",0.014,0.098,0.042,0.027
"P28","Ni buena ni mala",0.227,0.262,0.238,0.341
"P28","Mala",0.125,0.084,0.091,0.074
"P28","Muy mala",0.15,0.06,0.116,0.06
"P28","No sabe",0.164,0.15,0.214,0.175
"P28","No lo conozco",0.3,0.268,0.254,0.309
"P29","Muy buena",0.019,0.027,0.092,0.05
"P29","Buena",0.009,0.146,0.054,0.042
"P29","Ni buena ni mala",0.178,0.261,0.259,0.219
"P29","Mala",0.174,0.107,0.096,0.105
"P29","Muy mala",0.205,0.11,0.139,0.097
"P29","No sabe",0.128,0.128,0.156,0.167
"P29","No lo conozco",0.287,0.221,0.204,0.32
"P30","Muy buena",0.476,0.093,0.027,0.044
"P30","Buena",0.347,0.279,0.024,0.076
"P30","Ni buena ni mala",0.095,0.332,0.155,0.27
"P30","Mala",0.05,0.182,0.275,0.206
"P30","Muy mala",0.022,0.11,0.488,0.15
"P30","No sabe",0.01,0.004,0.031,0.254
"P31","Que continúe el intendente Lucas Gui",0.506,0.077,0.026,0.083
"P31","Que continúe Lucas Gui pero con mejoras",0.387,0.451,0.072,0.228
"P31","Que cambie Lucas Gui pero que se mantengan los avances",0.073,0.121,0.096,0.186
"P31","Que cambie el intendente Lucas Gui",0.034,0.351,0.806,0.503
"P32","La seguridad",0.123,0.118,0.042,0.063
"P32","El tránsito",0.05,0.089,0.04,0.068
"P32","El arreglo de las calles",0.181,0.116,0.071,0.104
"P32","Los parques y espacios públicos",0.179,0.219,0.129,0.158
"P32","El sistema de salud",0.119,0.048,0.041,0.017
"P32","La limpieza de las calles",0.065,0.043,0.06,0.107
"P32","El deporte y la cultura",0.156,0.113,0.068,0.053
"P32","La luminaria",0.058,0.035,0.064,0.081
"P32","No sabe",0.069,0.219,0.485,0.349
"P33","La seguridad",0.281,0.432,0.588,0.462
"P33","El tránsito",0.076,0.07,0.037,0.086
"P33","El arreglo de las calles",0.258,0.203,0.145,0.161
"P33","Los parques y espacios públicos",0.032,0.067,0.036,0.011
"P33","El sistema de salud",0.054,0.059,0.039,0.072
"P33","La limpieza de las calles",0.061,0.043,0.021,0.022
"P33","El deporte y la cultura",0.03,0.028,0.024,0.003
"P33","La luminaria",0.032,0.004,0.015,0.019
"P33","No sabe",0.176,0.094,0.095,0.164
"P34","Agua corriente y cloacas",0.199,0.219,0.272,0.354
"P34","Energía eléctrica",0.06,0.254,0.142,0.232
"P34","Red de gas natural",0.053,0.077,0.075,0.045
"P34","Recolección de residuos",0.229,0.239,0.268,0.197
"P34","Ninguno",0.459,0.211,0.243,0.172
"P35","Los robos",0.464,0.407,0.472,0.371
"P35","El narcotráfico",0.079,0.129,0.116,0.128
"P35","La ausencia de patrulleros y personal policial",0.199,0.201,0.257,0.23
"P35","Otro",0.126,0.209,0.123,0.14
"P35","Ninguno",0.132,0.054,0.032,0.131
"P36","Muy buena",0.163,0.226,0.071,0.126
"P36","Buena",0.172,0.209,0.076,0.129
"P36","Ni buena ni mala",0.309,0.257,0.273,0.275
"P36","Mala",0.103,0.124,0.246,0.128
"P36","Muy mala",0.063,0.039,0.182,0.043
"P36","No sabe",0.19,0.145,0.152,0.299
"P37","Lo votaria",0.184,0.094,0.042,0.104
"P37","Puede que lo vote",0.349,0.204,0.035,0.105
"P37","Nunca lo votaría",0.334,0.569,0.864,0.626
"P37","No sabe",0.133,0.133,0.059,0.165
"P38","Lo votaria",0.192,0.082,0.036,0.152
"P38","Puede que lo vote",0.393,0.202,0.055,0.196
"P38","Nunca lo votaría",0.264,0.57,0.876,0.479
"P38","No sabe",0.151,0.146,0.033,0.173
"P39","Lo votaria",0.211,0.058,0.033,0.199
"P39","Puede que lo vote",0.466,0.207,0.041,0.054
"P39","Nunca lo votaría",0.199,0.625,0.878,0.632
"P39","No sabe",0.124,0.11,0.048,0.115
"P40","Lo votaria",0.079,0.136,0.127,0.14
"P40","Puede que lo vote",0.085,0.234,0.353,0.25
"P40","Nunca lo votaría",0.769,0.544,0.461,0.482
"P40","No sabe",0.067,0.086,0.059,0.128
"P41","Lo votaria",0.058,0.294,0.436,0.258
"P41","Puede que lo vote",0.049,0.202,0.254,0.164
"P41","Nunca lo votaría",0.836,0.441,0.275,0.47
"P41","No sabe",0.057,0.063,0.035,0.108
"P42","Lo votaria",0.048,0.143,0.111,0.075
"P42","Puede que lo vote",0.107,0.252,0.28,0.233
"P42","Nunca lo votaría",0.721,0.467,0.503,0.482
"P42","No sabe",0.124,0.138,0.106,0.21
"P43","Lo votaria",0.046,0.055,0.101,0.063
"P43","Puede que lo vote",0.074,0.26,0.221,0.119
"P43","Nunca lo votaría",0.774,0.559,0.566,0.505
"P43","No sabe",0.106,0.126,0.112,0.313
"P44","Lo votaria",0.08,0.236,0.349,0.344
"P44","Puede que lo vote",0.036,0.222,0.226,0.122
"P44","Nunca lo votaría",0.802,0.466,0.384,0.478
"P44","No sabe",0.082,0.076,0.041,0.056
"P45","Lo votaria",0.05,0.112,0.22,0.114
"P45","Puede que lo vote",0.039,0.294,0.296,0.262
"P45","Nunca lo votaría",0.846,0.485,0.405,0.499
"P45","No sabe",0.065,0.109,0.079,0.125
"P46","Muy buena",0.106,0.127,0.019,0.076
"P46","Buena",0.243,0.119,0.035,0.105
"P46","Ni buena ni mala",0.378,0.244,0.055,0.184
"P46","Mala",0.184,0.214,0.172,0.245
"P46","Muy mala",0.085,0.293,0.719,0.368
"P46","No sabe",0.004,0.003,0,0.022
"P47","Muy buena",0.069,0.181,0.23,0.121
"P47","Buena",0.048,0.187,0.247,0.091
"P47","Ni buena ni mala",0.084,0.102,0.136,0.275
"P47","Mala",0.201,0.157,0.167,0.27
"P47","Muy mala",0.591,0.362,0.215,0.211
"P47","No sabe",0.007,0.011,0.005,0.032
"P48","Muy buena",0.65,0.291,0.076,0.219
"P48","Buena",0.079,0.152,0.024,0.094
"P48","Ni buena ni mala",0.029,0.041,0.028,0.082
"P48","Mala",0.076,0.127,0.123,0.139
"P48","Muy mala",0.158,0.389,0.748,0.41
"P48","No sabe",0.008,0,0.001,0.056
"P49","Muy buena",0.116,0.112,0.139,0.108
"P49","Buena",0.044,0.231,0.199,0.17
"P49","Ni buena ni mala",0.131,0.225,0.26,0.222
"P49","Mala",0.201,0.198,0.15,0.173
"P49","Muy mala",0.504,0.224,0.238,0.242
"P49","No sabe",0.004,0.01,0.014,0.085
"P50","Muy buena",0.086,0.089,0.037,0.062
"P50","Buena",0.317,0.256,0.021,0.146
"P50","Ni buena ni mala",0.32,0.226,0.088,0.226
"P50","Mala",0.119,0.139,0.199,0.196
"P50","Muy mala",0.156,0.268,0.651,0.305
"P50","No sabe",0.002,0.022,0.004,0.065
"P51","Muy buena",0.044,0.244,0.404,0.149
"P51","Buena",0.067,0.22,0.178,0.177
"P51","Ni buena ni mala",0.101,0.092,0.137,0.182
"P51","Mala",0.171,0.09,0.082,0.14
"P51","Muy mala",0.617,0.343,0.194,0.263
"P51","No sabe",0,0.011,0.005,0.089
"P52","Muy buena",0.071,0.195,0.287,0.211
"P52","Buena",0.021,0.231,0.191,0.164
"P52","Ni buena ni mala",0.071,0.115,0.256,0.165
"P52","Mala",0.156,0.126,0.111,0.131
"P52","Muy mala",0.665,0.312,0.144,0.232
"P52","No sabe",0.016,0.021,0.011,0.097
