"var","categoria","Lo votaria","Puede que lo vote","Nunca lo votaría","No sabe"
"P28","Ni buena ni mala",0.262,0.405,0.265,0.209
"P28","Mala",0.077,0.063,0.141,0.055
"P28","Muy mala",0.104,0.013,0.189,0.035
"P28","No sabe",0.127,0.116,0.132,0.262
"P28","No lo conozco",0.162,0.214,0.194,0.391
"P29","Muy buena",0.288,0.046,0.069,0.024
"P29","Buena",0.12,0.163,0.04,0.047
"P29","Ni buena ni mala",0.211,0.481,0.206,0.219
"P29","Mala",0.097,0.033,0.186,0.063
"P29","Muy mala",0.223,0.024,0.248,0.048
"P29","No sabe",0,0.085,0.089,0.231
"P29","No lo conozco",0.061,0.168,0.162,0.368
"P30","Muy buena",0.199,0.1,0.223,0.105
"P30","Buena",0.031,0.14,0.168,0.167
"P30","Ni buena ni mala",0.376,0.216,0.16,0.185
"P30","Mala",0.156,0.175,0.176,0.209
"P30","Muy mala",0.206,0.288,0.255,0.25
"P30","No sabe",0.032,0.081,0.018,0.084
"P31","Que continúe el intendente Lucas Gui",0.324,0.055,0.23,0.127
"P31","Que continúe Lucas Gui pero con mejoras",0.059,0.226,0.256,0.242
"P31","Que cambie Lucas Gui pero que se mantengan los avances",0.202,0.147,0.092,0.106
"P31","Que cambie el intendente Lucas Gui",0.415,0.572,0.422,0.525
"P32","La seguridad",0.346,0.097,0.076,0.063
"P32","El tránsito",0,0.061,0.055,0.056
"P32","El arreglo de las calles",0.175,0.092,0.136,0.089
"P32","Los parques y espacios públicos",0.08,0.204,0.19,0.129
"P32","El sistema de salud",0,0.026,0.07,0.063
"P32","La limpieza de las calles",0.031,0.119,0.047,0.079
"P32","El deporte y la cultura",0.058,0.019,0.113,0.1
"P32","La luminaria",0.093,0.086,0.047,0.067
"P32","No sabe",0.217,0.296,0.266,0.354
"P33","La seguridad",0.634,0.5,0.397,0.505
"P33","El tránsito",0.053,0.091,0.063,0.052
"P33","El arreglo de las calles",0.185,0.142,0.221,0.162
"P33","Los parques y espacios públicos",0.029,0.035,0.049,0.023
"P33","El sistema de salud",0.019,0.02,0.048,0.062
"P33","La limpieza de las calles",0,0.061,0.047,0.023
"P33","El deporte y la cultura",0.059,0.016,0.028,0.017
"P33","La luminaria",0,0.011,0.027,0.011
"P33","No sabe",0.021,0.124,0.12,0.145
"P34","Agua corriente y cloacas",0.392,0.357,0.213,0.267
"P34","Energía eléctrica",0.128,0.227,0.132,0.151
"P34","Red de gas natural",0.205,0.037,0.072,0.051
"P34","Recolección de residuos",0.158,0.201,0.26,0.238
"P34","Ninguno",0.117,0.178,0.323,0.293
"P35","Los robos",0.354,0.44,0.484,0.412
"P35","El narcotráfico",0.014,0.211,0.099,0.108
"P35","La ausencia de patrulleros y personal policial",0.363,0.274,0.19,0.252
"P35","Otro",0.048,0.064,0.136,0.166
"P35","Ninguno",0.221,0.011,0.091,0.062
"P36","Muy buena",0.252,0.15,0.149,0.095
"P36","Buena",0.19,0.203,0.15,0.095
"P36","Ni buena ni mala",0.213,0.287,0.287,0.28
"P36","Mala",0.194,0.16,0.15,0.191
"P36","Muy mala",0.141,0.107,0.127,0.079
"P36","No sabe",0.01,0.093,0.137,0.26
"P37","Lo votaria",0.436,0.09,0.074,0.11
"P37","Puede que lo vote",0.022,0.03,0.238,0.119
"P37","Nunca lo votaría",0.505,0.769,0.578,0.665
"P37","No sabe",0.037,0.111,0.11,0.106
"P38","Lo votaria",0.437,0.068,0.097,0.093
"P38","Puede que lo vote",0.022,0.134,0.24,0.173
"P38","Nunca lo votaría",0.519,0.725,0.577,0.596
"P38","No sabe",0.022,0.073,0.086,0.138
"P39","Lo votaria",0.366,0.072,0.115,0.092
"P39","Puede que lo vote",0.092,0.103,0.246,0.167
"P39","Nunca lo votaría",0.542,0.762,0.552,0.638
"P39","No sabe",0,0.063,0.087,0.103
"P40","Lo votaria",0.423,0.132,0.104,0.103
"P40","Puede que lo vote",0.157,0.49,0.201,0.25
"P40","Nunca lo votaría",0.42,0.316,0.623,0.563
"P40","No sabe",0,0.062,0.072,0.084
"P41","Lo votaria",0.568,0.363,0.227,0.301
"P41","Puede que lo vote",0.201,0.417,0.119,0.191
"P41","Nunca lo votaría",0.231,0.215,0.612,0.424
"P41","No sabe",0,0.005,0.042,0.084
"P42","Lo votaria",0.37,0.104,0.081,0.084
"P42","Puede que lo vote",0.23,0.515,0.155,0.24
"P42","Nunca lo votaría",0.372,0.346,0.667,0.485
"P42","No sabe",0.028,0.035,0.097,0.191
"P43","Lo votaria",0.388,0.05,0.057,0.07
"P43","Puede que lo vote",0.085,0.435,0.147,0.16
"P43","Nunca lo votaría",0.435,0.478,0.707,0.557
"P43","No sabe",0.092,0.037,0.089,0.213
"P44","Lo votaria",0.571,0.261,0.2,0.279
"P44","Puede que lo vote",0.081,0.459,0.117,0.154
"P44","Nunca lo votaría",0.269,0.267,0.643,0.473
"P44","No sabe",0.079,0.013,0.04,0.094
"P45","Lo votaria",0.291,0.167,0.122,0.142
"P45","Puede que lo vote",0.389,0.548,0.146,0.224
"P45","Nunca lo votaría",0.32,0.242,0.685,0.489
"P45","No sabe",0,0.043,0.047,0.145
"P46","Muy buena",0.37,0.016,0.067,0.058
"P46","Buena",0.063,0.193,0.148,0.077
"P46","Ni buena ni mala",0.25,0.045,0.233,0.178
"P46","Mala",0,0.209,0.213,0.178
"P46","Muy mala",0.317,0.537,0.336,0.503
"P46","No sabe",0,0,0.003,0.006
"P47","Muy buena",0.598,0.235,0.12,0.161
"P47","Buena",0.148,0.372,0.137,0.149
"P47","Ni buena ni mala",0.11,0.105,0.115,0.158
"P47","Mala",0.106,0.118,0.177,0.22
"P47","Muy mala",0.038,0.118,0.447,0.303
"P47","No sabe",0,0.052,0.004,0.009
"P48","Muy buena",0.241,0.087,0.389,0.236
"P48","Buena",0,0.097,0.072,0.068
"P48","Ni buena ni mala",0.114,0.071,0.029,0.033
"P48","Mala",0,0.096,0.119,0.115
"P48","Muy mala",0.63,0.649,0.386,0.532
"P48","No sabe",0.015,0,0.005,0.016
"P49","Muy buena",0.529,0.121,0.125,0.091
"P49","Buena",0.043,0.284,0.138,0.159
"P49","Ni buena ni mala",0.343,0.381,0.167,0.222
"P49","Mala",0.032,0.053,0.178,0.207
"P49","Muy mala",0.038,0.161,0.382,0.287
"P49","No sabe",0.015,0,0.01,0.034
"P50","Muy buena",0.445,0.028,0.052,0.054
"P50","Buena",0,0.175,0.211,0.117
"P50","Ni buena ni mala",0.233,0.131,0.205,0.194
"P50","Mala",0,0.217,0.16,0.175
"P50","Muy mala",0.322,0.449,0.367,0.434
"P50","No sabe",0,0,0.005,0.026
"P51","Muy buena",0.58,0.334,0.199,0.245
"P51","Buena",0.047,0.329,0.123,0.162
"P51","Ni buena ni mala",0.294,0.107,0.099,0.144
"P51","Mala",0.015,0.047,0.12,0.133
"P51","Muy mala",0.064,0.159,0.455,0.29
"P51","No sabe",0,0.024,0.004,0.026
"P52","Muy buena",0.552,0.192,0.161,0.215
"P52","Buena",0.128,0.357,0.095,0.163
"P52","Ni buena ni mala",0.296,0.301,0.138,0.166
"P52","Mala",0,0.048,0.132,0.151
"P52","Muy mala",0.024,0.073,0.462,0.264
"P52","No sabe",0,0.029,0.012,0.041
