"var","categoria","Lo votaria","Puede que lo vote","Nunca lo votaría","No sabe"
"P47","Mala",0.077,0.202,0.204,0.193
"P47","Muy mala",0.208,0.148,0.472,0.29
"P47","No sabe",0,0,0.006,0.087
"P48","Muy buena",0.176,0.042,0.441,0.231
"P48","Buena",0.053,0.072,0.072,0.073
"P48","Ni buena ni mala",0.02,0.027,0.041,0.061
"P48","Mala",0.1,0.174,0.078,0.184
"P48","Muy mala",0.647,0.683,0.363,0.374
"P48","No sabe",0.004,0.002,0.005,0.077
"P49","Muy buena",0.507,0.077,0.068,0.098
"P49","Buena",0.212,0.395,0.048,0.113
"P49","Ni buena ni mala",0.056,0.342,0.188,0.22
"P49","Mala",0.037,0.108,0.227,0.219
"P49","Muy mala",0.166,0.064,0.458,0.258
"P49","No sabe",0.022,0.014,0.011,0.092
"P50","Muy buena",0.148,0.024,0.066,0.036
"P50","Buena",0.089,0.078,0.21,0.187
"P50","Ni buena ni mala",0.14,0.146,0.234,0.153
"P50","Mala",0.173,0.157,0.161,0.213
"P50","Muy mala",0.439,0.588,0.324,0.311
"P50","No sabe",0.011,0.007,0.005,0.1
"P51","Muy buena",0.493,0.41,0.125,0.182
"P51","Buena",0.191,0.223,0.115,0.145
"P51","Ni buena ni mala",0.056,0.107,0.147,0.105
"P51","Mala",0.072,0.059,0.144,0.162
"P51","Muy mala",0.177,0.201,0.462,0.285
"P51","No sabe",0.011,0,0.007,0.121
"P52","Muy buena",0.215,0.203,0.211,0.049
"P52","Buena",0.157,0.269,0.093,0.101
"P52","Ni buena ni mala",0.219,0.261,0.109,0.233
"P52","Mala",0.112,0.123,0.121,0.243
"P52","Muy mala",0.259,0.129,0.453,0.249
"P52","No sabe",0.038,0.015,0.013,0.125
