"var","categoria","Todos los días","Entre 4 y 6 días a la semana","Entre 1 y 3 días a la semana","Raramente","Nunca"
"P14","Nunca",0.06,0.031,0.02,0.035,0.213
"P15","Todos los días",0.3,0.127,0.107,0.085,0.132
"P15","Entre 4 y 6 días a la semana",0.196,0.303,0.21,0.197,0.164
"P15","Entre 1 y 3 días a la semana",0.267,0.386,0.466,0.392,0.267
"P15","Raramente",0.171,0.148,0.189,0.273,0.25
"P15","Nunca",0.066,0.036,0.028,0.053,0.187
"P16","Menos de un vaso al día",0.186,0.082,0.09,0.078,0.121
"P16","De 1 a 4 vasos al día",0.265,0.375,0.35,0.311,0.241
"P16","Más de 4 vasos al día",0.456,0.509,0.522,0.552,0.55
"P16","No consume agua",0.093,0.034,0.038,0.059,0.088
"P17","Agua embotellada/mineral",0.286,0.223,0.163,0.144,0.106
"P17","Agua de la canilla filtrada",0.228,0.368,0.302,0.295,0.235
"P17","Agua de la canilla directamente",0.329,0.279,0.376,0.419,0.462
"P17","Agua de bidón",0.102,0.123,0.153,0.14,0.162
"P17","No consume agua",0.055,0.007,0.006,0.002,0.035
"P18","Todos los días",0.241,0.052,0.064,0.04,0.061
"P18","Entre 4 y 6 días a la semana",0.064,0.102,0.084,0.064,0.058
"P18","Entre 1 y 3 días a la semana",0.21,0.263,0.249,0.16,0.122
"P18","Raramente",0.217,0.306,0.332,0.371,0.24
"P18","Nunca",0.268,0.277,0.271,0.365,0.519
"P19","Vino",0.256,0.265,0.295,0.234,0.18
"P19","Cerveza",0.171,0.267,0.211,0.151,0.08
"P19","Destilados (whisky, vodka, ron, etc.)",0.128,0.059,0.057,0.04,0.032
"P19","Espumantes",0.032,0.031,0.042,0.05,0.02
"P19","Otros",0.084,0.085,0.105,0.115,0.162
"P19","No consume bebidas alcohólicas",0.329,0.293,0.29,0.41,0.526
"P20","Todos los días",0.357,0.194,0.113,0.079,0.076
"P20","Entre 4 y 6 días a la semana",0.172,0.19,0.13,0.068,0.025
"P20","Entre 1 y 3 días a la semana",0.169,0.204,0.223,0.131,0.07
"P20","Raramente",0.181,0.264,0.372,0.451,0.335
"P20","Nunca",0.121,0.148,0.162,0.271,0.494
"P21","Todos los días",0.8,0.792,0.803,0.754,0.674
"P21","Entre 4 y 6 días a la semana",0.084,0.114,0.09,0.074,0.049
"P21","Entre 1 y 3 días a la semana",0.055,0.032,0.045,0.055,0.048
"P21","Raramente",0.03,0.027,0.045,0.076,0.131
"P21","Nunca",0.031,0.035,0.017,0.041,0.098
"P22","Asado",0.425,0.476,0.44,0.397,0.379
"P22","Pizza",0.135,0.114,0.074,0.061,0.039
"P22","Milanesa",0.123,0.15,0.19,0.163,0.109
"P22","Pastas",0.102,0.1,0.088,0.092,0.078
"P22","Empanadas",0.019,0.037,0.04,0.036,0.063
"P22","Hamburguesa",0.042,0.009,0.014,0.012,0.011
"P22","Ensaladas (de cualquier tipo)",0.04,0.054,0.055,0.097,0.1
"P22","Guiso (de lentejas, de arroz, locro o similares)",0.059,0.037,0.071,0.077,0.126
"P22","Polenta o similares (de cualquier tipo)",0.027,0.009,0.014,0.034,0.027
"P22","Ninguno de los anteriores",0.028,0.014,0.014,0.031,0.068
"P23","Asado",0.257,0.114,0.099,0.086,0.122
"P23","Pizza",0.091,0.131,0.085,0.059,0.023
"P23","Milanesa",0.236,0.275,0.274,0.199,0.11
"P23","Pastas",0.133,0.134,0.174,0.164,0.13
"P23","Empanadas",0.06,0.054,0.04,0.046,0.042
"P23","Hamburguesa",0.011,0.03,0.023,0.013,0.021
"P23","Ensaladas (de cualquier tipo)",0.064,0.096,0.102,0.136,0.127
"P23","Guiso (de lentejas, de arroz, locro o similares)",0.074,0.075,0.094,0.122,0.176
"P23","Polenta o similares (de cualquier tipo)",0.032,0.038,0.044,0.108,0.139
"P23","Ninguno de los anteriores",0.042,0.053,0.065,0.067,0.11
"P24","Helado",0.359,0.367,0.334,0.263,0.213
"P24","Tortas, tartas dulces y masas",0.182,0.201,0.167,0.124,0.066
"P24","Ensalada de frutas",0.154,0.178,0.143,0.201,0.203
"P24","Flan, budín de pan y similares",0.136,0.073,0.125,0.108,0.075
"P24","Dulce de batata, membrillo o similares",0.05,0.044,0.057,0.077,0.083
"P24","Facturas de todo tipo",0.052,0.05,0.046,0.031,0.04
"P24","Postres lácteos caseros o envasados de cualquier tipo",0.025,0.024,0.033,0.032,0.036
"P24","Gelatina",0.006,0.019,0.025,0.039,0.056
"P24","Panqueques, wafles y similares",0.015,0.015,0.019,0.025,0.021
"P24","Ninguno de los anteriores",0.021,0.029,0.051,0.1,0.207
"P25","Helado",0.215,0.23,0.177,0.1,0.079
"P25","Tortas, tartas dulces y masas",0.27,0.252,0.156,0.083,0.052
"P25","Ensalada de frutas",0.083,0.075,0.087,0.125,0.101
"P25","Flan, budín de pan y similares",0.052,0.053,0.057,0.058,0.027
"P25","Dulce de batata, membrillo o similares",0.089,0.092,0.126,0.099,0.124
"P25","Facturas de todo tipo",0.124,0.095,0.094,0.057,0.026
"P25","Postres lácteos caseros o envasados de cualquier tipo",0.046,0.016,0.019,0.027,0.026
"P25","Gelatina",0.005,0.021,0.033,0.059,0.084
"P25","Panqueques, wafles y similares",0.011,0.008,0.016,0.022,0.003
"P25","Ninguno de los anteriores",0.105,0.158,0.235,0.37,0.478
"P26","Vegetariano",0.114,0.106,0.058,0.05,0.041
"P26","Vegano",0.084,0.075,0.018,0.026,0.034
"P26","Dieta baja en carnes rojas",0.181,0.157,0.144,0.132,0.098
"P26","Dieta baja en carbohidratos",0.027,0.073,0.092,0.106,0.073
"P26","Dieta baja en azúcares",0.049,0.083,0.098,0.122,0.201
"P26","Kosher o Alal",0.013,0.021,0.006,0.015,0.012
"P26","Ninguna restricción alimentaria",0.532,0.485,0.584,0.549,0.541
"P27","Bajo peso",0.163,0.102,0.049,0.067,0.107
"P27","Sobrepeso",0.297,0.287,0.258,0.246,0.195
"P27","Obesidad",0.059,0.082,0.07,0.068,0.041
"P27","Normal",0.411,0.457,0.54,0.513,0.407
"P27","No sabe",0.07,0.072,0.083,0.106,0.25
"P28","Diabetes",0.113,0.065,0.077,0.111,0.129
"P28","Hipertensión",0.146,0.18,0.182,0.194,0.169
"P28","Enfermedades cardiovasculares",0.034,0.064,0.033,0.037,0.056
"P28","Celiaquía",0.092,0.038,0.079,0.077,0.086
"P28","Ninguna",0.513,0.593,0.564,0.49,0.424
"P28","No sabe",0.102,0.06,0.065,0.091,0.136
"P29","Todos los días",0.187,0.047,0.034,0.03,0.023
"P29","Entre 4 y 6 días a la semana",0.078,0.075,0.039,0.037,0.028
"P29","Entre 1 y 3 días a la semana",0.165,0.159,0.169,0.09,0.032
"P29","Raramente",0.289,0.323,0.401,0.268,0.15
"P29","Nunca",0.281,0.396,0.357,0.575,0.767
"P30","Todos los días",0.174,0.049,0.018,0.019,0.008
"P30","Entre 4 y 6 días a la semana",0.047,0.046,0.024,0.012,0.015
"P30","Entre 1 y 3 días a la semana",0.206,0.142,0.151,0.075,0.018
"P30","Raramente",0.336,0.382,0.39,0.313,0.174
"P30","Nunca",0.237,0.381,0.417,0.581,0.785
"P31","Todos los días",0.552,0.585,0.571,0.662,0.66
"P31","Entre 4 y 6 días a la semana",0.209,0.228,0.202,0.159,0.089
"P31","Entre 1 y 3 días a la semana",0.097,0.078,0.087,0.062,0.043
"P31","Raramente",0.091,0.056,0.079,0.051,0.066
"P31","Nunca",0.051,0.053,0.061,0.066,0.142
"P32","Menos de 1 comida al día",0.208,0.14,0.138,0.192,0.18
"P32","1 comida",0.222,0.285,0.264,0.341,0.427
"P32","2 comidas",0.166,0.288,0.246,0.242,0.231
"P32","3 comidas",0.117,0.156,0.199,0.122,0.076
"P32","4 comidas",0.175,0.109,0.129,0.092,0.066
"P32","Más de 4 comidas",0.112,0.022,0.024,0.011,0.02
"P33","Precio",0.296,0.259,0.237,0.357,0.372
"P33","Calidad",0.178,0.118,0.167,0.141,0.18
"P33","Ambas",0.366,0.562,0.522,0.444,0.366
"P33","Compra sin ningún tipo de consideración",0.16,0.061,0.074,0.058,0.082
"P34","Menos de 1 vez a la semana",0.21,0.217,0.156,0.216,0.307
"P34","1 vez a la semana",0.261,0.265,0.285,0.285,0.269
"P34","Entre 1 a 4 veces a la semana",0.282,0.333,0.354,0.282,0.196
"P34","Más de 4 veces a la semana",0.178,0.121,0.145,0.133,0.101
"P34","No sabe",0.069,0.064,0.06,0.084,0.127
"P35","Hipermercado/Supermercado",0.496,0.552,0.499,0.441,0.43
"P35","Almacenes",0.301,0.233,0.234,0.261,0.238
"P35","Productores locales/mercados de cercanía/Ferias",0.127,0.159,0.177,0.21,0.23
"P35","Vía pública",0.007,0.018,0.03,0.036,0.033
"P35","No sabe",0.069,0.038,0.06,0.052,0.069
