"var","categoria","Todos los días","Entre 4 y 6 días a la semana","Entre 1 y 3 días a la semana","Raramente","Nunca"
"P28","Hipertensión",0.186,0.208,0.157,0.186,0.174
"P28","Enfermedades cardiovasculares",0.034,0.021,0.04,0.055,0.038
"P28","Celiaquía",0.057,0.076,0.048,0.084,0.086
"P28","Ninguna",0.486,0.525,0.578,0.516,0.498
"P28","No sabe",0.074,0.073,0.109,0.078,0.097
"P29","Todos los días",0.142,0.061,0.025,0.023,0.037
"P29","Entre 4 y 6 días a la semana",0.081,0.087,0.041,0.032,0.031
"P29","Entre 1 y 3 días a la semana",0.159,0.159,0.183,0.087,0.092
"P29","Raramente",0.254,0.386,0.334,0.327,0.216
"P29","Nunca",0.364,0.307,0.417,0.531,0.624
"P30","Todos los días",0.148,0.037,0.019,0.013,0.018
"P30","Entre 4 y 6 días a la semana",0.042,0.074,0.015,0.01,0.017
"P30","Entre 1 y 3 días a la semana",0.123,0.155,0.188,0.081,0.075
"P30","Raramente",0.316,0.437,0.385,0.352,0.209
"P30","Nunca",0.371,0.297,0.393,0.544,0.681
"P31","Todos los días",0.589,0.499,0.537,0.648,0.691
"P31","Entre 4 y 6 días a la semana",0.166,0.248,0.242,0.162,0.125
"P31","Entre 1 y 3 días a la semana",0.084,0.095,0.112,0.055,0.053
"P31","Raramente",0.04,0.114,0.057,0.069,0.056
"P31","Nunca",0.121,0.044,0.052,0.066,0.075
"P32","Menos de 1 comida al día",0.248,0.139,0.129,0.168,0.17
"P32","1 comida",0.274,0.31,0.315,0.328,0.306
"P32","2 comidas",0.223,0.194,0.245,0.258,0.245
"P32","3 comidas",0.113,0.181,0.198,0.122,0.132
"P32","4 comidas",0.094,0.153,0.102,0.101,0.114
"P32","Más de 4 comidas",0.048,0.023,0.011,0.023,0.033
"P33","Precio",0.303,0.256,0.281,0.325,0.324
"P33","Calidad",0.177,0.195,0.162,0.139,0.134
"P33","Ambas",0.403,0.465,0.498,0.461,0.486
"P33","Compra sin ningún tipo de consideración",0.117,0.084,0.059,0.075,0.056
"P34","Menos de 1 vez a la semana",0.244,0.173,0.192,0.214,0.217
"P34","1 vez a la semana",0.233,0.299,0.305,0.277,0.277
"P34","Entre 1 a 4 veces a la semana",0.255,0.302,0.36,0.293,0.286
"P34","Más de 4 veces a la semana",0.166,0.16,0.103,0.132,0.131
"P34","No sabe",0.102,0.066,0.04,0.084,0.089
"P35","Hipermercado/Supermercado",0.5,0.453,0.52,0.492,0.419
"P35","Almacenes",0.242,0.302,0.243,0.227,0.274
"P35","Productores locales/mercados de cercanía/Ferias",0.128,0.186,0.163,0.21,0.21
"P35","Vía pública",0.044,0.008,0.013,0.026,0.045
"P35","No sabe",0.086,0.051,0.061,0.045,0.052
