"var","categoria","Todos los días","Entre 4 y 6 días a la semana","Entre 1 y 3 días a la semana","Raramente","Nunca"
"P13","Nunca",0.152,0.088,0.102,0.099,0.174
"P14","Todos los días",0.544,0.358,0.275,0.263,0.236
"P14","Entre 4 y 6 días a la semana",0.123,0.267,0.263,0.264,0.232
"P14","Entre 1 y 3 días a la semana",0.121,0.165,0.304,0.306,0.256
"P14","Raramente",0.11,0.185,0.138,0.133,0.217
"P14","Nunca",0.102,0.025,0.02,0.034,0.059
"P15","Todos los días",0.399,0.207,0.1,0.087,0.115
"P15","Entre 4 y 6 días a la semana",0.218,0.211,0.216,0.208,0.196
"P15","Entre 1 y 3 días a la semana",0.248,0.357,0.43,0.465,0.375
"P15","Raramente",0.064,0.153,0.23,0.215,0.242
"P15","Nunca",0.071,0.072,0.024,0.025,0.072
"P16","Menos de un vaso al día",0.27,0.085,0.036,0.082,0.075
"P16","De 1 a 4 vasos al día",0.293,0.366,0.3,0.334,0.31
"P16","Más de 4 vasos al día",0.311,0.47,0.609,0.538,0.559
"P16","No consume agua",0.126,0.079,0.055,0.046,0.056
"P17","Agua embotellada/mineral",0.415,0.168,0.214,0.173,0.127
"P17","Agua de la canilla filtrada",0.233,0.371,0.309,0.342,0.271
"P17","Agua de la canilla directamente",0.206,0.345,0.344,0.327,0.447
"P17","Agua de bidón",0.081,0.073,0.129,0.154,0.146
"P17","No consume agua",0.065,0.043,0.004,0.004,0.009
"P18","Todos los días",0.376,0.047,0.063,0.061,0.037
"P18","Entre 4 y 6 días a la semana",0.111,0.175,0.092,0.072,0.056
"P18","Entre 1 y 3 días a la semana",0.215,0.284,0.337,0.235,0.137
"P18","Raramente",0.164,0.327,0.298,0.426,0.299
"P18","Nunca",0.134,0.167,0.21,0.206,0.471
"P19","Vino",0.408,0.271,0.303,0.311,0.19
"P19","Cerveza",0.164,0.285,0.188,0.251,0.137
"P19","Destilados (whisky, vodka, ron, etc.)",0.128,0.13,0.098,0.047,0.032
"P19","Espumantes",0.042,0.044,0.061,0.052,0.034
"P19","Otros",0.053,0.078,0.123,0.093,0.114
"P19","No consume bebidas alcohólicas",0.205,0.192,0.227,0.246,0.493
"P20","Todos los días",0.402,0.234,0.174,0.112,0.099
"P20","Entre 4 y 6 días a la semana",0.145,0.212,0.146,0.144,0.07
"P20","Entre 1 y 3 días a la semana",0.086,0.142,0.241,0.178,0.136
"P20","Raramente",0.182,0.256,0.26,0.397,0.396
"P20","Nunca",0.185,0.156,0.179,0.169,0.299
"P21","Todos los días",0.779,0.758,0.768,0.821,0.747
"P21","Entre 4 y 6 días a la semana",0.055,0.122,0.125,0.074,0.079
"P21","Entre 1 y 3 días a la semana",0.018,0.04,0.063,0.042,0.049
"P21","Raramente",0.032,0.039,0.019,0.044,0.083
"P21","Nunca",0.116,0.041,0.025,0.019,0.042
"P22","Asado",0.619,0.475,0.481,0.411,0.396
"P22","Pizza",0.088,0.116,0.085,0.082,0.061
"P22","Milanesa",0.085,0.2,0.155,0.172,0.154
"P22","Pastas",0.052,0.052,0.096,0.09,0.092
"P22","Empanadas",0.069,0.016,0.023,0.04,0.04
"P22","Hamburguesa",0,0.018,0.033,0.013,0.016
"P22","Ensaladas (de cualquier tipo)",0.032,0.068,0.039,0.082,0.081
"P22","Guiso (de lentejas, de arroz, locro o similares)",0.016,0.017,0.065,0.072,0.09
"P22","Polenta o similares (de cualquier tipo)",0.02,0.036,0.003,0.01,0.037
"P22","Ninguno de los anteriores",0.019,0.002,0.02,0.028,0.033
"P23","Asado",0.457,0.238,0.129,0.083,0.084
"P23","Pizza",0.111,0.131,0.072,0.096,0.048
"P23","Milanesa",0.157,0.155,0.294,0.294,0.168
"P23","Pastas",0.022,0.136,0.119,0.151,0.182
"P23","Empanadas",0.051,0.078,0.04,0.04,0.049
"P23","Hamburguesa",0.033,0.014,0.038,0.017,0.017
"P23","Ensaladas (de cualquier tipo)",0.077,0.066,0.166,0.142,0.099
"P23","Guiso (de lentejas, de arroz, locro o similares)",0.043,0.136,0.034,0.091,0.148
"P23","Polenta o similares (de cualquier tipo)",0.028,0.022,0.018,0.022,0.134
"P23","Ninguno de los anteriores",0.021,0.024,0.09,0.064,0.071
"P24","Helado",0.445,0.367,0.33,0.319,0.27
"P24","Tortas, tartas dulces y masas",0.186,0.158,0.152,0.163,0.127
"P24","Ensalada de frutas",0.097,0.179,0.192,0.189,0.169
"P24","Flan, budín de pan y similares",0.101,0.098,0.101,0.1,0.104
"P24","Dulce de batata, membrillo o similares",0.076,0.072,0.032,0.069,0.064
"P24","Facturas de todo tipo",0.025,0.012,0.063,0.035,0.048
"P24","Postres lácteos caseros o envasados de cualquier tipo",0.017,0.014,0.044,0.033,0.031
"P24","Gelatina",0.005,0.018,0.013,0.022,0.046
"P24","Panqueques, wafles y similares",0.008,0.021,0.018,0.02,0.024
"P24","Ninguno de los anteriores",0.04,0.061,0.055,0.05,0.117
"P25","Helado",0.294,0.18,0.265,0.15,0.099
"P25","Tortas, tartas dulces y masas",0.311,0.251,0.15,0.15,0.108
"P25","Ensalada de frutas",0.069,0.157,0.129,0.11,0.088
"P25","Flan, budín de pan y similares",0.008,0.05,0.054,0.05,0.059
"P25","Dulce de batata, membrillo o similares",0.097,0.087,0.096,0.122,0.09
"P25","Facturas de todo tipo",0.033,0.032,0.089,0.106,0.065
"P25","Postres lácteos caseros o envasados de cualquier tipo",0.007,0.017,0.028,0.032,0.024
"P25","Gelatina",0.012,0.024,0.024,0.038,0.059
"P25","Panqueques, wafles y similares",0.001,0.017,0.016,0.016,0.015
"P25","Ninguno de los anteriores",0.168,0.185,0.149,0.226,0.393
"P26","Vegetariano",0.213,0.181,0.046,0.055,0.051
"P26","Vegano",0.183,0.094,0.035,0.026,0.03
"P26","Dieta baja en carnes rojas",0.146,0.093,0.138,0.151,0.132
"P26","Dieta baja en carbohidratos",0.087,0.085,0.113,0.101,0.072
"P26","Dieta baja en azúcares",0.12,0.128,0.066,0.119,0.115
"P26","Kosher o Alal",0.027,0.007,0.012,0.011,0.013
"P26","Ninguna restricción alimentaria",0.224,0.412,0.59,0.537,0.587
"P27","Bajo peso",0.393,0.112,0.021,0.04,0.087
"P27","Sobrepeso",0.223,0.394,0.308,0.293,0.207
"P27","Obesidad",0.1,0.058,0.067,0.06,0.068
"P27","Normal",0.176,0.371,0.555,0.512,0.506
"P27","No sabe",0.108,0.065,0.049,0.095,0.132
"P28","Diabetes",0.625,0.056,0.044,0.075,0.077
"P28","Hipertensión",0.086,0.523,0.151,0.18,0.167
"P28","Enfermedades cardiovasculares",0.007,0.032,0.074,0.035,0.042
"P28","Celiaquía",0.028,0.059,0.06,0.089,0.071
"P28","Ninguna",0.194,0.312,0.609,0.562,0.525
"P28","No sabe",0.06,0.018,0.062,0.059,0.118
"P30","Todos los días",0.547,0.033,0.011,0.02,0.003
"P30","Entre 4 y 6 días a la semana",0.052,0.299,0.022,0.008,0.005
"P30","Entre 1 y 3 días a la semana",0.078,0.133,0.394,0.118,0.037
"P30","Raramente",0.149,0.23,0.378,0.56,0.202
"P30","Nunca",0.174,0.305,0.195,0.294,0.753
"P31","Todos los días",0.596,0.457,0.343,0.589,0.717
"P31","Entre 4 y 6 días a la semana",0.103,0.206,0.394,0.232,0.093
"P31","Entre 1 y 3 días a la semana",0.058,0.15,0.18,0.057,0.049
"P31","Raramente",0.156,0.107,0.059,0.092,0.037
"P31","Nunca",0.087,0.08,0.024,0.03,0.104
"P32","Menos de 1 comida al día",0.427,0.176,0.06,0.114,0.206
"P32","1 comida",0.174,0.233,0.221,0.283,0.372
"P32","2 comidas",0.15,0.324,0.258,0.255,0.23
"P32","3 comidas",0.082,0.119,0.255,0.179,0.099
"P32","4 comidas",0.081,0.118,0.171,0.139,0.076
"P32","Más de 4 comidas",0.086,0.03,0.035,0.03,0.017
"P33","Precio",0.379,0.208,0.09,0.202,0.427
"P33","Calidad",0.145,0.257,0.218,0.143,0.134
"P33","Ambas",0.275,0.46,0.612,0.573,0.383
"P33","Compra sin ningún tipo de consideración",0.201,0.075,0.08,0.082,0.056
"P34","Menos de 1 vez a la semana",0.378,0.18,0.123,0.14,0.263
"P34","1 vez a la semana",0.135,0.335,0.32,0.275,0.278
"P34","Entre 1 a 4 veces a la semana",0.253,0.332,0.402,0.383,0.221
"P34","Más de 4 veces a la semana",0.12,0.121,0.127,0.133,0.14
"P34","No sabe",0.114,0.032,0.028,0.069,0.098
"P35","Hipermercado/Supermercado",0.459,0.383,0.542,0.474,0.471
"P35","Almacenes",0.203,0.367,0.227,0.223,0.268
"P35","Productores locales/mercados de cercanía/Ferias",0.174,0.164,0.187,0.217,0.175
"P35","Vía pública",0.044,0.013,0.015,0.025,0.034
"P35","No sabe",0.12,0.073,0.029,0.061,0.052
