"var","categoria","Todos los días","Entre 4 y 6 días a la semana","Entre 1 y 3 días a la semana","Raramente","Nunca"
"P12","Entre 1 y 3 días a la semana",0.135,0.178,0.303,0.238,0.152
"P12","Raramente",0.104,0.105,0.199,0.387,0.252
"P12","Nunca",0.068,0.029,0.048,0.127,0.316
"P13","Todos los días",0.226,0.074,0.046,0.057,0.104
"P13","Entre 4 y 6 días a la semana",0.111,0.136,0.081,0.079,0.094
"P13","Entre 1 y 3 días a la semana",0.221,0.31,0.356,0.227,0.216
"P13","Raramente",0.296,0.382,0.41,0.421,0.227
"P13","Nunca",0.146,0.098,0.107,0.216,0.359
"P14","Todos los días",0.457,0.269,0.243,0.249,0.233
"P14","Entre 4 y 6 días a la semana",0.175,0.284,0.261,0.201,0.18
"P14","Entre 1 y 3 días a la semana",0.144,0.256,0.309,0.259,0.176
"P14","Raramente",0.155,0.151,0.161,0.223,0.208
"P14","Nunca",0.069,0.04,0.026,0.068,0.203
"P15","Todos los días",0.267,0.106,0.079,0.122,0.235
"P15","Entre 4 y 6 días a la semana",0.197,0.274,0.202,0.198,0.155
"P15","Entre 1 y 3 días a la semana",0.307,0.392,0.46,0.328,0.225
"P15","Raramente",0.157,0.193,0.227,0.271,0.162
"P15","Nunca",0.072,0.035,0.032,0.081,0.223
"P16","Menos de un vaso al día",0.215,0.066,0.079,0.1,0.132
"P16","De 1 a 4 vasos al día",0.271,0.313,0.347,0.311,0.245
"P16","Más de 4 vasos al día",0.456,0.576,0.531,0.517,0.515
"P16","No consume agua",0.058,0.045,0.043,0.072,0.108
"P17","Agua embotellada/mineral",0.266,0.254,0.166,0.093,0.114
"P17","Agua de la canilla filtrada",0.293,0.315,0.303,0.291,0.195
"P17","Agua de la canilla directamente",0.334,0.28,0.378,0.448,0.534
"P17","Agua de bidón",0.078,0.147,0.147,0.158,0.093
"P17","No consume agua",0.029,0.004,0.006,0.01,0.064
"P18","Todos los días",0.241,0.062,0.048,0.049,0.074
"P18","Entre 4 y 6 días a la semana",0.069,0.106,0.076,0.057,0.04
"P18","Entre 1 y 3 días a la semana",0.161,0.264,0.229,0.132,0.127
"P18","Raramente",0.243,0.323,0.345,0.346,0.186
"P18","Nunca",0.286,0.245,0.302,0.416,0.573
"P19","Vino",0.351,0.283,0.27,0.198,0.109
"P19","Cerveza",0.15,0.228,0.186,0.148,0.108
"P19","Destilados (whisky, vodka, ron, etc.)",0.101,0.068,0.048,0.036,0.062
"P19","Espumantes",0.028,0.046,0.041,0.042,0.023
"P19","Otros",0.065,0.093,0.108,0.136,0.146
"P19","No consume bebidas alcohólicas",0.305,0.282,0.347,0.44,0.552
"P20","Todos los días",0.338,0.141,0.089,0.13,0.08
"P20","Entre 4 y 6 días a la semana",0.134,0.151,0.107,0.07,0.069
"P20","Entre 1 y 3 días a la semana",0.114,0.182,0.2,0.128,0.073
"P20","Raramente",0.221,0.328,0.4,0.381,0.366
"P20","Nunca",0.193,0.198,0.204,0.291,0.412
"P21","Todos los días",0.845,0.809,0.796,0.687,0.681
"P21","Entre 4 y 6 días a la semana",0.055,0.091,0.079,0.092,0.064
"P21","Entre 1 y 3 días a la semana",0.025,0.031,0.045,0.072,0.051
"P21","Raramente",0.027,0.039,0.058,0.087,0.119
"P21","Nunca",0.048,0.03,0.022,0.062,0.085
"P22","Asado",0.553,0.473,0.422,0.363,0.308
"P22","Pizza",0.073,0.073,0.081,0.069,0.089
"P22","Milanesa",0.103,0.144,0.196,0.144,0.099
"P22","Pastas",0.068,0.105,0.088,0.091,0.103
"P22","Empanadas",0.039,0.039,0.027,0.053,0.058
"P22","Hamburguesa",0.03,0.024,0.007,0.017,0.008
"P22","Ensaladas (de cualquier tipo)",0.065,0.064,0.07,0.081,0.124
"P22","Guiso (de lentejas, de arroz, locro o similares)",0.05,0.052,0.067,0.11,0.071
"P22","Polenta o similares (de cualquier tipo)",0.003,0.01,0.016,0.038,0.074
"P22","Ninguno de los anteriores",0.016,0.016,0.026,0.034,0.066
"P23","Asado",0.327,0.148,0.072,0.085,0.107
"P23","Pizza",0.082,0.086,0.07,0.058,0.12
"P23","Milanesa",0.226,0.312,0.26,0.132,0.075
"P23","Pastas",0.063,0.098,0.179,0.193,0.153
"P23","Empanadas",0.049,0.045,0.052,0.038,0.046
"P23","Hamburguesa",0.017,0.02,0.019,0.018,0.014
"P23","Ensaladas (de cualquier tipo)",0.11,0.116,0.121,0.101,0.12
"P23","Guiso (de lentejas, de arroz, locro o similares)",0.067,0.083,0.116,0.142,0.089
"P23","Polenta o similares (de cualquier tipo)",0.035,0.036,0.047,0.147,0.169
"P23","Ninguno de los anteriores",0.024,0.056,0.064,0.086,0.107
"P24","Helado",0.354,0.322,0.302,0.266,0.281
"P24","Tortas, tartas dulces y masas",0.133,0.19,0.136,0.124,0.15
"P24","Ensalada de frutas",0.185,0.208,0.175,0.17,0.136
"P24","Flan, budín de pan y similares",0.115,0.083,0.11,0.122,0.07
"P24","Dulce de batata, membrillo o similares",0.076,0.048,0.076,0.065,0.043
"P24","Facturas de todo tipo",0.032,0.035,0.037,0.048,0.067
"P24","Postres lácteos caseros o envasados de cualquier tipo",0.028,0.04,0.026,0.028,0.049
"P24","Gelatina",0.019,0.015,0.04,0.034,0.036
"P24","Panqueques, wafles y similares",0.004,0.012,0.022,0.026,0.034
"P24","Ninguno de los anteriores",0.054,0.047,0.076,0.117,0.134
"P25","Helado",0.234,0.211,0.134,0.101,0.115
"P25","Tortas, tartas dulces y masas",0.194,0.191,0.129,0.107,0.119
"P25","Ensalada de frutas",0.132,0.123,0.104,0.077,0.073
"P25","Flan, budín de pan y similares",0.039,0.064,0.053,0.053,0.032
"P25","Dulce de batata, membrillo o similares",0.107,0.125,0.119,0.094,0.048
"P25","Facturas de todo tipo",0.082,0.057,0.082,0.077,0.057
"P25","Postres lácteos caseros o envasados de cualquier tipo",0.029,0.023,0.026,0.023,0.025
"P25","Gelatina",0.043,0.016,0.056,0.051,0.042
"P25","Panqueques, wafles y similares",0.009,0.009,0.012,0.023,0.021
"P25","Ninguno de los anteriores",0.131,0.181,0.285,0.394,0.468
"P26","Vegetariano",0.091,0.053,0.032,0.081,0.192
"P26","Vegano",0.083,0.045,0.022,0.028,0.086
"P26","Dieta baja en carnes rojas",0.201,0.111,0.149,0.14,0.091
"P26","Dieta baja en carbohidratos",0.084,0.119,0.094,0.056,0.062
"P26","Dieta baja en azúcares",0.103,0.141,0.108,0.109,0.085
"P26","Kosher o Alal",0.022,0.013,0.014,0.009,0.01
"P26","Ninguna restricción alimentaria",0.416,0.518,0.581,0.577,0.474
"P27","Bajo peso",0.148,0.075,0.056,0.094,0.111
"P27","Sobrepeso",0.259,0.28,0.264,0.236,0.191
"P27","Obesidad",0.05,0.072,0.062,0.082,0.039
"P27","Normal",0.433,0.507,0.525,0.455,0.434
"P27","No sabe",0.11,0.066,0.093,0.133,0.225
"P28","Diabetes",0.185,0.076,0.078,0.12,0.085
"P28","Hipertensión",0.143,0.205,0.188,0.168,0.166
"P28","Enfermedades cardiovasculares",0.035,0.039,0.047,0.045,0.022
"P28","Celiaquía",0.054,0.084,0.066,0.082,0.089
"P28","Ninguna",0.502,0.547,0.526,0.495,0.501
"P28","No sabe",0.081,0.049,0.095,0.09,0.137
"P29","Todos los días",0.186,0.035,0.019,0.05,0.064
"P29","Entre 4 y 6 días a la semana",0.078,0.065,0.033,0.042,0.045
"P29","Entre 1 y 3 días a la semana",0.165,0.209,0.126,0.054,0.038
"P29","Raramente",0.243,0.355,0.366,0.212,0.145
"P29","Nunca",0.328,0.336,0.456,0.642,0.708
"P30","Todos los días",0.148,0.034,0.005,0.04,0.066
"P30","Entre 4 y 6 días a la semana",0.083,0.03,0.018,0.016,0
"P30","Entre 1 y 3 días a la semana",0.168,0.177,0.111,0.05,0.078
"P30","Raramente",0.274,0.388,0.393,0.243,0.177
"P30","Nunca",0.327,0.371,0.473,0.651,0.679
"P31","Todos los días",0.553,0.592,0.612,0.661,0.612
"P31","Entre 4 y 6 días a la semana",0.219,0.209,0.192,0.119,0.156
"P31","Entre 1 y 3 días a la semana",0.04,0.064,0.072,0.083,0.094
"P31","Raramente",0.101,0.085,0.059,0.056,0.034
"P31","Nunca",0.087,0.05,0.065,0.081,0.104
"P32","Menos de 1 comida al día",0.174,0.12,0.133,0.248,0.229
"P32","1 comida",0.23,0.269,0.307,0.381,0.305
"P32","2 comidas",0.232,0.23,0.28,0.214,0.168
"P32","3 comidas",0.11,0.201,0.16,0.081,0.125
"P32","4 comidas",0.187,0.142,0.102,0.062,0.128
"P32","Más de 4 comidas",0.067,0.038,0.018,0.014,0.045
"P33","Precio",0.208,0.15,0.275,0.477,0.426
"P33","Calidad",0.248,0.203,0.123,0.13,0.157
"P33","Ambas",0.359,0.594,0.545,0.336,0.255
"P33","Compra sin ningún tipo de consideración",0.185,0.053,0.057,0.057,0.162
"P34","Menos de 1 vez a la semana",0.191,0.148,0.171,0.31,0.281
"P34","1 vez a la semana",0.284,0.322,0.254,0.277,0.285
"P34","Entre 1 a 4 veces a la semana",0.31,0.343,0.358,0.19,0.211
"P34","Más de 4 veces a la semana",0.133,0.159,0.13,0.126,0.124
"P34","No sabe",0.082,0.028,0.087,0.097,0.099
"P35","Hipermercado/Supermercado",0.502,0.502,0.495,0.453,0.358
"P35","Almacenes",0.239,0.248,0.241,0.25,0.329
"P35","Productores locales/mercados de cercanía/Ferias",0.18,0.204,0.181,0.198,0.166
"P35","Vía pública",0.017,0.024,0.021,0.039,0.059
"P35","No sabe",0.062,0.022,0.062,0.06,0.088
