"var","categoria","Todos los días","Entre 4 y 6 días a la semana","Entre 1 y 3 días a la semana","Raramente","Nunca"
"P14","Raramente",0.155,0.194,0.223,0.326,0.283
"P14","Nunca",0.042,0.037,0.076,0.076,0.154
"P15","Todos los días",0.123,0.066,0.094,0.105,0.195
"P15","Entre 4 y 6 días a la semana",0.211,0.296,0.134,0.149,0.12
"P15","Entre 1 y 3 días a la semana",0.408,0.381,0.46,0.329,0.26
"P15","Raramente",0.212,0.226,0.241,0.293,0.247
"P15","Nunca",0.046,0.031,0.071,0.124,0.178
"P16","Menos de un vaso al día",0.087,0.101,0.033,0.132,0.12
"P16","De 1 a 4 vasos al día",0.328,0.357,0.284,0.24,0.223
"P16","Más de 4 vasos al día",0.538,0.457,0.636,0.501,0.549
"P16","No consume agua",0.047,0.085,0.047,0.127,0.108
"P17","Agua embotellada/mineral",0.182,0.141,0.067,0.154,0.127
"P17","Agua de la canilla filtrada",0.308,0.291,0.275,0.265,0.246
"P17","Agua de la canilla directamente",0.368,0.346,0.534,0.406,0.458
"P17","Agua de bidón",0.133,0.21,0.121,0.154,0.115
"P17","No consume agua",0.009,0.012,0.003,0.021,0.054
"P18","Todos los días",0.07,0.046,0.037,0.044,0.074
"P18","Entre 4 y 6 días a la semana",0.075,0.092,0.043,0.063,0.079
"P18","Entre 1 y 3 días a la semana",0.193,0.232,0.273,0.156,0.209
"P18","Raramente",0.325,0.327,0.279,0.39,0.223
"P18","Nunca",0.337,0.303,0.368,0.347,0.415
"P19","Vino",0.28,0.173,0.157,0.134,0.171
"P19","Cerveza",0.185,0.227,0.143,0.131,0.075
"P19","Destilados (whisky, vodka, ron, etc.)",0.045,0.105,0.099,0.057,0.077
"P19","Espumantes",0.036,0.034,0.077,0.092,0.016
"P19","Otros",0.097,0.086,0.151,0.15,0.27
"P19","No consume bebidas alcohólicas",0.357,0.375,0.373,0.436,0.391
"P20","Todos los días",0.149,0.066,0.058,0.054,0.097
"P20","Entre 4 y 6 días a la semana",0.1,0.316,0.055,0.006,0.006
"P20","Entre 1 y 3 días a la semana",0.166,0.161,0.362,0.036,0.004
"P20","Raramente",0.359,0.277,0.37,0.77,0.028
"P20","Nunca",0.226,0.18,0.155,0.134,0.865
"P22","Asado",0.452,0.368,0.231,0.32,0.293
"P22","Pizza",0.069,0.205,0.092,0.018,0.026
"P22","Milanesa",0.15,0.136,0.339,0.134,0.175
"P22","Pastas",0.087,0.076,0.041,0.206,0.092
"P22","Empanadas",0.031,0.038,0.045,0.027,0.205
"P22","Hamburguesa",0.014,0.019,0.041,0.007,0.006
"P22","Ensaladas (de cualquier tipo)",0.081,0.036,0.035,0.086,0.061
"P22","Guiso (de lentejas, de arroz, locro o similares)",0.072,0.06,0.074,0.111,0.088
"P22","Polenta o similares (de cualquier tipo)",0.021,0.034,0.048,0.034,0.007
"P22","Ninguno de los anteriores",0.023,0.028,0.054,0.057,0.047
"P23","Asado",0.112,0.102,0.096,0.115,0.189
"P23","Pizza",0.068,0.145,0.101,0.052,0.053
"P23","Milanesa",0.229,0.19,0.218,0.214,0.168
"P23","Pastas",0.153,0.2,0.125,0.186,0.088
"P23","Empanadas",0.046,0.03,0.079,0.025,0.089
"P23","Hamburguesa",0.018,0.022,0.01,0.04,0.009
"P23","Ensaladas (de cualquier tipo)",0.122,0.072,0.09,0.091,0.116
"P23","Guiso (de lentejas, de arroz, locro o similares)",0.112,0.081,0.121,0.105,0.126
"P23","Polenta o similares (de cualquier tipo)",0.074,0.114,0.083,0.063,0.085
"P23","Ninguno de los anteriores",0.066,0.044,0.077,0.109,0.077
"P24","Helado",0.314,0.278,0.259,0.225,0.235
"P24","Tortas, tartas dulces y masas",0.148,0.231,0.07,0.047,0.142
"P24","Ensalada de frutas",0.185,0.165,0.135,0.196,0.096
"P24","Flan, budín de pan y similares",0.101,0.091,0.158,0.186,0.046
"P24","Dulce de batata, membrillo o similares",0.056,0.051,0.113,0.076,0.189
"P24","Facturas de todo tipo",0.042,0.047,0.035,0.041,0.012
"P24","Postres lácteos caseros o envasados de cualquier tipo",0.031,0.033,0.044,0.003,0.063
"P24","Gelatina",0.032,0.019,0.036,0.041,0.027
"P24","Panqueques, wafles y similares",0.018,0.025,0.047,0.006,0.044
"P24","Ninguno de los anteriores",0.073,0.06,0.103,0.179,0.146
"P25","Helado",0.153,0.156,0.134,0.091,0.131
"P25","Tortas, tartas dulces y masas",0.152,0.159,0.041,0.063,0.114
"P25","Ensalada de frutas",0.103,0.091,0.107,0.092,0.09
"P25","Flan, budín de pan y similares",0.044,0.046,0.081,0.15,0.039
"P25","Dulce de batata, membrillo o similares",0.108,0.098,0.084,0.06,0.217
"P25","Facturas de todo tipo",0.08,0.078,0.026,0.062,0.036
"P25","Postres lácteos caseros o envasados de cualquier tipo",0.027,0.015,0.028,0.018,0.01
"P25","Gelatina",0.042,0.032,0.073,0.063,0.058
"P25","Panqueques, wafles y similares",0.015,0.008,0.02,0.028,0.006
"P25","Ninguno de los anteriores",0.276,0.317,0.406,0.373,0.299
"P26","Vegetariano",0.067,0.024,0.078,0.072,0.094
"P26","Vegano",0.037,0.073,0.021,0.011,0.035
"P26","Dieta baja en carnes rojas",0.144,0.126,0.188,0.078,0.11
"P26","Dieta baja en carbohidratos",0.091,0.062,0.028,0.106,0.07
"P26","Dieta baja en azúcares",0.109,0.066,0.123,0.138,0.238
"P26","Kosher o Alal",0.011,0.005,0.012,0.04,0.025
"P26","Ninguna restricción alimentaria",0.541,0.644,0.55,0.555,0.428
"P27","Bajo peso",0.073,0.101,0.085,0.09,0.181
"P27","Sobrepeso",0.265,0.235,0.226,0.228,0.138
"P27","Obesidad",0.066,0.055,0.131,0.054,0.04
"P27","Normal",0.496,0.503,0.398,0.454,0.49
"P27","No sabe",0.1,0.106,0.16,0.174,0.151
"P28","Diabetes",0.096,0.055,0.101,0.141,0.153
"P28","Hipertensión",0.181,0.21,0.188,0.142,0.159
"P28","Enfermedades cardiovasculares",0.043,0.023,0.09,0.028,0.032
"P28","Celiaquía",0.06,0.085,0.098,0.193,0.138
"P28","Ninguna",0.536,0.528,0.432,0.394,0.442
"P28","No sabe",0.084,0.099,0.091,0.102,0.076
"P29","Todos los días",0.047,0.031,0.018,0.025,0.147
"P29","Entre 4 y 6 días a la semana",0.045,0.067,0.038,0.03,0.051
"P29","Entre 1 y 3 días a la semana",0.12,0.181,0.163,0.039,0.083
"P29","Raramente",0.318,0.262,0.267,0.224,0.154
"P29","Nunca",0.47,0.459,0.514,0.682,0.565
"P30","Todos los días",0.036,0.027,0.014,0.006,0.129
"P30","Entre 4 y 6 días a la semana",0.025,0.023,0.012,0.022,0.029
"P30","Entre 1 y 3 días a la semana",0.112,0.158,0.118,0.038,0.071
"P30","Raramente",0.334,0.372,0.323,0.253,0.251
"P30","Nunca",0.493,0.42,0.533,0.681,0.52
"P31","Todos los días",0.635,0.558,0.611,0.525,0.497
"P31","Entre 4 y 6 días a la semana",0.183,0.221,0.11,0.124,0.105
"P31","Entre 1 y 3 días a la semana",0.062,0.122,0.137,0.069,0.089
"P31","Raramente",0.058,0.07,0.082,0.127,0.083
"P31","Nunca",0.062,0.029,0.06,0.155,0.226
"P32","Menos de 1 comida al día",0.149,0.247,0.149,0.278,0.285
"P32","1 comida",0.317,0.271,0.335,0.353,0.204
"P32","2 comidas",0.254,0.212,0.21,0.196,0.147
"P32","3 comidas",0.144,0.102,0.243,0.07,0.17
"P32","4 comidas",0.112,0.136,0.062,0.072,0.095
"P32","Más de 4 comidas",0.024,0.032,0.001,0.031,0.099
"P33","Precio",0.282,0.363,0.376,0.459,0.397
"P33","Calidad",0.163,0.112,0.142,0.135,0.055
"P33","Ambas",0.481,0.488,0.352,0.324,0.451
"P33","Compra sin ningún tipo de consideración",0.074,0.037,0.13,0.082,0.097
"P34","Menos de 1 vez a la semana",0.193,0.249,0.336,0.239,0.309
"P34","1 vez a la semana",0.28,0.308,0.272,0.25,0.209
"P34","Entre 1 a 4 veces a la semana",0.311,0.281,0.244,0.215,0.261
"P34","Más de 4 veces a la semana",0.136,0.119,0.086,0.176,0.132
"P34","No sabe",0.08,0.043,0.062,0.12,0.089
"P35","Hipermercado/Supermercado",0.472,0.53,0.453,0.468,0.481
"P35","Almacenes",0.25,0.276,0.275,0.238,0.202
"P35","Productores locales/mercados de cercanía/Ferias",0.195,0.169,0.145,0.165,0.185
"P35","Vía pública",0.026,0.007,0.055,0.054,0.061
"P35","No sabe",0.057,0.018,0.072,0.075,0.071
