"var","categoria","Todos los días","Entre 4 y 6 días a la semana","Entre 1 y 3 días a la semana","Raramente","Nunca"
"P16","Menos de un vaso al día",0.22,0.095,0.071,0.097,0.173
"P16","De 1 a 4 vasos al día",0.245,0.379,0.328,0.292,0.209
"P16","Más de 4 vasos al día",0.472,0.49,0.56,0.535,0.444
"P16","No consume agua",0.063,0.036,0.041,0.076,0.174
"P17","Agua embotellada/mineral",0.357,0.197,0.168,0.108,0.111
"P17","Agua de la canilla filtrada",0.228,0.35,0.3,0.262,0.259
"P17","Agua de la canilla directamente",0.249,0.328,0.369,0.493,0.41
"P17","Agua de bidón",0.136,0.12,0.158,0.132,0.101
"P17","No consume agua",0.03,0.005,0.005,0.005,0.119
"P18","Todos los días",0.23,0.055,0.053,0.047,0.152
"P18","Entre 4 y 6 días a la semana",0.042,0.129,0.072,0.055,0.018
"P18","Entre 1 y 3 días a la semana",0.165,0.212,0.239,0.133,0.124
"P18","Raramente",0.283,0.329,0.347,0.316,0.143
"P18","Nunca",0.28,0.275,0.289,0.449,0.563
"P19","Vino",0.32,0.25,0.285,0.184,0.148
"P19","Cerveza",0.141,0.215,0.19,0.141,0.119
"P19","Destilados (whisky, vodka, ron, etc.)",0.089,0.053,0.055,0.038,0.081
"P19","Espumantes",0.035,0.05,0.038,0.042,0.01
"P19","Otros",0.118,0.105,0.09,0.146,0.157
"P19","No consume bebidas alcohólicas",0.297,0.327,0.342,0.449,0.485
"P20","Todos los días",0.311,0.155,0.107,0.097,0.157
"P20","Entre 4 y 6 días a la semana",0.12,0.162,0.104,0.07,0.068
"P20","Entre 1 y 3 días a la semana",0.101,0.172,0.2,0.125,0.032
"P20","Raramente",0.271,0.303,0.388,0.394,0.351
"P20","Nunca",0.197,0.208,0.201,0.314,0.392
"P21","Todos los días",0.81,0.802,0.799,0.685,0.672
"P21","Entre 4 y 6 días a la semana",0.074,0.082,0.08,0.085,0.092
"P21","Entre 1 y 3 días a la semana",0.039,0.049,0.046,0.056,0.039
"P21","Raramente",0.034,0.035,0.051,0.109,0.107
"P21","Nunca",0.043,0.032,0.024,0.065,0.09
"P22","Asado",0.51,0.399,0.461,0.367,0.267
"P22","Pizza",0.077,0.097,0.069,0.067,0.105
"P22","Milanesa",0.108,0.16,0.17,0.165,0.079
"P22","Pastas",0.051,0.122,0.082,0.091,0.118
"P22","Empanadas",0.026,0.049,0.028,0.052,0.06
"P22","Hamburguesa",0.022,0.016,0.01,0.02,0.018
"P22","Ensaladas (de cualquier tipo)",0.088,0.076,0.07,0.061,0.164
"P22","Guiso (de lentejas, de arroz, locro o similares)",0.09,0.058,0.071,0.085,0.083
"P22","Polenta o similares (de cualquier tipo)",0.004,0.005,0.019,0.046,0.05
"P22","Ninguno de los anteriores",0.024,0.018,0.02,0.046,0.056
"P23","Asado",0.281,0.112,0.103,0.088,0.112
"P23","Pizza",0.085,0.083,0.073,0.056,0.125
"P23","Milanesa",0.183,0.348,0.238,0.13,0.1
"P23","Pastas",0.06,0.116,0.17,0.192,0.118
"P23","Empanadas",0.064,0.042,0.052,0.039,0.024
"P23","Hamburguesa",0.019,0.017,0.019,0.015,0.039
"P23","Ensaladas (de cualquier tipo)",0.142,0.109,0.121,0.09,0.145
"P23","Guiso (de lentejas, de arroz, locro o similares)",0.102,0.083,0.105,0.143,0.113
"P23","Polenta o similares (de cualquier tipo)",0.036,0.031,0.059,0.151,0.132
"P23","Ninguno de los anteriores",0.028,0.059,0.06,0.096,0.092
"P24","Helado",0.4,0.303,0.308,0.267,0.242
"P24","Tortas, tartas dulces y masas",0.145,0.157,0.158,0.106,0.162
"P24","Ensalada de frutas",0.151,0.246,0.171,0.148,0.17
"P24","Flan, budín de pan y similares",0.078,0.091,0.109,0.131,0.043
"P24","Dulce de batata, membrillo o similares",0.059,0.045,0.069,0.074,0.071
"P24","Facturas de todo tipo",0.036,0.046,0.032,0.056,0.042
"P24","Postres lácteos caseros o envasados de cualquier tipo",0.04,0.02,0.034,0.027,0.052
"P24","Gelatina",0.016,0.023,0.028,0.041,0.068
"P24","Panqueques, wafles y similares",0.006,0.01,0.022,0.03,0.014
"P24","Ninguno de los anteriores",0.069,0.059,0.069,0.12,0.136
"P25","Helado",0.261,0.18,0.145,0.102,0.12
"P25","Tortas, tartas dulces y masas",0.214,0.176,0.142,0.094,0.121
"P25","Ensalada de frutas",0.128,0.129,0.101,0.071,0.102
"P25","Flan, budín de pan y similares",0.039,0.054,0.051,0.065,0.018
"P25","Dulce de batata, membrillo o similares",0.066,0.11,0.118,0.098,0.105
"P25","Facturas de todo tipo",0.059,0.076,0.08,0.075,0.033
"P25","Postres lácteos caseros o envasados de cualquier tipo",0.026,0.013,0.035,0.017,0.014
"P25","Gelatina",0.018,0.043,0.041,0.054,0.075
"P25","Panqueques, wafles y similares",0.018,0.008,0.015,0.017,0.022
"P25","Ninguno de los anteriores",0.171,0.211,0.272,0.407,0.39
"P26","Vegetariano",0.136,0.055,0.043,0.058,0.233
"P26","Vegano",0.101,0.043,0.03,0.014,0.116
"P26","Dieta baja en carnes rojas",0.186,0.169,0.138,0.107,0.134
"P26","Dieta baja en carbohidratos",0.124,0.128,0.087,0.056,0.019
"P26","Dieta baja en azúcares",0.121,0.122,0.112,0.115,0.06
"P26","Kosher o Alal",0.005,0.014,0.012,0.015,0.02
"P26","Ninguna restricción alimentaria",0.327,0.469,0.578,0.635,0.418
"P27","Bajo peso",0.276,0.061,0.047,0.093,0.145
"P27","Sobrepeso",0.15,0.308,0.264,0.237,0.185
"P27","Obesidad",0.041,0.077,0.066,0.071,0.043
"P27","Normal",0.486,0.455,0.527,0.45,0.474
"P27","No sabe",0.047,0.099,0.096,0.149,0.153
"P28","Diabetes",0.189,0.092,0.086,0.101,0.089
"P28","Hipertensión",0.179,0.188,0.185,0.177,0.139
"P28","Enfermedades cardiovasculares",0.03,0.042,0.041,0.046,0.045
"P28","Celiaquía",0.077,0.061,0.075,0.079,0.089
"P28","Ninguna",0.472,0.539,0.543,0.477,0.491
"P28","No sabe",0.053,0.078,0.07,0.12,0.147
"P29","Todos los días",0.201,0.048,0.028,0.037,0.055
"P29","Entre 4 y 6 días a la semana",0.076,0.06,0.036,0.046,0.046
"P29","Entre 1 y 3 días a la semana",0.109,0.171,0.141,0.062,0.049
"P29","Raramente",0.262,0.31,0.359,0.215,0.165
"P29","Nunca",0.352,0.411,0.436,0.64,0.685
"P30","Todos los días",0.153,0.039,0.019,0.02,0.091
"P30","Entre 4 y 6 días a la semana",0.091,0.029,0.022,0.009,0
"P30","Entre 1 y 3 días a la semana",0.096,0.153,0.125,0.064,0.062
"P30","Raramente",0.267,0.36,0.378,0.267,0.149
"P30","Nunca",0.393,0.419,0.456,0.64,0.698
"P31","Todos los días",0.65,0.599,0.614,0.622,0.623
"P31","Entre 4 y 6 días a la semana",0.15,0.2,0.199,0.129,0.135
"P31","Entre 1 y 3 días a la semana",0.021,0.051,0.075,0.103,0.048
"P31","Raramente",0.091,0.076,0.064,0.064,0.008
"P31","Nunca",0.088,0.074,0.048,0.082,0.186
"P32","Menos de 1 comida al día",0.207,0.118,0.135,0.257,0.215
"P32","1 comida",0.223,0.273,0.31,0.372,0.31
"P32","2 comidas",0.251,0.238,0.268,0.215,0.134
"P32","3 comidas",0.098,0.187,0.157,0.087,0.149
"P32","4 comidas",0.164,0.145,0.11,0.056,0.134
"P32","Más de 4 comidas",0.057,0.039,0.02,0.013,0.058
"P33","Precio",0.233,0.25,0.246,0.475,0.361
"P33","Calidad",0.205,0.194,0.146,0.11,0.194
"P33","Ambas",0.373,0.501,0.554,0.332,0.309
"P33","Compra sin ningún tipo de consideración",0.189,0.055,0.054,0.083,0.136
"P34","Menos de 1 vez a la semana",0.151,0.182,0.171,0.278,0.419
"P34","1 vez a la semana",0.33,0.316,0.258,0.276,0.26
"P34","Entre 1 a 4 veces a la semana",0.294,0.304,0.358,0.205,0.194
"P34","Más de 4 veces a la semana",0.119,0.142,0.144,0.131,0.059
"P34","No sabe",0.106,0.056,0.069,0.11,0.068
"P35","Hipermercado/Supermercado",0.557,0.498,0.493,0.407,0.466
"P35","Almacenes",0.209,0.244,0.244,0.275,0.276
"P35","Productores locales/mercados de cercanía/Ferias",0.167,0.183,0.19,0.199,0.173
"P35","Vía pública",0.009,0.018,0.024,0.055,0.015
"P35","No sabe",0.058,0.057,0.049,0.064,0.07
