"var","categoria","Mejor","Igual","Peor","No sabe"
"P20","No sabe",0.015,0.012,0.015,0.116
"P22","Muy buena",0.121,0.055,0.026,0.031
"P22","Buena",0.229,0.154,0.016,0.067
"P22","Ni buena ni mala",0.358,0.326,0.092,0.257
"P22","Mala",0.133,0.277,0.219,0.275
"P22","Muy mala",0.139,0.16,0.626,0.219
"P22","No sabe",0.02,0.028,0.021,0.151
"P23","Muy buena",0.184,0.093,0.025,0.031
"P23","Buena",0.293,0.207,0.043,0.156
"P23","Ni buena ni mala",0.271,0.33,0.122,0.271
"P23","Mala",0.09,0.202,0.243,0.2
"P23","Muy mala",0.137,0.142,0.55,0.182
"P23","No sabe",0.025,0.026,0.017,0.16
"P24","Muy buena",0.103,0.034,0.017,0.024
"P24","Buena",0.232,0.133,0.03,0.089
"P24","Ni buena ni mala",0.314,0.307,0.085,0.229
"P24","Mala",0.166,0.257,0.204,0.249
"P24","Muy mala",0.153,0.246,0.647,0.302
"P24","No sabe",0.032,0.023,0.017,0.107
"P25","Frente de Todos y el peronismo",0.607,0.446,0.103,0.334
"P25","Cambiemos",0.116,0.148,0.297,0.159
"P25","Liberales",0.131,0.126,0.253,0.139
"P25","Izquierda",0.051,0.055,0.067,0.064
"P25","No sabe",0.095,0.225,0.28,0.304
"P28","A Daniel Scioli",0.151,0.147,0.178,0.095
"P28","A Sergio Massa",0.287,0.278,0.253,0.211
"P28","A algún candidato del peronismo",0.112,0.142,0.188,0.191
"P28","A algún candidato del kirchnerismo",0.45,0.433,0.381,0.503
"P30","A Daniel Scioli",0.103,0.128,0.166,0.089
"P30","A Sergio Massa",0.205,0.168,0.193,0.103
"P30","A algún candidato del peronismo",0.163,0.106,0.16,0.147
"P30","A Cristina Fernández de Kirchner",0.529,0.598,0.481,0.661
"P31","A Horacio Rodriguez Larreta",0.435,0.371,0.26,0.239
"P31","A Patricia Bullrich",0.402,0.424,0.643,0.523
"P31","A Facundo Manes",0.148,0.153,0.045,0.167
"P31","A Gerardo Morales",0.015,0.052,0.052,0.071
"P39","La votaría",0.134,0.162,0.346,0.181
"P39","Puede que la vote",0.104,0.113,0.171,0.108
"P39","Nunca la votaría",0.681,0.608,0.346,0.438
"P39","No sabe",0.081,0.117,0.137,0.273
"P40","Lo votaría",0.33,0.174,0.1,0.157
"P40","Puede que lo vote",0.261,0.308,0.12,0.177
"P40","Nunca lo votaría",0.311,0.413,0.683,0.39
"P40","No sabe",0.098,0.105,0.097,0.276
"P41","Lo votaría",0.118,0.123,0.294,0.188
"P41","Puede que lo vote",0.073,0.137,0.175,0.085
"P41","Nunca lo votaría",0.761,0.653,0.443,0.515
"P41","No sabe",0.048,0.087,0.088,0.212
"P42","Lo votaría",0.084,0.066,0.144,0.074
"P42","Puede que lo vote",0.085,0.161,0.241,0.15
"P42","Nunca lo votaría",0.75,0.657,0.507,0.534
"P42","No sabe",0.081,0.116,0.108,0.242
"P46","Muy buena",0.146,0.09,0.038,0.084
"P46","Buena",0.2,0.159,0.044,0.123
"P46","Ni buena ni mala",0.302,0.349,0.128,0.297
"P46","Mala",0.214,0.201,0.168,0.249
"P46","Muy mala",0.135,0.173,0.605,0.198
"P46","No sabe",0.003,0.028,0.017,0.049
"P47","Muy buena",0.572,0.412,0.098,0.332
"P47","Buena",0.126,0.109,0.067,0.107
"P47","Ni buena ni mala",0.076,0.134,0.092,0.17
"P47","Mala",0.057,0.119,0.111,0.091
"P47","Muy mala",0.16,0.216,0.615,0.254
"P47","No sabe",0.009,0.01,0.017,0.046
"P48","Muy buena",0.129,0.07,0.176,0.101
"P48","Buena",0.069,0.087,0.173,0.057
"P48","Ni buena ni mala",0.114,0.222,0.243,0.227
"P48","Mala",0.267,0.224,0.167,0.243
"P48","Muy mala",0.419,0.384,0.228,0.313
"P48","No sabe",0.002,0.013,0.013,0.059
"P49","Muy buena",0.107,0.055,0.078,0.036
"P49","Buena",0.095,0.115,0.186,0.089
"P49","Ni buena ni mala",0.229,0.308,0.294,0.343
"P49","Mala",0.25,0.239,0.177,0.214
"P49","Muy mala",0.311,0.247,0.227,0.208
"P49","No sabe",0.008,0.036,0.038,0.11
"P50","Muy buena",0.205,0.075,0.039,0.066
"P50","Buena",0.284,0.228,0.056,0.182
"P50","Ni buena ni mala",0.261,0.328,0.184,0.319
"P50","Mala",0.091,0.167,0.194,0.168
"P50","Muy mala",0.139,0.174,0.498,0.19
"P50","No sabe",0.02,0.028,0.029,0.075
"P51","Muy buena",0.083,0.085,0.146,0.069
"P51","Buena",0.064,0.104,0.191,0.122
"P51","Ni buena ni mala",0.185,0.191,0.259,0.248
"P51","Mala",0.273,0.253,0.172,0.223
"P51","Muy mala",0.377,0.323,0.199,0.234
"P51","No sabe",0.018,0.044,0.033,0.104
"P52","Muy buena",0.471,0.325,0.047,0.24
"P52","Buena",0.143,0.158,0.068,0.125
"P52","Ni buena ni mala",0.102,0.172,0.141,0.219
"P52","Mala",0.083,0.126,0.126,0.117
"P52","Muy mala",0.167,0.181,0.585,0.204
"P52","No sabe",0.034,0.038,0.033,0.095
"P54","Muy buena",0.168,0.073,0.036,0.07
"P54","Buena",0.276,0.213,0.048,0.125
"P54","Ni buena ni mala",0.337,0.37,0.223,0.393
"P54","Mala",0.069,0.156,0.174,0.166
"P54","Muy mala",0.114,0.144,0.483,0.133
"P54","No sabe",0.036,0.044,0.036,0.113
"P57","Muy buena",0.084,0.104,0.222,0.103
"P57","Buena",0.047,0.064,0.154,0.086
"P57","Ni buena ni mala",0.082,0.203,0.257,0.215
"P57","Mala",0.259,0.198,0.123,0.156
"P57","Muy mala",0.492,0.399,0.205,0.324
"P57","No sabe",0.036,0.032,0.039,0.116
"P58","Muy buena",0.099,0.108,0.288,0.103
"P58","Buena",0.061,0.086,0.187,0.127
"P58","Ni buena ni mala",0.062,0.154,0.208,0.226
"P58","Mala",0.169,0.204,0.11,0.107
"P58","Muy mala",0.555,0.434,0.176,0.332
"P58","No sabe",0.054,0.014,0.031,0.105
"P59","Muy buena",0.116,0.062,0.108,0.062
"P59","Buena",0.093,0.153,0.152,0.09
"P59","Ni buena ni mala",0.342,0.354,0.356,0.354
"P59","Mala",0.172,0.155,0.117,0.101
"P59","Muy mala",0.196,0.162,0.143,0.118
"P59","No sabe",0.081,0.114,0.124,0.275
"P60","Muy buena",0.393,0.238,0.062,0.165
"P60","Buena",0.174,0.165,0.066,0.062
"P60","Ni buena ni mala",0.176,0.293,0.212,0.321
"P60","Mala",0.084,0.106,0.167,0.083
"P60","Muy mala",0.093,0.1,0.359,0.145
"P60","No sabe",0.08,0.098,0.134,0.224
"P61","Muy buena",0.346,0.199,0.048,0.133
"P61","Buena",0.29,0.202,0.032,0.136
"P61","Ni buena ni mala",0.13,0.197,0.108,0.229
"P61","Mala",0.072,0.136,0.118,0.122
"P61","Muy mala",0.122,0.233,0.641,0.254
"P61","No sabe",0.04,0.033,0.053,0.126
"P62","Muy buena",0.156,0.074,0.013,0.021
"P62","Buena",0.259,0.137,0.029,0.111
"P62","Ni buena ni mala",0.297,0.384,0.206,0.298
"P62","Mala",0.081,0.117,0.136,0.093
"P62","Muy mala",0.107,0.153,0.453,0.173
"P62","No sabe",0.1,0.135,0.163,0.304
"P63","Muy buena",0.056,0.032,0.073,0.057
"P63","Buena",0.054,0.12,0.131,0.058
"P63","Ni buena ni mala",0.136,0.226,0.27,0.291
"P63","Mala",0.286,0.191,0.179,0.162
"P63","Muy mala",0.404,0.392,0.283,0.271
"P63","No sabe",0.064,0.039,0.064,0.161
"P64","Muy buena",0.038,0.041,0.081,0.04
"P64","Buena",0.097,0.121,0.165,0.109
"P64","Ni buena ni mala",0.231,0.283,0.308,0.329
"P64","Mala",0.285,0.223,0.148,0.138
"P64","Muy mala",0.287,0.253,0.201,0.212
"P64","No sabe",0.062,0.079,0.097,0.172
"P65","Muy buena",0.043,0.027,0.06,0.026
"P65","Buena",0.053,0.086,0.129,0.071
"P65","Ni buena ni mala",0.207,0.305,0.333,0.302
"P65","Mala",0.198,0.185,0.128,0.115
"P65","Muy mala",0.396,0.269,0.188,0.227
"P65","No sabe",0.103,0.128,0.162,0.259
"P66","Muy buena",0.04,0.025,0.043,0.042
"P66","Buena",0.037,0.092,0.085,0.051
"P66","Ni buena ni mala",0.276,0.352,0.314,0.308
"P66","Mala",0.22,0.192,0.16,0.155
"P66","Muy mala",0.311,0.204,0.238,0.14
"P66","No sabe",0.116,0.135,0.16,0.304
"P67","Radio",0.169,0.173,0.152,0.132
"P67","Televisión",0.354,0.366,0.31,0.352
"P67","Diario",0.104,0.054,0.074,0.071
"P67","Medio digital",0.159,0.165,0.166,0.129
"P67","Redes Sociales",0.152,0.172,0.204,0.134
"P67","Ninguno en particular",0.057,0.07,0.088,0.169
"P67","No sabe",0.005,0,0.006,0.013
"P68","Muy buena",0.154,0.063,0.041,0.051
"P68","Buena",0.248,0.185,0.074,0.138
"P68","Ni buena ni mala",0.309,0.377,0.192,0.416
"P68","Mala",0.158,0.209,0.289,0.152
"P68","Muy mala",0.106,0.125,0.363,0.114
"P68","No sabe",0.025,0.041,0.041,0.129
"P69","Muy buena",0.069,0.027,0.051,0.048
"P69","Buena",0.073,0.084,0.102,0.046
"P69","Ni buena ni mala",0.179,0.211,0.241,0.261
"P69","Mala",0.194,0.273,0.235,0.192
"P69","Muy mala",0.454,0.383,0.343,0.346
"P69","No sabe",0.031,0.022,0.028,0.107
"P75","Mucho",0.496,0.449,0.338,0.338
"P75","Bastante",0.298,0.29,0.314,0.241
"P75","Poco",0.143,0.182,0.21,0.227
"P75","Nada",0.028,0.066,0.103,0.094
"P75","No sabe",0.035,0.013,0.035,0.1
"P76","Siempre",0.304,0.167,0.157,0.114
"P76","Casi siempre",0.233,0.265,0.272,0.26
"P76","Casi nunca",0.35,0.409,0.396,0.418
"P76","Nunca, pero esta es una excepción",0.113,0.159,0.175,0.208
"P77","Si",0.539,0.444,0.443,0.476
"P77","No",0.461,0.556,0.557,0.524
