"var","categoria","Mejor","Igual","Peor","No sabe"
"P28","A Daniel Scioli",0.121,0.126,0.169,0.22
"P28","A Sergio Massa",0.253,0.29,0.253,0.149
"P28","A algún candidato del peronismo",0.179,0.114,0.188,0.189
"P28","A algún candidato del kirchnerismo",0.447,0.47,0.39,0.442
"P30","A Daniel Scioli",0.148,0.075,0.15,0.25
"P30","A Sergio Massa",0.126,0.193,0.189,0.044
"P30","A algún candidato del peronismo",0.207,0.115,0.133,0.172
"P30","A Cristina Fernández de Kirchner",0.519,0.617,0.528,0.534
"P31","A Horacio Rodriguez Larreta",0.435,0.354,0.27,0.257
"P31","A Patricia Bullrich",0.329,0.282,0.629,0.56
"P31","A Facundo Manes",0.236,0.238,0.055,0.074
"P31","A Gerardo Morales",0,0.126,0.046,0.109
"P39","La votaría",0.123,0.107,0.332,0.225
"P39","Puede que la vote",0.103,0.079,0.169,0.125
"P39","Nunca la votaría",0.634,0.726,0.35,0.418
"P39","No sabe",0.14,0.088,0.149,0.232
"P40","Lo votaría",0.299,0.237,0.101,0.157
"P40","Puede que lo vote",0.247,0.327,0.129,0.204
"P40","Nunca lo votaría",0.339,0.314,0.663,0.388
"P40","No sabe",0.115,0.122,0.107,0.251
"P41","Lo votaría",0.192,0.089,0.274,0.231
"P41","Puede que lo vote",0.056,0.099,0.172,0.117
"P41","Nunca lo votaría",0.673,0.729,0.461,0.439
"P41","No sabe",0.079,0.083,0.093,0.213
"P42","Lo votaría",0.089,0.038,0.135,0.136
"P42","Puede que lo vote",0.088,0.134,0.236,0.122
"P42","Nunca lo votaría",0.759,0.711,0.511,0.487
"P42","No sabe",0.064,0.117,0.118,0.255
"P46","Muy buena",0.151,0.111,0.042,0.065
"P46","Buena",0.173,0.187,0.05,0.152
"P46","Ni buena ni mala",0.274,0.405,0.143,0.265
"P46","Mala",0.191,0.18,0.182,0.253
"P46","Muy mala",0.164,0.104,0.563,0.234
"P46","No sabe",0.047,0.013,0.02,0.031
"P47","Muy buena",0.499,0.546,0.119,0.249
"P47","Buena",0.143,0.125,0.067,0.104
"P47","Ni buena ni mala",0.095,0.126,0.1,0.162
"P47","Mala",0.064,0.066,0.112,0.176
"P47","Muy mala",0.177,0.13,0.583,0.268
"P47","No sabe",0.022,0.007,0.019,0.041
"P48","Muy buena",0.119,0.041,0.17,0.137
"P48","Buena",0.058,0.055,0.163,0.112
"P48","Ni buena ni mala",0.167,0.158,0.245,0.257
"P48","Mala",0.265,0.233,0.178,0.206
"P48","Muy mala",0.374,0.5,0.229,0.233
"P48","No sabe",0.017,0.013,0.015,0.055
"P49","Muy buena",0.11,0.048,0.074,0.065
"P49","Buena",0.061,0.085,0.182,0.112
"P49","Ni buena ni mala",0.255,0.302,0.296,0.335
"P49","Mala",0.213,0.252,0.182,0.24
"P49","Muy mala",0.327,0.292,0.22,0.167
"P49","No sabe",0.034,0.021,0.046,0.081
"P50","Muy buena",0.171,0.125,0.038,0.063
"P50","Buena",0.271,0.28,0.072,0.097
"P50","Ni buena ni mala",0.235,0.364,0.189,0.366
"P50","Mala",0.09,0.12,0.196,0.212
"P50","Muy mala",0.199,0.086,0.475,0.17
"P50","No sabe",0.034,0.025,0.03,0.092
"P51","Muy buena",0.096,0.03,0.148,0.082
"P51","Buena",0.086,0.082,0.18,0.167
"P51","Ni buena ni mala",0.206,0.177,0.257,0.226
"P51","Mala",0.224,0.296,0.175,0.218
"P51","Muy mala",0.349,0.401,0.198,0.188
"P51","No sabe",0.039,0.014,0.042,0.119
"P52","Muy buena",0.388,0.458,0.059,0.213
"P52","Buena",0.164,0.173,0.07,0.133
"P52","Ni buena ni mala",0.119,0.184,0.145,0.178
"P52","Mala",0.104,0.051,0.135,0.17
"P52","Muy mala",0.198,0.11,0.55,0.209
"P52","No sabe",0.027,0.024,0.041,0.097
"P54","Muy buena",0.162,0.078,0.042,0.082
"P54","Buena",0.221,0.279,0.055,0.105
"P54","Ni buena ni mala",0.296,0.438,0.237,0.306
"P54","Mala",0.135,0.093,0.18,0.158
"P54","Muy mala",0.128,0.084,0.445,0.213
"P54","No sabe",0.058,0.028,0.041,0.136
"P57","Muy buena",0.13,0.056,0.205,0.21
"P57","Buena",0.071,0.061,0.142,0.093
"P57","Ni buena ni mala",0.112,0.139,0.26,0.215
"P57","Mala",0.18,0.188,0.142,0.123
"P57","Muy mala",0.469,0.513,0.211,0.212
"P57","No sabe",0.038,0.043,0.04,0.147
"P58","Muy buena",0.098,0.045,0.275,0.154
"P58","Buena",0.086,0.065,0.177,0.15
"P58","Ni buena ni mala",0.089,0.123,0.208,0.232
"P58","Mala",0.11,0.18,0.12,0.157
"P58","Muy mala",0.53,0.567,0.188,0.194
"P58","No sabe",0.087,0.02,0.032,0.113
"P59","Muy buena",0.108,0.051,0.101,0.131
"P59","Buena",0.083,0.118,0.153,0.107
"P59","Ni buena ni mala",0.284,0.401,0.353,0.314
"P59","Mala",0.153,0.153,0.119,0.118
"P59","Muy mala",0.199,0.165,0.142,0.114
"P59","No sabe",0.173,0.112,0.132,0.216
"P60","Muy buena",0.284,0.338,0.069,0.167
"P60","Buena",0.145,0.198,0.062,0.105
"P60","Ni buena ni mala",0.183,0.295,0.23,0.204
"P60","Mala",0.087,0.043,0.168,0.13
"P60","Muy mala",0.134,0.047,0.339,0.137
"P60","No sabe",0.167,0.079,0.132,0.257
"P61","Muy buena",0.303,0.261,0.057,0.106
"P61","Buena",0.179,0.256,0.049,0.111
"P61","Ni buena ni mala",0.118,0.253,0.111,0.196
"P61","Mala",0.098,0.085,0.123,0.161
"P61","Muy mala",0.19,0.125,0.608,0.271
"P61","No sabe",0.112,0.02,0.052,0.155
"P62","Muy buena",0.12,0.083,0.018,0.049
"P62","Buena",0.214,0.193,0.038,0.056
"P62","Ni buena ni mala",0.264,0.446,0.211,0.245
"P62","Mala",0.077,0.074,0.136,0.165
"P62","Muy mala",0.15,0.092,0.424,0.217
"P62","No sabe",0.175,0.112,0.173,0.268
"P63","Muy buena",0.034,0.027,0.074,0.06
"P63","Buena",0.065,0.063,0.135,0.073
"P63","Ni buena ni mala",0.16,0.197,0.277,0.224
"P63","Mala",0.264,0.228,0.169,0.219
"P63","Muy mala",0.358,0.443,0.283,0.233
"P63","No sabe",0.119,0.042,0.062,0.191
"P64","Muy buena",0.034,0.021,0.077,0.089
"P64","Buena",0.066,0.101,0.163,0.141
"P64","Ni buena ni mala",0.232,0.286,0.311,0.265
"P64","Mala",0.177,0.258,0.149,0.196
"P64","Muy mala",0.368,0.274,0.198,0.159
"P64","No sabe",0.123,0.06,0.102,0.15
"P65","Muy buena",0.045,0.016,0.056,0.061
"P65","Buena",0.063,0.045,0.127,0.11
"P65","Ni buena ni mala",0.182,0.267,0.334,0.351
"P65","Mala",0.139,0.202,0.13,0.128
"P65","Muy mala",0.402,0.329,0.193,0.115
"P65","No sabe",0.169,0.141,0.16,0.235
"P66","Muy buena",0.043,0.037,0.04,0.042
"P66","Buena",0.037,0.078,0.078,0.13
"P66","Ni buena ni mala",0.255,0.313,0.324,0.314
"P66","Mala",0.204,0.209,0.16,0.143
"P66","Muy mala",0.31,0.217,0.23,0.128
"P66","No sabe",0.151,0.146,0.168,0.243
"P67","Radio",0.154,0.18,0.152,0.124
"P67","Televisión",0.362,0.331,0.323,0.346
"P67","Diario",0.072,0.067,0.068,0.154
"P67","Medio digital",0.132,0.167,0.162,0.163
"P67","Redes Sociales",0.191,0.154,0.198,0.124
"P67","Ninguno en particular",0.08,0.096,0.093,0.067
"P67","No sabe",0.009,0.005,0.004,0.022
"P68","Muy buena",0.126,0.093,0.036,0.114
"P68","Buena",0.228,0.207,0.079,0.175
"P68","Ni buena ni mala",0.287,0.428,0.217,0.262
"P68","Mala",0.154,0.141,0.286,0.204
"P68","Muy mala",0.152,0.088,0.334,0.165
"P68","No sabe",0.053,0.043,0.048,0.08
"P69","Muy buena",0.065,0.025,0.05,0.073
"P69","Buena",0.061,0.057,0.099,0.107
"P69","Ni buena ni mala",0.203,0.179,0.242,0.298
"P69","Mala",0.132,0.239,0.246,0.173
"P69","Muy mala",0.486,0.482,0.327,0.279
"P69","No sabe",0.053,0.018,0.036,0.07
"P75","Mucho",0.471,0.48,0.338,0.348
"P75","Bastante",0.232,0.327,0.307,0.23
"P75","Poco",0.167,0.138,0.214,0.265
"P75","Nada",0.083,0.038,0.101,0.093
"P75","No sabe",0.047,0.017,0.04,0.064
"P76","Siempre",0.207,0.185,0.162,0.129
"P76","Casi siempre",0.229,0.279,0.27,0.189
"P76","Casi nunca",0.389,0.388,0.396,0.434
"P76","Nunca, pero esta es una excepción",0.175,0.148,0.172,0.248
"P77","Si",0.544,0.498,0.443,0.366
"P77","No",0.456,0.502,0.557,0.634
