"var","categoria","Si","No","No sabe"
"P26","No alcanza NBFamiliares",0.319,0.304,0.389
"P26","No sabe",0.017,0.014,0.002
"P27","Muy buena",0.054,0.044,0.063
"P27","Buena",0.162,0.208,0.148
"P27","Ni buena ni mala",0.448,0.432,0.384
"P27","Mala",0.248,0.244,0.388
"P27","Muy mala",0.076,0.07,0.016
"P27","No sabe",0.012,0.002,0.001
"P28","Mejor",0.062,0.111,0.065
"P28","Igual",0.191,0.403,0.247
"P28","Peor",0.695,0.449,0.648
"P28","No sabe",0.052,0.037,0.04
"P29","Mejor",0.259,0.05,0.069
"P29","Igual",0.304,0.158,0.221
"P29","Peor",0.284,0.66,0.337
"P29","No sabe",0.153,0.132,0.373
"P30","Muy buena",0.07,0.062,0.074
"P30","Buena",0.069,0.093,0.032
"P30","Ni buena ni mala",0.139,0.289,0.226
"P30","Mala",0.347,0.411,0.474
"P30","Muy mala",0.364,0.135,0.18
"P30","No sabe",0.011,0.01,0.014
"P31","Mejor",0.013,0.088,0.048
"P31","Igual",0.09,0.295,0.226
"P31","Peor",0.849,0.55,0.646
"P31","No sabe",0.048,0.067,0.08
"P32","Mejor",0.273,0.067,0.053
"P32","Igual",0.233,0.15,0.244
"P32","Peor",0.368,0.673,0.412
"P32","No sabe",0.126,0.11,0.291
"P33","Muy buena",0.075,0.074,0.055
"P33","Buena",0.088,0.202,0.13
"P33","Ni buena ni mala",0.193,0.356,0.284
"P33","Mala",0.235,0.239,0.312
"P33","Muy mala",0.394,0.106,0.137
"P33","No sabe",0.015,0.023,0.082
"P34","Muy buena",0.111,0.359,0.162
"P34","Buena",0.097,0.192,0.179
"P34","Ni buena ni mala",0.181,0.205,0.278
"P34","Mala",0.226,0.139,0.18
"P34","Muy mala",0.36,0.062,0.125
"P34","No sabe",0.025,0.043,0.076
"P35","Muy buena",0.058,0.103,0.092
"P35","Buena",0.042,0.229,0.04
"P35","Ni buena ni mala",0.154,0.306,0.291
"P35","Mala",0.267,0.22,0.274
"P35","Muy mala",0.449,0.103,0.212
"P35","No sabe",0.03,0.039,0.091
"P36","Muy buena",0.045,0.141,0.088
"P36","Buena",0.056,0.307,0.171
"P36","Ni buena ni mala",0.208,0.305,0.212
"P36","Mala",0.28,0.166,0.274
"P36","Muy mala",0.382,0.071,0.195
"P36","No sabe",0.029,0.01,0.06
"P37","Muy buena",0.06,0.024,0.046
"P37","Buena",0.028,0.195,0.163
"P37","Ni buena ni mala",0.119,0.427,0.142
"P37","Mala",0.297,0.215,0.302
"P37","Muy mala",0.478,0.121,0.333
"P37","No sabe",0.018,0.018,0.014
"P38","Muy buena",0.055,0.102,0.131
"P38","Buena",0.031,0.198,0.046
"P38","Ni buena ni mala",0.156,0.264,0.374
"P38","Mala",0.248,0.267,0.142
"P38","Muy mala",0.508,0.154,0.302
"P38","No sabe",0.002,0.015,0.005
"P39","Muy buena",0.129,0.484,0.295
"P39","Buena",0.079,0.165,0.088
"P39","Ni buena ni mala",0.069,0.135,0.193
"P39","Mala",0.181,0.088,0.131
"P39","Muy mala",0.537,0.126,0.281
"P39","No sabe",0.005,0.002,0.012
"P40","Muy buena",0.184,0.014,0.113
"P40","Buena",0.2,0.082,0.137
"P40","Ni buena ni mala",0.268,0.104,0.208
"P40","Mala",0.219,0.31,0.221
"P40","Muy mala",0.124,0.481,0.321
"P40","No sabe",0.005,0.009,0
"P41","Muy buena",0.095,0.076,0.155
"P41","Buena",0.172,0.132,0.11
"P41","Ni buena ni mala",0.285,0.322,0.48
"P41","Mala",0.21,0.289,0.116
"P41","Muy mala",0.225,0.169,0.13
"P41","No sabe",0.013,0.012,0.009
"P42","Muy buena",0.08,0.242,0.166
"P42","Buena",0.061,0.298,0.156
"P42","Ni buena ni mala",0.136,0.233,0.274
"P42","Mala",0.221,0.093,0.139
"P42","Muy mala",0.497,0.131,0.244
"P42","No sabe",0.005,0.003,0.021
"P43","Muy buena",0.132,0.04,0.109
"P43","Buena",0.186,0.096,0.145
"P43","Ni buena ni mala",0.332,0.161,0.379
"P43","Mala",0.221,0.33,0.19
"P43","Muy mala",0.126,0.361,0.145
"P43","No sabe",0.003,0.012,0.032
"P44","Muy buena",0.104,0.52,0.177
"P44","Buena",0.117,0.141,0.094
"P44","Ni buena ni mala",0.134,0.137,0.27
"P44","Mala",0.136,0.095,0.164
"P44","Muy mala",0.506,0.095,0.29
"P44","No sabe",0.003,0.012,0.005
"P45","Muy buena",0.11,0.1,0.028
"P45","Buena",0.16,0.089,0.046
"P45","Ni buena ni mala",0.394,0.353,0.46
"P45","Mala",0.086,0.215,0.146
"P45","Muy mala",0.174,0.166,0.119
"P45","No sabe",0.076,0.077,0.201
"P46","Muy buena",0.414,0.087,0.153
"P46","Buena",0.208,0.095,0.253
"P46","Ni buena ni mala",0.217,0.104,0.222
"P46","Mala",0.052,0.281,0.127
"P46","Muy mala",0.091,0.41,0.232
"P46","No sabe",0.018,0.023,0.013
"P47","Muy buena",0.329,0.034,0.15
"P47","Buena",0.269,0.074,0.15
"P47","Ni buena ni mala",0.185,0.115,0.283
"P47","Mala",0.131,0.305,0.116
"P47","Muy mala",0.08,0.46,0.289
"P47","No sabe",0.006,0.012,0.012
"P48","Muy buena",0.097,0.278,0.079
"P48","Buena",0.121,0.199,0.029
"P48","Ni buena ni mala",0.314,0.247,0.408
"P48","Mala",0.139,0.138,0.104
"P48","Muy mala",0.26,0.095,0.145
"P48","No sabe",0.069,0.043,0.235
"P49","Muy buena",0.051,0.15,0.068
"P49","Buena",0.083,0.192,0.035
"P49","Ni buena ni mala",0.276,0.336,0.389
"P49","Mala",0.114,0.15,0.08
"P49","Muy mala",0.422,0.104,0.227
"P49","No sabe",0.054,0.068,0.201
"P50","Muy buena",0.06,0.067,0.026
"P50","Buena",0.137,0.163,0.182
"P50","Ni buena ni mala",0.332,0.403,0.311
"P50","Mala",0.162,0.263,0.179
"P50","Muy mala",0.271,0.081,0.123
"P50","No sabe",0.038,0.023,0.179
"P52","Muy buena",0.361,0.07,0.118
"P52","Buena",0.176,0.074,0.108
"P52","Ni buena ni mala",0.245,0.126,0.417
"P52","Mala",0.069,0.244,0.074
"P52","Muy mala",0.133,0.465,0.143
"P52","No sabe",0.016,0.021,0.14
"P53","Muy buena",0.164,0.044,0.093
"P53","Buena",0.228,0.128,0.118
"P53","Ni buena ni mala",0.377,0.361,0.471
"P53","Mala",0.077,0.221,0.082
"P53","Muy mala",0.091,0.194,0.108
"P53","No sabe",0.063,0.052,0.128
"P54","Radio",0.145,0.124,0.143
"P54","Televisión",0.426,0.381,0.427
"P54","Diario",0.087,0.056,0.082
"P54","Medio digital",0.169,0.229,0.176
"P54","Redes Sociales",0.139,0.134,0.113
"P54","Ninguno en particular",0.031,0.076,0.05
"P54","No sabe",0.003,0,0.009
"P55","Muy buena",0.072,0.06,0.009
"P55","Buena",0.075,0.157,0.206
"P55","Ni buena ni mala",0.251,0.489,0.511
"P55","Mala",0.31,0.213,0.1
"P55","Muy mala",0.266,0.071,0.144
"P55","No sabe",0.026,0.01,0.03
"P56","Muy buena",0.066,0.015,0
"P56","Buena",0.081,0.063,0.056
"P56","Ni buena ni mala",0.239,0.251,0.317
"P56","Mala",0.338,0.329,0.184
"P56","Muy mala",0.259,0.339,0.391
"P56","No sabe",0.017,0.003,0.052
