"var","categoria","Si","No","No sabe"
"P26","Pequeño excedente habitual",0.055,0.034,0.016
"P26","Pequeño excedente excepcional",0.044,0.051,0.055
"P26","Alcanza gastos familia",0.152,0.12,0.135
"P26","No alcanza gastos familia",0.113,0.104,0.197
"P26","Solo NBFamiliares",0.289,0.324,0.27
"P26","No alcanza NBFamiliares",0.317,0.324,0.313
"P26","No sabe",0.014,0.019,0.004
"P27","Muy buena",0.058,0.054,0.009
"P27","Buena",0.158,0.219,0.133
"P27","Ni buena ni mala",0.419,0.455,0.445
"P27","Mala",0.268,0.22,0.351
"P27","Muy mala",0.09,0.043,0.061
"P27","No sabe",0.007,0.009,0.001
"P28","Mejor",0.081,0.086,0.065
"P28","Igual",0.278,0.301,0.2
"P28","Peor",0.611,0.546,0.701
"P28","No sabe",0.03,0.067,0.034
"P29","Mejor",0.132,0.207,0.127
"P29","Igual",0.212,0.274,0.246
"P29","Peor",0.495,0.36,0.426
"P29","No sabe",0.161,0.159,0.201
"P30","Muy buena",0.077,0.057,0.054
"P30","Buena",0.063,0.103,0.034
"P30","Ni buena ni mala",0.239,0.176,0.153
"P30","Mala",0.379,0.388,0.387
"P30","Muy mala",0.239,0.26,0.344
"P30","No sabe",0.003,0.016,0.028
"P31","Mejor",0.059,0.024,0.062
"P31","Igual",0.205,0.166,0.14
"P31","Peor",0.679,0.742,0.768
"P31","No sabe",0.057,0.068,0.03
"P32","Mejor",0.141,0.211,0.175
"P32","Igual",0.193,0.213,0.201
"P32","Peor",0.545,0.452,0.382
"P32","No sabe",0.121,0.124,0.242
"P33","Muy buena",0.089,0.058,0.052
"P33","Buena",0.135,0.155,0.076
"P33","Ni buena ni mala",0.305,0.237,0.182
"P33","Mala",0.228,0.229,0.378
"P33","Muy mala",0.208,0.308,0.299
"P33","No sabe",0.035,0.013,0.013
"P34","Muy buena",0.26,0.18,0.123
"P34","Buena",0.164,0.122,0.116
"P34","Ni buena ni mala",0.207,0.196,0.174
"P34","Mala",0.16,0.201,0.269
"P34","Muy mala",0.169,0.276,0.254
"P34","No sabe",0.04,0.025,0.064
"P35","Muy buena",0.075,0.094,0.039
"P35","Buena",0.135,0.117,0.037
"P35","Ni buena ni mala",0.259,0.187,0.217
"P35","Mala",0.258,0.208,0.356
"P35","Muy mala",0.233,0.352,0.33
"P35","No sabe",0.04,0.042,0.021
"P36","Muy buena",0.093,0.086,0.065
"P36","Buena",0.222,0.122,0.07
"P36","Ni buena ni mala",0.278,0.223,0.197
"P36","Mala",0.204,0.257,0.287
"P36","Muy mala",0.174,0.292,0.366
"P36","No sabe",0.029,0.02,0.015
"P37","Muy buena",0.049,0.048,0.005
"P37","Buena",0.114,0.11,0.061
"P37","Ni buena ni mala",0.289,0.207,0.19
"P37","Mala",0.272,0.25,0.28
"P37","Muy mala",0.25,0.38,0.435
"P37","No sabe",0.026,0.005,0.029
"P38","Muy buena",0.089,0.087,0.005
"P38","Buena",0.106,0.097,0.084
"P38","Ni buena ni mala",0.271,0.134,0.274
"P38","Mala",0.255,0.232,0.267
"P38","Muy mala",0.274,0.44,0.359
"P38","No sabe",0.005,0.01,0.011
"P39","Muy buena",0.353,0.24,0.137
"P39","Buena",0.11,0.115,0.137
"P39","Ni buena ni mala",0.134,0.065,0.122
"P39","Mala",0.124,0.157,0.145
"P39","Muy mala",0.273,0.422,0.449
"P39","No sabe",0.006,0.001,0.01
"P40","Muy buena",0.07,0.159,0.113
"P40","Buena",0.122,0.199,0.07
"P40","Ni buena ni mala",0.203,0.173,0.264
"P40","Mala",0.31,0.198,0.213
"P40","Muy mala",0.288,0.268,0.327
"P40","No sabe",0.007,0.003,0.013
"P41","Muy buena",0.114,0.077,0.04
"P41","Buena",0.106,0.205,0.158
"P41","Ni buena ni mala",0.29,0.354,0.29
"P41","Mala",0.274,0.183,0.248
"P41","Muy mala",0.202,0.176,0.234
"P41","No sabe",0.014,0.005,0.03
"P42","Muy buena",0.202,0.11,0.089
"P42","Buena",0.181,0.152,0.151
"P42","Ni buena ni mala",0.195,0.155,0.269
"P42","Mala",0.162,0.174,0.115
"P42","Muy mala",0.257,0.403,0.366
"P42","No sabe",0.003,0.006,0.01
"P43","Muy buena",0.081,0.111,0.077
"P43","Buena",0.111,0.204,0.088
"P43","Ni buena ni mala",0.229,0.302,0.319
"P43","Mala",0.33,0.182,0.25
"P43","Muy mala",0.239,0.2,0.233
"P43","No sabe",0.01,0.001,0.033
"P44","Muy buena",0.315,0.252,0.204
"P44","Buena",0.152,0.098,0.095
"P44","Ni buena ni mala",0.151,0.123,0.207
"P44","Mala",0.094,0.151,0.143
"P44","Muy mala",0.282,0.37,0.337
"P44","No sabe",0.006,0.006,0.014
"P45","Muy buena",0.094,0.122,0.044
"P45","Buena",0.127,0.135,0.052
"P45","Ni buena ni mala",0.362,0.379,0.496
"P45","Mala",0.161,0.129,0.106
"P45","Muy mala",0.179,0.164,0.112
"P45","No sabe",0.077,0.071,0.19
"P46","Muy buena",0.227,0.325,0.178
"P46","Buena",0.162,0.173,0.16
"P46","Ni buena ni mala",0.177,0.161,0.184
"P46","Mala",0.166,0.119,0.199
"P46","Muy mala",0.256,0.196,0.251
"P46","No sabe",0.012,0.026,0.028
"P47","Muy buena",0.132,0.269,0.223
"P47","Buena",0.156,0.223,0.141
"P47","Ni buena ni mala",0.194,0.102,0.259
"P47","Mala",0.232,0.187,0.1
"P47","Muy mala",0.274,0.215,0.266
"P47","No sabe",0.012,0.004,0.011
"P48","Muy buena",0.164,0.171,0.18
"P48","Buena",0.15,0.142,0.14
"P48","Ni buena ni mala",0.36,0.23,0.225
"P48","Mala",0.108,0.175,0.122
"P48","Muy mala",0.167,0.213,0.169
"P48","No sabe",0.051,0.069,0.164
"P49","Muy buena",0.108,0.087,0.034
"P49","Buena",0.108,0.154,0.07
"P49","Ni buena ni mala",0.36,0.26,0.248
"P49","Mala",0.126,0.131,0.106
"P49","Muy mala",0.245,0.317,0.321
"P49","No sabe",0.053,0.051,0.221
"P50","Muy buena",0.08,0.05,0.008
"P50","Buena",0.146,0.163,0.13
"P50","Ni buena ni mala",0.353,0.381,0.298
"P50","Mala",0.199,0.196,0.248
"P50","Muy mala",0.196,0.174,0.174
"P50","No sabe",0.026,0.036,0.142
"P52","Muy buena",0.205,0.255,0.209
"P52","Buena",0.108,0.173,0.069
"P52","Ni buena ni mala",0.187,0.225,0.253
"P52","Mala",0.189,0.1,0.068
"P52","Muy mala",0.292,0.243,0.25
"P52","No sabe",0.019,0.004,0.151
"P53","Muy buena",0.105,0.127,0.074
"P53","Buena",0.211,0.144,0.17
"P53","Ni buena ni mala",0.349,0.409,0.381
"P53","Mala",0.142,0.133,0.116
"P53","Muy mala",0.156,0.127,0.063
"P53","No sabe",0.037,0.06,0.196
"P54","Radio",0.145,0.126,0.136
"P54","Televisión",0.378,0.445,0.404
"P54","Diario",0.072,0.064,0.125
"P54","Medio digital",0.229,0.158,0.166
"P54","Redes Sociales",0.122,0.148,0.141
"P54","Ninguno en particular",0.051,0.059,0.021
"P54","No sabe",0.003,0,0.007
"P55","Muy buena",0.071,0.067,0.007
"P55","Buena",0.116,0.114,0.14
"P55","Ni buena ni mala",0.419,0.315,0.321
"P55","Mala",0.218,0.277,0.344
"P55","Muy mala",0.169,0.193,0.166
"P55","No sabe",0.007,0.034,0.022
"P56","Muy buena",0.04,0.05,0.005
"P56","Buena",0.066,0.085,0.049
"P56","Ni buena ni mala",0.275,0.221,0.238
"P56","Mala",0.345,0.301,0.312
"P56","Muy mala",0.271,0.328,0.336
"P56","No sabe",0.003,0.015,0.06
