"var","categoria","Sergio Massa a Presidente y Agustin Rossi a Vicepresidente por Union por la Patria","Javier Milei a Presidente y Victoria Villarruel a Vicepresidente por La Libertad Avanza","En blanco","No sabe"
"P34","Buena",0.302,0.177,0.166,0.178
"P34","Ni buena ni mala",0.433,0.451,0.442,0.456
"P34","Mala",0.115,0.233,0.292,0.207
"P34","Muy mala",0.032,0.063,0.009,0.032
"P34","No sabe",0.018,0.014,0.028,0.092
"P35","Mejor",0.17,0.078,0.162,0.155
"P35","Igual",0.485,0.102,0.2,0.113
"P35","Peor",0.312,0.791,0.582,0.687
"P35","No sabe",0.033,0.029,0.056,0.045
"P36","Mejor",0.303,0.12,0.044,0.089
"P36","Igual",0.33,0.197,0.142,0.253
"P36","Peor",0.178,0.493,0.621,0.429
"P36","No sabe",0.189,0.19,0.193,0.229
"P37","Muy buena",0.063,0.07,0.131,0.047
"P37","Buena",0.132,0.035,0.06,0.098
"P37","Ni buena ni mala",0.283,0.066,0.117,0.134
"P37","Mala",0.409,0.297,0.288,0.345
"P37","Muy mala",0.099,0.527,0.377,0.309
"P37","No sabe",0.014,0.005,0.027,0.067
"P38","Mejor",0.201,0.04,0.049,0.119
"P38","Igual",0.361,0.037,0.114,0.11
"P38","Peor",0.373,0.888,0.764,0.697
"P38","No sabe",0.065,0.035,0.073,0.074
"P39","Mejor",0.376,0.121,0.039,0.037
"P39","Igual",0.23,0.145,0.116,0.164
"P39","Peor",0.217,0.589,0.699,0.546
"P39","No sabe",0.177,0.145,0.146,0.253
"P40","Muy buena",0.104,0.054,0.028,0.068
"P40","Buena",0.169,0.016,0.069,0.066
"P40","Ni buena ni mala",0.342,0.048,0.122,0.093
"P40","Mala",0.29,0.232,0.238,0.481
"P40","Muy mala",0.088,0.643,0.525,0.292
"P40","No sabe",0.007,0.007,0.018,0
"P42","Muy buena",0.086,0.024,0.014,0.029
"P42","Buena",0.222,0.025,0.074,0.058
"P42","Ni buena ni mala",0.354,0.058,0.14,0.096
"P42","Mala",0.252,0.212,0.213,0.499
"P42","Muy mala",0.069,0.672,0.514,0.318
"P42","No sabe",0.017,0.009,0.045,0
"P43","Muy buena",0.191,0.032,0.093,0.036
"P43","Buena",0.413,0.025,0.007,0.11
"P43","Ni buena ni mala",0.253,0.09,0.169,0.083
"P43","Mala",0.094,0.267,0.38,0.564
"P43","Muy mala",0.045,0.579,0.33,0.189
"P43","No sabe",0.004,0.007,0.021,0.018
"P44","Muy buena",0.094,0.026,0.058,0.081
"P44","Buena",0.242,0.019,0.012,0.059
"P44","Ni buena ni mala",0.375,0.036,0.124,0.157
"P44","Mala",0.202,0.223,0.34,0.335
"P44","Muy mala",0.069,0.691,0.466,0.368
"P44","No sabe",0.018,0.005,0,0
"P45","Muy buena",0.093,0.027,0.06,0.061
"P45","Buena",0.127,0.02,0,0.055
"P45","Ni buena ni mala",0.314,0.039,0.181,0.162
"P45","Mala",0.331,0.213,0.286,0.322
"P45","Muy mala",0.134,0.697,0.473,0.395
"P45","No sabe",0.001,0.004,0,0.005
"P46","Muy buena",0.469,0.041,0.121,0.047
"P46","Buena",0.174,0.027,0.035,0.075
"P46","Ni buena ni mala",0.151,0.04,0.134,0.236
"P46","Mala",0.109,0.158,0.208,0.206
"P46","Muy mala",0.094,0.728,0.502,0.424
"P46","No sabe",0.003,0.006,0,0.012
"P47","Muy buena",0.039,0.308,0.12,0.096
"P47","Buena",0.04,0.273,0.102,0.112
"P47","Ni buena ni mala",0.1,0.203,0.346,0.384
"P47","Mala",0.301,0.107,0.23,0.228
"P47","Muy mala",0.517,0.104,0.202,0.18
"P47","No sabe",0.003,0.005,0,0
"P48","Muy buena",0.087,0.121,0.201,0.144
"P48","Buena",0.132,0.192,0.21,0.22
"P48","Ni buena ni mala",0.233,0.273,0.275,0.282
"P48","Mala",0.34,0.186,0.205,0.219
"P48","Muy mala",0.204,0.224,0.074,0.12
"P48","No sabe",0.004,0.004,0.035,0.015
"P49","Muy buena",0.335,0.032,0.097,0.022
"P49","Buena",0.308,0.034,0.036,0.046
"P49","Ni buena ni mala",0.214,0.052,0.185,0.42
"P49","Mala",0.08,0.217,0.316,0.153
"P49","Muy mala",0.058,0.658,0.358,0.359
"P49","No sabe",0.005,0.007,0.008,0
"P50","Muy buena",0.049,0.179,0.23,0.049
"P50","Buena",0.041,0.23,0.214,0.225
"P50","Ni buena ni mala",0.122,0.301,0.306,0.415
"P50","Mala",0.399,0.14,0.085,0.117
"P50","Muy mala",0.376,0.137,0.148,0.194
"P50","No sabe",0.013,0.013,0.017,0
"P51","Muy buena",0.53,0.033,0.078,0.091
"P51","Buena",0.179,0.026,0.076,0.044
"P51","Ni buena ni mala",0.115,0.08,0.155,0.264
"P51","Mala",0.092,0.182,0.211,0.272
"P51","Muy mala",0.072,0.668,0.464,0.264
"P51","No sabe",0.012,0.011,0.016,0.065
"P53","Muy buena",0.054,0.327,0.073,0.023
"P53","Buena",0.05,0.272,0.038,0.113
"P53","Ni buena ni mala",0.076,0.257,0.283,0.578
"P53","Mala",0.229,0.051,0.329,0.098
"P53","Muy mala",0.584,0.086,0.234,0.188
"P53","No sabe",0.007,0.007,0.043,0
"P54","Muy buena",0.055,0.365,0.161,0.173
"P54","Buena",0.044,0.33,0.192,0.277
"P54","Ni buena ni mala",0.087,0.18,0.235,0.283
"P54","Mala",0.27,0.064,0.235,0.115
"P54","Muy mala",0.535,0.058,0.169,0.152
"P54","No sabe",0.009,0.003,0.008,0
"P55","Muy buena",0.336,0.062,0.079,0.066
"P55","Buena",0.222,0.048,0.095,0.092
"P55","Ni buena ni mala",0.275,0.166,0.291,0.439
"P55","Mala",0.082,0.196,0.209,0.094
"P55","Muy mala",0.068,0.462,0.288,0.225
"P55","No sabe",0.017,0.066,0.038,0.084
"P56","Muy buena",0.132,0.016,0.047,0.051
"P56","Buena",0.244,0.03,0.03,0.057
"P56","Ni buena ni mala",0.393,0.147,0.284,0.297
"P56","Mala",0.12,0.181,0.253,0.22
"P56","Muy mala",0.074,0.568,0.361,0.292
"P56","No sabe",0.037,0.058,0.025,0.083
"P57","Muy buena",0.055,0.057,0.174,0.058
"P57","Buena",0.149,0.116,0.17,0.2
"P57","Ni buena ni mala",0.378,0.255,0.317,0.474
"P57","Mala",0.29,0.221,0.245,0.069
"P57","Muy mala",0.112,0.315,0.094,0.199
"P57","No sabe",0.016,0.036,0,0
"P58","Muy buena",0.428,0.036,0.131,0.052
"P58","Buena",0.251,0.085,0.19,0.253
"P58","Ni buena ni mala",0.18,0.271,0.344,0.423
"P58","Mala",0.076,0.204,0.147,0.088
"P58","Muy mala",0.043,0.37,0.176,0.146
"P58","No sabe",0.022,0.034,0.012,0.038
"P59","Radio",0.244,0.175,0.218,0.185
"P59","Televisión",0.295,0.369,0.339,0.395
"P59","Diario",0.042,0.063,0.149,0.078
"P59","Medio digital",0.224,0.164,0.19,0.076
"P59","Redes Sociales",0.138,0.148,0,0.149
"P59","Ninguno en particular",0.057,0.079,0.104,0.117
"P59","No sabe",0,0.002,0,0
"P60","Muy buena",0.142,0.033,0.101,0.029
"P60","Buena",0.283,0.075,0.117,0.151
"P60","Ni buena ni mala",0.294,0.193,0.352,0.264
"P60","Mala",0.21,0.355,0.217,0.306
"P60","Muy mala",0.063,0.321,0.213,0.183
"P60","No sabe",0.008,0.023,0,0.067
"P61","Muy buena",0.042,0.026,0.054,0.029
"P61","Buena",0.105,0.119,0.194,0.064
"P61","Ni buena ni mala",0.209,0.279,0.287,0.366
"P61","Mala",0.323,0.262,0.252,0.27
"P61","Muy mala",0.313,0.299,0.213,0.271
"P61","No sabe",0.008,0.015,0,0
