"var","categoria","Mejor","Igual","Peor","No sabe"
"P37","Mala",0.234,0.359,0.335,0.617
"P37","Muy mala",0.068,0.063,0.489,0.103
"P37","No sabe",0.013,0.026,0.006,0.019
"P39","Mejor",0.675,0.33,0.115,0.176
"P39","Igual",0.11,0.387,0.134,0.209
"P39","Peor",0.035,0.083,0.615,0.244
"P39","No sabe",0.18,0.2,0.136,0.371
"P40","Muy buena",0.152,0.071,0.055,0.173
"P40","Buena",0.275,0.196,0.02,0.059
"P40","Ni buena ni mala",0.33,0.393,0.079,0.201
"P40","Mala",0.174,0.287,0.264,0.337
"P40","Muy mala",0.065,0.047,0.575,0.207
"P40","No sabe",0.004,0.006,0.007,0.023
"P42","Muy buena",0.138,0.061,0.025,0.124
"P42","Buena",0.325,0.263,0.032,0.059
"P42","Ni buena ni mala",0.352,0.421,0.082,0.244
"P42","Mala",0.119,0.189,0.256,0.378
"P42","Muy mala",0.048,0.049,0.595,0.155
"P42","No sabe",0.018,0.017,0.01,0.04
"P43","Muy buena",0.307,0.184,0.037,0.143
"P43","Buena",0.394,0.46,0.071,0.119
"P43","Ni buena ni mala",0.179,0.249,0.123,0.202
"P43","Mala",0.075,0.076,0.264,0.356
"P43","Muy mala",0.043,0.028,0.498,0.144
"P43","No sabe",0.002,0.003,0.007,0.036
"P44","Muy buena",0.198,0.077,0.027,0.058
"P44","Buena",0.256,0.27,0.042,0.069
"P44","Ni buena ni mala",0.364,0.394,0.084,0.198
"P44","Mala",0.1,0.203,0.234,0.43
"P44","Muy mala",0.062,0.052,0.605,0.208
"P44","No sabe",0.02,0.004,0.008,0.037
"P45","Muy buena",0.176,0.066,0.032,0.07
"P45","Buena",0.176,0.14,0.026,0.022
"P45","Ni buena ni mala",0.321,0.383,0.067,0.209
"P45","Mala",0.214,0.32,0.245,0.439
"P45","Muy mala",0.111,0.091,0.627,0.244
"P45","No sabe",0.002,0,0.003,0.016
"P46","Muy buena",0.593,0.46,0.086,0.193
"P46","Buena",0.136,0.215,0.045,0.087
"P46","Ni buena ni mala",0.118,0.171,0.062,0.204
"P46","Mala",0.058,0.081,0.164,0.255
"P46","Muy mala",0.093,0.07,0.638,0.243
"P46","No sabe",0.002,0.003,0.005,0.018
"P47","Muy buena",0.042,0.051,0.257,0.081
"P47","Buena",0.072,0.042,0.228,0.08
"P47","Ni buena ni mala",0.12,0.108,0.197,0.254
"P47","Mala",0.268,0.255,0.153,0.288
"P47","Muy mala",0.498,0.54,0.162,0.279
"P47","No sabe",0,0.004,0.003,0.018
"P48","Muy buena",0.113,0.096,0.119,0.073
"P48","Buena",0.077,0.155,0.188,0.183
"P48","Ni buena ni mala",0.243,0.241,0.265,0.251
"P48","Mala",0.318,0.296,0.22,0.281
"P48","Muy mala",0.242,0.212,0.202,0.194
"P48","No sabe",0.007,0,0.006,0.018
"P49","Muy buena",0.394,0.306,0.07,0.162
"P49","Buena",0.34,0.347,0.057,0.105
"P49","Ni buena ni mala",0.105,0.231,0.099,0.273
"P49","Mala",0.047,0.068,0.204,0.265
"P49","Muy mala",0.106,0.048,0.562,0.186
"P49","No sabe",0.008,0,0.008,0.009
"P50","Muy buena",0.077,0.05,0.153,0.162
"P50","Buena",0.063,0.038,0.21,0.038
"P50","Ni buena ni mala",0.16,0.149,0.273,0.21
"P50","Mala",0.269,0.359,0.194,0.282
"P50","Muy mala",0.411,0.388,0.159,0.291
"P50","No sabe",0.02,0.016,0.011,0.017
"P51","Muy buena",0.642,0.519,0.083,0.278
"P51","Buena",0.08,0.229,0.047,0.168
"P51","Ni buena ni mala",0.136,0.121,0.091,0.131
"P51","Mala",0.053,0.065,0.185,0.205
"P51","Muy mala",0.085,0.051,0.58,0.209
"P51","No sabe",0.004,0.015,0.014,0.009
"P53","Muy buena",0.149,0.071,0.25,0.177
"P53","Buena",0.049,0.048,0.225,0.17
"P53","Ni buena ni mala",0.13,0.09,0.245,0.109
"P53","Mala",0.137,0.217,0.102,0.211
"P53","Muy mala",0.53,0.574,0.17,0.28
"P53","No sabe",0.005,0,0.008,0.053
"P54","Muy buena",0.082,0.064,0.308,0.114
"P54","Buena",0.06,0.057,0.281,0.184
"P54","Ni buena ni mala",0.101,0.068,0.18,0.113
"P54","Mala",0.24,0.24,0.108,0.225
"P54","Muy mala",0.512,0.561,0.121,0.314
"P54","No sabe",0.005,0.01,0.002,0.05
"P55","Muy buena",0.475,0.349,0.076,0.142
"P55","Buena",0.21,0.217,0.072,0.206
"P55","Ni buena ni mala",0.184,0.273,0.208,0.298
"P55","Mala",0.045,0.06,0.183,0.239
"P55","Muy mala",0.063,0.073,0.404,0.087
"P55","No sabe",0.023,0.028,0.057,0.028
"P56","Muy buena",0.215,0.15,0.016,0.092
"P56","Buena",0.32,0.239,0.049,0.102
"P56","Ni buena ni mala",0.342,0.449,0.176,0.425
"P56","Mala",0.062,0.097,0.194,0.141
"P56","Muy mala",0.03,0.038,0.509,0.165
"P56","No sabe",0.031,0.027,0.056,0.075
"P57","Muy buena",0.082,0.05,0.061,0.042
"P57","Buena",0.116,0.144,0.128,0.207
"P57","Ni buena ni mala",0.45,0.435,0.256,0.357
"P57","Mala",0.254,0.264,0.237,0.231
"P57","Muy mala",0.066,0.087,0.291,0.125
"P57","No sabe",0.032,0.02,0.027,0.038
"P58","Muy buena",0.513,0.47,0.064,0.244
"P58","Buena",0.239,0.276,0.114,0.159
"P58","Ni buena ni mala",0.18,0.163,0.272,0.294
"P58","Mala",0.028,0.049,0.193,0.164
"P58","Muy mala",0.014,0.029,0.326,0.08
"P58","No sabe",0.026,0.013,0.031,0.059
"P59","Radio",0.351,0.266,0.166,0.192
"P59","Televisión",0.255,0.326,0.364,0.239
"P59","Diario",0.075,0.037,0.06,0.079
"P59","Medio digital",0.172,0.221,0.176,0.208
"P59","Redes Sociales",0.101,0.086,0.155,0.167
"P59","Ninguno en particular",0.046,0.064,0.077,0.115
"P59","No sabe",0,0,0.002,0
"P60","Muy buena",0.212,0.144,0.04,0.057
"P60","Buena",0.278,0.306,0.099,0.203
"P60","Ni buena ni mala",0.296,0.317,0.207,0.318
"P60","Mala",0.144,0.181,0.344,0.298
"P60","Muy mala",0.062,0.045,0.289,0.091
"P60","No sabe",0.008,0.007,0.021,0.033
"P61","Muy buena",0.085,0.04,0.024,0.016
"P61","Buena",0.078,0.154,0.114,0.081
"P61","Ni buena ni mala",0.22,0.202,0.267,0.39
"P61","Mala",0.301,0.257,0.291,0.222
"P61","Muy mala",0.308,0.342,0.291,0.264
"P61","No sabe",0.008,0.005,0.013,0.027
