"var","categoria","Tiene Decidido que va a ir a votar","Tiene dudas sobre si va a ir a  votar","Tiene Decidido que no va a ir a votar"
"P28","Inseguridad",0.094,0.056,0.082
"P28","Precio del dólar",0.012,0.023,0.059
"P28","Pobreza",0.076,0.096,0.076
"P28","Narcotráfico",0.008,0.012,0.013
"P28","Tarifas",0.005,0.026,0
"P28","Otro",0.047,0.054,0.164
"P28","No sabe",0.01,0,0.041
"P32","Sin deuda",0.446,0.267,0.338
"P32","Menos de 10%",0.161,0.196,0.18
"P32","Entre 10 y 20%",0.133,0.118,0.097
"P32","Entre 20 y 30%",0.077,0.119,0.023
"P32","Entre 30 y 40%",0.049,0.084,0.13
"P32","Mas del 40%",0.097,0.146,0.142
"P32","No sabe",0.037,0.07,0.09
"P33","Gran excedente habitual",0.013,0.017,0.068
"P33","Gran excedente excepcional",0.008,0.008,0
"P33","Pequeño excedente habitual",0.081,0.021,0.028
"P33","Pequeño excedente excepcional",0.073,0.07,0.033
"P33","Alcanza gastos familia",0.168,0.079,0.049
"P33","No alcanza gastos familia",0.1,0.071,0.209
"P33","Solo NBFamiliares",0.266,0.205,0.239
"P33","No alcanza NBFamiliares",0.275,0.514,0.36
"P33","No sabe",0.016,0.015,0.014
"P34","Muy buena",0.076,0.045,0.083
"P34","Buena",0.227,0.128,0.206
"P34","Ni buena ni mala",0.449,0.391,0.349
"P34","Mala",0.185,0.304,0.233
"P34","Muy mala",0.047,0.056,0.102
"P34","No sabe",0.016,0.076,0.027
"P35","Mejor",0.115,0.082,0.245
"P35","Igual",0.25,0.199,0.155
"P35","Peor",0.606,0.675,0.473
"P35","No sabe",0.029,0.044,0.127
"P36","Mejor",0.189,0.086,0.102
"P36","Igual",0.243,0.287,0.263
"P36","Peor",0.381,0.318,0.477
"P36","No sabe",0.187,0.309,0.158
"P37","Muy buena",0.062,0.096,0.294
"P37","Buena",0.073,0.091,0.068
"P37","Ni buena ni mala",0.148,0.147,0.168
"P37","Mala",0.343,0.313,0.234
"P37","Muy mala",0.365,0.293,0.221
"P37","No sabe",0.009,0.06,0.015
"P38","Mejor",0.101,0.028,0.224
"P38","Igual",0.161,0.1,0.199
"P38","Peor",0.695,0.729,0.47
"P38","No sabe",0.043,0.143,0.107
"P39","Mejor",0.213,0.035,0.259
"P39","Igual",0.179,0.123,0.093
"P39","Peor",0.452,0.575,0.475
"P39","No sabe",0.156,0.267,0.173
"P40","Muy buena",0.062,0.121,0.326
"P40","Buena",0.075,0.042,0.111
"P40","Ni buena ni mala",0.164,0.089,0.075
"P40","Mala",0.26,0.328,0.237
"P40","Muy mala",0.433,0.42,0.196
"P40","No sabe",0.006,0,0.055
"P42","Muy buena",0.039,0.106,0.221
"P42","Buena",0.101,0.02,0.155
"P42","Ni buena ni mala",0.169,0.23,0.092
"P42","Mala",0.236,0.242,0.249
"P42","Muy mala",0.444,0.373,0.228
"P42","No sabe",0.011,0.029,0.055
"P43","Muy buena",0.091,0.115,0.105
"P43","Buena",0.175,0.026,0.132
"P43","Ni buena ni mala",0.144,0.265,0.296
"P43","Mala",0.213,0.315,0.264
"P43","Muy mala",0.372,0.26,0.149
"P43","No sabe",0.005,0.019,0.054
"P44","Muy buena",0.048,0.146,0.105
"P44","Buena",0.1,0.05,0.214
"P44","Ni buena ni mala",0.168,0.096,0.232
"P44","Mala",0.221,0.303,0.224
"P44","Muy mala",0.454,0.405,0.194
"P44","No sabe",0.009,0,0.031
"P45","Muy buena",0.05,0.11,0.092
"P45","Buena",0.056,0.094,0.133
"P45","Ni buena ni mala",0.146,0.073,0.339
"P45","Mala",0.265,0.205,0.215
"P45","Muy mala",0.481,0.486,0.221
"P45","No sabe",0.002,0.032,0
"P46","Muy buena",0.204,0.137,0.189
"P46","Buena",0.08,0.147,0.074
"P46","Ni buena ni mala",0.081,0.15,0.344
"P46","Mala",0.144,0.124,0.168
"P46","Muy mala",0.486,0.442,0.225
"P46","No sabe",0.005,0,0
"P47","Muy buena",0.193,0.331,0.093
"P47","Buena",0.18,0.136,0.127
"P47","Ni buena ni mala",0.168,0.17,0.5
"P47","Mala",0.185,0.23,0.184
"P47","Muy mala",0.273,0.103,0.047
"P47","No sabe",0.001,0.03,0.049
"P48","Muy buena",0.104,0.272,0.178
"P48","Buena",0.167,0.269,0.178
"P48","Ni buena ni mala",0.261,0.057,0.455
"P48","Mala",0.248,0.279,0.074
"P48","Muy mala",0.215,0.105,0.083
"P48","No sabe",0.005,0.018,0.032
"P49","Muy buena",0.147,0.086,0.128
"P49","Buena",0.133,0.115,0.165
"P49","Ni buena ni mala",0.117,0.238,0.334
"P49","Mala",0.167,0.222,0.173
"P49","Muy mala",0.43,0.299,0.2
"P49","No sabe",0.006,0.04,0
"P50","Muy buena",0.123,0.27,0.163
"P50","Buena",0.158,0.183,0.204
"P50","Ni buena ni mala",0.236,0.217,0.396
"P50","Mala",0.236,0.177,0.16
"P50","Muy mala",0.236,0.104,0.061
"P50","No sabe",0.011,0.049,0.016
"P51","Muy buena",0.225,0.069,0.13
"P51","Buena",0.079,0.134,0.195
"P51","Ni buena ni mala",0.092,0.284,0.201
"P51","Mala",0.151,0.094,0.304
"P51","Muy mala",0.44,0.387,0.17
"P51","No sabe",0.013,0.032,0
"P53","Muy buena",0.214,0.133,0.125
"P53","Buena",0.182,0.138,0.08
"P53","Ni buena ni mala",0.189,0.424,0.387
"P53","Mala",0.125,0.108,0.285
"P53","Muy mala",0.283,0.188,0.105
"P53","No sabe",0.007,0.009,0.018
"P54","Muy buena",0.236,0.379,0.143
"P54","Buena",0.218,0.167,0.324
"P54","Ni buena ni mala",0.147,0.207,0.249
"P54","Mala",0.149,0.078,0.173
"P54","Muy mala",0.246,0.16,0.051
"P54","No sabe",0.004,0.009,0.06
"P55","Muy buena",0.161,0.163,0.197
"P55","Buena",0.115,0.109,0.118
"P55","Ni buena ni mala",0.212,0.365,0.287
"P55","Mala",0.152,0.092,0.208
"P55","Muy mala",0.313,0.228,0.099
"P55","No sabe",0.047,0.043,0.091
"P56","Muy buena",0.056,0.153,0.083
"P56","Buena",0.109,0.084,0.144
"P56","Ni buena ni mala",0.247,0.217,0.289
"P56","Mala",0.158,0.231,0.23
"P56","Muy mala",0.381,0.236,0.236
"P56","No sabe",0.049,0.079,0.018
"P57","Muy buena",0.056,0.145,0.099
"P57","Buena",0.132,0.147,0.129
"P57","Ni buena ni mala",0.299,0.421,0.492
"P57","Mala",0.248,0.161,0.184
"P57","Muy mala",0.239,0.084,0.078
"P57","No sabe",0.026,0.042,0.018
"P58","Muy buena",0.187,0.076,0.134
"P58","Buena",0.152,0.17,0.213
"P58","Ni buena ni mala",0.244,0.229,0.355
"P58","Mala",0.147,0.289,0.152
"P58","Muy mala",0.243,0.151,0.124
"P58","No sabe",0.027,0.085,0.022
"P59","Radio",0.201,0.139,0.337
"P59","Televisión",0.343,0.383,0.243
"P59","Diario",0.058,0.023,0.148
"P59","Medio digital",0.183,0.25,0.112
"P59","Redes Sociales",0.14,0.159,0.077
"P59","Ninguno en particular",0.074,0.046,0.083
"P59","No sabe",0.001,0,0
"P60","Muy buena",0.078,0.024,0.031
"P60","Buena",0.152,0.118,0.291
"P60","Ni buena ni mala",0.236,0.264,0.264
"P60","Mala",0.297,0.345,0.179
"P60","Muy mala",0.22,0.211,0.193
"P60","No sabe",0.017,0.038,0.042
"P61","Muy buena",0.033,0.033,0
"P61","Buena",0.114,0.163,0.082
"P61","Ni buena ni mala",0.247,0.355,0.525
"P61","Mala",0.293,0.108,0.179
"P61","Muy mala",0.303,0.307,0.158
"P61","No sabe",0.01,0.034,0.056
