"var","categoria","A Alberto Fernández","A Sergio Massa","A algún candidato del peronismo","A algún candidato del kirchnerismo"
"P15","Mala",0.104,0.082,0.166,0.247
"P15","Muy mala",0.024,0.06,0.304,0.092
"P15","No sabe",0,0.028,0.009,0
"P16","Muy buena",0.1,0.141,0.293,0.159
"P16","Buena",0.198,0.119,0.212,0.015
"P16","Ni buena ni mala",0.32,0.618,0.376,0.055
"P16","Mala",0.024,0.035,0.038,0.507
"P16","Muy mala",0.193,0.023,0.063,0.249
"P16","No sabe",0.165,0.064,0.018,0.015
"P17","Muy buena",0.083,0,0,0.039
"P17","Buena",0.138,0.056,0.049,0.174
"P17","Ni buena ni mala",0.334,0.523,0.389,0.307
"P17","Mala",0.051,0.068,0.102,0.069
"P17","Muy mala",0.129,0,0.058,0.009
"P17","No sabe",0.265,0.353,0.402,0.402
"P18","Muy buena",0.183,0.102,0.06,0.159
"P18","Buena",0.07,0.046,0.196,0
"P18","Ni buena ni mala",0.31,0.501,0.381,0.341
"P18","Mala",0.104,0.029,0.036,0.147
"P18","Muy mala",0.156,0,0.11,0.125
"P18","No sabe",0.177,0.322,0.217,0.228
"P19","Muy buena",0.336,0.167,0.058,0.055
"P19","Buena",0.343,0.339,0.232,0.28
"P19","Ni buena ni mala",0.217,0.377,0.292,0.191
"P19","Mala",0.08,0.042,0.261,0.396
"P19","Muy mala",0.024,0.068,0.148,0.078
"P19","No sabe",0,0.007,0.009,0
"P20","Que continúe el intendente Julio Zamora",0.287,0.309,0.066,0.052
"P20","Que continúe Julio Zamora pero con mejoras",0.409,0.403,0.157,0.444
"P20","Que cambie Julio Zamora pero que se mantengan los avances",0.104,0.075,0.078,0.207
"P20","Que cambie el intendente Julio Zamora",0.2,0.213,0.699,0.297
"P21","Es kirchnerista",0.214,0.081,0.2,0.18
"P21","Forma parte del Frente de Todos",0.279,0.453,0.209,0.237
"P21","Es un hombre de Massa",0.339,0.272,0.082,0.015
"P21","Es un peronista independiente de centro",0.168,0.018,0.132,0.24
"P21","Es un oportunista y está donde le conviene",0,0.103,0.279,0.305
"P21","No sabe",0,0.073,0.098,0.023
"P22","Son lo mismo aunque estén en espacios politoca diferentes",0.17,0.145,0.127,0.251
"P22","Son aliados tácticos pero lo ocultan",0,0.046,0.065,0.056
"P22","Son adversarios políticos",0.446,0.594,0.374,0.628
"P22","No sabe",0.384,0.215,0.434,0.065
"P23","Son lo mismo, ambos son de Massa",0.322,0.188,0.277,0.363
"P23","Son aliados en el Frente de Todos pero compiten",0.373,0.368,0.286,0.372
"P23","Son enemigos porque Zamora traicionó a Massa",0.02,0.339,0.281,0.226
"P23","No sabe",0.285,0.105,0.156,0.039
"P24","La seguridad",0.29,0.276,0.195,0.207
"P24","El tránsito",0.117,0.241,0.069,0.089
"P24","El arreglo de las calles",0.128,0.156,0.148,0.132
"P24","El estado de las escuelas y la educación",0.186,0,0,0.015
"P24","El sistema de salud",0.179,0.081,0.1,0.055
"P24","El deporte y la cultura",0.02,0.082,0.146,0.12
"P24","La obra pública",0.038,0.086,0,0.21
"P24","La luminaria",0.042,0.027,0.089,0.013
"P24","No sabe",0,0.051,0.253,0.159
"P25","La seguridad",0.763,0.598,0.526,0.752
"P25","El tránsito",0.02,0.127,0.141,0.025
"P25","El arreglo de las calles",0.013,0.144,0.094,0.005
"P25","El estado de las escuelas y la educación",0.083,0.073,0.075,0.115
"P25","El sistema de salud",0.084,0.018,0.103,0.089
"P25","El deporte y la cultura",0,0,0,0
"P25","La obra pública",0,0,0.023,0
"P25","La luminaria",0,0,0,0
"P25","No sabe",0.037,0.04,0.038,0.014
"P26","Agua corriente y cloacas",0.306,0.391,0.298,0.598
"P26","Energía eléctrica",0.499,0.422,0.497,0.248
"P26","Red de gas natural",0.024,0.039,0.021,0.008
"P26","Recolección de residuos",0.129,0.007,0.078,0.023
"P26","Ninguno",0.042,0.141,0.106,0.123
"P27","Los robos",0.322,0.488,0.245,0.468
"P27","El narcotráfico",0.32,0.185,0.443,0.159
"P27","La ausencia de patrulleros y personal policial",0.32,0.017,0.212,0.236
"P27","Otro",0,0.25,0.098,0.137
"P27","Ninguno",0.038,0.06,0.002,0
"P31","A Alberto Fernández",0.38,0.033,0,0.162
"P31","A Sergio Massa",0.101,0.652,0.123,0.025
"P31","A algún candidato del peronismo",0.176,0.11,0.848,0.031
"P31","A Cristina Fernández de Kirchner",0.343,0.205,0.029,0.782
"P34","Muy buena",0.172,0.039,0,0.33
"P34","Buena",0.521,0.21,0.039,0.083
"P34","Ni buena ni mala",0.274,0.151,0.094,0.086
"P34","Mala",0,0.154,0.201,0.376
"P34","Muy mala",0.033,0.446,0.666,0.125
"P34","No sabe",0,0,0,0
"P35","Muy buena",0.05,0.125,0.141,0.191
"P35","Buena",0,0.143,0.257,0
"P35","Ni buena ni mala",0.274,0.09,0.241,0.018
"P35","Mala",0,0.37,0.247,0.056
"P35","Muy mala",0.676,0.272,0.075,0.735
"P35","No sabe",0,0,0.039,0
"P36","Muy buena",0.622,0.356,0.003,0.488
"P36","Buena",0.1,0.108,0.05,0.13
"P36","Ni buena ni mala",0.13,0.028,0.036,0.165
"P36","Mala",0,0.065,0.133,0.008
"P36","Muy mala",0.148,0.35,0.778,0.209
"P36","No sabe",0,0.093,0,0
"P37","Muy buena",0.133,0.027,0.194,0.025
"P37","Buena",0.034,0.358,0.191,0.22
"P37","Ni buena ni mala",0.241,0.186,0.26,0.019
"P37","Mala",0.038,0.314,0.218,0.34
"P37","Muy mala",0.429,0.115,0.101,0.396
"P37","No sabe",0.125,0,0.036,0
"P38","Muy buena",0.215,0.302,0,0.002
"P38","Buena",0.26,0.204,0.128,0.218
"P38","Ni buena ni mala",0.42,0.233,0.018,0.251
"P38","Mala",0,0.1,0.267,0.201
"P38","Muy mala",0.105,0.161,0.552,0.328
"P38","No sabe",0,0,0.035,0
"P39","Muy buena",0.053,0.173,0.346,0.192
"P39","Buena",0.029,0.243,0.33,0
"P39","Ni buena ni mala",0.208,0.113,0.095,0.019
"P39","Mala",0.12,0.295,0.12,0.039
"P39","Muy mala",0.59,0.176,0.071,0.74
"P39","No sabe",0,0,0.038,0.01
"P40","Muy buena",0.019,0.259,0.23,0.195
"P40","Buena",0,0.04,0.204,0.165
"P40","Ni buena ni mala",0.322,0.38,0.287,0.03
"P40","Mala",0.069,0.15,0.056,0.025
"P40","Muy mala",0.59,0.171,0.188,0.574
"P40","No sabe",0,0,0.035,0.011
