"var","categoria","Seguro lo votaria","Quizás lo votaría","Nunca lo votaría"
"P24","El estado de las escuelas y la educación",0.121,0.032,0.003
"P24","El sistema de salud",0.073,0.127,0.108
"P24","El deporte y la cultura",0.131,0.1,0.095
"P24","La obra pública",0.026,0.008,0.064
"P24","La luminaria",0.056,0.118,0.073
"P24","No sabe",0.252,0.266,0.221
"P25","La seguridad",0.181,0.181,0.155
"P25","El tránsito",0.247,0.256,0.247
"P25","El arreglo de las calles",0.093,0.108,0.159
"P25","El estado de las escuelas y la educación",0.19,0.106,0.114
"P25","El sistema de salud",0.149,0.146,0.162
"P25","El deporte y la cultura",0,0,0.028
"P25","La obra pública",0.091,0.043,0.026
"P25","La luminaria",0.014,0.043,0.005
"P25","No sabe",0.035,0.117,0.104
"P26","Agua corriente y cloacas",0.926,0.879,0.839
"P26","Energía eléctrica",0.023,0.054,0.051
"P26","Red de gas natural",0.004,0.004,0.011
"P26","Recolección de residuos",0.004,0.015,0.024
"P26","Ninguno",0.043,0.048,0.075
"P27","Los robos",0.457,0.374,0.326
"P27","El narcotráfico",0.325,0.259,0.346
"P27","La ausencia de patrulleros y personal policial",0.181,0.118,0.084
"P27","Otro",0.03,0.226,0.17
"P27","Ninguno",0.007,0.023,0.074
"P32","A Horacio Rodriguez Larreta",0.36,0.198,0.25
"P32","A Mauricio Macri",0.094,0.365,0.15
"P32","A Patricia Bullrich",0.382,0.258,0.168
"P32","A Facundo Manes",0.149,0.057,0.315
"P32","A Gerardo Morales",0.015,0.122,0.117
"P34","Muy buena",0.24,0.066,0.054
"P34","Buena",0.017,0.178,0.159
"P34","Ni buena ni mala",0.078,0.061,0.224
"P34","Mala",0.102,0.089,0.22
"P34","Muy mala",0.551,0.606,0.336
"P34","No sabe",0.012,0,0.007
"P35","Muy buena",0.167,0.19,0.111
"P35","Buena",0.087,0.221,0.157
"P35","Ni buena ni mala",0.282,0.199,0.156
"P35","Mala",0.244,0.223,0.179
"P35","Muy mala",0.22,0.167,0.393
"P35","No sabe",0,0,0.004
"P36","Muy buena",0.177,0.073,0.208
"P36","Buena",0.021,0.042,0.125
"P36","Ni buena ni mala",0,0.043,0.143
"P36","Mala",0.068,0.08,0.114
"P36","Muy mala",0.734,0.71,0.403
"P36","No sabe",0,0.052,0.007
"P37","Muy buena",0.228,0.13,0.122
"P37","Buena",0.146,0.445,0.235
"P37","Ni buena ni mala",0.203,0.344,0.187
"P37","Mala",0.147,0.043,0.172
"P37","Muy mala",0.222,0.028,0.247
"P37","No sabe",0.054,0.01,0.037
"P38","Muy buena",0.008,0.103,0.101
"P38","Buena",0.084,0.184,0.19
"P38","Ni buena ni mala",0.11,0.16,0.231
"P38","Mala",0.226,0.115,0.161
"P38","Muy mala",0.518,0.43,0.302
"P38","No sabe",0.054,0.008,0.015
"P39","Muy buena",0.227,0.309,0.275
"P39","Buena",0.37,0.37,0.078
"P39","Ni buena ni mala",0.074,0.176,0.085
"P39","Mala",0.066,0.066,0.174
"P39","Muy mala",0.141,0.071,0.362
"P39","No sabe",0.122,0.008,0.026
"P40","Muy buena",0.56,0.167,0.004
"P40","Buena",0.194,0.257,0.073
"P40","Ni buena ni mala",0.112,0.481,0.24
"P40","Mala",0.045,0.009,0.237
"P40","Muy mala",0.026,0.058,0.398
"P40","No sabe",0.063,0.028,0.048
