"var","categoria","Si","No","No sabe"
"P36","7",0.047,0.012,0.041
"P36","8",0.03,0.038,0.007
"P36","9-Pésimo",0.104,0.318,0.164
"P36","No sabe",0.056,0.095,0.184
"P37","1-Excelente",0.21,0.155,0.141
"P37","2",0.143,0.153,0.069
"P37","3",0.069,0.03,0.078
"P37","4",0.065,0.077,0.11
"P37","5",0.223,0.089,0.147
"P37","6",0.084,0.067,0.059
"P37","7",0.052,0.028,0.049
"P37","8",0.033,0.026,0.056
"P37","9-Pésimo",0.085,0.306,0.181
"P37","No sabe",0.036,0.069,0.11
"P38","1-Excelente",0.236,0.165,0.119
"P38","2",0.127,0.121,0.099
"P38","3",0.076,0.047,0.091
"P38","4",0.07,0.102,0.079
"P38","5",0.183,0.071,0.125
"P38","6",0.055,0.045,0.125
"P38","7",0.089,0.03,0.015
"P38","8",0.032,0.046,0.023
"P38","9-Pésimo",0.088,0.286,0.155
"P38","No sabe",0.044,0.087,0.169
"P39","1-Excelente",0.224,0.147,0.136
"P39","2",0.137,0.125,0.08
"P39","3",0.083,0.064,0.101
"P39","4",0.084,0.08,0.056
"P39","5",0.175,0.118,0.16
"P39","6",0.068,0.046,0.04
"P39","7",0.057,0.023,0.053
"P39","8",0.045,0.029,0.03
"P39","9-Pésimo",0.082,0.292,0.178
"P39","No sabe",0.045,0.076,0.166
"P40","Oponerse totalmente y elevar un recurso de amparo ante la corte",0.546,0.242,0.356
"P40","Oponerse y tratar de negociar con el gobierno nacional a cambio de apoyo legislativo en otros temas",0.175,0.219,0.176
"P40","Apoyar las iniciativas del gobierno nacional y así no tener problemas con la participación",0.128,0.266,0.223
"P40","Apoyar totalmente la iniciativa del gobierno nacional porque es lo que votó la mayoría del pueblo argentino",0.099,0.23,0.114
"P40","No sabe",0.052,0.043,0.131
"P41","Oponerse totalmente y no concurrir a la convocatoria",0.441,0.238,0.288
"P41","Oponerse parcialmente y concurrir a la convocatoria",0.194,0.161,0.147
"P41","Apoyar la iniciativa del gobierno nacional y negociar otros temas en discusión",0.247,0.341,0.272
"P41","Apoyar totalmente la iniciativa del gobierno nacional",0.086,0.234,0.154
"P41","No sabe",0.032,0.026,0.139
"P42","Oponerse totalmente",0.416,0.207,0.32
"P42","Oponerse parcialmente",0.14,0.187,0.098
"P42","Apoyar parcialmente",0.292,0.243,0.172
"P42","Apoyar totalmente",0.121,0.323,0.299
"P42","No sabe",0.031,0.04,0.111
"P43","Inseguridad y narcotráfico",0.377,0.324,0.212
"P43","Altos impuestos y tarifas",0.232,0.315,0.159
"P43","Educación y estado de las escuelas",0.179,0.118,0.269
"P43","Inflación",0.117,0.146,0.209
"P43","Estado de la salud",0.062,0.025,0.141
"P43","Corrupción",0.01,0.039,0.009
"P43","Pobreza",0.013,0.004,0.001
"P43","Medio ambiente, incendios y contaminación",0,0.007,0
"P43","Falta de trabajo",0,0.021,0
"P43","No sabe",0.01,0.001,0
"P47","Muy buena",0.195,0.035,0.037
"P47","Buena",0.327,0.268,0.162
"P47","Ni buena ni mala",0.332,0.243,0.445
"P47","Mala",0.128,0.275,0.204
"P47","Muy mala",0.01,0.131,0.11
"P47","No sabe",0.008,0.048,0.042
"P48","Peor",0.333,0.475,0.35
"P48","Igual",0.43,0.4,0.466
"P48","Mejor",0.194,0.064,0.061
"P48","No sabe",0.043,0.061,0.123
"P49","Peor",0.307,0.403,0.342
"P49","Igual",0.267,0.429,0.303
"P49","Mejor",0.367,0.108,0.147
"P49","No sabe",0.059,0.06,0.208
"P50","El gobierno de Javier Milei",0.439,0.196,0.361
"P50","El gobierno de Alberto Fernández",0.449,0.711,0.439
"P50","Ambos",0.109,0.07,0.132
"P50","No sabe",0.003,0.023,0.068
"P51","Javier Milei",0.463,0.624,0.434
"P51","Los gobernadores",0.433,0.309,0.425
"P51","No sabe",0.104,0.067,0.141
"P52","Muy buena",0.291,0.136,0.137
"P52","Buena",0.119,0.147,0.112
"P52","Ni buena ni mala",0.121,0.054,0.146
"P52","Mala",0.143,0.128,0.146
"P52","Muy mala",0.324,0.533,0.421
"P52","No sabe",0.002,0.002,0.038
"P53","Muy buena",0.163,0.134,0.102
"P53","Buena",0.167,0.168,0.104
"P53","Ni buena ni mala",0.18,0.276,0.226
"P53","Mala",0.271,0.212,0.196
"P53","Muy mala",0.205,0.2,0.324
"P53","No sabe",0.014,0.01,0.048
"P54","Muy buena",0.307,0.289,0.211
"P54","Buena",0.184,0.339,0.198
"P54","Ni buena ni mala",0.107,0.163,0.155
"P54","Mala",0.176,0.085,0.149
"P54","Muy mala",0.218,0.115,0.239
"P54","No sabe",0.008,0.009,0.048
"P55","Muy buena",0.19,0.323,0.107
"P55","Buena",0.175,0.179,0.164
"P55","Ni buena ni mala",0.229,0.244,0.244
"P55","Mala",0.146,0.08,0.148
"P55","Muy mala",0.209,0.159,0.23
"P55","No sabe",0.051,0.015,0.107
"P56","Muy buena",0.361,0.483,0.32
"P56","Buena",0.174,0.169,0.129
"P56","Ni buena ni mala",0.101,0.134,0.163
"P56","Mala",0.125,0.078,0.092
"P56","Muy mala",0.191,0.125,0.214
"P56","No sabe",0.048,0.011,0.082
"P57","Muy buena",0.152,0.126,0.085
"P57","Buena",0.198,0.229,0.184
"P57","Ni buena ni mala",0.393,0.341,0.334
"P57","Mala",0.136,0.149,0.148
"P57","Muy mala",0.096,0.133,0.143
"P57","No sabe",0.025,0.022,0.106
"P58","Muy buena",0.197,0.342,0.144
"P58","Buena",0.174,0.269,0.167
"P58","Ni buena ni mala",0.257,0.159,0.192
"P58","Mala",0.114,0.079,0.163
"P58","Muy mala",0.212,0.137,0.237
"P58","No sabe",0.046,0.014,0.097
"P59","Muy buena",0.2,0.257,0.134
"P59","Buena",0.136,0.265,0.088
"P59","Ni buena ni mala",0.287,0.237,0.313
"P59","Mala",0.124,0.098,0.147
"P59","Muy mala",0.166,0.109,0.199
"P59","No sabe",0.087,0.034,0.119
