"var","categoria","De acuerdo","Ni de acuerdo ni en desacuerdo","En desacuerdo","No sabe"
"P37","9-Pésimo",0.193,0.159,0.169,0.109
"P37","No sabe",0.05,0.066,0.046,0.193
"P38","1-Excelente",0.239,0.138,0.125,0.103
"P38","2",0.067,0.312,0.101,0.026
"P38","3",0.067,0.085,0.068,0.048
"P38","4",0.09,0.033,0.097,0.134
"P38","5",0.116,0.155,0.166,0.144
"P38","6",0.06,0.034,0.1,0.104
"P38","7",0.065,0.03,0.067,0.01
"P38","8",0.037,0.019,0.055,0.005
"P38","9-Pésimo",0.184,0.12,0.176,0.122
"P38","No sabe",0.075,0.074,0.045,0.304
"P39","1-Excelente",0.205,0.16,0.15,0.133
"P39","2",0.09,0.248,0.098,0.088
"P39","3",0.093,0.074,0.065,0.033
"P39","4",0.083,0.055,0.065,0.144
"P39","5",0.144,0.173,0.182,0.084
"P39","6",0.042,0.053,0.096,0.054
"P39","7",0.046,0.021,0.078,0
"P39","8",0.04,0.014,0.041,0.067
"P39","9-Pésimo",0.181,0.136,0.189,0.115
"P39","No sabe",0.076,0.066,0.036,0.282
"P40","Oponerse totalmente y elevar un recurso de amparo ante la corte",0.262,0.501,0.756,0.264
"P40","Oponerse y tratar de negociar con el gobierno nacional a cambio de apoyo legislativo en otros temas",0.209,0.241,0.105,0.126
"P40","Apoyar las iniciativas del gobierno nacional y así no tener problemas con la participación",0.295,0.058,0.071,0.075
"P40","Apoyar totalmente la iniciativa del gobierno nacional porque es lo que votó la mayoría del pueblo argentino",0.205,0.079,0.05,0.152
"P40","No sabe",0.029,0.121,0.018,0.383
"P41","Oponerse totalmente y no concurrir a la convocatoria",0.215,0.383,0.719,0.101
"P41","Oponerse parcialmente y concurrir a la convocatoria",0.14,0.305,0.139,0.166
"P41","Apoyar la iniciativa del gobierno nacional y negociar otros temas en discusión",0.395,0.17,0.113,0.185
"P41","Apoyar totalmente la iniciativa del gobierno nacional",0.235,0.056,0.005,0.157
"P41","No sabe",0.015,0.086,0.024,0.391
"P42","Oponerse totalmente",0.192,0.449,0.628,0.105
"P42","Oponerse parcialmente",0.113,0.244,0.164,0.091
"P42","Apoyar parcialmente",0.337,0.157,0.134,0.214
"P42","Apoyar totalmente",0.333,0.098,0.047,0.203
"P42","No sabe",0.025,0.052,0.027,0.387
"P43","Inseguridad y narcotráfico",0.467,0.152,0.159,0.115
"P43","Altos impuestos y tarifas",0.268,0.372,0.088,0.099
"P43","Educación y estado de las escuelas",0.107,0.216,0.374,0.045
"P43","Inflación",0.073,0.169,0.265,0.382
"P43","Estado de la salud",0.04,0.075,0.047,0.318
"P43","Corrupción",0.031,0.002,0.012,0
"P43","Pobreza",0.007,0.004,0.015,0
"P43","Medio ambiente, incendios y contaminación",0.005,0,0,0
"P43","Falta de trabajo",0,0,0.04,0
"P43","No sabe",0.002,0.01,0,0.041
"P47","Muy buena",0.122,0.143,0.071,0.023
"P47","Buena",0.266,0.348,0.233,0.288
"P47","Ni buena ni mala",0.341,0.32,0.28,0.277
"P47","Mala",0.155,0.123,0.355,0.243
"P47","Muy mala",0.087,0.048,0.055,0.03
"P47","No sabe",0.029,0.018,0.006,0.139
"P48","Peor",0.383,0.309,0.518,0.185
"P48","Igual",0.4,0.536,0.37,0.485
"P48","Mejor",0.161,0.089,0.081,0.057
"P48","No sabe",0.056,0.066,0.031,0.273
"P49","Peor",0.305,0.296,0.545,0.218
"P49","Igual",0.326,0.435,0.248,0.253
"P49","Mejor",0.294,0.188,0.157,0.157
"P49","No sabe",0.075,0.081,0.05,0.372
"P50","El gobierno de Javier Milei",0.189,0.438,0.632,0.471
"P50","El gobierno de Alberto Fernández",0.738,0.381,0.219,0.218
"P50","Ambos",0.07,0.157,0.133,0.063
"P50","No sabe",0.003,0.024,0.016,0.248
"P51","Javier Milei",0.705,0.336,0.217,0.288
"P51","Los gobernadores",0.198,0.545,0.743,0.446
"P51","No sabe",0.097,0.119,0.04,0.266
"P52","Muy buena",0.139,0.246,0.367,0.222
"P52","Buena",0.042,0.283,0.229,0.021
"P52","Ni buena ni mala",0.053,0.16,0.14,0.267
"P52","Mala",0.149,0.121,0.138,0.082
"P52","Muy mala",0.617,0.186,0.126,0.246
"P52","No sabe",0,0.004,0,0.162
"P53","Muy buena",0.207,0.096,0.044,0
"P53","Buena",0.184,0.182,0.065,0.101
"P53","Ni buena ni mala",0.302,0.132,0.117,0.106
"P53","Mala",0.173,0.357,0.301,0.206
"P53","Muy mala",0.134,0.215,0.473,0.279
"P53","No sabe",0,0.018,0,0.308
"P54","Muy buena",0.452,0.095,0.052,0.099
"P54","Buena",0.292,0.225,0.126,0.178
"P54","Ni buena ni mala",0.144,0.215,0.038,0.102
"P54","Mala",0.064,0.214,0.295,0.066
"P54","Muy mala",0.048,0.235,0.487,0.31
"P54","No sabe",0,0.016,0.002,0.245
"P55","Muy buena",0.317,0.114,0.099,0.082
"P55","Buena",0.244,0.179,0.014,0.022
"P55","Ni buena ni mala",0.277,0.268,0.104,0.206
"P55","Mala",0.059,0.102,0.305,0.194
"P55","Muy mala",0.084,0.226,0.472,0.188
"P55","No sabe",0.019,0.111,0.006,0.308
"P56","Muy buena",0.604,0.148,0.089,0.28
"P56","Buena",0.189,0.247,0.046,0.036
"P56","Ni buena ni mala",0.089,0.24,0.127,0.031
"P56","Mala",0.045,0.095,0.274,0.082
"P56","Muy mala",0.053,0.197,0.463,0.242
"P56","No sabe",0.02,0.073,0.001,0.329
"P57","Muy buena",0.166,0.112,0.063,0.092
"P57","Buena",0.247,0.247,0.092,0.041
"P57","Ni buena ni mala",0.397,0.355,0.289,0.34
"P57","Mala",0.101,0.1,0.29,0.177
"P57","Muy mala",0.071,0.118,0.257,0.055
"P57","No sabe",0.018,0.068,0.009,0.295
"P58","Muy buena",0.36,0.104,0.067,0.086
"P58","Buena",0.27,0.218,0.054,0.039
"P58","Ni buena ni mala",0.24,0.233,0.117,0.192
"P58","Mala",0.053,0.152,0.236,0.084
"P58","Muy mala",0.055,0.208,0.525,0.279
"P58","No sabe",0.022,0.085,0.001,0.32
"P59","Muy buena",0.32,0.07,0.05,0.107
"P59","Buena",0.238,0.152,0.042,0.006
"P59","Ni buena ni mala",0.298,0.336,0.16,0.236
"P59","Mala",0.041,0.126,0.334,0.115
"P59","Muy mala",0.051,0.181,0.406,0.158
"P59","No sabe",0.052,0.135,0.008,0.378
